Contract ID,Project ID,Project Name,Central Government Department,Responsible Government Body,Latest Business Case Assumed Contract Start Date,Latest Forecast Date for Contract Start,Current Approved Contract End/Expiry Date,"If existing, Original Contract Date","If existing, Latest Contract Revision Date",Prime ICT Supplier Name,Prime ICT Supplier Capability Type,Other Supplier Name 1,Other Supplier Capability Type 1,Other Supplier Name 2,Other Supplier Capability Type 2,Other Supplier Name 3,Other Supplier Capability Type 3,Other Supplier Name 4,Other Supplier Capability Type 4,Date of Current Business case,Status of Current Business case,Prime ICT Supplier - Whole Life Costs - CDEL (£'000),Prime ICT Supplier - Whole Life Costs - RDEL(£'000),Prime ICT Supplier -  Amount Spent to 31/3/10 - CDEL (£'000),Prime ICT Supplier -  Amount Spent to 31/3/10 - RDEL (£'000),Prime ICT Supplier - In Year 10/11 - CDEL (£'000),Prime ICT Supplier - In Year 10/11 - RDEL (£'000),Prime ICT Supplier - SR Period 11/12 - CDEL (£'000),Prime ICT Supplier - SR Period 11/12 - RDEL (£'000),Prime ICT Supplier - SR Period 12/13 - CDEL (£'000),Prime ICT Supplier - SR Period 12/13 - RDEL (£'000),Prime ICT Supplier - SR Period 13/14 - CDEL (£'000),Prime ICT Supplier - SR Period 13/14 - RDEL (£'000),Prime ICT Supplier - SR Period 14/15 - CDEL (£'000),Prime ICT Supplier - SR Period 14/15 - RDEL (£'000),Non-Prime - ICT Supplier costs - Whole Life Costs CDEL (£'000),Non-Prime - ICT Supplier costs - Whole Life Costs RDEL (£'000),Non-Prime - ICT Supplier costs - Amount Spent to 31/3/10 - CDEL (£'000),Non-Prime - ICT Supplier costs - Amount Spent to 31/3/10 - RDEL (£'000),Non-Prime - ICT Supplier costs - In Year 10/11 - CDEL (£'000),Non-Prime - ICT Supplier costs - In Year 10/11 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 11/12 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 11/12 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 12/13 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 12/13 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 13/14 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 13/14 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 14/15 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 14/15 - RDEL (£'000),Workstation / User devices - Included?,Workstation / User devices - % of Total spend,"COTS Corporate Applications (HR, Finance etc) - Included?","COTS Corporate Applications (HR, Finance etc) - % of Total",Business Applications Included?,Business Applications Included - % of Total,Networks - Included?,Networks - % of Total spend,Data Centres - Included?,Data Centres - % of Total spend,Email  - Included?,Email  - % of Total spend,"Operating System Platform (Windows, Linux etc) - Included?","Operating System Platform (Windows, Linux etc) - % of Total",Service Desks - Included?,Service Desks - % of Total spend,Contact Centres / Customer Relationship Management - Included?,Contact Centres / Customer Relationship Management - % of total,Telecommunications - Included?,Telecommunications - % of Total spend,Online Services  - Included?,Online Services  - % of Total spend,Other - % of Total spend,Date of SRO's last assessment,OGC review stage,Coalition Programme for Government
C182,P182,ASPS,Home Office,HO - Scientific Research Group,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,,,,,Business
C183,P183,AUTOMATION AT HEATHROW- ePassport gates,Home Office,HOPG - UK Border Agency,,40388,40388,,,Fujitsu,Workstation / User devices,Fujitsu,Not Stated,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,958,332,567,0,391,100,0,58,0,58,0,58,0,58,,,,,,,,,,,,,,,Yes,50,Not Stated,,Yes,,Yes,,Yes,,Yes,,Yes,25,Yes,25,Not Stated,,Not Stated,,Not Stated,,,,,Immigration
C184,P184,Biometric Residence Permits,Home Office,HOPG - UK Border Agency,,,,,,Atos Origin,"Operating System Platform (Windows, Linux etc.)",Steria,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,4300,,1500,,,,,,,,,,,,,,1500,,,,,,,,,Yes,5,Not Stated,,Yes,45,Yes,20,Not Stated,,Not Stated,,Yes,5,Yes,20,Yes,5,Not Stated,,Not Stated,,,,Gateway 4 Readiness for service,Immigration
C185,P185,CATALYST Programme - Project ENGELBART,Home Office,HO - Serious Organised Crime Agency,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated
C186,P186,CID High Availability Project,Home Office,HOPG - UK Border Agency,,,,,,Atos Origin,Not Stated,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,1600,1500,987,1,613,300,0,300,0,300,0,300,0,300,,,,,,,,,,,,,,,No,,No,,Yes,20,Yes,0,Yes,20,No,,Yes,10,No,0,Not Stated,,Not Stated,,Not Stated,,50,,,Immigration
C187,P187,Counter Fraud Intelligence,Home Office,HO - Identity and Passport Service,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,Not Applicable,National Security
C188,P188,CRASH,Home Office,HO - National Policing Improvement Agency,,,,,,Information Processing Limited,Business Applications (i.e. Operational applications),AMT-Sybex,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40345,,4189,1317,2961,0,1228,0,0,135,0,300,0,297,0,294,,,,,,,,,,,,,,,No,,No,,Yes,42,No,,Yes,27,No,,Yes,4,Yes,13,No,,No,,No,,,,Gateway 3 Investment Decisions,Crime and Policing
C189,P189,Digitisation and Indexing (D&I),Home Office,HO - Identity and Passport Service,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,Not Applicable,Not Stated
C190,P190,EDRM Futures,Home Office,HOPG - Core Home Office,,,,,40330,Fujitsu,"COTS Corporate Applications (HR, Finance etc.)",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,984,,0,,924,,-51,,-18,,131,,-2,,,,,,,,,,,,,,,No,,Yes,100,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,Government Transparency
C191,P191,Hillsborough Disaster Disclosure Programme,Home Office,HOPG - Core Home Office,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,v,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,v,,,40345,,Civil Liberties
C192,P192,HOSS V2 Finance,Home Office,HOPG - Criminal Records Bureau,,,,,,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,40301,,Crime and Policing
C193,P193,Identity and Access Management (IAM) Central Services,Home Office,HO - National Policing Improvement Agency,,,40816,40421,,Siemens IS,Systems Integrator,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,5030,,2600,,2430,500,,500,,500,,500,,,,,,,,,,,,,,,,,Yes,4,Not Stated,,Not Stated,,Yes,26,Not Stated,,Not Stated,,Yes,9,Yes,11,Not Stated,,Not Stated,,Not Stated,,50,,,Crime and Policing
C194,P194,Immigration Case Work Programme,Home Office,HOPG - Core Home Office,,,,,,IBM,Business Applications (i.e. Operational applications),Atos Origin,Not Stated,Acuma,Not Stated,ORACLE,Not Stated,Vignette,Not Stated,,,63557,0,5891,0,25422,0,18311,0,12930,0,0,0,0,0,25116,0,21487,0,4307,0,1856,0,,0,,0,,0,No,,Yes,15,Yes,60,No,,Yes,15,No,,No,,Yes,5,No,,No,,Yes,5,,,Gateway 0 Strategic Assessment ,Immigration
C195,P195,IMPACT Programme,Home Office,HO - National Policing Improvement Agency,,,,,,Logica,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,41800,45800,18030,0,16700,3300,1100,6100,0,6200,0,6100,3200,6100,,,,,,,,,,,,,,,No,,No,,Yes,,No,,Yes,,No,,No,,Yes,,Yes,,No,,No,,,,Gateway 3 Investment Decisions,Crime and Policing
C196,P196,Improvements to Cessations Project,Home Office,HOPG - UK Border Agency,40422,,,,,Atos Origin,Not Stated,Fincore,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,930,17,0,17,930,0,0,2,0,2,0,2,0,2,70,11,0,11,70,0,0,0,0,0,0,0,0,0,,,,,,100,,,,,,,,,,,,,,,,,,,Not Applicable,Immigration
C197,P197,IPOS,Home Office,HO - Serious Organised Crime Agency,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated
C198,P198,ISIS National email,Home Office,HO - National Policing Improvement Agency,,40434,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Crime and Policing
C199a,P199,IT2000 (Fujitsu) and IPIDS (Atos Origin),Home Office,HOPG - Core Home Office,,,,,,Fujitsu,Workstation / User devices,Atos Origin,"Data centres,  Operating System Platform",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40397,,0,498520,0,48445,0,10533,0,74540,0,80240,0,80440,0,81040,0,196680,0,8647,0,3569,0,30860,0,29160,0,29160,0,29160,Yes,49,No,,Yes,27,Yes,13,Yes,4,No,,No,,Yes,7,No,,No,,No,,,40331,Gateway 3 Investment Decisions,Deficit Reduction
C199b,P199,IT2000 (Fujitsu) and IPIDS (Atos Origin),Home Office,HOPG - Core Home Office,,,,,,Fujitsu,Workstation / User devices,Atos Origin,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40398,,0,498520,0,48445,0,10533,0,74540,0,80240,0,80440,0,81040,0,196680,0,8647,0,3569,0,30860,0,29160,0,29160,0,29160,Yes,49,No,,Yes,27,Yes,13,Yes,4,No,,No,,Yes,7,No,,No,,No,,,40331,Gateway 3 Investment Decisions,Deficit Reduction
C200,P200,Kerno (Arena & Discover),Home Office,HO - Serious Organised Crime Agency,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated
C201,P201,Mobile Information Programme,Home Office,HO - National Policing Improvement Agency,,,40633,,40329,Cable & Wireless,Workstation / User devices,Airwave,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,27,Not Stated,,Yes,40,Yes,6,Not Stated,,Yes,10,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,17,,,,Crime and Policing
C202,P202,MobileID Project,Home Office,HO - National Policing Improvement Agency,,,,,,,Business Applications (i.e. Operational applications),Northrop Grumman ,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,6286,,745,,1696,,1709,,1709,,427,,,,5755,,1342,,3583,,302,,302,,226,,,Yes,8,Not Stated,,Yes,61,Yes,11,Yes,16,Not Stated,,Not Stated,,Yes,2,Yes,2,Not Stated,,Not Stated,,,,Gateway 3 Investment Decisions,Crime and Policing
C203,P203,Mycroft+ Project / Mycroft Contract,Home Office,HOPG - UK Border Agency,,,41790,,,Not Stated,All capabilities,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,2393,0,1284,0,1109,0,,,,,,,,,0,0,0,60,0,0,,,,,,,,,Yes,25,No,,Yes,24,Yes,26,Yes,20,No,,Yes,5,No,,No,,No,,No,,,,,Immigration
C204,P204,National Digital Storage Solution (NDSS),Home Office,HO - National Policing Improvement Agency,,40451,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40357,,,,,,2250,,1500,,1500,,1500,,1500,,,,,,,,,,,,,,,,No,,No,,Yes,3,No,,No,,No,,Yes,2,No,,No,,No,,No,,82,,,Crime and Policing
C205,P205,National Identity Assurance Service (NIAS),Home Office,HOPG - UK Border Agency,,,,,,IBM,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,136300,181600,61600,2100,52900,7100,13500,20400,10500,20000,2600,20500,300,21300,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Immigration
C206,P206,New Passport Programme (NPP),Home Office,HO - Identity and Passport Service,,,,,,,To deliver all capabilities relating to the printing and personalisation of passports.,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,40357,,Not Stated
C207,P207,Next Generation Handheld Biometric Units,Home Office,HOPG - UK Border Agency,,,40422,,,IBM,Workstation / User devices,Sagem (Morpho),Not Stated,Vodafone,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,632,,632,,,,,,,,,,,,526,923,229,,225,153,72,154,,154,,154,,154,Yes,24,No,,Yes,11,Yes,3,No,,No,,No,,No,,No,,Yes,2,No,,,40333,,Immigration
C208,P208,Not stated,Home Office,HOPG - Office for Security and Counter Terrorism,,,,,,Not Stated,Not Stated,Not Stated,Other,Not Stated,Client-side support and legal advice,Not Stated,Not Stated,Not Stated,Not Stated,40346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,Yes,,Yes,,No,,No,,Yes,,Yes,,Yes,,Yes,,,,Gateway 0 Strategic Assessment ,National Security
C209,P209,PentiP,Home Office,HO - National Policing Improvement Agency,,,,,,Northgate,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,10928,9897,5000,0,3895,0,2033,0,0,1516,0,1342,0,1394,,,,,,,,,,,,,,,No,,No,,Yes,50,Yes,10,Yes,20,No,,Yes,,Yes,10,No,,No,,Yes,10,,,Gateway 3 Investment Decisions,Justice
C210,P210,PLX 3 Project,Home Office,HOPG - Criminal Records Bureau,,,,,,Capita,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,5300,,5300,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,Gateway 4 Readiness for service,Crime and Policing
C211,P211,Programme Cyclamen - Fixed Radiation Detection Systems and Radionuclide Identification Devices,Home Office,HOPG - UK Border Agency,,,,,,Serco,Radiation detection systems and image identification technology,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,65641,89395,56140,30402,5984,13751,3517,6992,0,7202,0,7418,0,7641,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,50,,Gateway 4 Readiness for service,National Security
C212,P212,Rostering and Annualised Hours Working Project,Home Office,HOPG - UK Border Agency,,,42077,,,Kronos,Business Applications (i.e. Operational applications),Atos Origin,Not Stated,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,1806,585,0,0,1806,117,0,117,0,117,0,117,0,117,856,1205,0,0,856,241,0,241,0,241,0,241,0,241,Not Stated,,Yes,22,Yes,22,Yes,4,Not Stated,,Not Stated,,Yes,22,Yes,23,Not Stated,,Not Stated,,Not Stated,,,40339,,Deficit Reduction
C213,P213,Schengen Information System Programme (SIS ll),Home Office,HO - National Policing Improvement Agency,,,,,,Steria,Not Stated,ORACLE,"Provides data-bases/applications and
 integration of frameworks",Fujitsu,Hardware,Not Stated,Not Stated,Not Stated,Not Stated,,,6,5,5,1,1,1,,1,,,,2,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,80,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,20,,Gateway 0 Strategic Assessment ,Crime and Policing
C214,P214,Scio (Data Lab & Matrix),Home Office,HO - Serious Organised Crime Agency,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated
C215,P215,SPPU Convergence Programme,Home Office,HOPG - Core Home Office,40999,,40999,,,Capita,Not Stated,Logica,Not Stated,BT,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40374,,20,170,,,,,,,15700,46100,13000,37800,1300,37900,,,,,,,,,,,,,,,Yes,5,Yes,2,Yes,15,Yes,20,Yes,20,Yes,3,Yes,3,Yes,8,Yes,10,Yes,12,Yes,2,,40361,,Families and Children
C216,P216,The 2010 Programme,Home Office,HO - Serious Organised Crime Agency,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated
C217,P217,Transforming Customer Experience (TCE),Home Office,HO - Identity and Passport Service,,,,,,CSC,To deliver all capabilities,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,114500,318700,44500,26500,24500,46700,8000,42500,23300,48100,4900,36300,7900,27000,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Deficit Reduction
C218,P218,Transforming HR - Adelphi Shared Services,Home Office,HO - Identity and Passport Service,,,,,,Fujitsu,"COTS Corporate Applications (HR, Finance etc.)",CSC,Not Stated,Cable & Wireless,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,50,No,,Yes,5,No,,No,,No,,Yes,10,No,,No,,No,,,,,Deficit Reduction
C219,P219,AIS Branch Functional Application Testing Resource,Ministry of Defence,MOD- Ministry of Defence,,,40633,,,Not Stated,Functional Application Testing,Not Stated,Other,Not Stated,Other,Not Stated,Not Stated,Not Stated,Not Stated,,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Defence
C220,P220,Army Information Services - Delivery,Ministry of Defence,MOD- Ministry of Defence,,,,,,Other,Technical Support,Other,Other,Other,Other,Not Stated,Not Stated,Not Stated,Not Stated,,Ongoing review and renewal of contracts as required,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,25,,25,,20,,,,20,,,,,,10,,,,,Not Applicable,Defence
C221,P221,CRIMES Application Support & Maintenance Contract,Ministry of Defence,MOD- Ministry of Defence,40695,40695,,,,Other,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40346,Figures based on quote from existing contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,40346,Not Applicable,Crime and Policing
C222,P222,EUMIS Analysis (Army Manpower Reporting and Analysis),Ministry of Defence,MOD- Ministry of Defence,,,40530,,,SAS,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,PRINCE 2 Business Case for Foundation Stage Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Not Applicable,Defence
C223,P223,General Purpose Compute System Replacement,Ministry of Defence,MOD- Meteorological Office,40330,40330,40724,,,Not Stated,"Operating System Platform (Windows, Linux etc.)",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,Not Applicable,Defence
C224,P224,iCAS Technical Upgrade - Peoplesoft 9.1,Ministry of Defence,MOD- Defence Science and Technology Laboratory,,,40518,,,ORACLE,"COTS Corporate Applications (HR, Finance etc.)",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,1650,,535,,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,9,,,,,,,,,,,,,11,,Not Applicable,Defence
C225,P225,JPA MANAGEMENT INFORMATION IMPROVEMENT PROJECT,Ministry of Defence,MOD- Ministry of Defence,40422,,41517,,40369,HP,"Operating System Platform (Windows, Linux etc.)",HP,"System Configuration, Development, etc  (Q6.1.12)",ORACLE,"COTS Corporate Applications (HR, Finance etc.)",ORACLE,"System Configuration, Development, etc  (Q6.1.12)",,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,10,,,,,,,,,52,,Not Applicable,Not Stated
C226,P226,Land Force Data Warehouse,Ministry of Defence,MOD- Ministry of Defence,,,,,,Other,Data warehouse expertise,Other,Data warehouse technology and tools,Other,Other,Not Stated,Not Stated,Not Stated,Not Stated,40360,Outline Business Case stage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,90,,,,5,,,,5,,,,,,,,,,,Not Applicable,Defence
C227,P227,Oracle EA,Ministry of Defence,MOD- Ministry of Defence,40323,,40688,,,ORACLE,"COTS Corporate Applications (HR, Finance etc.)",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40311,,,,,,,,,,,,,,,,,1967,,,,1639,,328,,,,,,,No,,Yes,50,No,50,No,,No,,No,,No,,No,,No,,No,,No,,,,,Defence
C228,P228,"Reporting, Archiving & Feeder Technology (RAFT) WP 150",Ministry of Defence,MOD- Ministry of Defence,,,40787,,41486,IBM,"COTS Corporate Applications (HR, Finance etc.)",ORACLE,Not Stated,Centreprise/OCSL,Not Stated,Softcat,Not Stated,SCC,Not Stated,,,,5600,,600,,3900,,1100,,,,,,,2300,,1200,,1100,,,,,,,,,,Not Stated,,Yes,44,Yes,44,Not Stated,,Not Stated,,Not Stated,,Yes,12,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Defence
C229,P229,WebEx Internet Development,Ministry of Defence,MOD- Ministry of Defence,,,,,,Not Stated,Development Technical Support,Not Stated,Telecommunications,Not Stated,Specialist Tech Sy Support,Not Stated,ORACLE Database Design,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,5,,,,,,,,5,,65,,,Not Applicable,Defence
C230,P230,DE&S Project Management Support,Ministry of Defence,MOD- Ministry of Defence,40269,,40268,,,Various COTS suppliers,Business Applications (i.e. Operational applications),Oracle,Contract Management,Microsoft,Enterprise Project Planning,"Straetgic Thought, Risk Decisions",Risk Management,IBM,DOORS Requirements Management,40269,Other,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,Yes,65,,,,,,,Yes,10,Yes,25,,,,,,,,,Not Applicable,Defence
C231,P231,Civil Business Modernisation Programme,Ministry of Justice,MOJ - HMCS,,,40847,,,Atos Origin,Workstation / User devices,Not Stated,Business Application,Not Stated,Telephony,Not Stated,Not Stated,Not Stated,Not Stated,40316,,2077.215217,6472.667388,8.46,28.4466,1437.845416,436.580429,630.9098008,1038.149081,0,1050.161221,0,653.2216762,0,653.2216762,1442.922961,0.001,0,0,41.741875,0,1401.181086,0,0,0,0,0.001,0,0,Yes,15,Not Stated,,Yes,24,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,16,Not Stated,,Not Stated,,45,,Gateway 0 Strategic Assessment ,Justice
C232,P232,Electronic Presentation of Evidence (EPE),Ministry of Justice,MOJ - Ministry of Justice HQ,,,,,,Impact Marcom,Not Stated,RTS Communications,Not Stated,Wordwave International,Not Stated,Stortext Document Solutions Ltd,Not Stated,Not Stated,Not Stated,,,,5600,,,,2800,,2800,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,100,,,Justice
C233,P233,Integrated Delivery Programme (Delivery Transformation & Integrated Financial),Ministry of Justice,MOJ - Legal Services Commission,,,01-Apr-12,,,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,,Not Stated,,Not Stated,,Not Stated,,Yes,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,Gateway 3 Investment Decisions,Justice
C234,P234,MoJ Estates Transformation Programme,Ministry of Justice,MOJ - Ministry of Justice HQ,,,42005,,,Not Stated,Not Stated,HP,Not Stated,Steria,Not Stated,Atos Origin,Not Stated,Transputech,Not Stated,40360,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5327,12816,800,1500,1773,6079,2257,1785,298,1361,199,1026,0,1065,Yes,80,No,,No,,Yes,10,No,,No,,No,,No,,No,,Yes,10,No,,25,40371,Gateway 0 Strategic Assessment ,Justice
