Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016010922,22/01/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,DNK,"Office Stationery, equipment and supplies","1,165.90",TAVLECENTRETDK
FCOGPC2016010923,22/01/2016,HOTELS/MOTELS/RESORTS ,MUS,Hotels,"1,204.56",ACCOMODATION PROVIDER 
FCOGPC2016010924,22/01/2016,ELECTRICAL AND SMALL APPLIANCE REPAIR SHOPS,NOR,General Retail and Wholesale,"1,233.03",GRONVOLD MASKINSERVICE
FCOGPC2016010925,22/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,248",UBIQUS UK LIMITED
FCOGPC2016010926,22/01/2016,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,283.69",MAYAK SERVICES LIMITED
FCOGPC2016010927,22/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AUS,General Retail and Wholesale,"1,283.93",FLAGS OF ALL NATIONS
FCOGPC2016010928,22/01/2016,HOTELS/MOTELS/RESORTS ,KEN,Hotels,"1,300.16",ACCOMODATION PROVIDER 
FCOGPC2016010929,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,336.88",ACCOMODATION PROVIDER 
FCOGPC2016010930,22/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,343.99",DIPLOMATIC MISSION SUP
FCOGPC2016010931,22/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,"1,350",NATIONAL TRAINING
FCOGPC2016010932,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,368",ACCOMODATION PROVIDER 
FCOGPC2016010933,22/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,398.66",O HEAP & SON (DERBY) L
FCOGPC2016010934,22/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",GBR,Financial Services,"1,400",MARSH LTD-PCS
FCOGPC2016010935,22/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",GBR,Financial Services,"1,400",MARSH LTD-PCS
FCOGPC2016010936,22/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,"1,425",INTRAC LIMITED
FCOGPC2016010937,22/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZWE,General Retail and Wholesale,"1,483.64",NATIONAL CARPETSSOUTH
FCOGPC2016010938,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,610",ACCOMODATION PROVIDER 
FCOGPC2016010939,22/01/2016,TRAVEL,JPN,Airline,"1,874.38",AIRLINE
FCOGPC2016010940,22/01/2016,TRAVEL,JPN,Airline,"1,876.72",AIRLINE
FCOGPC2016010941,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"5,600",ACCOMODATION PROVIDER 
FCOGPC2016010942,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"10,000",ACCOMODATION PROVIDER 
FCOGPC2016010943,23/01/2016,TRAVEL,BEL,Airline,606.82,AIRLINE
FCOGPC2016010944,23/01/2016,"GROCERY STORES, SUPERMARKETS",QAT,General Retail and Wholesale,913.35,CARREFOUR (VILLAGIO MA
FCOGPC2016010945,23/01/2016,HOTELS/MOTELS/RESORTS ,MUS,Hotels,"1,189.02",ACCOMODATION PROVIDER 
FCOGPC2016010946,23/01/2016,HOTELS/MOTELS/RESORTS ,MUS,Hotels,"1,218.70",ACCOMODATION PROVIDER 
FCOGPC2016010947,23/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"2,296.02",ACCOMODATION PROVIDER 
FCOGPC2016010948,23/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"5,373.23",ACCOMODATION PROVIDER 
FCOGPC2016010949,23/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"6,622.98",ACCOMODATION PROVIDER 
FCOGPC2016010950,24/01/2016,"BUILDING MATERIALS, LUMBER STORES",KWT,Building Materials,513.22,ARABI COMPANY W.L.L
FCOGPC2016010951,24/01/2016,"EATING PLACES, RESTAURANTS",AFG,Restuarants and Bars,540.09,ES KO INTERNATIONAL
FCOGPC2016010952,24/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",BHR,Financial Services,545.92,FAKHROO INSURANCE SERV
FCOGPC2016010953,24/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,606.04,HA ARETZ NEWSPAPER
FCOGPC2016010954,24/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,USA,General Retail and Wholesale,691.64,WEST ELM E-COMMERCE
FCOGPC2016010955,24/01/2016,HOTELS/MOTELS/RESORTS ,MUS,Hotels,831.98,ACCOMODATION PROVIDER 
FCOGPC2016010956,24/01/2016,HOTELS/MOTELS/RESORTS ,MUS,Hotels,831.98,ACCOMODATION PROVIDER 
FCOGPC2016010957,24/01/2016,HOTELS/MOTELS/RESORTS ,ARE,Hotels,"1,005.14",ACCOMODATION PROVIDER 
FCOGPC2016010958,24/01/2016,TRAVEL AGENCIES,KWT,Travel Agencies,"1,194.69",BADOUR TRAVEL&TOURISM
FCOGPC2016010959,24/01/2016,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,"1,372.88",C.M.C.
FCOGPC2016010960,24/01/2016,ELECTRONIC SALES,ARE,General Retail and Wholesale,"1,431.07",UNIVERSAL TRD CO PO 43
FCOGPC2016010961,25/01/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,504,WWW.ILXGROUP.COM
FCOGPC2016010962,25/01/2016,HOTELS/MOTELS/RESORTS ,PER,Hotels,515.66,ACCOMODATION PROVIDER 
FCOGPC2016010963,25/01/2016,CUSTOMER FINCL INSTIT-MANUAL CASH DISBURSEMENTS,ISL,Cash,530.99,CASH-SKOTSILFUR L
FCOGPC2016010964,25/01/2016,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",GBR,Medical Supplies and Services,550,GOV.UK/PHE
FCOGPC2016010965,25/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",CAN,"Office Stationery, equipment and supplies",553.62,LASER ENVIRONMENT INC.
FCOGPC2016010966,25/01/2016,ADVERTISING SERVICES,IRL,Print and advertising,554.76,FACEBK XK8539SZS2
FCOGPC2016010967,25/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,ITA,General Retail and Wholesale,587.64,ARTICOLI TERMOIDRAULIC
FCOGPC2016010968,25/01/2016,MEN'S AND BOY'S CLOTHING AND ACCESSORIES STORES,IND,General Retail and Wholesale,590.97,ANOKHI
FCOGPC2016010969,25/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,591.8,OLIVER KINROSS LTD
FCOGPC2016010970,25/01/2016,FAMILY CLOTHING STORES,ESP,General Retail and Wholesale,598.55,AZULES DE VERGARA S L
FCOGPC2016010971,25/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",NPL,General Retail and Wholesale,607.08,NEW MADAN FURNISHERS
FCOGPC2016010972,25/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GRC,Miscellaneous Industrial/Commercial Supplies,620.79,ANDREADIS S.A.
FCOGPC2016010973,25/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,TUR,Telecommunication Services,634.52,IRIDYUM ILETS.HIZM.P
FCOGPC2016010974,25/01/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,635.11,DEEPAK ELECTRICALS
FCOGPC2016010975,25/01/2016,"GLASS, PAINT, WALLPAPER STORES",AFG,Building Materials,635.43,ARGHAWAN PAINT STORE
FCOGPC2016010976,25/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,RUS,Telecommunication Services,637.63,MTS Y006
FCOGPC2016010977,25/01/2016,"EATING PLACES, RESTAURANTS",UKR,Restuarants and Bars,652.64,E-DAA.COM.UA
FCOGPC2016010978,25/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",ZAF,Utilities and Non Automotive Fuel,663.54,CONSCHEFF PTY LTD
FCOGPC2016010979,25/01/2016,ELECTRICAL PARTS AND EQUIPMENT,TUR,Building Materials,671.41,KIB-TEK LEFKOSA
FCOGPC2016010980,25/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,685.2,CHATHAM HOUSE
FCOGPC2016010981,25/01/2016,"GROCERY STORES, SUPERMARKETS",RUS,General Retail and Wholesale,689.63,METRO CASH&CARRY 1016
FCOGPC2016010982,25/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,690,UBIQUS UK LIMITED
FCOGPC2016010983,25/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",ISL,Utilities and Non Automotive Fuel,692.82,ORKUVEITA RVIK
FCOGPC2016010984,25/01/2016,AUTOMOTIVE TIRE STORES,KAZ,"Vehicles, servicing and spares",709.57,VIANOR
FCOGPC2016010985,25/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,ISL,Telecommunication Services,724.04,VODAFONE SK TUVOGI
FCOGPC2016010986,25/01/2016,"EATING PLACES, RESTAURANTS",CHN,Restuarants and Bars,731.82,WESTIN HOTELS CHONGQIN
FCOGPC2016010987,25/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,IND,General Retail and Wholesale,780.99,A R ASSOCIATES KOLKATA
FCOGPC2016010988,25/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",CAN,"Office Stationery, equipment and supplies",781.73,LASER ENVIRONMENT INC.
FCOGPC2016010989,25/01/2016,"GROCERY STORES, SUPERMARKETS",NGA,General Retail and Wholesale,787.18,NDUMAK NIGERIA LIMITED
FCOGPC2016010990,25/01/2016,CARPET AND UPHOLSTERY CLEANING,PER,Cleaning Services and Supplies,833.98,M S ALFOMBRAS LIMPIAS
FCOGPC2016010991,25/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,IND,Miscellaneous Industrial/Commercial Supplies,837.47,MRA ENTERPRISES
FCOGPC2016010992,25/01/2016,TRAVEL AGENCIES,ARM,Travel Agencies,900.79,GLOBE TRAVEL CLUB SARY
FCOGPC2016010993,25/01/2016,HOUSEHOLD APPLIANCE STORES,FIN,General Retail and Wholesale,908.12,GIGANTTI TAMMIS
FCOGPC2016010994,25/01/2016,COMPUTER SOFTWARE STORES,ISR,Computer Equipment & Services,909.05,ALFA .A COMPUTERS LTD
FCOGPC2016010995,25/01/2016,WHOLESALE CLUBS,NGA,General Retail and Wholesale,911.04,2214LA331842016
FCOGPC2016010996,25/01/2016,TRAVEL,BRA,Airline,939.37,AIRLINE
FCOGPC2016010997,25/01/2016,"SCHOOLS, TRADE AND VOCATIONAL",GBR,Training and Educational,975.11,WWW.THEKNOWLEDGEACADEM
FCOGPC2016010998,25/01/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,BRB,Building Materials,979.62,FIBERPOL INC
FCOGPC2016010999,25/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",ARE,General Retail and Wholesale,"1,020.14",MARITIME& MERCANTILE I
FCOGPC2016011000,25/01/2016,TRAVEL,BEL,Airline,"1,050.74",AIRLINE
FCOGPC2016011001,25/01/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,AFG,Building Materials,"1,055",HAJI MOHAMMAD FAIZI CO
FCOGPC2016011002,25/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,"1,128",UBIQUS UK LIMITED
FCOGPC2016011003,25/01/2016,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",USA,Miscellaneous Industrial/Commercial Supplies,"1,144.70",SALSBURY INDUSTRIES
FCOGPC2016011004,25/01/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",MEX,General Retail and Wholesale,"1,164.48",CORT HOLLAND & SHERRY
FCOGPC2016011005,25/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ZAR,General Retail and Wholesale,"1,199.39",L EMPIRE
FCOGPC2016011006,25/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,TUR,Miscellaneous Industrial/Commercial Supplies,"1,206.04",YILMAZ BORU
FCOGPC2016011007,25/01/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,"1,215.14",ACCOMODATION PROVIDER 
FCOGPC2016011008,25/01/2016,HOTELS/MOTELS/RESORTS ,TUR,Hotels,"1,215.14",ACCOMODATION PROVIDER 
FCOGPC2016011009,25/01/2016,HOTELS/MOTELS/RESORTS ,ZAF,Hotels,"1,269.25",ACCOMODATION PROVIDER 
FCOGPC2016011010,25/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,BRA,Miscellaneous Industrial/Commercial Supplies,"1,279.23",CASA NORDESTINA
FCOGPC2016011011,25/01/2016,"PUBLIC WAREHOUSING-FARM, REFRIG GOODS, HHG STORAGE",GBR,Freight and Storage,"1,325.10",PRESERVATION EQUIP
FCOGPC2016011012,25/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,CHE,Miscellaneous Industrial/Commercial Supplies,"1,418.73",SPORTACCORDCONVENTION.
FCOGPC2016011013,25/01/2016,BOOK STORES,GBR,Books and Periodicals,"1,486.57",BLACKWELL S
FCOGPC2016011014,25/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,500",CIVIL SERVICE LEARNING
FCOGPC2016011015,25/01/2016,FLOOR COVERING STORES,GBR,General Retail and Wholesale,"1,500",EXPRESS MATTING SE
FCOGPC2016011016,25/01/2016,TRAVEL AGENCIES,CHL,Travel Agencies,"2,034.79",MERIDIAN
FCOGPC2016011017,25/01/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",GBR,Mail and Courier Services,"2,683.15",X-PAND INTERNATION
FCOGPC2016011018,26/01/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,505.29,3 TANITIM ORGANIZASYON
FCOGPC2016011019,26/01/2016,HOTELS/MOTELS/RESORTS ,PER,Hotels,506.68,ACCOMODATION PROVIDER 
FCOGPC2016011020,26/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,522.47,G4S SECURE
FCOGPC2016011021,26/01/2016,HOTELS/MOTELS/RESORTS ,PHL,Hotels,523.36,ACCOMODATION PROVIDER 
FCOGPC2016011022,26/01/2016,"GROCERY STORES, SUPERMARKETS",NOR,General Retail and Wholesale,537.08,BROBEKK STORCASH AS
FCOGPC2016011023,26/01/2016,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",BWA,"Office Stationery, equipment and supplies",556.42,FRAME GALLERY B/HURST
FCOGPC2016011024,26/01/2016,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",FRA,Miscellaneous Industrial/Commercial Supplies,592.6,SETON
FCOGPC2016011025,26/01/2016,"GROCERY STORES, SUPERMARKETS",ESP,General Retail and Wholesale,625.48,LA GRAN DESPENSA
FCOGPC2016011026,26/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies",627.72,BEACON PRESS
FCOGPC2016011027,26/01/2016,BOOK STORES,TUR,Books and Periodicals,631.5,SANAT KIRTASIYE REKLAM
FCOGPC2016011028,26/01/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,637.14,WWW.I-D-S.COM
FCOGPC2016011029,26/01/2016,TRAVEL AGENCIES,KEN,Travel Agencies,649.5,TRAVELSHOPPE EDEN SQUA
FCOGPC2016011030,26/01/2016,ELECTRICAL CONTRACTORS,BHR,Building Services,661.79,ALFANAR ELECTRICAL
FCOGPC2016011031,26/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,NLD,"Office Stationery, equipment and supplies",666.2,WWW.VIKING.DE/
FCOGPC2016011032,26/01/2016,"CONTRACTORS,SPECIAL TRADE-NOT ELSEWHERE CLASSIFIED",AZE,Building Services,673.47,R QRUP SERVIS MMC
FCOGPC2016011033,26/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",DOM,Financial Services,675.24,ARS HUMANO CHURCHILL
FCOGPC2016011034,26/01/2016,"COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES",GBR,Training and Educational,681,MDU PDQ
FCOGPC2016011035,26/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,TUR,Miscellaneous Industrial/Commercial Supplies,690.51,MEVSIM PERDE VE PENCER
FCOGPC2016011036,26/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,690.72,CLIP
FCOGPC2016011037,26/01/2016,CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED,BRA,Miscellaneous Industrial/Commercial Supplies,695.36,TAMANDUA DEDETIZACAO
FCOGPC2016011038,26/01/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,713.08,AVIS AFRIC AUTO
FCOGPC2016011039,26/01/2016,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,TUN,Auto rental,714.86,AVIS AFRIC AUTO
FCOGPC2016011040,26/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,730.29,BACK IN ACTION
FCOGPC2016011041,26/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,750,JOHN LEWIS
FCOGPC2016011042,26/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,750,JOHN LEWIS
FCOGPC2016011043,26/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,750,JOHN LEWIS
FCOGPC2016011044,26/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,750,JOHN LEWIS
FCOGPC2016011045,26/01/2016,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",GBR,General Retail and Wholesale,750,SCHOOLBADGESTORE.
FCOGPC2016011046,26/01/2016,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",FRA,Utilities and Non Automotive Fuel,750.51,E D F
FCOGPC2016011047,26/01/2016,LAUNDRY SERVICES - FAMILY AND COMMERICAL,ZAF,Cleaning Services and Supplies,770.47,MANOKE CURTAINS CLEA
FCOGPC2016011048,26/01/2016,HOME SUPPLY WAREHOUSE STORES,USA,General Retail and Wholesale,771.37,LOWES #00907
FCOGPC2016011049,26/01/2016,METAL SERVICE CENTERS AND OFFICES,ZWE,Miscellaneous Industrial/Commercial Supplies,783.77,J MANN AND COMPANY
FCOGPC2016011050,26/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,788.64,G4S SECURE
FCOGPC2016011051,26/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,798,EUROMONEY II PLC ONL
FCOGPC2016011052,26/01/2016,ADVERTISING SERVICES,MYS,Print and advertising,803.55,STAR PUBLICATION
FCOGPC2016011053,26/01/2016,ELECTRICAL CONTRACTORS,BHR,Building Services,803.61,ALFANAR ELECTRICAL
FCOGPC2016011054,26/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,809,WILTS ELECTRICAL BRITS
FCOGPC2016011055,26/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",NOR,General Retail and Wholesale,817.88,VINMONOPOLET SKOEYEN
FCOGPC2016011056,26/01/2016,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,ZWE,General Retail and Wholesale,839.62,WEBDEV
FCOGPC2016011057,26/01/2016,"GLASS, PAINT, WALLPAPER STORES",SRB,Building Materials,839.96,VLADA GRADNJA SZR
FCOGPC2016011058,26/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",NOR,General Retail and Wholesale,846.5,VINMONOPOLET SKOEYEN
FCOGPC2016011059,26/01/2016,ELECTRICAL CONTRACTORS,BHR,Building Services,850.88,ALFANAR ELECTRICAL
FCOGPC2016011060,26/01/2016,HARDWARE STORES,BLZ,General Retail and Wholesale,858.47,BELMOPAN AGGREGATES &
FCOGPC2016011061,26/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GBR,General Retail and Wholesale,910,IKEA ONLINE
FCOGPC2016011062,26/01/2016,"SCHOOLS, TRADE AND VOCATIONAL",ITA,Training and Educational,913.9,WWW.DILIT.IT
FCOGPC2016011063,26/01/2016,ELECTRONIC SALES,BGR,General Retail and Wholesale,939.71,EXPO 2000 TRADE OOD
FCOGPC2016011064,26/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,939.88,G4S SECURE
FCOGPC2016011065,26/01/2016,CATERERS,GBR,Catering and Catering Supplies,953.42,PAYPAL AELASSOCIAT
FCOGPC2016011066,26/01/2016,ELECTRONIC SALES,BGR,General Retail and Wholesale,953.97,EXPO 2000 TRADE OOD
FCOGPC2016011067,26/01/2016,BOOK STORES,TUR,Books and Periodicals,969.18,SANAT KIRTASIYE REKLAM
FCOGPC2016011068,26/01/2016,ELECTRONIC SALES,PAK,General Retail and Wholesale,997.93,IKAS ELECTRIC
FCOGPC2016011069,26/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,049.99",DIPLOMATIC MISSION SUP
FCOGPC2016011070,26/01/2016,DUTY FREE STORES,GBR,General Retail and Wholesale,"1,053.12",WWW.I-D-S.COM
FCOGPC2016011071,26/01/2016,"BUILDING MATERIALS, LUMBER STORES",ROM,Building Materials,"1,148.04",SC F&F SERVICE DE CALI
FCOGPC2016011072,26/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,TUR,Miscellaneous Industrial/Commercial Supplies,"1,148.28",MEVSIM PERDE VE PENCER
FCOGPC2016011073,26/01/2016,"SCHOOLS, BUSINESS AND SECRETARIAL",IRL,Training and Educational,"1,160.81",ITRONICS LTD
FCOGPC2016011074,26/01/2016,COMPUTER SOFTWARE STORES,CHE,Computer Equipment & Services,"1,180.26",FNAC - BALEXERT
FCOGPC2016011075,26/01/2016,DEPARTMENT STORES,QAT,General Retail and Wholesale,"1,188.33",IKEA
FCOGPC2016011076,26/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,TUR,Miscellaneous Industrial/Commercial Supplies,"1,201.99",MEVSIM PERDE VE PENCER
FCOGPC2016011077,26/01/2016,HOTELS/MOTELS/RESORTS ,LBN,Hotels,"1,221.97",ACCOMODATION PROVIDER 
FCOGPC2016011078,26/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,260",COMPASS PRINT
FCOGPC2016011079,26/01/2016,FAST FOOD RESTAURANTS,GBR,Restuarants and Bars,"1,282.94",THE PIE MAN
FCOGPC2016011080,26/01/2016,"ALTERATIONS, MENDING, SEAMSTRESSES, TAILORS",BGD,General Retail and Wholesale,"1,298.17",CHOYONIKA TAILORS
FCOGPC2016011081,26/01/2016,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",USA,Miscellaneous Industrial/Commercial Supplies,"1,309.96",NORTHERN BUSINESS MACH
FCOGPC2016011082,26/01/2016,CARPENTRY CONTRACTORS,NPL,Building Services,"1,311.06",B.K SHRESTHA & BUILDER
FCOGPC2016011083,26/01/2016,TRAVEL AGENCIES,BIH,Travel Agencies,"1,336.03",TRAVEL CENTAR D.O.O. S
FCOGPC2016011084,26/01/2016,HOTELS/MOTELS/RESORTS ,USA,Hotels,"1,441.58",ACCOMODATION PROVIDER 
FCOGPC2016011085,26/01/2016,BOOK STORES,LUX,Books and Periodicals,"1,470.75",AMAZON UK MARKETPLACE
FCOGPC2016011086,26/01/2016,ELECTRICAL CONTRACTORS,BHR,Building Services,"1,474.87",ALFANAR ELECTRICAL
FCOGPC2016011087,26/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,"1,500",JOHN LEWIS
FCOGPC2016011088,26/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,"1,500",JOHN LEWIS
FCOGPC2016011089,26/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,596",EUROMONEY II PLC ONL
FCOGPC2016011090,26/01/2016,HOTELS/MOTELS/RESORTS ,PER,Hotels,"1,602.89",ACCOMODATION PROVIDER 
FCOGPC2016011091,26/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",USA,Clubs/Associations/Organisations,"1,794.06",IN TECHNOLOGY ASSOCIA
FCOGPC2016011092,26/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",USA,Clubs/Associations/Organisations,"1,794.06",IN TECHNOLOGY ASSOCIA
FCOGPC2016011093,26/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Statutory Bodies,"1,973.46",MUSIC CITY CENTER?615-
FCOGPC2016011094,26/01/2016,TRAVEL AGENCIES,CHL,Travel Agencies,"3,008.27",MERIDIAN
FCOGPC2016011095,27/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,USA,General Retail and Wholesale,513.92,WEST ELM E-COMMERCE
FCOGPC2016011096,27/01/2016,TRAVEL AGENCIES,ARM,Travel Agencies,513.95,VISA CONCORD URAL 2
FCOGPC2016011097,27/01/2016,TRAVEL AGENCIES,ARM,Travel Agencies,513.95,VISA CONCORD URAL 2
FCOGPC2016011098,27/01/2016,TRAVEL AGENCIES,ARM,Travel Agencies,513.95,VISA CONCORD URAL 2
FCOGPC2016011099,27/01/2016,TRAVEL AGENCIES,ARM,Travel Agencies,513.95,VISA CONCORD URAL 2
FCOGPC2016011100,27/01/2016,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",GBR,General Retail and Wholesale,522.73,CRESTOFLONDON.CO.U
FCOGPC2016011101,27/01/2016,TRAVEL AGENCIES,TUR,Travel Agencies,525.51,ETIKS TURIZM
FCOGPC2016011102,27/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",ZAF,Computer Equipment & Services,527.56,ISTORE BROOKLYN MALL
FCOGPC2016011103,27/01/2016,DRY CLEANERS,IND,Cleaning Services and Supplies,534.72,ELITE CHEM DRY CARPET
FCOGPC2016011104,27/01/2016,TRAVEL AGENCIES,KEN,Travel Agencies,538.03,HRG KENYA
FCOGPC2016011105,27/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",AUS,"Office Stationery, equipment and supplies",542.14,OFWKS ONLINE BENTLEIGH
FCOGPC2016011106,27/01/2016,VARIETY STORES,CHN,General Retail and Wholesale,543.02,PES AMAZON.CN / AMAZO
FCOGPC2016011107,27/01/2016,AUTOMOTIVE SERVICE SHOPS,NPL,"Vehicles, servicing and spares",543.92,UNITED TRADERS SYNDICA
FCOGPC2016011108,27/01/2016,"EATING PLACES, RESTAURANTS",UKR,Restuarants and Bars,549.79,10CARSKOESELO
