Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,10-May-12,Dang Van Thanh,"£1,026",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,109025-101
DFID,DFID,10-May-12,Infrastructure Professionals Enterprise (P) Ltd.,"£34,406",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108078-101
DFID,DFID,10-May-12,IMC Worldwide Ltd,"£65,050",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113537-101
DFID,DFID,10-May-12,IMC Worldwide Ltd,"£495,412",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113537-103
DFID,DFID,10-May-12,IMC Worldwide Ltd,"£25,014",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113537-102
DFID,DFID,10-May-12,IMC Worldwide Ltd,"£15,594",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202433-106
DFID,DFID,10-May-12,Nicholas Russell,"£1,290",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202949-101
DFID,DFID,10-May-12,Telkom SA Ltd,"£1,662",Data Network - land lines,Business Solutions Division Level,,200002-121
DFID,DFID,10-May-12,QA Limited,"£1,421",Training - Course Fees,Business Solutions Division Level,,200001-102
DFID,DFID,10-May-12,Home and Away,£525,Entertainment & Hospitality,East and Central Africa,,202586-101
DFID,DFID,10-May-12,Elgon Terrace Hotel Limited,"£1,915",Hotels - Accommodation only,East and Central Africa,,101635-101
DFID,DFID,10-May-12,Supplier Name withheld,"£9,070",Secure staff accomodation,East and Central Africa,,101612-101
DFID,DFID,10-May-12,Supplier Name withheld,"£12,047",Secure staff accomodation,East and Central Africa,,202913-102
DFID,DFID,10-May-12,People Performance Group,"£5,632",Recruitment costs,East and Central Africa,,101635-101
DFID,DFID,10-May-12,BCD Travel (USD),£643,Air fares,East and Central Africa,,101616-101
DFID,DFID,10-May-12,BCD Travel (USD),"£2,102",Air fares,East and Central Africa,,101616-101
DFID,DFID,10-May-12,Network of the World Ltd,£521,Telephone Usage & services,East and Central Africa,,202586-101
DFID,DFID,10-May-12,Network of the World Ltd,"£1,738",Telephone Usage & services,East and Central Africa,,202594-101
DFID,DFID,10-May-12,BCD Travel (USD),"£1,384",Training - Travel & Subsistence,East and Central Africa,,101616-101
DFID,DFID,10-May-12,WORLD CAREERS NETWORK PLC,"£7,148",Computer software maintenance,"Human Resources,Security & Facilities Division",,100269-131
DFID,DFID,10-May-12,SHANKS WASTE MANAGMENT LIMITED,"£1,099","Repairs, Maint, Alter - Removal & waste disposal services","Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,10-May-12,TURNER & TOWNSEND,"£7,300",Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,10-May-12,XAFINITY PAYMASTER,"£5,807",Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100269-104
DFID,DFID,10-May-12,Nathan Associates London Ltd,"£24,582",Technical and Advisory Services,International Finance Division,,114009-101
DFID,DFID,10-May-12,Supplier Name withheld,"£1,127",Secure staff accomodation,Policy Division,,201086-105
DFID,DFID,10-May-12,CARE INTERNATIONAL,"£808,317",Aid Programme - Partnership Programme Arrangements,Policy Division,,202615-101
DFID,DFID,10-May-12,KUONI BUSINESS TRAVEL INDIA PVT LTD,£685,Air fares,Policy Division,,200659-113
DFID,DFID,10-May-12,INTERNATIONAL CENTRE FOR DIARRO,"£66,981",Training Providers/Facilitation Services,Research and Evidence Division,,202016-102
DFID,DFID,10-May-12,INTERNATIONAL CENTRE FOR DIARRO,"£23,123",Training Providers/Facilitation Services,Research and Evidence Division,,202016-102
DFID,DFID,10-May-12,FCO RECOVERIES UNIT,"£13,771",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,202486-103
DFID,DFID,10-May-12,FCO RECOVERIES UNIT,"£13,771",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,202339-102
DFID,DFID,10-May-12,Supplier Name withheld,"£16,902",Secure staff accomodation,West and Southern Africa,,101622-103
DFID,DFID,10-May-12,Lisete Costa,£516,Print Services,West and Southern Africa,,101620-101
DFID,DFID,10-May-12,Stewarts & Lloyds,£636,Other Building Costs,West and Southern Africa,,101618-101
DFID,DFID,10-May-12,HEALTH PARTNERS INTERNATIONAL,"£120,396",Research & Development costs,West and Southern Africa,,200497-102
DFID,DFID,10-May-12,Ulendo Safaris,£676,Air fares,West and Southern Africa,,101618-101
DFID,DFID,10-May-12,OXFORD CONSULTING PARTNERS,"£1,500",Technical and Advisory Services,West and Southern Africa,,202942-101
DFID,DFID,10-May-12,IMC Worldwide Ltd,"£44,934",Technical and Advisory Services,West and Southern Africa,,202051-103
DFID,DFID,10-May-12,CHARLES WRIGHT,"£4,736",Technical and Advisory Services,West and Southern Africa,,200325-101
DFID,DFID,10-May-12,THE SPRINGFIELD CENTRE,"£7,680",Training - Course Fees,West and Southern Africa,,101622-101
DFID,DFID,10-May-12,Recipient name withheld,£796,Training - Travel & Subsistence,West and Southern Africa,,101638-101
DFID,DFID,10-May-12,Annewetey Auto Parts,£515,Vehicle Repairs & Maintenance,West and Southern Africa,,101613-101
DFID,DFID,10-May-12,Recipient name withheld,"£1,378",Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,10-May-12,Faisal Mohammad,"£3,678",Technical and Advisory Services,Western Asia and Stabilisation Division,,202378-101
DFID,DFID,10-May-12,Supplier Name withheld,"£4,170",Technical and Advisory Services,Western Asia and Stabilisation Division,,201630-103
DFID,DFID,10-May-12,Skills and Techniques Limited,"£1,252",Training Providers/Facilitation Services,Western Asia and Stabilisation Division,,100185-101
DFID,DFID,10-May-12,Skills and Techniques Limited,"£3,756",Training Providers/Facilitation Services,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,11-May-12,INTERNATIONAL COMPUTER RESOURCES,"£1,413",Printer Consumables,"Asia, Caribbean and Overseas Territories",,100113-101
DFID,DFID,11-May-12,TRADE LINKS INTERNATIONAL,"£1,340",Facilities Management payments,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,11-May-12,TRADE LINKS INTERNATIONAL,"£2,303",Facilities Management payments,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,11-May-12,JOHN WARWICK,"£2,102",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114129-101
DFID,DFID,11-May-12,ASSOCIATES FOR INTERNATIONAL DEVELOPMENT (AID INC),"£36,633",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113862-101
DFID,DFID,11-May-12,TRUSTMARQUE SOLUTIONS LTD,"£5,555",Computer Software Licenses,Business Solutions Division Level,,200003-148
DFID,DFID,11-May-12,MTI Technology Ltd,"£8,160",Computer software maintenance,Business Solutions Division Level,,200002-147
DFID,DFID,11-May-12,ALLEGIS GROUP LIMITED,"£4,212",Contract & Agency Staff,Business Solutions Division Level,,200001-103
DFID,DFID,11-May-12,KUBE NETWORKS LTD,"£1,956",Data Network - land lines,Business Solutions Division Level,,200002-130
DFID,DFID,11-May-12,ALLEGIS GROUP LIMITED,"£7,020",Technical and Advisory Services,Business Solutions Division Level,,200003-149
DFID,DFID,11-May-12,ALLEGIS GROUP LIMITED,"£4,212",Technical and Advisory Services,Business Solutions Division Level,,200001-103
DFID,DFID,11-May-12,ALLEGIS GROUP LIMITED,"£6,372",Technical and Advisory Services,Business Solutions Division Level,,200001-103
DFID,DFID,11-May-12,OPIN SYSTEMS LIMITED,"£8,766",Technical and Advisory Services,Business Solutions Division Level,,200002-151
DFID,DFID,11-May-12,OPIN SYSTEMS LIMITED,"£5,578",Technical and Advisory Services,Business Solutions Division Level,,200001-103
DFID,DFID,11-May-12,BT BACS PAYMENTS,"£3,249",Telephone Usage & services,Business Solutions Division Level,,200002-130
DFID,DFID,11-May-12,INTERN DEVEL EDUC ASSOC OF SCOTLAND,"£138,322",Aid Programme - Accountable Grant Payments,Communications Division,,201496-102
DFID,DFID,11-May-12,AGRA in AFRICA,"£120,235",Aid Programme - Accountable Grant Payments,East and Central Africa,,202848-101
DFID,DFID,11-May-12,Aga Khan Foundation (Tanzania),"£329,071",Aid Programme - Accountable Grant Payments,East and Central Africa,,200716-101
DFID,DFID,11-May-12,Southern Africa Trust,"£233,988",Aid Programme - Accountable Grant Payments,East and Central Africa,,202501-104
DFID,DFID,11-May-12,CallKey (E.A) Ltd,"£12,854",Data network- remote working,East and Central Africa,,100082-101
DFID,DFID,11-May-12,ADAM SMITH INTERNATIONAL  LTD,"£68,932",Technical and Advisory Services,East and Central Africa,,200221-107
DFID,DFID,11-May-12,BMB  MOTT  MACDONALD,"£4,349",Technical and Advisory Services,East and Central Africa,,104978-115
DFID,DFID,11-May-12,BMB  MOTT  MACDONALD,"£139,109",Technical and Advisory Services,East and Central Africa,,104978-115
DFID,DFID,11-May-12,UNDP CONTRIBUTIONS ACCOUNT,"£133,000",Aid Programme - Voluntary contributions,East and Central Africa,,201462-114
DFID,DFID,11-May-12,UNDP CONTRIBUTIONS ACCOUNT,"£93,575",Aid Programme - Voluntary contributions,East and Central Africa,,201462-110
DFID,DFID,11-May-12,Michaeil Page Int. Recruitment Ltd,"£1,776",Contract & Agency Staff,"Human Resources,Security & Facilities Division",,100268-101
DFID,DFID,11-May-12,FCO SERVICES,"£1,070",FCO shared service charges,"Human Resources,Security & Facilities Division",,100187-101
DFID,DFID,11-May-12,TREASURY SOLICITORS CASH ACC,"£1,026",Legal costs,"Human Resources,Security & Facilities Division",,100269-136
DFID,DFID,11-May-12,MITIE Technical Facilities Management Ltd,"£1,442",Other Building Costs,"Human Resources,Security & Facilities Division",,100106-101
DFID,DFID,11-May-12,CSC,"£4,770,000",Aid Programme - Programme Contribution,International Relations Division,,202861-101
DFID,DFID,11-May-12,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"£2,237,293",Aid Programme - Accountable Grant Payments,Policy Division,,201177-101
DFID,DFID,11-May-12,HLSP LIMITED,"£5,328",Consultancy Services,Policy Division,,202419-101
DFID,DFID,11-May-12,TREASURY SOLICITORS CASH ACC,£763,Legal costs,Policy Division,,202648-101
DFID,DFID,11-May-12,LYNDON HUGHES,£911,Training Providers/Facilitation Services,Policy Division,,100275-101
DFID,DFID,11-May-12,Global Development Network,"£410,000",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,112135-103
DFID,DFID,11-May-12,WORLD RESOURCES INSTITUTE,"£83,095",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,202125-107
DFID,DFID,11-May-12,PANOS LONDON,"£170,027",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,112140-103
DFID,DFID,11-May-12,CENTRE FOR ECONOMIC POLICY RESEARCH,"£138,616",Research & Development costs,Research and Evidence Division,,202835-101
DFID,DFID,11-May-12,Population Council,"£141,975",Research & Development costs,Research and Evidence Division,,112115-101
DFID,DFID,11-May-12,Development Evaluation Consulting LLC,£701,Technical and Advisory Services,Research and Evidence Division,,201014-102
DFID,DFID,11-May-12, Fond Inst Uni Htes Etudes Int(SMALL ARMS SURVEY),"£76,328",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,,201898-103
DFID,DFID,11-May-12,FOREIGN AND COMMONWEALTH OFFICE (FCO),£657,Air fares,Top Management Group,,100232-106
DFID,DFID,11-May-12,WiLDAF,"£15,882",Aid Programme - Accountable Grant Payments,West and Southern Africa,,202028-101
DFID,DFID,11-May-12,WATERAID,"£161,149",Aid Programme - Accountable Grant Payments,West and Southern Africa,,113900-101
DFID,DFID,11-May-12,TV Cabo Comunicacoes Multimedia,"£1,093",Computer Consumables,West and Southern Africa,,101620-101
DFID,DFID,11-May-12,Xerox,"£1,684",Computer hardware maintenance,West and Southern Africa,,100152-101
DFID,DFID,11-May-12,O.O.Olowokure & Co.,"£1,764",Legal costs,West and Southern Africa,,100152-101
DFID,DFID,11-May-12,Ethel Ventures Limited,"£3,411",Office Equipment - Maintenance,West and Southern Africa,,100152-101
DFID,DFID,11-May-12,Ethel Ventures Limited,"£4,169",Office Equipment - Maintenance,West and Southern Africa,,101622-101
DFID,DFID,11-May-12,Creseada International Limited,"£1,819",Facilities Management payments,West and Southern Africa,,104189-104
DFID,DFID,11-May-12,BRITSOURCE INTERNATIONAL,"£12,323","Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101638-103
DFID,DFID,11-May-12,B & T International Consultants Lda,"£6,935",Technical and Advisory Services,West and Southern Africa,,113355-101
DFID,DFID,11-May-12,TURNER & TOWNSEND,"£17,559",Technical and Advisory Services,West and Southern Africa,,100221-106
DFID,DFID,11-May-12,Oyeleye Abiodun,"£4,894",Technical and Advisory Services,West and Southern Africa,,104254-101
DFID,DFID,11-May-12,Colin FW Smith,"£1,088",Technical and Advisory Services,Western Asia and Stabilisation Division,,202288-102
DFID,DFID,11-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£69,696",Training Providers/Facilitation Services,Western Asia and Stabilisation Division,Hostile Environment Awareness Training HEAT 42 18-23 Mar 2012,202288-102
DFID,DFID,12-May-12,RCS Radio & Satellite Communication Ltd(Local),£702,Data network- remote working,East and Central Africa,,202594-101
DFID,DFID,12-May-12,Juba Grand Hotel,"£2,790",Hotels - Accommodation only,East and Central Africa,,202594-101
DFID,DFID,12-May-12,RCS Radio & Satellite Communication Ltd(Local),£532,Other Admin Costs,East and Central Africa,,202586-101
DFID,DFID,12-May-12,Juba Grand Hotel,£558,Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,12-May-12,Juba Grand Hotel,"£3,899",Hotels - Accommodation only,East and Central Africa,,202586-101
DFID,DFID,12-May-12,Juba Grand Hotel,"£13,032",Hotels - Accommodation only,East and Central Africa,,202594-101
DFID,DFID,14-May-12,national integrity action limited,"£187,500",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,201988-101
DFID,DFID,14-May-12,MAF UK,"£70,000",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,202660-102
DFID,DFID,14-May-12,CIPFA BUSINESS LIMITED,"£12,478",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202083-101
DFID,DFID,14-May-12,Foreign & Commonwealth Office,"£3,386",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202083-101
DFID,DFID,14-May-12,Bal Krishna Dahal,£713,Water charges,"Asia, Caribbean and Overseas Territories",,101621-103
DFID,DFID,14-May-12,SAFECON Electro Mechanical Works PLC,"£1,358","Repairs, Maint, Alter - Property & Constrct. Services",Business Solutions Division Level,,200003-121
DFID,DFID,14-May-12,GlobalGiving UK,"£40,625",Aid Programme - Accountable Grant Payments,Communications Division,,202712-101
DFID,DFID,14-May-12,COPYPRINT UK LTD,£659,Print Services,Communications Division,,100177-101
DFID,DFID,14-May-12,PDP CONFERENCES,£774,"Conferences, Seminars & Meeting/Event Resource",Corporate Hub,,201870-101
DFID,DFID,14-May-12,THE SAVE THE CHILDREN FUND,"£335,047",Aid Programme - Accountable Grant Payments,East and Central Africa,,203183-106
DFID,DFID,14-May-12,SAFECON Electro Mechanical Works PLC,"£5,909","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,,101612-101
DFID,DFID,14-May-12,SAFECON Electro Mechanical Works PLC,£702,"Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,,202913-104
DFID,DFID,14-May-12,SAFECON Electro Mechanical Works PLC,"£2,399","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,,100082-101
DFID,DFID,14-May-12,CROWN RELOCATIONS  UK,"£1,690",Storage & Distribution costs,East and Central Africa,,101616-101
DFID,DFID,14-May-12,CROWN RELOCATIONS  UK,"£1,690",Storage & Distribution costs,East and Central Africa,,101630-101
DFID,DFID,14-May-12,IMC Worldwide Ltd,"£12,100",Technical and Advisory Services,East and Central Africa,,202579-101
DFID,DFID,14-May-12,Sehul Truesaw,"£3,500",Technical and Advisory Services,East and Central Africa,,202596-102
DFID,DFID,14-May-12,Otieno Ayany (RW),"£2,551",Technical and Advisory Services,East and Central Africa,,202171-101
DFID,DFID,14-May-12,PAPETERIE PRIX BAS,"£2,500",Technical and Advisory Services,East and Central Africa,,100212-101
DFID,DFID,14-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£15,876",Technical and Advisory Services,East and Central Africa,,200779-107
