Newcastle City Council Invoices over £500 paid in October 2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MG52,Ind Home Dom Supp Elderly    M,1143.40,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MG52,Ind Home Dom Supp Elderly    M,1254.84,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693185,Revenue,1MH50,Ind Home Spot Pur PD         M,498.08,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663784,Revenue,1MH50,Ind Home Spot Pur PD         M,520.72,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MH51,Ind Home Per Care PD         M,6671.49,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MH51,Ind Home Per Care PD         M,7061.30,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MH52,Ind Home Dom Supp PD         M,290.70,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MH52,Ind Home Dom Supp PD         M,310.08,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693185,Revenue,1MK51,Ind Home-Per Care LD         M,50.94,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663784,Revenue,1MK51,Ind Home-Per Care LD         M,67.92,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MK51,Ind Home-Per Care LD         M,5320.88,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MK51,Ind Home-Per Care LD         M,5504.76,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MK52,Ind Home-Dom Supp LD         M,38.76,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MK52,Ind Home-Dom Supp LD         M,38.76,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693185,Revenue,1MK54,Dom Care Own Tenancy LD      M,758.44,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663784,Revenue,1MK54,Dom Care Own Tenancy LD      M,1189.86,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MM51,Ind Home-Per Care MH         M,473.14,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MM51,Ind Home-Per Care MH         M,480.52,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,1MM52,Ind Home-Dom Supp MH         M,48.45,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,1MM52,Ind Home-Dom Supp MH         M,193.80,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5693173,Revenue,3WH96,Continuing Care-Dom Payments M,2492.64,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CAREWATCH (NEWCASTLE UPON TYNE),5663772,Revenue,3WH96,Continuing Care-Dom Payments M,2531.52,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CASTLEBECK CARE (TEESDALE) LTD,5686251,Revenue,1MK20,Ind Res Care LD              M,13221.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CAVE RESIDENTIAL HOME,5686202,Revenue,1MK20,Ind Res Care LD              M,1701.56,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CESTRIA HOUSE,5686157,Revenue,1MG20,Ind Res Care Elderly         M,21012.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CHARLTON COURT,5686166,Revenue,1MG10,Ind Nursing Care Elderly     M,1691.60,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CHARLTON COURT,5686166,Revenue,1MG20,Ind Res Care Elderly         M,3383.20,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CHESTER COURT HOME,5686198,Revenue,1MG20,Ind Res Care Elderly         M,1842.60,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CHICHESTER COURT CARE HOME,5670895,Revenue,1MG20,Ind Res Care Elderly         M,1783.76,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CIC,5693197,Revenue,1MH50,Ind Home Spot Pur PD         M,1259.39,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CIC,5663797,Revenue,1MH50,Ind Home Spot Pur PD         M,1271.16,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CIC,5693154,Revenue,1MK50,Ind Supported Living LD      M,80632.93,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CIC,5663822,Revenue,1MK50,Ind Supported Living LD      M,81127.33,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CIC,5663797,Revenue,1MK54,Dom Care Own Tenancy LD      M,8879.93,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CIC,5693197,Revenue,1MK54,Dom Care Own Tenancy LD      M,9932.28,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,CIC,5663797,Revenue,1MK55,Dom Care Family/Carer LD     M,8564.46,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,CIC,5693197,Revenue,1MK55,Dom Care Family/Carer LD     M,9137.91,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,COLLINGWOOD COURT,5686224,Revenue,1MG20,Ind Res Care Elderly         M,3584.16,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,COMFORT HOUSE,5686169,Revenue,1MG20,Ind Res Care Elderly         M,42539.86,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,COMFORT HOUSE,5686169,Revenue,3WH71,Free Nursing Care Self FunderM,1164.64,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,COMFORT HOUSE,5686169,Revenue,3WH93,Continuing Care              M,1728.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,COMMUNITY INTEGRATED CARE,5686163,Revenue,1MK20,Ind Res Care LD              M,2505.44,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,COQUET TRUST,5663828,Revenue,1MK50,Ind Supported Living LD      M,472.92,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,COQUET TRUST,5693159,Revenue,1MK50,Ind Supported Living LD      M,166539.09,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,COQUET TRUST,5663829,Revenue,1MK50,Ind Supported Living LD      M,167238.81,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,COQUET TRUST,5693159,Revenue,1MK54,Dom Care Own Tenancy LD      M,337.70,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,COQUET TRUST,5663802,Revenue,1MK54,Dom Care Own Tenancy LD      M,8875.13,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,COQUET TRUST,5693202,Revenue,1MK54,Dom Care Own Tenancy LD      M,11193.91,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,COQUET TRUST,5663802,Revenue,1MK55,Dom Care Family/Carer LD     M,1789.03,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,COQUET TRUST,5693202,Revenue,1MK55,Dom Care Family/Carer LD     M,13378.52,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CORDINGLEY HOUSE,5686226,Revenue,1MK50,Ind Supported Living LD      M,5912.52,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,COTSWOLD SPA RETIREMENT HOTELS,5686194,Revenue,1MG10,Ind Nursing Care Elderly     M,1691.60,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,COUNTRYWIDE CARE HOMES,5670869,Revenue,1MG10,Ind Nursing Care Elderly     M,1885.32,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,COUNTRYWIDE CARE HOMES,5670869,Revenue,1MG20,Ind Res Care Elderly         M,3605.20,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CRAGHALL,5670826,Revenue,1MG20,Ind Res Care Elderly         M,9396.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CRAGSTON COURT,5670847,Revenue,1MG10,Ind Nursing Care Elderly     M,7643.68,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CRAGSTON COURT,5670847,Revenue,1MM10,Ind Nursing Care MH          M,13579.36,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CRAGSTON COURT,5670847,Revenue,3WH77,Free Nursing Care Com Care   M,7221.89,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CRAGSTON COURT,5670847,Revenue,3WH78,Fre Nursing Care Out Of Area M,434.80,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,CRAGSTON COURT,5670912,Revenue,3WH78,Fre Nursing Care Out Of Area M,434.80,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CRAIGIELEA N H,5686176,Revenue,1MG10,Ind Nursing Care Elderly     M,1752.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CRANLEA N H,5686297,Revenue,1MG20,Ind Res Care Elderly         M,49287.68,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,CRANLEA N H,5686297,Revenue,3WH93,Continuing Care              M,7301.43,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DAV HOMES LTD,5670884,Revenue,1MG20,Ind Res Care Elderly         M,1744.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,DEFOE  COURT CARE HOME,5686270,Revenue,1MG20,Ind Res Care Elderly         M,1885.76,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663807,Revenue,1MG50,Ind Home Spot Pur Elderly    M,5678.95,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693207,Revenue,1MG50,Ind Home Spot Pur Elderly    M,6170.72,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693167,Revenue,1MG50,Ind Home Spot Pur Elderly    M,33914.88,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663837,Revenue,1MG50,Ind Home Spot Pur Elderly    M,35389.44,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693181,Revenue,1MG51,Ind Home Per Care Elderly    M,16528.13,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663780,Revenue,1MG51,Ind Home Per Care Elderly    M,18546.90,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23 October 2012,DEMENTIA CARE PARTNERSHIP,5685705,Revenue,1MG60,IND Day Care Elderly         M,17752.68,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,01 October 2012,DEMENTIA CARE PARTNERSHIP,5662380,Revenue,1MG60,IND Day Care Elderly         M,18814.32,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693167,Revenue,1MH50,Ind Home Spot Pur PD         M,1474.56,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663837,Revenue,1MH50,Ind Home Spot Pur PD         M,1474.56,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693207,Revenue,1MH50,Ind Home Spot Pur PD         M,4142.52,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663807,Revenue,1MH50,Ind Home Spot Pur PD         M,4326.13,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663780,Revenue,1MH51,Ind Home Per Care PD         M,4887.24,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693181,Revenue,1MH51,Ind Home Per Care PD         M,5235.91,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693207,Revenue,1MK54,Dom Care Own Tenancy LD      M,73.14,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663807,Revenue,1MK54,Dom Care Own Tenancy LD      M,97.52,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693207,Revenue,1MM50,Ind Home - Spot Pur MH       M,390.08,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663807,Revenue,1MM50,Ind Home - Spot Pur MH       M,414.46,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693167,Revenue,1MM50,Ind Home - Spot Pur MH       M,1474.56,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663837,Revenue,1MM50,Ind Home - Spot Pur MH       M,1474.56,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DEMENTIA CARE PARTNERSHIP,5663780,Revenue,1MM51,Ind Home-Per Care MH         M,662.18,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DEMENTIA CARE PARTNERSHIP,5693181,Revenue,1MM51,Ind Home-Per Care MH         M,668.04,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,1MG10,Ind Nursing Care Elderly     M,17280.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,1MG20,Ind Res Care Elderly         M,19886.21,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,1MM10,Ind Nursing Care MH          M,1696.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670913,Revenue,3WH71,Free Nursing Care Self FunderM,2174.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,3WH71,Free Nursing Care Self FunderM,2220.59,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,3WH77,Free Nursing Care Com Care   M,13230.34,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,3WH78,Fre Nursing Care Out Of Area M,434.80,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670913,Revenue,3WH78,Fre Nursing Care Out Of Area M,869.60,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENE PARK HOUSE,5670848,Revenue,3WH93,Continuing Care              M,9037.41,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09 October 2012,DENECROFT,5670835,Revenue,1MG20,Ind Res Care Elderly         M,16560.00,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30 October 2012,DH HOMECARE LTD,5693177,Revenue,1MG51,Ind Home Per Care Elderly    M,16147.23,,,,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02 October 2012,DH HOMECARE LTD,5663776,Revenue,1MG51,Ind Home Per Care Elderly    M,17580.00,,,,,,,,,,,,,,,
