Table 1.1,,,,,,,,,,,,,,,,,
"A2. How many employees does your business currently employ across all sites, excluding owners and partners?",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
No,28%,29%,25%,16%,23%,30%,27%,24%,39%,28%,18%,29%,20%,34%,39%,24%,26%
Don't know,*%,0%,2%,2%,0%,0%,2%,0%,0%,0%,0%,1%,1%,*%,0%,0%,1%
Table 5.3,,,,,,,,,,,,,,,,,
"E1B1 Would you say that you are now doing more, less or about the same amount of work for the public sector as you were 12 months ago?",,,,,,,,,,,,,,,,,
Base: Where dealt with public sector in last 6 months,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,141,47,57,37,28,13,29,40,31,71,35,106,75,66,5,30,106
Weighted Bases,112,86,22,5,15,13,24,47,14,61,19,93,58,54,5,32,76
Much more work (2),8%,9%,2%,3%,19%,12%,1%,3%,22%,7%,8%,8%,10%,5%,37%,10%,5%
Slightly more work (1),9%,7%,13%,26%,10%,3%,5%,12%,9%,11%,4%,10%,10%,8%,0%,20%,5%
Same as before (0),49%,46%,65%,49%,62%,21%,83%,40%,36%,39%,59%,47%,52%,47%,63%,44%,51%
Slightly less work (-1),27%,31%,15%,14%,9%,64%,8%,32%,30%,31%,24%,28%,19%,36%,0%,25%,30%
Much less work (-2),7%,7%,6%,8%,0%,0%,4%,14%,2%,11%,6%,7%,9%,4%,0%,1%,10%
Summary: More work,17%,16%,15%,29%,29%,14%,5%,15%,31%,19%,11%,18%,20%,13%,37%,29%,10%
Summary: Less work,34%,38%,20%,22%,9%,64%,12%,45%,33%,43%,29%,35%,28%,40%,0%,27%,39%
Base for stats,112,86,22,5,15,13,24,47,14,61,19,93,58,54,5,32,76
Mean,-0.17,-0.2,-0.09,0.02,0.39,-0.38,-0.1,-0.41,0.17,-0.28,-0.16,-0.17,-0.07,-0.26,0.74,0.11,-0.34
Standard error,0.08,0.15,0.1,0.17,0.18,0.29,0.1,0.15,0.21,0.12,0.15,0.1,0.12,0.11,0.48,0.17,0.09
Table 5.4,,,,,,,,,,,,,,,,,
E1C In the last six months have you noticed any change in the speed in which you've been paid by government departments or other public sector bodies?,,,,,,,,,,,,,,,,,
Base: Where dealt with public sector in last 6 months,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,141,47,57,37,28,13,29,40,31,71,35,106,75,66,5,30,106
Weighted Bases,112,86,22,5,15,13,24,47,14,61,19,93,58,54,5,32,76
Payment has speeded up,5%,3%,9%,5%,2%,5%,13%,1%,6%,2%,3%,5%,1%,8%,0%,0%,7%
Payment has slowed down,20%,20%,21%,19%,23%,1%,8%,20%,57%,28%,12%,22%,16%,24%,7%,22%,20%
No change - still mainly paid promptly,59%,62%,46%,57%,60%,60%,68%,65%,19%,55%,75%,56%,70%,47%,61%,63%,57%
No change - still mainly paid slowly,14%,14%,15%,11%,5%,34%,11%,13%,17%,14%,9%,15%,10%,20%,33%,14%,13%
Other,*%,0%,1%,5%,1%,0%,0%,*%,1%,*%,1%,*%,1%,*%,0%,0%,1%
Don't know,2%,0%,8%,3%,10%,0%,0%,1%,0%,1%,0%,2%,2%,1%,0%,0%,2%
Table 5.5,,,,,,,,,,,,,,,,,
"E1C1 Thinking about your main public sector client in the last 6 months, what type of public sector organisation is this?",,,,,,,,,,,,,,,,,
Base: Where dealt with public sector in last 6 months,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,141,47,57,37,28,13,29,40,31,71,35,106,75,66,5,30,106
Weighted Bases,112,86,22,5,15,13,24,47,14,61,19,93,58,54,5,32,76
Local authorities,49%,50%,46%,53%,47%,64%,57%,42%,47%,43%,46%,50%,45%,53%,76%,52%,46%
Government departments,17%,17%,18%,17%,12%,0%,5%,33%,4%,27%,18%,17%,23%,11%,0%,16%,19%
Health services,14%,13%,14%,15%,29%,7%,15%,4%,32%,11%,5%,15%,17%,9%,0%,6%,17%
Higher education institutionS,13%,13%,12%,12%,4%,24%,8%,14%,16%,14%,22%,11%,10%,16%,24%,19%,10%
Other public sector bodies,5%,5%,8%,3%,6%,5%,15%,2%,0%,1%,9%,4%,5%,6%,0%,8%,5%
Don't know,*%,0%,2%,0%,3%,0%,0%,0%,0%,0%,0%,*%,1%,0%,0%,0%,1%
Refused,2%,3%,0%,0%,0%,0%,0%,5%,0%,4%,0%,2%,0%,4%,0%,0%,3%
Table 5.6,,,,,,,,,,,,,,,,,
"E1C2 In the last six months how long, on average, would you say that it takes to get an invoice paid by your main public sector client? Allowing time for them to receive the invoice, would you say that it takes them...",,,,,,,,,,,,,,,,,
Base: Where dealt with public sector in last 6 months,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,141,47,57,37,28,13,29,40,31,71,35,106,75,66,5,30,106
Weighted Bases,112,86,22,5,15,13,24,47,14,61,19,93,58,54,5,32,76
10 days or less to pay you (8),6%,6%,6%,0%,3%,0%,16%,5%,2%,4%,0%,7%,11%,1%,0%,9%,5%
11 to 15 days (13),3%,3%,3%,5%,0%,2%,0%,5%,6%,5%,8%,2%,*%,6%,0%,9%,1%
16 to 20 days (18),3%,2%,4%,11%,0%,3%,3%,4%,2%,3%,9%,1%,1%,5%,0%,0%,4%
21 to 30 days (26),41%,47%,22%,25%,31%,68%,46%,35%,43%,37%,40%,42%,36%,48%,70%,27%,46%
Longer than 30 days (36),45%,42%,55%,56%,59%,28%,33%,51%,45%,50%,43%,45%,50%,40%,30%,53%,43%
Don't know,1%,0%,7%,3%,7%,0%,0%,1%,2%,1%,1%,2%,2%,1%,0%,1%,2%
Refused,*%,0%,2%,0%,0%,0%,2%,0%,0%,0%,0%,*%,1%,0%,0%,1%,0%
Base for stats,110,86,20,5,14,13,24,47,13,60,19,91,57,54,5,31,74
Mean,28.38,28.06,29.45,29.74,31.32,27.86,25.72,28.89,28.8,28.87,28.11,28.44,28.57,28.19,28.53,28.16,28.47
Standard error,0.69,1.14,1.22,1.37,1.3,1.49,1.78,1.3,1.38,0.96,1.29,0.81,1.05,0.88,2.31,1.82,0.74
Table 5.7,,,,,,,,,,,,,,,,,
E10 Do you anticipate the closure or full transfer of the ownership of your business in the next 12 months?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes - closure,4%,4%,3%,1%,5%,10%,6%,1%,2%,1%,3%,4%,5%,4%,4%,1%,6%
Yes - transfer ownership,4%,4%,3%,3%,1%,7%,4%,2%,8%,4%,2%,4%,6%,2%,6%,8%,2%
No - neither of these,89%,89%,92%,92%,94%,80%,87%,95%,85%,92%,94%,88%,85%,92%,87%,91%,89%
Don't know,3%,3%,1%,4%,*%,3%,3%,2%,5%,3%,*%,3%,4%,2%,3%,*%,4%
Table 5.8,,,,,,,,,,,,,,,,,
E12 To what extent do you agree or disagree with the statement 'In 12 months time I am confident that my business will still be trading'?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Agree strongly (2),79%,78%,86%,91%,88%,75%,74%,82%,82%,82%,69%,81%,77%,81%,75%,81%,79%
Agree slightly (1),13%,14%,7%,4%,12%,18%,15%,12%,7%,10%,17%,12%,10%,15%,15%,12%,13%
Neither agree nor disagree (0),4%,5%,3%,3%,0%,5%,6%,5%,4%,5%,9%,4%,9%,1%,6%,7%,3%
Disagree slightly (-1),2%,2%,2%,0%,0%,1%,4%,1%,4%,2%,4%,2%,3%,2%,0%,*%,3%
Disagree strongly (-2),1%,1%,3%,1%,*%,2%,2%,*%,4%,1%,1%,1%,2%,1%,4%,0%,2%
Don't know,*%,0%,0%,1%,*%,0%,0%,0%,0%,0%,*%,0%,0%,*%,0%,0%,*%
Summary: Agree,92%,92%,92%,95%,99%,93%,89%,94%,88%,92%,86%,93%,86%,96%,90%,93%,92%
Summary: Disagree,4%,3%,5%,1%,*%,2%,6%,1%,8%,3%,5%,3%,5%,3%,4%,*%,5%
Base for stats,508,422,74,12,60,62,164,154,68,221,77,431,209,298,43,125,334
Mean,1.66,1.65,1.7,1.86,1.87,1.64,1.55,1.74,1.58,1.69,1.49,1.69,1.56,1.73,1.58,1.73,1.64
Standard error,0.03,0.05,0.06,0.06,0.05,0.11,0.08,0.05,0.1,0.05,0.08,0.04,0.06,0.04,0.16,0.06,0.04
Table 6.1,,,,,,,,,,,,,,,,,
Nation (from database),,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
England,83%,82%,87%,84%,75%,77%,82%,86%,91%,88%,81%,83%,82%,84%,78%,83%,83%
Scotland,8%,8%,6%,7%,7%,14%,8%,7%,3%,6%,9%,7%,10%,6%,12%,9%,7%
Wales,6%,7%,3%,6%,12%,6%,8%,4%,4%,4%,7%,6%,6%,7%,10%,5%,7%
Northern Ireland,3%,3%,4%,3%,6%,3%,3%,3%,1%,2%,4%,3%,2%,4%,0%,4%,3%
Table 6.2,,,,,,,,,,,,,,,,,
Broad Sector (from database),,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Production (ABCDE),12%,11%,16%,26%,100%,0%,0%,0%,0%,0%,12%,12%,14%,11%,*%,15%,12%
Construction (F),12%,13%,7%,6%,0%,100%,0%,0%,0%,0%,13%,12%,12%,13%,18%,9%,12%
TRAD (GHI),32%,31%,42%,23%,0%,0%,100%,0%,0%,0%,31%,32%,31%,33%,39%,29%,33%
Business services (JKLMN),30%,33%,18%,16%,0%,0%,0%,100%,0%,69%,30%,30%,30%,30%,36%,37%,27%
Other services (PQRS),13%,12%,17%,28%,0%,0%,0%,0%,100%,31%,13%,13%,13%,14%,6%,10%,15%
Table 6.3,,,,,,,,,,,,,,,,,
Company age (from database),,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
0-3 years,9%,10%,3%,2%,*%,12%,10%,10%,4%,8%,5%,9%,10%,8%,100%,0%,0%
4-10 years,25%,26%,17%,14%,31%,18%,22%,30%,19%,27%,39%,22%,28%,22%,0%,100%,0%
Over 10 years,66%,63%,79%,85%,69%,62%,68%,59%,76%,65%,56%,68%,62%,68%,0%,0%,100%
Don't know,1%,1%,0%,0%,0%,7%,0%,0%,1%,*%,0%,1%,0%,2%,0%,0%,0%
