Period: Nov 2014,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408149,0,50.60,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405604,0,160.65,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405618,0,"2,157.30",R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405516,0,206.55,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405517,0,206.55,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405555,0,"1,069.73",R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406148,0,396.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406176,0,454.50,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406178,0,252.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-121.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-440.84,R,First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-854.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-365.00,R,First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-152.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-605.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-119.24,R,First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-402.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,"-1,246.80",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-414.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-207.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,510.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,755.52,R,First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,"1,070.64",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,464.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406205,0,"3,435.76",R,Heathdene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406191,0,"10,069.96",R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406208,0,"1,744.20",R,Mencap Cymru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406298,0,392.00,R,Mencap Cymru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404102,0,18.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404156,0,217.50,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404090,0,240.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404108,0,180.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404137,0,14.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404082,0,"-10,209.81",R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404086,0,180.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404164,0,"9,760.08",R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404123,0,19.20,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,516.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,244.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,401.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,44.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407541,0,"3,266.68",R,St Helen's Domicilary Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407556,0,864.58,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407515,0,802.50,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-581.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,307359,0,44.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,307359,0,73.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,18/11/2014,307378,0,297.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,18/11/2014,307378,0,18.90,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,401.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,38.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,44.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,25.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,65.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406350,0,"12,058.00",R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,347.72,R,First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307394,0,810.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307394,0,488.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408533,0,"1,120.79",R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408503,0,"2,465.47",R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408509,0,51.23,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408513,0,827.31,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408516,0,69.58,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408538,0,"1,561.68",R,St Helen's Domicilary Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408553,0,136.95,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408083,0,495.88,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408488,0,161.76,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405613,0,645.15,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405593,0,128.66,R,Shaw Healthcare (Community Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406120,0,693.60,R,Sevacare (Cymru) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406157,0,"1,452.00",R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406151,0,36.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406146,0,552.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406129,0,107.10,R,Sevacare (Cymru) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406364,0,643.06,R,Shaw Healthcare (Community Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-488.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10409108,0,754.00,R,JSJ Supported Living Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,297.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,284.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405563,0,714.47,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405511,0,91.80,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405514,0,408.00,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405666,0,"1,943.12",R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405605,0,765.00,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-284.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children Services,Children Services Other,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,10405673,0,"27,280.00",R,Stepping Stones Care Services (South Wales) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,11/11/2014,10405396,0,"1,944.00",R,Cantref Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,18/11/2014,10406889,0,"1,944.00",R,Cantref Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,18/11/2014,10406889,0,"1,944.00",R,Cantref Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,"2,700.00",R,Penpergwm House Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,11/11/2014,10405379,0,"3,157.43",R,Four Seasons Healthcare (SEDBURY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,"1,944.00",R,Adriana Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,972.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,28/11/2014,10409142,0,"2,072.00",R,Abraham Nursing Homes Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,11/11/2014,10405408,0,"13,513.32",R,Littlecroft Residential Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,11/11/2014,10405358,0,"5,101.68",R,Riverwood Housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,18/11/2014,10406869,0,"5,101.68",R,Riverwood Housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,07/11/2014,10404658,0,560.32,R,Nas Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,07/11/2014,10404661,0,"1,728.56",R,Nas Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
