A separate key is published alongside the data to expand on column headings A1 through to G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOBS,KEY,SURVEY,SECTOR,LAW,COUNTRY,SIZE,A1,A2,A3,A4,A6,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,B1,B1A,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8A,B2A,B3,B4,B3B4,C1_1,C1_2,C1_3,C1_4A,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,D1,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2A,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D3,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2,E3,F1,F1A_1,F1A_2,F1A_3,F1A_4,F1A_5,F1A_6,F1A_7,F1A_8,F1A_9,F1A_10,F1B,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_LAW,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G4,WEIGHT
9829,b005439,NAO SURVEY,Retail/Distribution,Company,England,Micro (1-9 employees),5 to 9,More than 20 years,Stay the same,Stay the same,Attracting and retaining customers,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,Half a day to a day,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Tend to agree,Yes, ,Yes,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Very informed,Not,The Businesslink website,Not,Not,Not,External insurance company,External lawyer,Not,Not,Not,Not,Not,1 to 4,Not,Advice from regulators is insufficient,Not,Not,Want independent advice,Worried about penalties for non compliance,Not,Other,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,N/A,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Food Safety,Not,Fire Safety,Health and Safety,Not,Not,Food Safety,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,1.01731583
5014,b005446,NAO SURVEY,Retail/Distribution,Company,England,Small (10-49 employees),10 to 19,More than 20 years,Stay the same,Stay the same,Complying with regulation,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,2 to 4,10-20 days,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Don't know,Agree,Don't know,Strongly agree,No,too much regulation,Too much regulation,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Local Council Inspectors,Not,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Never tried to contact the Local Council,Stayed the same,More time consuming,Don't know,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,Don't know,No, , , , , , , , , , ,Don't know,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Yes,0.101726242
1715,b005472,NAO SURVEY,Retail/Distribution,Company,England,Small (10-49 employees),10 to 19,6 - 20 years,Take on staff,Take on staff,Complying with regulation,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,1,Half a day to a day,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly disagree,Yes, ,Yes,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Fairly informed,Not,Not,Government departments' websites,Direct contact with Government departments,External accountant,Not,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,25+,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Not,To get the most specialist/up-to-date advice,Not,Not, ,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Stayed the same,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.101726242
4422,b005482,NAO SURVEY,Retail/Distribution,Company,England,Small (10-49 employees),10 to 19,6 - 20 years,Stay the same,Stay the same,Level of tax,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,1,3-4 days,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Tend to disagree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not very informed,Not,The Businesslink website,Government departments' websites,Direct contact with Government departments,External accountant,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,Yes,Food Safety,Not,Fire Safety,Health and Safety,Not,Not,Food Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,0.101726242
9349,b005495,NAO SURVEY,Retail/Distribution,Planning,England,Small (10-49 employees),10 to 19,More than 20 years,Stay the same,Stay the same,Attracting and retaining customers,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,None / Do not employ any staff,Half a day to a day,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Tend to disagree,Yes, ,Yes,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Not at all informed,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,None of these,Not, , , , , , , , , , , ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stayed the same,Decrease a little,No, , , , , , , , , , ,Don't know,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,Yes,0.101726242
7458,b005512,NAO SURVEY,Retail/Distribution,Employment,England,Small (10-49 employees),10 to 19,More than 20 years,Stay the same,Stay the same,Access to finance,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,None / Do not employ any staff,No time at all,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Don't know,Tend to disagree,No,too much regulation,Too much regulation,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Not very informed,Not,Not,Not,Not,External accountant,External insurance company,Not,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,Don't know,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Don't know,No, , , , , , , , , , ,Don't know,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.101726242
1758,b005522,NAO SURVEY,Retail/Distribution,Health and Safety,England,Small (10-49 employees),10 to 19,More than 20 years,Take on staff,Take on staff,Complying with regulation,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,1,1-2 days,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Don't know,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Fairly informed,Not,Not,Not,Not,Not,Not,Not,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,25+,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,Stayed the same,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,No,Not,Not,Not,Health and Safety,Not,Not,Health and Safety,Neither satisfied nor dissatisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Neither satisfied nor dissatisfied,No,0.101726242
4940,b005541,NAO SURVEY,Retail/Distribution,Employment,England,Small (10-49 employees),10 to 19,More than 20 years,Take on staff,Stay the same,Attracting and retaining customers,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,1,1-2 days,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Not,Not,Not,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,Other,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.101726242
2283,b005553,NAO SURVEY,Retail/Distribution,Employment,England,Small (10-49 employees),10 to 19,6 - 20 years,Reduce staff,Stay the same,Complying with regulation,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,None / Do not employ any staff,3-4 days,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Strongly Agree,N/A,Strongly Agree,N/A,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,Not,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,17 - 24,Not,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Not,Not,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,N/A,More time consuming,N/A,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Stayed the same,Don't know,No, , , , , , , , , , ,No,Not,Not,Not,Health and Safety,Not,Not,Health and Safety,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,No,0.101726242
4444,b005561,NAO SURVEY,Retail/Distribution,Health and Safety,England,Small (10-49 employees),10 to 19,6 - 20 years,Stay the same,Stay the same,Attracting and retaining customers,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Disagree,1,1-2 days,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Tend to agree,No,Don't know,Don't know,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Not very informed,Not,Not,Government departments' websites,Not,Not,External insurance company,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Not,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,N/A,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Become much more time consuming,Increase a little,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,No,0.101726242
5339,b005585,NAO SURVEY,Retail/Distribution,Employment,England,Small (10-49 employees),10 to 19,More than 20 years,Stay the same,Take on staff,Complying with regulation,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,2 to 4,3-4 days,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Don't know,Tend to disagree,Yes, ,Yes,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Very informed,Not,Not,Government departments' websites,Direct contact with Government departments,Not,External insurance company,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not,Not,Not,Not,Not,Worried about penalties for non compliance,Not,Other,Not, ,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Become slightly more time consuming,Stay the same,No, , , , , , , , , , ,Yes,Not,Not,Not,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Fairly satisfied,N/A,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Don't know,No,0.101726242
2408,b005601,NAO SURVEY,Retail/Distribution,Health and Safety,England,Small (10-49 employees),10 to 19,6 - 20 years,Take on staff,Take on staff,Level of tax,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1,More than 20 days,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,No,too much regulation,Too much regulation,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,Not,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.101726242
8263,b005639,NAO SURVEY,Retail/Distribution,Employment,England,Small (10-49 employees),20 - 49,6 - 20 years,Take on staff,Stay the same,Staff recruitment and/ or retention,Agree,Disagree,Agree,Don't know,Agree,Agree,Agree,2 to 4,1-2 days,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Don't know,Tend to disagree,Yes, ,Yes,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,N/A,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,More time consuming,Stayed the same,N/A,More time consuming,N/A,N/A,N/A,Stayed the same,More time consuming,More time consuming,Stayed the same,Increase a little,No, , , , , , , , , , ,Don't know,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.101726242
7196,b005642,NAO SURVEY,Retail/Distribution,Company,England,Small (10-49 employees),10 to 19,More than 20 years,Stay the same,Stay the same,Attracting and retaining customers,Agree,Agree,Agree,Agree,Agree,Agree,Agree,None / Do not employ any staff,1-2 days,Strongly Disagree,Strongly Disagree,Disagree,N/A,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,Strongly agree,No,too much regulation,Too much regulation,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not at all informed,Not,Not,Not,Not,Not,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,No,Not,Consumer Protection,Fire Safety,Health and Safety,Not,Not,Consumer Protection,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Yes,0.101726242
