Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,LUTON BOROUGH COUNCIL,2000018122,9386676,Quarter 2 LA Major Schemes Grant Payment 12/13,LU1 2BQ
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,MIDDLESBROUGH BOROUGH COUNCIL,2000018151,3027378.5,Quarter 2 LA Major Schemes Grant Payment 12/13,TS1 9GA
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,NEXUS,2000018152,433822,Quarter 2 LA Major Schemes Grant Payment 12/13,NE1 4AX
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,NORTHAMPTONSHIRE CC,2000018123,2354119,Quarter 2 LA Major Schemes Grant Payment 12/13,NN4 7DB
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,NOTTINGHAMSHIRE CC,2000018153,1282129,Quarter 2 LA Major Schemes Grant Payment 12/13,NG2 7LA
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,READING BC,2000018124,1067924.21,Quarter 2 LA Major Schemes Grant Payment 12/13,RG1 7TD
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,ROTHERHAM MBC,2000018154,1400092.85,Quarter 2 LA Major Schemes Grant Payment 12/13,S60 1SN
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,SANDWELL MBC,2000018155,1280386.19,Quarter 2 LA Major Schemes Grant Payment 12/13,B69 3BS
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,ST HELENS MBC,2000018125,15267,Quarter 2 LA Major Schemes Grant Payment 12/13,WA10 1UQ
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,SURREY COUNTY COUNCIL,2000018126,4135620,Quarter 2 LA Major Schemes Grant Payment 12/13,KT1 1AB
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,WOLVERHAMPTON CITY COUNCIL,2000018156,1839433.88,Quarter 2 LA Major Schemes Grant Payment 12/13,WRV 1RL
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,PORTSMOUTH CITY COUNCIL,2000018127,1397985.18,Quarter 2 LA Major Schemes Grant Payment 12/13,PO1 2BG
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,SUFFOLK COUNTY COUNCIL,2000018128,836383,Quarter 2 LA Major Schemes Grant Payment 12/13,IP1 2DH
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,CHESHIRE EAST BOROUGH COUNCIL,2000018167,32798,Quarter 2 LA Major Schemes Grant Payment 12/13,CW11 1HZ
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,ESSEX COUNTY COUNCIL,2000018168,169141.66,Quarter 2 LA Major Schemes Grant Payment 12/13,CH1 1QH
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,GREATER MANCHESTER,2000018170,296558,Quarter 2 LA Major Schemes Grant Payment 12/13,M60 2JR
Department For Transport,Department for Transport,05.12.2012,Cap Grt Loc Auth,Local,WEST MIDLANDS ITA,2000018171,2547306,Quarter 2 LA Major Schemes Grant Payment 12/13,B19 3SD
Department For Transport,Department for Transport,12.12.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000018585,5745.09,#,EC4M 7RD
Department For Transport,Department for Transport,21.12.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000019460,13963.87,#,EC4M 7RD
Department For Transport,Department for Transport,04.12.2012,Other Advertising,Local,PENNA COMMUNICATIONS,2000018015,737.04,#,EC4M 7RD
Department For Transport,Department for Transport,11.12.2012,Support Services,Local,PLANNING INSPECTORATE,2000018466,2938.93,#,BS1 6PN
Department For Transport,Department for Transport,11.12.2012,Support Services,Local,PLANNING INSPECTORATE,2000018466,3694.13,#,BS1 6PN
Department For Transport,Department for Transport,20.12.2012,Support Services,Local,PLANNING INSPECTORATE,2000019335,4310.65,#,BS1 6PN
Department For Transport,Department for Transport,28.12.2012,Support Services,Local,PLANNING INSPECTORATE,2000019806,4580.48,#,BS1 6PN
Department For Transport,Department for Transport,11.12.2012,Research,Local,HERIOT WATT UNIVERSITY,2000018503,5770.83,#,EH14 4AS
Department For Transport,Department for Transport,19.12.2012,CurrGrt Las in AEF/A,Local,NOTTINGHAM CITY COUNCIL,2000019245,175000,Worklessness Project 1st Instalment,NG1 5NT
Department For Transport,Department for Transport,07.12.2012,CurrGrtPriSec-P&NPIS,Local,MOTOR CYCLE INDUSTRY,2000018323,10000,Motor Cycle Industry Payment 2012-13,CV5 9AB
Department For Transport,Department for Transport,31.12.2012,Transport Consult,Local,DFT ONE TIME VENDOR,2000019883,825,,
Department For Transport,Department for Transport,07.12.2012,CurrGrtPriSec-P&NPIS,Local,YOUTH SPORT TRUST,2000018319,42500,Youth Sports Trust final Payment 2012-13,LE11 3TU
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,MIDDLESBROUGH BC,2000019589,6780.46,Middlesbrough Council,TS1 2QQ
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,BOURNEMOUTH TRANSPORT LTD,2000019619,126886.65,Bournemouth Transport Ltd,BH8 0BQ
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,CITY OF YORK COUNCIL,2000019626,1705.26,CITY OF YORK COUNCIL,Y01 7WH
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,DURHAM CC SOCIAL SERVICES,2000019639,7526.97,DURHAM COUNTY COUNCIL SOCIAL SERVICES,DH1 5UE
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,ELMBRIDGE BC,2000019645,3654.48,ELMBRIDGE BOROUGH COUNCIL,KT10 9SD
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,EPSOM & EWELL BC,2000019646,3145.52,EPSOM & EWELL BOROUGH COUNCIL,KT19 0LU
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,GATESHEAD MBC,2000019651,6755.65,GATESHEAD COUNCIL,NE8 1HH
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,GREENWICH SERVICE PLUS LTD,2000019654,26453.05,GREENWICH SERVICE PLUS LTD,SE28 8BF
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,GUILDFORD BC,2000019656,6035.24,GUILDFORD BOROUGH COUNCIL DIAL A RIDE,GU2 4BB
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,COMMUNITY FIRST HEH,2000019659,4488.69,COMMUNITY FIRST HEH,PO9 1SA
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,KIRKLEES COUNCIL,2000019671,7274.09,KIRKLEES METROPOLITAN COUNCIL,HD1 6LG
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,LANCASHIRE COUNTY COUNCIL,2000019672,62798.74,LANCASHIRE COUNTY COUNCIL (TRAVELCARE),PR1 0LD
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,LONDON BOROUGH REDBRIDGE,2000019676,23749.7,London Borough of Redbridge,IG1 1NN
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,NORTH BEDFORDSHIRE COMM TRANSPORT,2000019688,3337.39,NORTH BEDS COMMUNTIY TRANSPORT,MK42 0QG
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,NORTH LINCOLNSHIRE DC,2000019689,5061.32,NORTH LINCOLNSHIRE COUNCIL,DN16 1AB
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,NORTH YORKS CC SOCIAL SERVICES DIRE,2000019690,32584.49,NORTH YORKSHIRE COUNTY COUNCIL,DL7 8AL
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,LITTLE GREEN BUS LTD,2000019703,704.06,Ribble Valley Community Transport,BB7 1PL
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,WARRINGTON BC,2000019730,4214.51,WARRINGTON BOROUGH COUNCIL,WA1 1BN
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,YORK CITY COUNCIL,2000019737,5590.47,City of York Council,YO1 6JD
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,LIVERPOOL CITY COUNCIL,2000019744,22790.76,Liverpool City Council,L13 3HS
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,WIGAN COUNCIL,2000019746,15322.11,Wigan Council,WN1 1AZ
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,EASTBOURNE & DISTRICT MENCAP,2000019747,1549.34,Eastbourne & District Mencap,BN22 8AO
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,3 C T,2000019749,1020.57,3CT,CB9 9HB
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,SAWBRIDGEWORTH TOWN COUNCIL,2000019763,868.88,Sawbridgeworth Town Council,CM21 9AR
Department For Transport,Department for Transport,27.12.2012,CurrGrt Las in AEF/A,Local,BRADFORD METRO DISTRICT COUNCIL,2000019771,37632.46,Bradford Metropolitan District Council,BD1 1HX
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,NHS ASHTON LEIGH & WIGAN PROVIDER,2000019886,61081,Mobility Centres Payments Q4 2012-13,WN1 1AH
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,CORNWALL MOBILITY CENTRE LTD,2000019859,47769,Mobility Centres Payments Q4 2012-13,TR1 3LJ
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,DERBY HOSPITALS,2000019860,50003,Mobility Centres Payments Q4 2012-13,DE1 2QY
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,DISABLED LIVING CENTRE,2000019861,46429,Mobility Centres Payments Q4 2012-13,BS16 2QQ
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,EAST ANGLIAN DRIVEABILITY,2000019862,80211,Mobility Centres Payments Q4 2012-13,IP24 3RL
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,NORTHUMBERLAND TYNE & WEAR NHS TRUS,2000019863,44046,Mobility Centres Payments Q4 2012-13,NE3 3XT
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,QUEEN ELIZABETHS FOUNDATION,2000019864,78934,Mobility Centres Payments Q4 2012-13,SM5 4NR
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,REGIONAL DRIVING ASSESSMENT CENTRE,2000019865,104200,Mobility Centres Payments Q4 2012-13,B8 1AU
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,WESSEX DRIVEABILITY,2000019866,48234,Mobility Centres Payments Q4 2012-13,SO17 2LJ
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,WILLIAM MERRITT DISABLED LIVING,2000019867,44472,Mobility Centres Payments Q4 2012-13,LS12 3QE
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,HERTFORDSHIRE ACTION ON DISABILITY,2000019877,34686,Mobility Centres Payments Q4 2012-13,AL7 4DD
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,FORUM OF MOBILITY CENTRES,2000019879,25373,Mobility Centres Payments Q4 2012-13,IP24 3RL
Department For Transport,Department for Transport,31.12.2012,CurrGrtPriSec-P&NPIS,Local,KENT COMMUNITY HEALTH NHS TRUST,2000019888,54868,Mobility Centres Payments Q4 2012-13,CT1 3NG
Department For Transport,Department for Transport,21.12.2012,Research,Local,TRANSPORT RESEARCH LABORATORY,2000019449,4340,#,RG40 3GA
Department For Transport,Department for Transport,13.12.2012,CurrGrt Las in AEF/A,Local,COMMUNITIES AND LOCAL GOVERNMENT,2000018882,67981156,Transfer of PFI grant for payment to LAs,HP2 4XN
Department For Transport,Department for Transport,07.12.2012,CurrGrt Las in AEF/A,Local,STEER DAVIES & GLEAVE LTD,2000018322,4000000,Steer Davies Gleave (SDG) 3rd Payment 2012 - 2013,SE1 9PD
Department For Transport,Department for Transport,19.12.2012,Medals,London and Olympics,THE ROYAL MINT,2000019255,28800,NTV478 LDN 2012 commemorative medallions,CF72 8YT
Department For Transport,Department for Transport,19.12.2012,Medals,London and Olympics,THE ROYAL MINT,2000019255,1200,#,CF72 8YT
Department For Transport,Department for Transport,11.12.2012,CurrGrt Las in AEF/A,London and Olympics,GREATER LONDON AUTHORITY,2000018467,108807000,GLA Grant Payment - No: 19,SE1 2UT
Department For Transport,Department for Transport,21.12.2012,CurrGrt Las in AEF/A,London and Olympics,GREATER LONDON AUTHORITY,2000019468,108807000,GLA Grant Payment - No:20,SE1 2UT
Department For Transport,Department for Transport,11.12.2012,Cap Grt Loc Auth,London and Olympics,GREATER LONDON AUTHORITY,2000018467,176000000,#,SE1 2UT
Department For Transport,Department for Transport,27.12.2012,Investigation Servic,Managing Director Motoring Services,,2000019588,11643.94,#,
Department For Transport,Department for Transport,10.12.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000018401,3939.6,#,BR1 1HP
Department For Transport,Department for Transport,17.12.2012,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000019060,3939.6,#,BR1 1HP
Department For Transport,Department for Transport,12.12.2012,Legal Consultancy,Managing Director Motoring Services,FIELD FISHER WATERHOUSE LLP,2000018582,69513.11,#,EC3N 2AA
Department For Transport,Department for Transport,10.12.2012,Financial Consultanc,Managing Director Motoring Services,AON HEWITT LTD,2000018391,2763.42,#,KT18 5BS
Department For Transport,Department for Transport,11.12.2012,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000018479,681.06,CLYDE -  26/11/12,G51 1HJ
Department For Transport,Department for Transport,14.12.2012,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000018958,741.9,Clyde- 07.12.2012,G51 1HJ
Department For Transport,Department for Transport,21.12.2012,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000019432,2104.65,CLYDE -  12+15/12/12,G51 1HJ
Department For Transport,Department for Transport,21.12.2012,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000019432,1579.52,Clyde -  21 - 22.11.2012,G51 1HJ
Department For Transport,Department for Transport,14.12.2012,Travel Booking Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000018972,23.11,REDFERN TRAVEL - NOV 12 - MAIB,BD1 3AZ
Department For Transport,Department for Transport,14.12.2012,Hotel&Accom Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000018972,1369.95,REDFERN TRAVEL - NOV 12 - MAIB,BD1 3AZ
Department For Transport,Department for Transport,05.12.2012,Contract Cleaning,Marine Accident Investigation Branch,PROGRESS CLEANING SERVICES,2000018130,702,#,SO14 6GH
Department For Transport,Department for Transport,12.12.2012,Interpreter,Marine Accident Investigation Branch,K INTERNATIONAL PLC,2000018572,594,#,MK5 8PL
Department For Transport,Department for Transport,06.12.2012,Small Software,Marine Accident Investigation Branch,KELVIN HUGHES LTD,2000018238,1434,#,IG6 2UR
Department For Transport,Department for Transport,17.12.2012,Further Educ Cost,Marine Accident Investigation Branch,CRANFIELD UNIVERSITY,2000019051,18360,#,MK43 0AL
Department For Transport,Department for Transport,14.12.2012,Periodicals & Subs,Maritime,INFORMA UK LTD,2000018960,2040,Lloyds List Subscription Dec 12 - Dec 13,W1T 3JH
Department For Transport,Department for Transport,21.12.2012,Services prov by OGD,Maritime,MINISTRY OF DEFENCE,2000019456,25862.86,#,L2 3YL
Department For Transport,Department for Transport,14.12.2012,Legal Consultancy,Maritime,FIELD FISHER WATERHOUSE LLP,2000018971,49571.3,#,EC3N 2AA
Department For Transport,Department for Transport,19.12.2012,Transport Consult,Maritime,FRAZER-NASH CONSULTANCY LTD,2000019253,26131.96,#,RH4 1HJ
Department For Transport,Department for Transport,11.12.2012,Financial Consultanc,Maritime,KPMG,2000018485,61797,#,WD17 1DE
Department For Transport,Department for Transport,31.12.2012,Financial Consultanc,Maritime,KPMG,2000019855,75620.4,#,WD17 1DE
Department For Transport,Department for Transport,27.12.2012,Training,Maritime,LIGNUM QUALITY SERVICES LTD,2000019580,625,#,AL4 9JG
Department For Transport,Department for Transport,10.12.2012,L&B Excl Dwellings,Maritime,CANNON GLASS & GLAZING LTD,2000018410,720,#,DA1 4BZ
Department For Transport,Department for Transport,12.12.2012,Rent - L&B (non-PFI),Maritime,INT OIL POLLUTION COMPENSATION FUND,2000018570,95300,#,SW1E 5PN
Department For Transport,Department for Transport,31.12.2012,Car Hire and Leasing,Permanent Secretary,GOVERNMENT CAR & DESPATCH AGENCY,2000019885,6900.66,#,SW8 5AX
Department For Transport,Department for Transport,31.12.2012,Car Hire and Leasing,Permanent Secretary,GOVERNMENT CAR & DESPATCH AGENCY,2000019885,6900.66,#,SW8 5AX
Department For Transport,Department for Transport,06.12.2012,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000018246,662.94,#,BR1 1HP
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000018583,1104.9,#,BR1 1HP
Department For Transport,Department for Transport,19.12.2012,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000019246,1104.9,#,BR1 1HP
Department For Transport,Department for Transport,31.12.2012,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000019874,1104.9,#,BR1 1HP
Department For Transport,Department for Transport,04.12.2012,Machinery Rental,Permanent Secretary,XEROX (UK) LTD,2000018008,850,#,BN13 1QG
Department For Transport,Department for Transport,11.12.2012,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000018469,5.86,3352592 PK100 CUT BACK FOLDERS ASSORT OD,SP10 4BA
Department For Transport,Department for Transport,11.12.2012,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000018469,1.82,5108604 Page A Day A5 Black,SP10 4BA
Department For Transport,Department for Transport,11.12.2012,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000018469,1176,5226498 A4 Printing Paper 100% recycled,SP10 4BA
Department For Transport,Department for Transport,11.12.2012,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000018469,71.04,533241 BLACK N RED A5 POLYPROP RULED BOO,SP10 4BA
