Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,D-U-N-S Number,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LEICESTERSHIRE POLICE AUTHORITY,,,,,5000238108,Council Tax Freeze for Police and Crime Commission,LE99 1A2,"134,946.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LEICESTERSHIRE POLICE AUTHORITY,,,,,5000238109,Council Tax Freeze,LE99 1A2,"56,107.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LEICESTERSHIRE POLICE AUTHORITY,,,,,5000238110,Local Council Tax Support for Police Commissioners,LE99 1A2,"699,787.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LEWES DC,,,,213090082,5000237847,Council Tax Freeze,BN7 2DQ,"7,546.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE COUNTY COUNCIL,,,,,5000237974,Council Tax Freeze,LN1 1YT,"254,652.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE POLICE AUTHORITY,,,,210385075,5000238111,Local Council Tax Support for Police Commissioners,LN5 7PH,"575,635.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LINCOLNSHIRE POLICE AUTHORITY,,,,210385075,5000238112,Council Tax Freeze for Police and Crime Commission,LN5 7PH,"105,867.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF HACKNEY,,,,225221597,5000237949,Council Tax Freeze,E8 4RU,"82,475.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF LAMBETH,,,,228216479,5000237970,Council Tax Freeze,SW2 1RL,"100,060.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF NEWHAM,,,,211381004,5000237979,Council Tax Freeze,E16 2QU,"74,058.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,LONDON BOROUGH OF REDBRIDGE,,,,211341417,5000237989,Council Tax Freeze,IG1 1NN,"102,216.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MANSFIELD DC,,,,237922968,5000237975,Council Tax Freeze,NG19 7BH,"5,862.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MELTON BC,,,,346268340,5000237848,Council Tax Freeze,LE13 0UL,"3,426.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MENDIP DISTRICT COUNCIL,,,,,5000237849,Council Tax Freeze,BA4 5BA,"5,985.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MERSEYSIDE POLICE AUTHORITY,,,,,5000238113,Council Tax Freeze for Police and Crime Commission,L69 1JD,"153,758.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MERSEYSIDE POLICE AUTHORITY,,,,,5000238114,Local Council Tax Support for Police Commissioners,L69 1JD,"1,405,816.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MERTON LB,,,,,5000237976,Council Tax Freeze,SM4 5DX,"84,784.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MID DEVON DC,,,,213241137,5000237850,Council Tax Freeze,EX16 6PP,"5,284.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MID SUFFOLK DC,,,,223387239,5000237851,Council Tax Freeze,IP1 2DH,"5,562.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,MID SUSSEX DC,,,,236675989,5000237852,Council Tax Freeze,RH16 1SS,"8,810.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NEW FOREST DC,,Public Bodies,,,5000237853,Council Tax Freeze,SO43 9ZG,"11,575.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NEWARK & SHERWOOD DC (HSG),,,,236186755,5000237854,Council Tax Freeze,NG23 5QX,"6,351.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NEWCASTLE UNDER LYME BC,,,,229894373,5000237977,Council Tax Freeze,ST5 2AG,"6,961.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NEWCASTLE UPON TYNE DC,,,,239154040,5000237978,Council Tax Freeze,NE99 1RD,"104,671.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORFOLK COUNTY COUNCIL,,,,232602789,5000237980,Council Tax Freeze,NR1 2DW,"349,090.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH DEVON DC,,,,,5000237855,Council Tax Freeze,EX31 1EA,"5,763.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH EAST LINCOLN DC (HSG),,,,211242737,5000237856,Council Tax Freeze,DN35 8LN,"61,235.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH LINCOLNSHIRE DC (HSG),,Public Bodies,,424005502,5000237857,Council Tax Freeze,DN16 1AB,"67,189.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH NORFOLK DC,,,,239975964,5000237858,Council Tax Freeze,NR27 9EJ,"5,776.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH TYNESIDE MBC,,,,,5000237981,Council Tax Freeze,NE27 0BY,"85,842.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH WARWICKSHIRE BC,,Large,,,5000237859,Council Tax Freeze,CV9 1DE,"4,466.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH WEST LEICESTER DC,,,,232605782,5000237860,Council Tax Freeze,LE67 3FJ,"5,606.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE CC (DL7 8AL),,,,,5000237982,Council Tax Freeze,DL7 8AL,"249,548.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE FIRE & RESCUE AUTH,,Large,,423679778,5000238076,Council Tax Freeze,DL6 2ND,"18,810.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,,,42430130,5000238118,Council Tax Freeze for Police and Crime Commission,DL7 9HA,"153,221.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,,,42430130,5000238119,Council Tax Freeze,DL7 9HA,"61,957.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTH YORKSHIRE POLICE AUTHORITY,,,,42430130,5000238120,Local Council Tax Support for Police Commissioners,DL7 9HA,"572,767.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTON BOROUGH COUNCIL,,,,228310017,5000237983,Council Tax Freeze,NN4 4FF,"14,624.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,,,,,5000237984,Council Tax Freeze,CB3 0AP,"244,535.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE POLICE AUTH,,,,216745252,5000238115,Local Council Tax Support for Police Commissioners,NN1 5DQ,"503,719.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE POLICE AUTH,,,,216745252,5000238116,Council Tax Freeze,NN1 5DQ,"45,952.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTHAMPTONSHIRE POLICE AUTH,,,,216745252,5000238117,Council Tax Freeze for Police and Crime Commission,NN1 5DQ,"113,152.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NORTHUMBERLAND COUNTY COUNCIL,,,,210308905,5000238078,Council Tax Freeze,NE61 2EF,"153,766.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NOTTINGHAMSHIRE COUNTY CNCL,,,,,5000237985,Council Tax Freeze,NG1 4BU,"312,392.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NOTTS & CITY NOTTINGHAM FIRE AUTH,,Large,,296814999,5000238068,Council Tax Freeze,NG5 8PD,"23,581.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,NUNEATON & BEDWORTH BC,,Large,,,5000237986,Council Tax Freeze,CV11 5AA,"8,005.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,OADBY & WIGSTON BC (HSG),,,,239831878,5000237861,Council Tax Freeze,LE8 2DR,"3,763.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,PENDLE BC,,,,548605328,5000237987,Council Tax Freeze,BB9 OLX,"6,228.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,PETERBOROUGH CITY CNCL,,,,,5000237988,Council Tax Freeze,PE1 1HG,"64,927.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM GTR MANCHESTER,,,,212372242,5000238044,Local Council Tax Support for Police Commissioners,M27 5DA,"2,148,651.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM GTR MANCHESTER,,,,212372242,5000238045,Council Tax Freeze for Police and Crime Commission,M27 5DA,"289,997.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R DERBYSHIRE (R,,,,365179337,5000238038,Local Council Tax Support for Police Commissioners,DE5 3RS,"732,241.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R DERBYSHIRE (R,,,,365179337,5000238039,Council Tax Freeze for Police and Crime Commission,DE5 3RS,"135,401.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR CHESHIRE,,,,211207737,5000238032,Council Tax Freeze for Police and Crime Commission,CW7 9FX,"136,142.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR CHESHIRE,,,,211207737,5000238033,Local Council Tax Support for Police Commissioners,CW7 9FX,"628,911.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR CLEVELAND,,,,211208668,5000238034,Local Council Tax Support for Police Commissioners,TS8 2JX,"684,618.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR CLEVELAND,,,,211208668,5000238035,Council Tax Freeze for Police and Crime Commission,TS8 2JX,"79,998.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR CUMBRIA (,,,,,5000238036,Council Tax Freeze for Police and Crime Commission,CA10 2AU,"85,782.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR CUMBRIA (,,,,,5000238037,Local Council Tax Support for Police Commissioners,CA10 2AU,"397,914.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR DORSET (R,,,,855985981,5000238040,Council Tax Freeze for Police and Crime Commission,DT2 8DZ,"133,052.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR DORSET (R,,,,855985981,5000238041,Local Council Tax Support for Police Commissioners,DT2 8DZ,"599,012.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR GLOCS (RS,,,,210876764,5000238042,Local Council Tax Support for Police Commissioners,GL51 6QH,"446,411.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR GLOCS (RS,,,,210876764,5000238043,Council Tax Freeze for Police and Crime Commission,GL51 6QH,"111,675.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR KENT,,,,214599107,5000238046,Council Tax Freeze for Police and Crime Commission,ME15 9BZ,"220,350.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR KENT,,,,214599107,5000238047,Local Council Tax Support for Police Commissioners,ME15 9BZ,"1,105,851.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR NORFOLK (,,,,232602789,5000238048,Local Council Tax Support for Police Commissioners,NR18 0WW,"785,135.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR NORFOLK (,,,,232602789,5000238049,Council Tax Freeze for Police and Crime Commission,NR18 0WW,"142,790.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR NOTTS (RS,,,,,5000238052,Local Council Tax Support for Police Commissioners,NG5 8PP,"836,716.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR NOTTS (RS,,,,,5000238053,Council Tax Freeze for Police and Crime Commission,NG5 8PP,"133,210.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR SUSSEX,,,,734063501,5000238054,Local Council Tax Support for Police Commissioners,BN7 2DZ,"1,010,710.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR SUSSEX,,,,734063501,5000238055,Council Tax Freeze for Police and Crime Commission,BN7 2DZ,"217,552.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR SUSSEX,,,,734063501,5000238056,Council Tax Freeze,BN7 2DZ,"88,647.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR WILTSHIRE,,,,,5000238060,Council Tax Freeze for Police and Crime Commission,BA14 8JJ,"99,055.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR WILTSHIRE,,,,,5000238061,Council Tax Freeze,BA14 8JJ,"40,228.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R FOR WILTSHIRE,,,,,5000238062,Local Council Tax Support for Police Commissioners,BA14 8JJ,"382,967.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R NORTHUMBRIA (,,,,,5000238050,Council Tax Freeze for Police and Crime Commission,NE1 8DL,"91,193.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R NORTHUMBRIA (,,,,,5000238051,Local Council Tax Support for Police Commissioners,NE1 8DL,"684,464.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R THAMES VALLEY,,,,232914853,5000238057,Council Tax Freeze for Police and Crime Commission,OX5 2NX,"337,242.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POLICE & CRIME COMM'R THAMES VALLEY,,,,232914853,5000238058,Local Council Tax Support for Police Commissioners,OX5 2NX,"1,186,771.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,POOLE BC (HSG),,,,,5000237862,Council Tax Freeze,BH15 2RU,"73,068.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,REDDITCH BC,,,,231421491,5000237990,Council Tax Freeze,B98 8AH,"5,819.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,RIBBLE VALLEY BC,,,,232617894,5000237863,Council Tax Freeze,BB7 2RA,"3,148.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,RICHMOND UPON THAMES LB,,,,228868535,5000237991,Council Tax Freeze,TW1 3BZ,"117,648.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,ROSSENDALE BC,,,,237654020,5000237992,Council Tax Freeze,BB4 7LZ,"5,473.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,ROTHER DC (HSG),,,,,5000237864,Council Tax Freeze,TN39 3JX,"7,337.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,ROTHERHAM MBC,,,,211266937,5000237993,Council Tax Freeze,S60 1AE,"96,472.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,ROYAL BOROUGH OF KENSINGTON & CHELS,,,,211124466,5000237966,Council Tax Freeze,W8 7NX,"80,398.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,RUGBY BC,,,,,5000237994,Council Tax Freeze,CV21 2LA,"6,137.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Localism,RUSHMOOR BC,,,,232607606,5000237995,Council Tax Freeze,GU14 7JU,"5,905.00",Yes
