Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,LAING O'ROURKE CIVIL ENGINEERING LIMITED,630469,4967992.51,"Certificate no.91; Amount without VAT #4,520,333.03; Amount with VAT&adjustments #5,527,639.04; Design costs reduced by 5% #86,032.84",DA2 6SN
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,630476,11138.88,"Invoice no. 5000034265; Invoice Date: 05.06.2014; Amount without VAT #11,138.88; Amount with VAT #13,366.66",L3 1ES
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,PLANNING INSPECTORATE,630325,0,"Inv No 1800000792 Fees and expenses incurred under A21 Tonbridge to Pembury Public Inquiry.Prep:8.63 days: Inquiry:11.83 days, travelling:3.46days, reporting: 64.27 days @ 630GBP per day plus T&S",BS1 6PN
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD244103,2436,HAL00012916//25000019952014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247090,2051,HAL00010900xxxxx25000019582014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247384,1155,HAL00011677/xxxxx/25000019472014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247385,3744,HAL00011665//25000019792014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247386,3323,HAL00011689/xxxxx/25000019742014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247387,1229,HAL55555544//25000019252014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247391,3308,HAL66666618//25000019822014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,630424,596.12,To enable payment for A14 Corridor Site Supervision PSF M314 invoice amount #1061.33,BS32 4SY
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,COSTAIN LIMITED,630495,323628.91,Apps and Certs Receipt - APC70604,SL6 4UB
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD246453,1344,HAL99999193//25000020002014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,VALUATION OFFICE AGENCY,LOMD246454,1782,HAL99999194//25000020012014,GL4 7RT
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,630492,880.67,90362318,OX4 4DQ
Department For Transport,Highways Agency,09/06/2014,TA Cost AUC - Programme,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,630493,519.88,90362318,OX4 4DQ
Department For Transport,Highways Agency,09/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630494,979248.03,Apps and Certs Receipt - APC69685,WV1 4RU
Department For Transport,Highways Agency,09/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630498,322307.07,Apps and Certs Receipt - APC69684,WV1 4RU
Department For Transport,Highways Agency,09/06/2014,Third Party claims costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,PWI/179651031,3956.56,Z1310363/DBE/xxxxx,GL1 2AZ
Department For Transport,Highways Agency,09/06/2014,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,P2002929298,2464.64,TRAINING MAY 2014,SN5 6PS
Department For Transport,Highways Agency,09/06/2014,TOS operational Vehicle rental,TRAFFIC MANAGEMENT DIRECTORATE,LEX AUTOLEASE LIMITED,630496,49417.92,"1,029.54 per vehicle, 562987 MAY 14",BL9 8RT
Department For Transport,Highways Agency,10/06/2014,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,629922,350,AMEY Comp / Reactive work May 14,OX4 4DQ
Department For Transport,Highways Agency,10/06/2014,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,630511,596.14,AMEY May 14 reactive additions,OX4 4DQ
Department For Transport,Highways Agency,10/06/2014,"Admin building refurbishment, maintenance, repairs, inspections and advice",FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,630511,5101.36,AMEY May 14 reactive additions,OX4 4DQ
Department For Transport,Highways Agency,10/06/2014,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630590,319.12,Apps and Certs Receipt - APC70725,WV1 4RU
Department For Transport,Highways Agency,10/06/2014,CM - Third Party Damage,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630590,32763.13,Apps and Certs Receipt - APC70725,WV1 4RU
Department For Transport,Highways Agency,10/06/2014,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630590,141.79,Apps and Certs Receipt - APC70725,WV1 4RU
Department For Transport,Highways Agency,10/06/2014,CM - Tunnel Maintenance,NETWORK DELIVERY & DEVELOPMENT,NETWORK RAIL,630508,7062.67,Network Rail maintenance and renewal for Area 14 Bridges Invoice no 1146142,B1 1RT
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),630540,156000,Apps and Certs Receipt - APC70625,DL1 1TJ
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION CONSTRUCTION T/A CARILLION RAIL,630509,39203.09,East Year 2 Certificate 6,CR9 0AU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION CONSTRUCTION T/A CARILLION RAIL,630512,2934.8,North Year 3 Certificate No 1,CR9 0AU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION CONSTRUCTION T/A CARILLION RAIL,630513,2848.41,Scotland Year 3 Certificate No 1,CR9 0AU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION CONSTRUCTION T/A CARILLION RAIL,630517,18963.99,West Year 3 Certificate No 1,CR9 0AU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630590,14674.29,Apps and Certs Receipt - APC70725,WV1 4RU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630590,1974.13,Apps and Certs Receipt - APC70725,WV1 4RU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,630590,191.76,Apps and Certs Receipt - APC70725,WV1 4RU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,COSTAIN LIMITED,629569,3994.12,Month 9 ESDAL2 service invoice,SL6 4UB
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,630510,2920.73,cc3165 TAFT 0223 A2 Ham Barn NRTS,GU14 7BF
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,630547,1627.7,June 2014 P0034 CCTV Testing at PTN Tyco pass through,GU14 7BF
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,HAMMOND (ECS) LTD,630528,6054.5,MAE/0m24ch Security fencing,CF44 0AE
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,630543,2416.97,JMP 2014-05 Contract Management,E14 9TU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,630546,7630.69,JMP 2014-05 Studies,E14 9TU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,KIER MG LIMITED,630532,12650.94,HPB/5 Parapet Repairs,NR14 8SZ
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,RAYNESWAY CONSTRUCTION LIMITED,630518,2000,KLM/54 Japanese Knotweed,NE12 8BU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,RAYNESWAY CONSTRUCTION LIMITED,630519,1900,GCL/39 Cut Off welding,NE12 8BU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,RAYNESWAY CONSTRUCTION LIMITED,630533,3200,GBA/5 Tree removal treatment,NE12 8BU
Department For Transport,Highways Agency,10/06/2014,Contractor Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,627805,-8568.54,Data Fusion - work during April 2014,BS32 4SY
Department For Transport,Highways Agency,10/06/2014,Electricity,FINANCE & BUSINESS SERVICES,EDF ENERGY (NON CIS) CHARGES,630514,2398.85,The Cube 9th floor electric May 14,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD247405,1170.4,HAL55555547//11024008,CB8 7XN
Department For Transport,Highways Agency,10/06/2014,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD247406,1742.4,HAL55555547//11024009,CB8 7XN
Department For Transport,Highways Agency,10/06/2014,Lands Costs,MAJOR PROJECTS,SMITHS GORE,LOMD247409,652.75,HAL55555542//18075021,CB8 7XN
Department For Transport,Highways Agency,10/06/2014,Legal Costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,630554,28418.3,TSol inv 406460 5/06/14,GL1 2AZ
Department For Transport,Highways Agency,10/06/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,CAPITA GROUP,630553,10486.9,"Payment for xxxxx W/e 04,11,18,25 may and 01 June 23days",DL1 9HN
Department For Transport,Highways Agency,10/06/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,630561,2131.98,xxxxx w/e 08/06/2014 5 days worked @ #355.33,SL1 1DB
Department For Transport,Highways Agency,10/06/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,JACOBS UK LTD,630548,6866.16,Technical Support for NDD South East (xxxxx) PO: 1078.7 23/05/2014,G2 7HX
Department For Transport,Highways Agency,10/06/2014,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,JACOBS UK LTD,630549,6317.22,Technical Support for NDD South East (xxxxx) PO: 1078.4 23/05/2014,G2 7HX
Department For Transport,Highways Agency,10/06/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (GLOUCESTER) LTD,630581,1437760.57,A417/419 SWINDON to GLOUCESTER monthly payment in respect of April 2014 shadow toll.,EH2 1DF
Department For Transport,Highways Agency,10/06/2014,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (GLOUCESTER) LTD,630582,1437760.57,A417/419 SWINDON to GLOUCESTER monthly payment in respect of May 2014 shadow toll.,EH2 1DF
Department For Transport,Highways Agency,10/06/2014,Prepaid expenses - programme,FINANCE & BUSINESS SERVICES,A & J MUCKLOW (INVESTMENTS) LIMITED,630502,3530.4,WMRCC Service charge 24 Jun 2014 to 28 Sep 2014 inv 36238,B63 3JS
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630522,8803.7,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630523,990.42,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630524,5120.24,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630525,2667.38,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630526,2589.94,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630527,1404.34,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630560,1080.17,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630562,7412.82,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630563,11319.59,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630564,5224.62,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630567,8047.49,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630568,5623.04,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630569,11739.92,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630570,625.5,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630572,3768.53,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630573,951.44,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630575,867.14,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630576,4156.13,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630577,1323.59,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630579,8707.42,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Electricity costs,NETWORK DELIVERY & DEVELOPMENT,EDF ENERGY (NON CIS) CHARGES,630580,3567.02,#,PL3 5XQ
Department For Transport,Highways Agency,10/06/2014,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,630584,5847.77,Various Accounts - Rental & Usage charges period 26/02/2014 to 30/05/2014 291,DH98 1BT
Department For Transport,Highways Agency,10/06/2014,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,TEIGNBRIDGE DISTRICT COUNCIL,630593,953.78,"Account Ref: 30423600, dated 15/04/2014",TQ12 4YR
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,FINANCE & BUSINESS SERVICES,ST MODWEN CORPORATE SERVICES LIMITED,630506,2430,NTOC Refurbishment extra carparking 24 Jun 14 to 28 Sep 14 inv 487365,B32 1AF
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,630530,7544.12,May 14 fees,BS32 4SY
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,630555,10403.32,IN PAYMENT OF FEES FOR PERIOD MAY 2014,BS32 4SY
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,630603,559.12,Inv No 14009714 dated 10/6/14. M1 J39 to 42 ALR Main Works. Atkins costs April and May 2014,BS32 4SY
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,630586,14556.26,#,S1 1BA
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,BT OPENREACH (CIS) DIVERT/CONNECT,630588,110679.5,#,S1 1BA
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,630521,5254.3,#,SL6 4UB
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,630542,371444.02,Certificate 9,SL6 4UB
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN LIMITED,630589,139085.1,M6 16-19 Costain App no. 4 Survey Works May 2014,SL6 4UB
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247410,2245.3,00012383/xxxxx,B3 3AL
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,630596,2182.44,"Invoice Date 06 June 2014 Application value exclusive of VAT (20%)  =  #2,182.44.",GU14 7BF
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,GENESYS TELECOMMUNICATIONS LTD,630599,8720.61,Inv No 00002116 dated 6/6/14. M62 J25 to 30 SVD trial. Genesys final costs on TAF-0245 May 2014,GU14 7BF
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,630541,5110.27,M1 J10 -13 - Task Order 1042 -  Fee Account May 2014 -  31 May 2014,LU1 1JB
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,624134,-603.42,February Invoice - #3620.52,GU2 7AR
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,PINSENT MASONS LLP,630591,31754.68,A14 Cambs to Huntingdon Pinsent Masons Legal Support April 2014 for 38105.62 inc VAT,EC2A 4ES
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,LOMD247408,514.2,HAL00011656/(WHOLESAL/406446,GL1 2AZ
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,URS INFRASTRUCTURE AND ENVIRONMENT UK LTD,630594,5054.15,INVOICE NO:5902617 DATED:28/5/14 AMT:#5054.15 WITH VAT:#6064.98,RG21 7PP
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239073,1059,HAL00012593//25000019372014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD239334,1894,HAL00012618//25000019892014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD244112,2497,HAL00012915/xxxxx/25000019862014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247163,2392,HAL00011462/xxxxx/22500001976201,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247394,1105,HAL00011766xxxxxI/25000019512014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247395,1627,HAL00011700/xxxxx/25000019592014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247396,1317,HAL00011670/xxxxx /25000019432014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247397,1206,HAL00011611/xxxxx25000019522014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247399,1222,HAL00011606//25000019422014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247401,1545,HAL00011750xxxxx /25000019712014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247404,3129,HAL00012575/xxxxx/25000019802014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247411,2488,HAL00012615//25000019842014,GL4 7RT
Department For Transport,Highways Agency,10/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247412,5221,HAL66666627//25000019962014,GL4 7RT
