YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22652.82,21367.54,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042250,02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22581.68,21297.04,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042250,02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24085.6,22908.68,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042230,02042230|02042250|02042250|02042250|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24085.6,22908.68,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042250,02042230|02042250|02042250|02042250|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24085.6,22908.68,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042300,02042230|02042250|02042250|02042250|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,Heathrow,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,4320.1,4064.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-01,2017,Q4,12,1,2042250,2042250,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24283.56,23498.48,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2044250,2044250,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24263.7,23487.74,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2044250,2044250,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,19515.84,19067.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2069099,2069099,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,16023.98,15452.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2044210,02044210|02044210|02044210,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24200.63,23484.04,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2044230,02044230|02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,24200.63,23484.04,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2044250,02044230|02044250|02044250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,7277.9,7277.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2043000,2043000,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23762.1,22418.56,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2042250,02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23798.96,22446.56,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042250,02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23132.94,21774.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2042210,02042210|02042230|02042250|02042250|02042250|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23132.94,21774.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2042230,02042210|02042230|02042250|02042250|02042250|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23132.94,21774.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2042250,02042210|02042230|02042250|02042250|02042250|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23132.94,21774.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2042300,02042210|02042230|02042250|02042250|02042250|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,22705.08,21364.64,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042250,02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,20156.16,19692.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2069099,2069099,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18084.78,17707.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2044310,2044310,Ovis Aries,Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17955.42,17571.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2044310,02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17955.42,17571.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2069099,02044310|02069099,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13028.5,12509.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-17,2017,Q4,12,17,2042300,02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,28,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23190.3,21837.36,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,2042250,02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,28,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Technical Use,15710.5,15598.3,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-12-07,2017,Q4,12,7,50510,50510,-,,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3032400,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Clarias Batrachus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3032500,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Labeo Bata,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3032500,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Labeo Rohita,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3032900,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Channa Punctatus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3032900,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Channa Striata,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Ailia Coila,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Amblypharyngodon Mola,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Anabas Testudineus,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Apocryptes Bato,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Corica Soborna,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Eutropiichthys Vacha,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Glossogobius Giuris,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Gudusia Chapra,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
2017,Q4,11,28,BD,GB,"Felixstowe, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,21885,10242,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-02,2017,Q4,12,2,3038910,03032400|03032500|03032500|03032900|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03039190|03061799,Heteropneustes Fossilis,Ailia Coila|Amblypharyngodon Mola|Anabas Testudineus|Apocryptes Bato|Channa Punctatus|Channa Striata|Clarias Batrachus|Corica Soborna|Eutropiichthys Vacha|Glossogobius Giuris|Gudusia Chapra|Heteropneustes Fossilis|Labeo Bata|Labeo Rohita|Labeo Spp|Lates Calcarifer|Mastacembelus Armatus|Metapenaeus Spp|Mystus Tengara|Mystus Vittatus|Notopterus Notopterus|Ompok Pabda|Oreochromis Niloticus|Otra Pesca|Pethia (Puntius) Ticto|Puntius Sarana|Salmophasia Bacaila|Sperata Aor,-
