Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Avg. Search Depth
201702,coroner,6,1.67,0.00%,20.00%,00:01:13,1.83
201702,cost,6,1.33,16.67%,62.50%,00:02:11,1.33
201702,counter signatory,6,1.67,0.00%,0.00%,00:01:58,2
201702,Covenant,6,1,0.00%,0.00%,00:04:45,1
201702,CR20,6,1.17,0.00%,14.29%,00:05:36,1.33
201702,credits,6,1.17,0.00%,28.57%,00:01:29,1.83
201702,d777(ni),6,1.33,0.00%,12.50%,00:07:07,2
201702,D777(NI),6,1.17,16.67%,14.29%,00:00:40,0.67
201702,daera,6,2,0.00%,16.67%,00:02:46,5
201702,dementia,6,1.83,16.67%,9.09%,00:07:29,3
201702,dental,6,1.33,16.67%,25.00%,00:04:17,0.5
201702,disability,6,1.17,33.33%,14.29%,00:03:00,1.17
201702,DL1 notes,6,3,16.67%,5.56%,00:03:42,3.17
201702,Dog licence,6,1,16.67%,0.00%,00:01:24,1.33
201702,Doncaster,6,1.5,66.67%,0.00%,00:00:04,0.33
201702,driver licence,6,1.5,0.00%,11.11%,00:06:52,2.33
201702,Driver licence,6,1.33,0.00%,25.00%,00:02:25,1.5
201702,Driver license,6,1.17,0.00%,42.86%,00:01:54,1.33
201702,driver qualification card,6,1.17,0.00%,28.57%,00:06:28,4.5
201702,Driving license renewal,6,1.17,0.00%,0.00%,00:04:32,3.83
201702,drugs,6,1.33,16.67%,0.00%,00:00:41,1.5
201702,Electrician,6,1.17,33.33%,0.00%,00:00:30,1.67
201702,employment,6,2,0.00%,0.00%,00:09:01,3.83
201702,enduring power of attorney,6,1,0.00%,33.33%,00:03:16,1.5
201702,exempted question,6,1,16.67%,33.33%,00:02:14,3.83
201702,expired licence,6,1.33,33.33%,12.50%,00:01:07,2.5
201702,fishing permit,6,1.33,0.00%,12.50%,00:04:51,4.83
201702,Form of return,6,1.17,33.33%,0.00%,00:03:20,1
201702,freedom of information,6,1.5,16.67%,22.22%,00:05:02,4.67
201702,Funeral payment,6,1,0.00%,16.67%,00:08:38,4.67
201702,gateway,6,1.5,16.67%,22.22%,00:06:15,2
201702,gp,6,1.17,0.00%,42.86%,00:08:00,5.5
201702,guide to church records,6,1,16.67%,0.00%,00:01:20,1.5
201702,harland and wolff,6,1.17,16.67%,0.00%,00:03:33,6.17
201702,health costs,6,1.17,16.67%,0.00%,00:01:09,1.67
201702,help with health costs,6,1.5,0.00%,0.00%,00:04:11,2.67
201702,hgv,6,1,16.67%,16.67%,00:01:02,1.33
201702,How much is the state pension,6,3.17,16.67%,0.00%,00:03:40,2.33
201702,Ins dl1,6,2.17,16.67%,15.38%,00:05:10,2.83
201702,It,6,1,50.00%,16.67%,00:01:54,1.33
201702,job fair,6,1.17,0.00%,28.57%,00:03:30,3.33
201702,Jobseekers,6,1.33,16.67%,12.50%,00:05:27,2.67
201702,jrso,6,1.17,0.00%,0.00%,00:02:35,2.67
201702,JSA,6,1.33,0.00%,25.00%,00:04:07,2.83
201702,land and property services,6,1.5,16.67%,11.11%,00:03:34,2.17
201702,Landlords,6,1.17,16.67%,14.29%,00:02:16,1.67
201702,leasehold,6,1.5,33.33%,55.56%,00:01:54,0.83
201702,letter of entitlement,6,1.17,33.33%,0.00%,00:09:08,7.5
201702,loan,6,1.33,16.67%,25.00%,00:05:37,1.83
201702,local councils,6,1.5,0.00%,11.11%,00:05:41,5
201702,local government,6,1.5,16.67%,11.11%,00:01:42,3.67
201702,long birth certificate,6,1.5,0.00%,0.00%,00:02:04,2.33
201702,Long birth certificate,6,2.17,16.67%,7.69%,00:01:36,1.33
201702,Lost provisional,6,1.17,66.67%,14.29%,00:04:07,0.17
201702,Manchester,6,1.33,50.00%,25.00%,00:00:38,0.5
201702,marriage allowance,6,1.5,66.67%,0.00%,00:00:25,0.33
201702,meals on wheels,6,2,0.00%,8.33%,00:07:13,5.67
201702,Minimum wage,6,1.17,16.67%,0.00%,00:03:01,1.5
201702,Moving house,6,1.5,16.67%,44.44%,00:01:16,0.5
201702,National insurance,6,1.83,16.67%,9.09%,00:03:52,3
201702,Newtownards,6,1.33,50.00%,12.50%,00:02:15,1.33
201702,Number,6,1.5,33.33%,22.22%,00:01:23,5
201702,Number plates,6,1.5,50.00%,22.22%,00:00:55,0.67
201702,nursing home fees,6,1.17,0.00%,28.57%,00:01:39,1.5
201702,parental leave,6,1.33,16.67%,25.00%,00:00:49,1.5
201702,Part time jobs,6,2.67,100.00%,6.25%,00:01:19,0.5
201702,Paying rates,6,1.17,0.00%,0.00%,00:02:48,3
201702,Penalty points,6,1.5,0.00%,44.44%,00:07:38,2.83
201702,Pension forecast,6,2.83,16.67%,11.76%,00:01:14,2.17
201702,Pips,6,2.17,16.67%,15.38%,00:01:55,2.17
201702,Portadown,6,2.17,33.33%,15.38%,00:02:37,1.17
201702,Postal vote,6,2.83,16.67%,0.00%,00:02:20,1.5
201702,presbyterian,6,1.17,0.00%,0.00%,00:01:22,1.33
201702,presbyterian church records,6,1.17,0.00%,14.29%,00:01:27,1.33
201702,provisional driving licence,6,1,0.00%,16.67%,00:03:13,2.83
201702,rate rebate,6,1.17,16.67%,14.29%,00:07:54,3.5
201702,registered body,6,1.33,0.00%,25.00%,00:12:39,4.83
201702,Renew blue badge,6,1.83,0.00%,0.00%,00:03:28,2.5
201702,School records,6,1.17,33.33%,42.86%,00:00:52,0.83
201702,SF300,6,1,50.00%,33.33%,00:00:04,0.17
201702,skills,6,1.5,0.00%,11.11%,00:08:21,3.5
201702,smoking,6,1.17,0.00%,28.57%,00:00:24,1.5
201702,Street directories,6,1.33,0.00%,0.00%,00:08:19,2.67
201702,street lights,6,1.17,16.67%,0.00%,00:08:53,3.33
201702,student finance,6,1.17,33.33%,0.00%,00:09:53,2.5
201702,Sure start maternity grant,6,1.67,0.00%,10.00%,00:05:24,2.67
201702,Tenancy deposit scheme,6,2.33,83.33%,0.00%,00:01:02,0.33
201702,Text,6,1,83.33%,0.00%,00:00:02,0.17
201702,Theory test price,6,1.17,33.33%,0.00%,00:04:16,2.5
201702,track a fault,6,2.5,0.00%,13.33%,00:02:03,3.17
201702,Unfair dismissal,6,1,0.00%,33.33%,00:03:35,1.67
201702,v5c,6,1.67,16.67%,20.00%,00:01:15,1.67
201702,Vacancies,6,1,33.33%,0.00%,00:00:38,0.83
201702,vote,6,1,0.00%,0.00%,00:04:38,2
201702,Waiting times,6,1,16.67%,0.00%,00:00:18,1
201702,Warm Homes Scheme,6,13.83,33.33%,0.00%,00:37:29,31.83
201702,When is my mot due,6,2.5,33.33%,6.67%,00:02:09,2
201702,workhouse,6,1.5,0.00%,0.00%,00:02:55,2.83
201702,Workhouse,6,2.17,33.33%,23.08%,00:06:58,1.5
201702,) Identify sources of information and advice available in relation to employment responsibilities and rights.,5,3,60.00%,0.00%,00:05:07,1.4
201702,101,5,1,60.00%,40.00%,00:00:19,0
201702,1939 national register,5,5.2,20.00%,7.69%,00:05:55,3.8
201702,access ni form,5,1.4,40.00%,28.57%,00:01:48,3.2
201702,affordable warmth,5,1,20.00%,20.00%,00:01:55,0.8
201702,Antrim,5,1.2,40.00%,16.67%,00:00:16,0.4
201702,appeal,5,1.4,0.00%,42.86%,00:00:46,0.8
201702,appeals,5,1.4,20.00%,14.29%,00:02:03,1.4
201702,Apply for disclosure certificate,5,1.6,0.00%,25.00%,00:05:17,4.4
201702,apply-for-an-enhanced-check-through-a-registered-body,5,1,20.00%,0.00%,00:05:00,2.6
201702,appointee,5,1.4,0.00%,14.29%,00:06:17,2.2
201702,Apprentiships,5,1,20.00%,60.00%,00:00:32,0.6
201702,archives,5,1.8,0.00%,33.33%,00:11:12,10.4
201702,Army,5,1,60.00%,20.00%,00:01:06,0.2
201702,ballymena,5,2.4,0.00%,8.33%,00:02:33,2.6
201702,Benefit fraud,5,1.6,20.00%,12.50%,00:11:15,1.4
201702,bereavement payment,5,1.4,0.00%,14.29%,00:08:16,3
201702,Birth cert,5,1,0.00%,0.00%,00:03:59,2
201702,blue badge parking scheme,5,1,0.00%,0.00%,00:05:58,3
201702,Blue badge parking scheme,5,1.4,0.00%,14.29%,00:01:04,2.6
201702,Boiler,5,1.6,0.00%,0.00%,00:03:06,2.4
201702,boiler grant,5,1,0.00%,20.00%,00:00:55,1.4
201702,Boiler grants,5,1.8,0.00%,0.00%,00:04:30,3.8
201702,Book droving test,5,1,0.00%,0.00%,00:01:29,2.8
201702,building control,5,1,20.00%,0.00%,00:00:40,3.4
201702,bullying,5,1.2,0.00%,16.67%,00:09:05,3.2
201702,car,5,1.4,0.00%,28.57%,00:06:57,7
201702,car hire,5,1.2,60.00%,0.00%,00:01:12,1
201702,carer,5,1,0.00%,20.00%,00:08:40,3.4
201702,carrers,5,1.4,20.00%,28.57%,00:00:35,2
201702,Carrickfergus,5,1.2,20.00%,0.00%,00:00:30,1.2
201702,Caters allowance,5,1.2,20.00%,66.67%,00:00:20,0
201702,challengeparkingticket,5,2.6,40.00%,15.38%,00:02:12,2.8
201702,CHANGE DATE OF MOT,5,1.2,0.00%,0.00%,00:00:33,1.4
201702,CHANGE OF ADDRESS,5,1.2,20.00%,16.67%,00:00:41,2.2
201702,change of ownership,5,1,60.00%,20.00%,00:00:08,0.2
201702,changes to housing benefit,5,1.2,0.00%,0.00%,00:01:37,1.8
201702,Check car tax,5,1.2,80.00%,0.00%,00:00:09,0.4
201702,Choices,5,1.2,0.00%,0.00%,00:01:22,2.4
201702,commercial rates,5,2.2,20.00%,9.09%,00:07:51,3
201702,Complaints,5,1.6,20.00%,25.00%,00:01:12,2.4
201702,condition management programme,5,1.4,20.00%,14.29%,00:02:03,1.4
201702,Construction,5,1.4,60.00%,14.29%,00:00:39,1
201702,contact details,5,1.4,20.00%,28.57%,00:06:04,6
201702,Contact esa,5,1,40.00%,0.00%,00:00:17,1
201702,Contact numbers,5,1.8,0.00%,33.33%,00:01:33,2.8
201702,cookstown,5,1.8,40.00%,0.00%,00:00:42,0.8
201702,copy of a will,5,5,20.00%,16.00%,00:07:08,6
201702,copyright,5,1.6,20.00%,12.50%,00:07:21,2.8
201702,cost of birth certificate,5,2.2,20.00%,9.09%,00:01:42,1.6
201702,Cost of passports,5,1.8,60.00%,11.11%,00:00:56,0.4
201702,council,5,1,0.00%,20.00%,00:00:54,2.2
201702,Counterpart,5,1,40.00%,0.00%,00:03:37,0.8
201702,Craigavon,5,1.6,0.00%,0.00%,00:02:33,2.2
201702,criminal record check,5,1.4,0.00%,0.00%,00:06:06,4.4
201702,Crisis,5,1,20.00%,20.00%,00:02:33,1.8
201702,D,5,2,20.00%,30.00%,00:00:18,0.4
201702,d1,5,1,20.00%,80.00%,00:00:54,0.4
201702,death grant,5,3.2,20.00%,6.25%,00:07:12,3
201702,debt management,5,1,0.00%,0.00%,00:02:44,2.2
201702,Dental,5,1.2,40.00%,16.67%,00:01:02,2.2
201702,digi card,5,1,0.00%,20.00%,00:05:53,1.4
201702,Direct debit,5,1,20.00%,40.00%,00:00:25,0.6
201702,Disabled fishing licence,5,1.2,40.00%,0.00%,00:00:48,1
201702,disclosure,5,1.2,40.00%,16.67%,00:10:15,4.6
201702,discretionary,5,2,60.00%,0.00%,00:03:03,1.2
201702,Divorce forms,5,3,0.00%,20.00%,00:08:40,5.4
201702,DL1 application,5,1.4,40.00%,14.29%,00:03:26,2.4
201702,doctor,5,2.2,20.00%,9.09%,00:02:58,3
201702,driver licensing,5,1.2,20.00%,0.00%,00:00:42,4.2
201702,Driver licensing,5,1.2,40.00%,0.00%,00:01:25,1.2
201702,driving abroad,5,1.2,20.00%,16.67%,00:07:43,2
201702,driving license fees,5,1,0.00%,20.00%,00:00:34,0.8
201702,DS1500,5,1.2,0.00%,33.33%,00:01:22,1.2
201702,Dungannon,5,2,40.00%,10.00%,00:10:14,8.2
201702,dva test centres,5,1,20.00%,0.00%,00:00:18,1.2
201702,e catalogue,5,1,0.00%,20.00%,00:10:12,2
201702,e111,5,1.6,0.00%,25.00%,00:06:51,2
201702,Election,5,1.2,40.00%,16.67%,00:03:46,1.4
201702,electrician,5,1.2,20.00%,33.33%,00:00:34,1
201702,email,5,1.4,40.00%,14.29%,00:00:33,1
201702,engineering,5,2.6,0.00%,15.38%,00:02:22,1.8
201702,Epilepsy,5,1.4,0.00%,57.14%,00:03:40,0.8
201702,Esa contact number,5,1,60.00%,0.00%,00:00:48,1.4
201702,flood,5,1,0.00%,0.00%,00:00:28,1
201702,foi,5,1.4,0.00%,14.29%,00:02:55,4.8
201702,Food,5,1.6,80.00%,0.00%,00:00:57,0.4
201702,Footpaths,5,1,40.00%,40.00%,00:01:59,0.4
201702,Freedom to marry form,5,2.6,100.00%,0.00%,00:05:38,0
201702,freeholders,5,1.8,0.00%,0.00%,00:04:12,3
201702,funeral payment,5,1,0.00%,20.00%,00:00:28,1.2
201702,gcse,5,1.2,20.00%,16.67%,00:01:11,2.4
201702,GENEALOGY,5,2,0.00%,0.00%,00:03:18,7
201702,geneology,5,1.2,20.00%,33.33%,00:00:38,0.8
201702,general register office,5,1.6,0.00%,37.50%,00:00:23,1
201702,green cross code,5,1.4,20.00%,14.29%,00:01:03,2.8
201702,hc1 form,5,1.4,20.00%,28.57%,00:01:07,0.8
201702,hc5,5,1,0.00%,0.00%,00:00:10,1.2
201702,HC5,5,1.2,40.00%,0.00%,00:00:43,1.6
201702,Health,5,1.4,40.00%,28.57%,00:00:46,1
201702,Highway Code,5,1.8,0.00%,44.44%,00:01:21,2.2
201702,historical maps,5,1.2,0.00%,0.00%,00:09:15,5
201702,housing,5,1.4,20.00%,28.57%,00:00:48,1.2
201702,Housing,5,1.6,20.00%,25.00%,00:01:36,1
201702,Housing benefit calculator,5,1.2,20.00%,0.00%,00:00:48,1
201702,housing benefit rate relief,5,1.4,0.00%,14.29%,00:01:19,2.6
201702,I need to change my sddress on my licence how do i do it,5,3,100.00%,0.00%,00:02:13,0
201702,ict,5,1.8,0.00%,55.56%,00:07:27,2.6
201702,industrial death benefit,5,2.2,40.00%,0.00%,00:01:13,1.8
201702,job,5,2,20.00%,20.00%,00:01:01,1
201702,job fairs,5,1.8,0.00%,0.00%,00:03:19,4.8
201702,jobseekers allowance,5,1.2,20.00%,0.00%,00:00:53,2
201702,jury duty,5,1,0.00%,40.00%,00:05:56,2.6
201702,land registration,5,1.2,0.00%,16.67%,00:02:41,2.8
201702,Landlord,5,1.8,20.00%,11.11%,00:02:31,1.8
201702,Leeds,5,1,40.00%,20.00%,00:00:40,2
201702,Letter of entitlement,5,2,0.00%,30.00%,00:02:53,2.4
201702,letter of freedom,5,1.2,20.00%,33.33%,00:01:24,2.4
201702,licence check,5,1.6,0.00%,37.50%,00:07:37,2.2
201702,Licence cost,5,1.2,0.00%,16.67%,00:00:35,1
201702,Licence renewal,5,1,0.00%,20.00%,00:06:09,2.2
201702,Life in the uk test book,5,1.2,80.00%,0.00%,00:07:37,0.2
201702,london,5,1.4,40.00%,14.29%,00:01:16,5.8
201702,Lost blue badge,5,1.2,60.00%,0.00%,00:00:21,0.8
201702,lost license,5,1.6,40.00%,25.00%,00:04:00,3
201702,lps,5,1.8,20.00%,11.11%,00:10:11,4.6
201702,MA1,5,1.2,0.00%,0.00%,00:01:18,1.6
201702,make the call,5,2,0.00%,0.00%,00:09:29,7.4
201702,Maps,5,1,0.00%,20.00%,00:00:33,1.6
201702,Marriage index cert,5,2.2,80.00%,9.09%,00:19:15,0.6
201702,Maternity leave,5,1.6,0.00%,25.00%,00:16:00,4.2
201702,Matrimonial,5,1.6,20.00%,0.00%,00:01:50,2
201702,mechanic,5,1,20.00%,20.00%,00:00:32,0.8
201702,Mock theory test,5,2,40.00%,10.00%,00:11:19,2.2
201702,mot centres,5,1.2,20.00%,0.00%,00:02:25,3.2
201702,mot check,5,1.6,20.00%,12.50%,00:02:39,4
201702,mot test,5,1.4,0.00%,14.29%,00:02:38,2.2
201702,Motability,5,1.4,0.00%,28.57%,00:02:32,2.6
201702,Motor tax,5,1.8,40.00%,11.11%,00:01:27,2
201702,name search,5,1.4,0.00%,28.57%,00:01:33,1.8
201702,National insurance number,5,2,40.00%,10.00%,00:01:37,1.2
201702,newsplan,5,1.4,0.00%,28.57%,00:05:20,10
201702,nhs pension,5,2.8,80.00%,7.14%,00:01:49,0.2
201702,niea,5,1,0.00%,20.00%,00:02:37,1.8
201702,notice,5,1.2,0.00%,16.67%,00:23:25,5.2
201702,Notice of appeal,5,1,20.00%,20.00%,00:01:10,1.2
201702,nursing homes,5,1.8,0.00%,22.22%,00:09:57,4.4
201702,Paramedic,5,1.4,0.00%,0.00%,00:02:47,2.2
201702,parish records,5,2.2,20.00%,0.00%,00:02:14,1.8
201702,Parking fine,5,1.8,20.00%,11.11%,00:04:55,1.6
201702,parking tickets,5,1.4,0.00%,0.00%,00:00:36,2.2
201702,Passport renewal,5,1.6,0.00%,12.50%,00:03:58,1.2
201702,PENSION CREDIT,5,1.8,0.00%,22.22%,00:01:39,3.2
201702,pension credits,5,1.6,0.00%,12.50%,00:12:54,3.6
201702,phone,5,1.4,20.00%,14.29%,00:01:02,3
201702,Phone,5,1.2,20.00%,0.00%,00:01:17,3.6
201702,Phone no to book,5,1.2,100.00%,0.00%,00:00:04,0
201702,Planning,5,1,80.00%,0.00%,00:00:26,0.6
201702,PRACTICAL DRIVING TEST,5,1,0.00%,0.00%,00:00:14,2
201702,Pre school,5,1.2,20.00%,16.67%,00:01:10,1.4
201702,Price,5,1.2,20.00%,33.33%,00:06:20,4
201702,Prices,5,2,40.00%,30.00%,00:09:32,1.4
201702,probate forms,5,1.4,0.00%,0.00%,00:06:20,2
201702,provisional license,5,1.2,0.00%,16.67%,00:02:25,4
201702,Psv test,5,1,0.00%,40.00%,00:00:33,1.2
201702,Public records,5,1.2,0.00%,50.00%,00:07:06,5.8
201702,pv15,5,1.4,0.00%,14.29%,00:02:01,2.4
201702,pv16,5,1,0.00%,0.00%,00:02:30,2
201702,Records,5,1.6,0.00%,37.50%,00:03:38,7.2
201702,Recruitment,5,1.6,60.00%,12.50%,00:00:29,0.4
201702,Redundancy,5,1,0.00%,20.00%,00:04:27,2.4
201702,register a death,5,1,0.00%,0.00%,00:10:09,4.2
201702,renew,5,1.6,0.00%,37.50%,00:14:19,6.4
201702,renew landlord registration,5,1.6,0.00%,12.50%,00:11:39,3.2
201702,Renew provisional license,5,1,0.00%,20.00%,00:02:10,2.8
201702,renew registration,5,5.2,0.00%,7.69%,00:02:33,2.4
201702,Renewal of driving licence,5,1.6,0.00%,0.00%,00:04:43,2.6
201702,renewing driving licence,5,1,0.00%,0.00%,00:02:24,2.8
201702,Renewing driving licence,5,1,0.00%,40.00%,00:02:49,1.8
201702,Replacement birth certificate,5,2,20.00%,20.00%,00:03:39,3
201702,report a fault,5,1,0.00%,0.00%,00:05:08,1.4
201702,rest breaks,5,1,0.00%,0.00%,00:00:26,1.8
201702,Retail,5,1.2,60.00%,33.33%,00:00:14,0.2
201702,right to work,5,1,60.00%,40.00%,00:00:33,0.8
201702,road safety,5,1,20.00%,0.00%,00:02:49,1.8
201702,road service,5,1.4,20.00%,14.29%,00:05:10,3.2
201702,roads,5,1.4,0.00%,42.86%,00:04:15,3.4
201702,Roads,5,1,0.00%,60.00%,00:03:33,5.6
201702,roads service,5,1.2,40.00%,33.33%,00:00:57,0.8
201702,self assessment worksheet,5,1.2,20.00%,0.00%,00:01:40,1.6
201702,Selling a car,5,1.2,0.00%,33.33%,00:01:17,2.8
201702,selling a vehicle,5,1.6,40.00%,25.00%,00:02:09,1
201702,Sf300,5,1,0.00%,40.00%,00:01:47,3.4
201702,Shared care,5,1.4,20.00%,0.00%,00:02:15,1.8
201702,Sign in,5,1.2,20.00%,16.67%,00:09:55,5.4
201702,state pension forecast,5,3.2,0.00%,12.50%,00:04:21,3.4
201702,state pensions,5,1.6,20.00%,37.50%,00:02:01,1.2
201702,Statutory sick pay,5,1.2,20.00%,16.67%,00:03:34,1.8
201702,stormont estate,5,1.4,0.00%,28.57%,00:20:47,8.4
201702,street light,5,1,0.00%,0.00%,00:05:07,1.8
201702,tachograph,5,1,0.00%,0.00%,00:01:11,1.6
201702,TAX CREDITS,5,2,20.00%,10.00%,00:02:03,2.8
201702,taxi driver,5,1,0.00%,0.00%,00:07:41,6.8
201702,Taxi meter,5,2,40.00%,10.00%,00:01:05,1.6
201702,tenders,5,1.6,20.00%,12.50%,00:01:29,1.4
201702,Tenders,5,1.2,40.00%,16.67%,00:03:39,5.6
201702,tithe,5,1.2,0.00%,16.67%,00:06:36,2.6
201702,Track application,5,1.2,20.00%,16.67%,00:00:52,1.4
201702,Tracking,5,1.2,20.00%,0.00%,00:00:34,1.6
201702,Tractor,5,1.2,20.00%,33.33%,00:01:18,1.6
201702,trade plates,5,1.8,60.00%,22.22%,00:01:14,0.4
201702,transportni,5,1,20.00%,40.00%,00:05:22,5.8
201702,Turkish,5,1.6,40.00%,12.50%,00:04:31,3
201702,ulster savings,5,1,0.00%,40.00%,00:05:03,2.4
201702,unfair dismissal,5,1,0.00%,0.00%,00:06:16,2.4
201702,Universal credits,5,1.2,0.00%,50.00%,00:03:35,2.2
201702,v36,5,1,0.00%,0.00%,00:00:15,1
201702,v5,5,1.2,20.00%,16.67%,00:00:39,1.4
201702,v62,5,1,20.00%,20.00%,00:00:54,3
201702,vehicle licensing,5,1.2,40.00%,50.00%,00:09:00,1.6
201702,vehicle registration,5,2.2,0.00%,36.36%,00:02:06,1.6
201702,Voting,5,1,0.00%,40.00%,00:00:42,0.6
201702,Worn,5,1.2,0.00%,83.33%,00:00:22,1.2
201702,www.nidirect.gov.uk/booknow,5,4,40.00%,5.00%,00:06:25,1.2
201703,Mot,231,1.21,10.82%,14.70%,00:01:56,2.41
201703,Birth certificate,153,1.54,7.84%,7.66%,00:02:41,1.79
201703,blue badge,150,1.31,4.67%,7.11%,00:03:48,3.67
201703,Car tax,120,1.62,40.83%,14.95%,00:01:53,1.16
201703,access ni,118,1.52,6.78%,11.73%,00:04:44,3.92
201703,mot,114,1.2,7.02%,16.79%,00:03:44,3.23
201703,Jobs,113,1.71,38.05%,8.81%,00:02:25,1.94
201703,rates,113,1.46,15.93%,16.36%,00:03:18,3.21
201703,Pip,104,1.5,12.50%,17.95%,00:03:40,2.52
201703,car tax,103,1.47,27.18%,22.52%,00:01:25,1.25
201703,carers allowance,99,1.71,4.04%,6.51%,00:04:34,3.14
201703,Crisis loan,96,1.78,25.00%,9.36%,00:01:51,2.3
201703,Theory test,96,1.3,3.12%,8.00%,00:03:49,3.04
201703,birth certificate,93,1.45,6.45%,8.15%,00:04:53,2.47
201703,attendance allowance,87,1.39,6.90%,16.53%,00:04:54,3.4
201703,Blue badge,82,1.38,7.32%,4.42%,00:03:14,3.04
201703,Rates,82,1.23,8.54%,14.85%,00:02:29,2.13
201703,Social fund,78,1.65,19.23%,13.18%,00:02:58,3.06
201703,Parking ticket,75,1.05,1.33%,0.00%,00:01:43,1.83
201703,enhanced check,73,1.32,1.37%,4.17%,00:03:56,2.62
201703,ESA,73,1.48,8.22%,18.52%,00:03:23,2.93
201703,tax,72,1.01,52.78%,12.33%,00:02:04,1.44
201703,careers,71,1.34,7.04%,20.00%,00:02:49,2.69
201703,theory test,71,1.32,8.45%,15.96%,00:03:30,2.87
201703,Contact,70,1.39,25.71%,25.77%,00:01:21,1.46
201703,Phone number,70,1.49,21.43%,19.23%,00:02:12,2.69
201703,pip,70,1.27,5.71%,26.97%,00:03:49,1.97
201703,Attendance allowance,69,1.67,13.04%,13.91%,00:03:41,2.28
201703,Carers allowance,68,1.41,2.94%,16.67%,00:05:31,3.22
201703,jobs,68,1.99,16.18%,9.63%,00:02:53,3.47
201703,accessni,67,1.3,8.96%,18.39%,00:04:07,3.69
201703,DL1R,65,1.69,6.15%,14.55%,00:03:25,3.29
201703,Contact number,64,1.42,20.31%,18.68%,00:01:47,1.95
201703,esa,64,1.3,1.56%,25.30%,00:04:38,3.05
201703,parking ticket,64,1.03,3.12%,3.03%,00:02:45,2.06
201703,Income support,63,1.59,12.70%,14.00%,00:02:40,2.49
201703,proni,63,1.25,1.59%,13.92%,00:06:29,6.11
201703,DL1,61,1.57,9.84%,15.62%,00:03:16,2.69
201703,pension credit,61,1.34,9.84%,24.39%,00:04:08,3.13
201703,marriage,60,1.28,3.33%,19.48%,00:06:17,4.02
201703,passport,60,1.45,8.33%,11.49%,00:02:06,1.35
201703,Driving test,59,1.24,5.08%,10.96%,00:03:40,2.66
201703,Esa,58,1.53,6.90%,17.98%,00:05:20,2.78
201703,Housing benefit,58,1.6,12.07%,15.05%,00:02:30,2.03
201703,social fund,58,1.57,13.79%,18.68%,00:04:26,2.95
201703,Enhanced check,57,1.28,0.00%,4.11%,00:05:43,2.63
201703,sorn,57,1.82,22.81%,11.54%,00:02:11,2.05
201703,driving licence,55,1.53,7.27%,20.24%,00:06:22,3.55
201703,PIP,54,1.09,5.56%,16.95%,00:03:08,2.09
201703,wills,54,1.46,9.26%,8.86%,00:08:47,2.87
201703,Access ni,53,1.34,16.98%,15.49%,00:03:14,2.92
201703,Ema,53,1.28,28.30%,14.71%,00:01:52,2.49
201703,income support,52,1.38,7.69%,20.83%,00:04:57,2.88
201703,dla,51,1.47,11.76%,22.67%,00:03:06,3
201703,ema,50,1.36,12.00%,25.00%,00:05:16,3.82
201703,apprenticeships,49,1.45,6.12%,12.68%,00:03:58,4.2
201703,change of address,49,1.53,16.33%,21.33%,00:02:48,2.06
201703,Tax,49,1.27,30.61%,32.26%,00:00:41,1.39
201703,tax credits,49,1.45,20.41%,36.62%,00:04:48,2.82
201703,birth certificates,47,1.47,10.64%,15.94%,00:02:14,2.11
201703,Community care grant,47,2.53,48.94%,11.76%,00:02:46,1.23
201703,state pension,47,1.38,17.02%,23.08%,00:03:58,1.98
201703,Theory,47,1.57,17.02%,6.76%,00:04:46,3.68
201703,child benefit,45,2.31,33.33%,10.58%,00:03:17,2.29
201703,Dla,45,1.42,8.89%,25.00%,00:03:07,2.51
201703,Driving licence,45,1.58,6.67%,21.13%,00:03:28,2.47
201703,Careers,43,1.21,6.98%,23.08%,00:02:12,2.07
201703,dl1,43,1.67,13.95%,20.83%,00:02:19,2.26
201703,family history,42,1.64,2.38%,18.84%,00:05:26,4.55
201703,housing benefit,42,1.24,0.00%,19.23%,00:03:44,1.83
201703,Change of address,41,1.54,36.59%,11.11%,00:02:11,1.76
201703,church records,41,1.49,2.44%,16.39%,00:06:14,4.59
201703,MOT,41,1.2,9.76%,18.37%,00:05:12,2.85
201703,Sorn,41,1.39,21.95%,17.54%,00:01:00,1.73
201703,Book mot,40,1.15,5.00%,0.00%,00:01:12,2.6
201703,census,40,1.8,10.00%,12.50%,00:03:54,2.3
201703,community care grant,40,1.88,30.00%,17.33%,00:02:16,1.78
201703,Fishing,40,1.42,17.50%,12.28%,00:03:43,3.08
201703,Tax credits,39,1.31,28.21%,27.45%,00:01:36,1.23
201703,1939 register,38,1.82,18.42%,24.64%,00:02:32,2.95
201703,landlord registration,38,1.08,2.63%,0.00%,00:04:16,2.61
201703,login,38,1.74,23.68%,16.67%,00:03:33,3.29
201703,Pension credit,37,1.35,16.22%,10.00%,00:06:20,3.49
201703,Vehicle tax,37,1.41,27.03%,17.31%,00:01:39,1.16
201703,cv builder,36,1.14,2.78%,4.88%,00:01:17,1.14
201703,fishing,36,2.72,5.56%,7.14%,00:04:28,4.22
201703,log in,36,1.53,16.67%,27.27%,00:05:44,3.53
201703,Retest,36,1.31,30.56%,17.02%,00:01:16,1.44
201703,dl1r,35,1.6,8.57%,16.07%,00:03:03,2.03
201703,Marriage,35,1.4,5.71%,18.37%,00:03:22,2.86
