Vendor Payments & Commitments over £500 for July to September 2010,,,,,


Service Area,Expenditure Type,Vendor Name,Entry Date,Ref.Doc.,Expenditure over £500 (exc VAT)
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,06/07/2010,7500273041,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,06/07/2010,7500273042,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,06/07/2010,7500273043,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,06/07/2010,7500273050,"1,540.64"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/07/2010,7500273080,12818.8
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/07/2010,7500273080,"2,159.76"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/07/2010,7500273080,"2,159.76"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/07/2010,7500273080,2159.76
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,06/07/2010,7500273080,"2,159.76"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273096,2134.03
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273096,"2,134.03"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273096,"2,134.03"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273096,"2,134.03"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273096,"2,134.03"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273096,"2,134.03"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273097,"2,258.19"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273097,"2,258.19"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273097,"2,258.19"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273097,"2,258.19"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273097,"2,258.19"
Adult Social Services,Other Agencs- TPP,Lifestyle Care Plc                 ,06/07/2010,7500273098,"3,000.00"
Adult Social Services,Other Agencs- TPP,Southern Cross Healthcare Ltd      ,06/07/2010,7500273099,"1,179.29"
Adult Social Services,Other Agencs- TPP,Southern Cross Healthcare Ltd      ,06/07/2010,7500273099,"1,179.32"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,06/07/2010,7500273107,"2,017.36"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,06/07/2010,7500273109,"2,132.32"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273145,2707.29
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273146,2195.1
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273148,"1,317.06"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"1,352.04"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,2205.96
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273149,"2,205.96"
Adult Social Services,Other Agencs- TPP,Fernbank Nursing Home.             ,07/07/2010,7500273150,"2,707.29"
Adult Social Services,Other Agencs- TPP,Henry Nihill House                 ,07/07/2010,7500273179,1360.56
Adult Social Services,Other Agencs- TPP,Parkcare Homes (No2) Limited       ,07/07/2010,7500273204,2120.36
Adult Social Services,Other Agencs- TPP,Parkcare Homes (No2) Limited       ,07/07/2010,7500273205,"2,120.36"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,07/07/2010,7500273207,"2,122.72"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,07/07/2010,7500273208,2017.36
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,07/07/2010,7500273210,2132.32
Adult Social Services,Other Agencs- TPP,Westminster Health Care Ltd        ,08/07/2010,7500273276,"2,790.13"
Adult Social Services,Other Agencs- TPP,Southgate Beaumont Care Community  ,08/07/2010,7500273295,"1,926.87"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/07/2010,7500273359,"2,358.17"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/07/2010,7500273361,"2,367.07"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/07/2010,7500273362,"2,358.17"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/07/2010,7500273363,"1,770.94"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,09/07/2010,7500273364,"1,684.05"
Adult Social Services,Other Agencs- TPP,Aspen Villages Ltd                 ,09/07/2010,7500273366,"1,795.70"
Adult Social Services,Other Agencs- TPP,Aspen Villages Ltd                 ,09/07/2010,7500273369,"1,741.76"
Adult Social Services,Other Agencs- TPP,Aspen Villages Ltd                 ,09/07/2010,7500273370,2358.17
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,14/07/2010,7500274171,8345.56
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,14/07/2010,7500274172,"2,359.54"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,14/07/2010,7500274173,1869.7
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,14/07/2010,7500274175,2358.17
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,14/07/2010,7500274176,"1,677.59"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274182,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274184,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274185,2358.17
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274186,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274187,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274188,2365.48
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274189,"2,365.48"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274190,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274191,"2,358.17"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274192,2358.17
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274193,2358.17
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,14/07/2010,7500274195,"2,358.17"
Adult Social Services,Other Agencs- TPP,Carebase Burnt Oak 2006 Limited    ,14/07/2010,7500274198,2268.31
Adult Social Services,Other Agencs- TPP,Carebase Burnt Oak 2006 Limited    ,14/07/2010,7500274199,2358.17
Adult Social Services,Other Agencs- TPP,Carebase Burnt Oak 2006 Limited    ,14/07/2010,7500274200,"2,358.17"
Adult Social Services,Other Agencs- TPP,Carebase Burnt Oak 2006 Limited    ,14/07/2010,7500274210,988.91
Adult Social Services,Other Agencs- TPP,Springdene                         ,14/07/2010,7500274224,"1,673.70"
Adult Social Services,Other Agencs- TPP,Springdene                         ,14/07/2010,7500274225,1729.49
Adult Social Services,Other Agencs- TPP,Springdene                         ,14/07/2010,7500274232,"2,290.80"
Adult Social Services,Other Agencs- TPP,Springdene                         ,14/07/2010,7500274233,"2,367.16"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,14/07/2010,7500274247,"1,789.85"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,14/07/2010,7500274248,1397.97
Adult Social Services,Other Agencs- TPP,Newcentury Care Ltd                ,15/07/2010,7500274250,1992.48
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,15/07/2010,7500274257,"2,034.18"
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,15/07/2010,7500274258,2136.17
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,15/07/2010,7500274259,2034.18
Adult Social Services,Other Agencs- TPP,Sonesta Nursing Home Ltd.          ,15/07/2010,7500274260,1007.81
Adult Social Services,Other Agencs- TPP,The Conifers                       ,15/07/2010,7500274280,"2,044.53"
Adult Social Services,Other Agencs- TPP,The Conifers                       ,15/07/2010,7500274281,"1,978.58"
Adult Social Services,Other Agencs- TPP,The Conifers                       ,15/07/2010,7500274282,"2,044.53"
Adult Social Services,Other Agencs- TPP,Candle Court Nursing Home          ,15/07/2010,7500274290,"2,583.98"
Adult Social Services,Other Agencs- TPP,"Sisters Of Charity, Seton Unit     ",15/07/2010,7500274302,"1,770.85"
Adult Social Services,Other Agencs- TPP,The Chase Care Home                ,15/07/2010,7500274304,"2,072.84"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,15/07/2010,7500274310,1694.77
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,15/07/2010,7500274323,1836.31
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,15/07/2010,7500274324,2257.69
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,15/07/2010,7500274326,2325.66
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,15/07/2010,7500274328,2259.41
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274340,"1,844.16"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274341,2007.76
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274342,"2,007.76"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274343,"2,122.72"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274344,"1,061.36"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274345,"1,959.12"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274346,"2,122.72"
Adult Social Services,Other Agencs- TPP,Four Seasons Health Care           ,15/07/2010,7500274347,"2,122.72"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,15/07/2010,7500274352,1500.96
Adult Social Services,Other Agencs- TPP,Lancaster Court                    ,15/07/2010,7500274392,2745.05
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,16/07/2010,7500274433,"1,369.26"
Adult Social Services,Other Agencs- TPP,Cedars Nursing Home                ,16/07/2010,7500274434,"2,282.10"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,16/07/2010,7500274435,"2,772.35"
Adult Social Services,Other Agencs- TPP,Abbey Ravenscroft Park Nursing Home,16/07/2010,7500274436,"1,883.69"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,16/07/2010,7500274463,1269.41
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,16/07/2010,7500274463,"1,295.49"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,16/07/2010,7500274463,"1,453.34"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,16/07/2010,7500274463,"1,635.74"
Adult Social Services,Other Agencs- TPP,Lewis.W.Hammerson Memorial Home    ,16/07/2010,7500274463,2087.87
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,1032.4
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"1,032.40"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"1,917.31"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,2064.8
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,"2,064.80"
Adult Social Services,Other Agencs- TPP,Jewish Care                        ,20/07/2010,7500275483,1032.4
Adult Social Services,Other Agencs- TPP,Springdene                         ,20/07/2010,7500275587,"2,138.08"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,20/07/2010,7500275595,"1,321.50"
Adult Social Services,Other Agencs- TPP,Bupa Care Homes                    ,20/07/2010,7500275596,"1,324.14"
