Newcastle City Council Invoices over £500 paid in June 2012,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550068,Revenue,1MG40,Direct Payments Elderly      M,1326.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550076,Revenue,1MD66,CWD Care Packages            E,823.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550169,Revenue,1MK40,Direct Payments LD           M,721.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5551043,Revenue,1MK34,Shared Lives - Adult LD      M,1540.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550350,Revenue,1MG40,Direct Payments Elderly      M,700.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549920,Revenue,1MH40,Direct Payments PD           M,725.40,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550065,Revenue,1MK40,Direct Payments LD           M,636.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550103,Revenue,1MK40,Direct Payments LD           M,1649.14,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550103,Revenue,3WH96,Continuing Care-Dom Payments M,1649.14,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550189,Revenue,1MK40,Direct Payments LD           M,709.72,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550049,Revenue,1MK40,Direct Payments LD           M,5783.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549978,Revenue,1MH40,Direct Payments PD           M,723.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550029,Revenue,3WH96,Continuing Care-Dom Payments M,1150.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549976,Revenue,1MH40,Direct Payments PD           M,4280.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549923,Revenue,1MH40,Direct Payments PD           M,2039.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550095,Revenue,1MK40,Direct Payments LD           M,722.35,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550152,Revenue,1MK40,Direct Payments LD           M,504.92,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550072,Revenue,1MM40,Direct Payments MH           M,1000.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549915,Revenue,1MH40,Direct Payments PD           M,2782.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550007,Revenue,1MH40,Direct Payments PD           M,856.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549911,Revenue,1MH40,Direct Payments PD           M,1822.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550008,Revenue,1MK40,Direct Payments LD           M,2992.57,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550008,Revenue,1MK50,Ind Supported Living LD      M,821.40,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550202,Revenue,1MG40,Direct Payments Elderly      M,1134.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550171,Revenue,1MD66,CWD Care Packages            E,790.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550210,Revenue,1MK40,Direct Payments LD           M,577.92,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550067,Revenue,1MH40,Direct Payments PD           M,800.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550067,Revenue,1MM40,Direct Payments MH           M,800.08,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550067,Revenue,3WH96,Continuing Care-Dom Payments M,1600.12,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550002,Revenue,1MK40,Direct Payments LD           M,614.36,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550002,Revenue,3WH96,Continuing Care-Dom Payments M,614.40,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550358,Revenue,1MG40,Direct Payments Elderly      M,1000.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550081,Revenue,1MM40,Direct Payments MH           M,986.16,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549996,Revenue,1MD66,CWD Care Packages            E,1215.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550083,Revenue,1MK40,Direct Payments LD           M,1872.70,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550036,Revenue,1MD66,CWD Care Packages            E,513.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550111,Revenue,1MG40,Direct Payments Elderly      M,984.40,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550178,Revenue,1MG40,Direct Payments Elderly      M,800.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550055,Revenue,1MG40,Direct Payments Elderly      M,911.02,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550163,Revenue,1MK40,Direct Payments LD           M,722.35,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550347,Revenue,1MH40,Direct Payments PD           M,700.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550180,Revenue,1MG40,Direct Payments Elderly      M,457.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550180,Revenue,3WH96,Continuing Care-Dom Payments M,457.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550132,Revenue,1MD66,CWD Care Packages            E,556.40,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549991,Revenue,1MK40,Direct Payments LD           M,941.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550063,Revenue,1MH40,Direct Payments PD           M,1027.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550179,Revenue,1MG40,Direct Payments Elderly      M,911.02,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550233,Revenue,1MG40,Direct Payments Elderly      M,689.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550315,Revenue,1MH40,Direct Payments PD           M,858.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550313,Revenue,1MK40,Direct Payments LD           M,1552.12,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549987,Revenue,1MG40,Direct Payments Elderly      M,1017.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550232,Revenue,1MG40,Direct Payments Elderly      M,1005.80,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550316,Revenue,1MK40,Direct Payments LD           M,900.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550234,Revenue,1MK40,Direct Payments LD           M,1989.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549942,Revenue,1MK40,Direct Payments LD           M,2655.76,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550026,Revenue,1MH40,Direct Payments PD           M,3698.40,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549916,Revenue,1MH40,Direct Payments PD           M,6045.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549916,Revenue,3WH96,Continuing Care-Dom Payments M,6045.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550056,Revenue,1MG40,Direct Payments Elderly      M,1621.44,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550183,Revenue,1MH40,Direct Payments PD           M,911.02,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549999,Revenue,1MK40,Direct Payments LD           M,1380.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549972,Revenue,1MK40,Direct Payments LD           M,1926.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550207,Revenue,1MK40,Direct Payments LD           M,591.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550220,Revenue,1MG40,Direct Payments Elderly      M,1125.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550017,Revenue,1MH40,Direct Payments PD           M,1864.64,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549958,Revenue,1MK40,Direct Payments LD           M,813.20,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549921,Revenue,1MK40,Direct Payments LD           M,4060.48,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549960,Revenue,1MG40,Direct Payments Elderly      M,1054.76,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550077,Revenue,1MG40,Direct Payments Elderly      M,1583.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550059,Revenue,1MH40,Direct Payments PD           M,513.60,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550192,Revenue,1MG40,Direct Payments Elderly      M,1680.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549970,Revenue,1MK40,Direct Payments LD           M,1424.92,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550303,Revenue,1MK40,Direct Payments LD           M,2083.12,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550345,Revenue,1MK40,Direct Payments LD           M,1826.23,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550031,Revenue,1MD66,CWD Care Packages            E,651.48,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549990,Revenue,1MD66,CWD Care Packages            E,539.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,01 June 2012,Redacted Personal Data,5535084,Revenue,1MK34,Shared Lives - Adult LD      M,1540.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549968,Revenue,1MK40,Direct Payments LD           M,9947.72,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 June 2012,Redacted Personal Data,5549968,Revenue,1MK50,Ind Supported Living LD      M,9947.72,
