Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,"Capital/
Revenue",Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural and Related Property,Transformation and Change,Premises,Repair & Maintenance General,08/12/2015,PLY103231,"1,750.00",Revenue,Marine Service SW,105564
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Balance Sheet,Corporate Items,Balance Sheet,Payments,08/12/2015,PLY103390,"50,000.00",Revenue,Browne Jacobson LLP,105649
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Third Party Payments,Private Contractors,08/12/2015,PLY103480,"2,660.50",Revenue,Alpha Logic,107134
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Supplies and Services,Various,08/12/2015,Various,790.00,Revenue,The Sheriffs Office,108408
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Other Education Payment,08/12/2015,PLY103596,"4,000.00",Revenue,Achievers Day Nursery,108800
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Payment of Tuition Fees,08/12/2015,999631757,"2,200.00",Revenue,SR Training (South West) CIC,109358
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Balance Sheet,Place Directorate,Balance Sheet,Debits,08/12/2015,PLY103539,"116,220.11",Revenue,Plymouth City Centre Company Ltd,109367
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core Customer Services,Transformation and Change,Supplies and Services,Purchase Of Clothing & Uniforms,08/12/2015,PLY096709,575.68,Revenue,Protective Wear Supplies Ltd,110073
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core Customer Services,Transformation and Change,Supplies and Services,Purchase Of Clothing & Uniforms,08/12/2015,PLY096709,575.68,Revenue,Protective Wear Supplies Ltd,110073
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,Various,Supplies and Services,Various,08/12/2015,Various,"5,183.61",Revenue,Protective Wear Supplies Ltd,110073
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Employees,Advertising,08/12/2015,PLY103380,500.00,Revenue,Whatson (City Pages Ltd),110235
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Premises,Day To Day Repairs,08/12/2015,PLY103263,891.00,Revenue,STORMFORCE ROOFING & MAINTENANCE LTD,111894
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Supplies and Services,Postages,08/12/2015,PLY103382,485.68,Revenue,Print Image Facilities LLP,112486
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Supplies and Services,Postages,08/12/2015,PLY103384,"1,066.37",Revenue,Print Image Facilities LLP,112486
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,People Directorate,Supplies and Services,Translation & Interpretation,08/12/2015,Various,665.00,Revenue,Language Empire Ltd,113030
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Purchase of Equipment,08/12/2015,PLY102287,"6,778.98",Capital,Urbis Schreder Ltd,113802
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Purchase of Equipment,08/12/2015,PLY102347,"25,882.40",Capital,Urbis Schreder Ltd,113802
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,People Directorate,Capital Expenditure,Private Contractor  Main Contract,08/12/2015,PLY103439,"3,886.00",Capital,Richcraft Maintenance,114130
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,People Directorate,Capital Expenditure,Private Contractor  Main Contract,08/12/2015,PLY103435,"3,481.00",Capital,Richcraft Maintenance,114130
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core Customer Services,Transformation and Change,Supplies and Services,Maintenance Of Equipment,08/12/2015,PLY101579,"1,100.00",Revenue,Coinage Limited,114600
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Transfer Payments,Social Fund Awards,08/12/2015,PLY103288,532.97,Revenue,Advanced Financial Ltd,116142
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Transfer Payments,Social Fund Awards,08/12/2015,PLY103496,"3,032.87",Revenue,Advanced Financial Ltd,116142
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,981042226,987.44,Revenue,Mihomecare Limited,117586
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,981042227,"1,259.39",Revenue,Mihomecare Limited,117586
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,981042228,"1,851.85",Revenue,Mihomecare Limited,117586
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,PPPLY06462,"3,897.60",Revenue,Mihomecare Limited,117586
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,PPPLY06463,"83,400.00",Revenue,1st Call Homecare Ltd,117641
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,981042235,"3,118.53",Revenue,Allied Healthcare (UK) Ltd,117643
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Group Based Short Breaks,08/12/2015,PLY103338,903.79,Revenue,Allied Healthcare (UK) Ltd,117643
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,Various,742.68,Revenue,Allied Healthcare (UK) Ltd,117643
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,PPPLY06465,"164,160.00",Revenue,Gemcare South West Ltd,117652
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103366,539.67,Revenue,Nurse Plus & Care Plus (UK) Ltd,117660
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,PLY103376,640.38,Revenue,Nurse Plus & Care Plus (UK) Ltd,117660
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,PLY103339,"2,298.80",Revenue,Nurse Plus & Care Plus (UK) Ltd,117660
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Other Social Servs Block Contracts  Volu,08/12/2015,PLY102742,933.40,Revenue,PLUSS,117661
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103297,"4,034.65",Revenue,The Regard Partnership Ltd,117666
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,Various,"1,971.70",Revenue,The Regard Partnership Ltd,117666
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,Various,895.77,Revenue,Sanctuary Home Care Limited,117667
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103291,595.24,Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103292,716.14,Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103365,737.38,Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103373,592.10,Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103335,"1,005.54",Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103416,576.34,Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,"2,883.00",Revenue,Newcross Healthcare Solutions Ltd,117754
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,981042222,"1,098.29",Revenue,Active Assistance,117878
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,981042248,"1,098.29",Revenue,Active Assistance,117878
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,981042249,"1,098.29",Revenue,Active Assistance,117878
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care  Private Contractors,08/12/2015,981042229,573.50,Revenue,Caremark (Plymouth),117906
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Various,08/12/2015,Various,"1,079.00",Revenue,Caremark (Plymouth),117906
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Residential Care Short Stay Block Contra,08/12/2015,PLY103333,"25,536.00",Revenue,Havencare (South West) Limited,118409
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Grants Paid Out,08/12/2015,PLY103569,"3,900.00",Capital,Redacted personal data,118965
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Grants Paid Out,08/12/2015,PLY103403,"3,900.00",Capital,Redacted personal data,119198
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Grants Paid Out,08/12/2015,PLY103402,"3,900.00",Capital,Redacted personal data,119217
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Grants Paid Out,08/12/2015,PLY103305,"3,900.00",Capital,Redacted personal data,119401
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Supplies and Services,Professional Fees,08/12/2015,PLY102661,"2,005.00",Revenue,Confetti Magic Ltd,119877
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Legal Agents,08/12/2015,PLY103379,"1,000.00",Revenue,Mr Pravin Fernando,119945
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Inclusion Short Breaks,08/12/2015,PLY103371,"1,122.78",Revenue,Alternative Dimensions,120224
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Executive Office,Supplies and Services,Grants To Other Bodies,08/12/2015,PLY103353,"1,500.00",Revenue,Sense EIA,120375
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Grants Paid Out,08/12/2015,PLY103570,"3,900.00",Capital,Redacted personal data,120396
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,576091931,536.00,Revenue,(Enara) Caretime Services Limited,23775
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Dom Care Block Contract,08/12/2015,576091827,515.90,Revenue,(Enara) Caretime Services Limited,23775
