Newcastle City Council Invoices over £250 paid in February 2013,,,,,,,,,
,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,Utilities                              ,Supplies & Services,17/02/2013,AZZURRI COMMUNICATIONS LTD,5796830,Revenue,1KEWJ,Other Grounds Depot          K,28.80 
Environment & Regeneration,Utilities                              ,Supplies & Services,17/02/2013,AZZURRI COMMUNICATIONS LTD,5796830,Revenue,1KKT4,COUNCIL SUITES               K,68.76 
HRA,Utilities                              ,Premises,17/02/2013,AZZURRI COMMUNICATIONS LTD,5796830,Revenue,1HP53,Comm. Centres - Nth Kenton   H,11.46 
HRA,Utilities                              ,Supplies & Services,17/02/2013,AZZURRI COMMUNICATIONS LTD,5796830,Revenue,1HP01,Comm. Centres - Citywide     H,11.46 
HRA,Utilities                              ,Supplies & Services,17/02/2013,AZZURRI COMMUNICATIONS LTD,5796830,Revenue,1HP93,COMM. CENTRES - N/B/H        H,4.58 
Adult & Culture,Utilities                              ,Premises,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MX01,Welford Centre               M,11.51 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DF10,Theatre Royal Contribution   M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DF32,City Centre Tic              M,34.38 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EA06,Curriculum West FE           M,23.03 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EA34,Skills For Life FE Resources M,22.92 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EA56,Resources West FE            M,138.39 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ01,Administration               M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ61,West End Branch Library      M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ62,Cruddas Park Branch Library  M,1.29 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ73,Dinnington Branch Library    M,18.25 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ87,Library PFI Costs            M,49.82 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MG02,Ass & Care Man Elderly(Hosp) M,38.83 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MG23,Harehills                    M,39.59 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MG25,Lewcock House                M,119.37 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MG26,Byker Lodge                  M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MG96,Saville Place                M,56.83 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MM01,Assess & Care Management MH  M,11.81 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MM23,Community MH (prev. Scrogg)  M,22.92 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MM30,Beech Grove Road             M,153.99 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR05,Information Technology       M,217.74 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR07,Shieldfield Centre           M,68.76 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR12,Gosforth Social Work Office  M,15.34 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR48,WelFare Rights               M,15.34 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MW01,Palatine Products            M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MW02,Nature's Landscape           M,36.65 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MW03,Capabilities                 M,50.04 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MX01,Welford Centre               M,34.81 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MX06,Care at Home                 M,11.91 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MX17,One Bill Error               M,34.47 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1VH26,Housing Services             M,11.58 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1VH22,Temporary Accommodation Prem M,69.86 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ44,Jesmond Branch Library       M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ63,Denton Burn Branch Library   M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ54,Walker Branch Library        M,38.26 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ66,Fenham Branch Library        M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ71,Blakelaw Branch Library      M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MG63,Minories Day Centre          M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ74,Newbiggin Hall Branch LibraryM,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MK92,Community Links Floating SuppM,24.50 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MK61,In-House Day Care LD         M,13.57 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ41,Fawdon Branch Library        M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR15,Clifton Mount Office         M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DF28,41 Jesmond Vale (Music Serv) M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ34,Home Delivery                M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ75,Newburn Branch Library       M,11.46 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1EJ53,High Heaton Branch Library   M,34.38 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MK31,Linbridge Drive              M,28.94 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR16,Condercum Road               M,15.34 
Adult & Culture,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1MR05,Information Technology       M,22.92 
Chief Executives,Utilities                              ,Premises,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT15,Chillingham Rd Ind Est       F,11.46 
Chief Executives,Utilities                              ,Premises,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DV06,Great North Road.            F,15.34 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DQ98,S&M Pendower Hall            F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DR03,Grainger Market              F,34.38 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT08,Whitehouse Enterprise Centre F,15.34 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT10,Riversdales Court Ind Est    F,45.84 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT14,Walker Riverside Ind Units   F,23.31 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT15,Chillingham Rd Ind Est       F,69.18 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DV10,Anderson House               F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1FA53,Reg Of Births Deaths & Margs F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1FC40,Cee Central Team             F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1FN01,Lord Mayors Secretariat      F,36.90 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1FP50,TRAINING UNIT                F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1VP22,Community Safety Team        F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1CA01,Coin Room                    F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT03,Denmark Street Industrial EstF,22.92 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT07,Hawick Cres Industrial EstateF,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1CG30,Accounts Payable             F,12.60 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DV05,Jesmond Road Offices         F,57.30 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DY54,Blackfriars                  F,11.88 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DQ9L,S&M Trinity Kenton Lodge     F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DR11,1A High Friars               F,22.92 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT02,Ayton St Workshops           F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DV06,Great North Road.            F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT12,Brunswick Park Ind Est Units F,22.92 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DY76,Charlton Bonds               F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1FR07,CBM-Lift Soft Procurement    F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DT11,St Michaels Workshops        F,11.46 
Chief Executives,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1DZW1,Mill Lane Managed For TWEDCO F,34.43 
Childrens Services,Utilities                              ,Premises,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1E+254,Linhope PRU                  E,22.92 
Childrens Services,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,32.72 
Childrens Services,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1E463,Ryehill Community C C P      E,20.85 
Childrens Services,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1E464,Shieldfield Community C C P  E,31.21 
Childrens Services,Utilities                              ,Supplies & Services,20/02/2013,AZZURRI COMMUNICATIONS LTD,5800775,Revenue,1E465,Willow Avenue Community C C PE,21.37 
