Organisation Name,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000840728,15/10/2014,REACH TRAINING UK LTD,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,520.00 
Rochdale,V000845301,27/10/2014,REACH TRAINING UK LTD,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,520.00 
Rochdale,V000845302,27/10/2014,REACH TRAINING UK LTD,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,510.00 
Rochdale,V000844307,23/10/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,500.00 
Rochdale,V000844301,23/10/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,500.00 
Rochdale,V000837663,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,500.00 
Rochdale,V000837679,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,500.00 
Rochdale,V000837681,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,500.00 
Rochdale,V000839483,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,500.00 
Rochdale,V000844275,23/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,500.00 
Rochdale,V000846036,29/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,500.00 
Rochdale,V000837791,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"7,643.70 "
Rochdale,V000837653,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,912.00 "
Rochdale,V000846053,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,720.80 "
Rochdale,V000839209,08/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,352.00 "
Rochdale,V000839251,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,205.00 "
Rochdale,V000839252,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,542.00 "
Rochdale,V000839254,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,528.00 
Rochdale,V000839257,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,700.00 
Rochdale,V000839258,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,116.00 "
Rochdale,V000839694,10/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,178.00 "
Rochdale,V000839207,08/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"4,160.00 "
Rochdale,V000844485,24/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"5,112.00 "
Rochdale,V000837697,02/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,482.00 "
Rochdale,V000846041,29/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,254.00 "
Rochdale,V000837695,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,760.00 "
Rochdale,V000837696,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,300.00 "
Rochdale,V000846042,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,070.00 "
Rochdale,V000846044,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,496.00 "
Rochdale,V000837656,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,947.00 
Rochdale,V000837658,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,935.00 
Rochdale,V000839208,08/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,983.00 
Rochdale,V000844246,22/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,935.00 
Rochdale,V000846045,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,995.50 "
Rochdale,V000839214,08/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,898.00 
Rochdale,V000840919,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,728.00 
Rochdale,V000839214,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,-898.00 
Rochdale,V000837703,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,780.00 "
Rochdale,V000837704,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"5,020.00 "
Rochdale,V000837705,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"5,310.00 "
Rochdale,V000846046,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"4,380.00 "
Rochdale,V000846047,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"4,480.00 "
Rochdale,V000846049,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"6,144.00 "
Rochdale,V000837794,02/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"3,240.00 "
Rochdale,V000837683,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,440.00 "
Rochdale,V000846061,29/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,600.00 "
Rochdale,V000839264,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,908.00 
Rochdale,V000839265,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,898.00 
Rochdale,V000839266,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,578.00 
Rochdale,V000846066,29/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,660.00 "
Rochdale,V000846073,29/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,756.00 
Rochdale,V000837676,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000837678,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000837793,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000839210,08/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000840917,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000844245,22/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000846078,29/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,915.00 
Rochdale,V000837792,02/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,268.00 "
Rochdale,V000839289,09/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,700.00 
Rochdale,V000837669,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,350.00 "
Rochdale,V000837673,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,995.00 "
Rochdale,V000844476,24/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,795.50 "
Rochdale,V000844479,24/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,997.50 "
Rochdale,V000839547,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,984.60 "
Rochdale,V000839563,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,984.60 "
Rochdale,V000839575,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,870.00 "
Rochdale,V000839588,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,900.00 "
Rochdale,V000839600,09/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,900.00 "
Rochdale,V000840779,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,615.00 "
Rochdale,V000840780,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,800.00 "
Rochdale,V000840781,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,800.00 "
Rochdale,V000840782,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,400.00 "
Rochdale,V000840783,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,000.00 "
Rochdale,V000840776,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,292.00 "
Rochdale,V000840777,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,020.00 "
Rochdale,V000840989,16/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"-1,292.00 "
Rochdale,V000839211,08/10/2014,REDACTED - PERSONAL DATA,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"24,160.00 "
Rochdale,V000837698,02/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,500.00 "
Rochdale,V000837699,02/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,160.00 "
Rochdale,V000846090,29/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"1,836.00 "
Rochdale,V000846092,29/10/2014,REDACTED - PERSONAL DATA,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,250.00 "
Rochdale,V000837706,02/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,196.00 "
Rochdale,V000846193,30/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"2,440.00 "
Rochdale,V000844822,27/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,623.70 
Rochdale,V000841062,17/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,748.00 
Rochdale,V000845360,27/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,PROPERTY AND HIGHWAYS,MELLOR SPODDEN NORTH,500.00 
Rochdale,V000832890,01/10/2014,REDACTED - PERSONAL DATA,Financial Services,EARLY HELP AND SCHOOLS,PERSONALISED BUDGETS,695.27 
Rochdale,V000844362,24/10/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,"3,233.20 "
Rochdale,V000840613,15/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"1,644.42 "
Rochdale,V000840613,15/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,644.42 "
Rochdale,V000838060,03/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,013.38 "
Rochdale,V000839844,10/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,154.06 "
Rochdale,V000841109,17/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,195.87 "
Rochdale,V000844491,24/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,231.42 "
Rochdale,V000846486,31/10/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,242.00 "
Rochdale,V000841697,20/10/2014,RFP SURVEYS,Consultancy,PROPERTY AND HIGHWAYS,RAKEWOOD RD FEASIBILITY 415,950.00 
Rochdale,V000837846,03/10/2014,RISUAL LTD,Consultancy,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,900.00 "
Rochdale,V000841071,17/10/2014,RISUAL LTD,Consultancy,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,900.00 "
Rochdale,V000844492,24/10/2014,RISUAL LTD,Consultancy,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,950.00 
Rochdale,V000845964,29/10/2014,RIVERSIDE TRUCK RENTAL,Vehicle Management,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,"138,262.20 "
Rochdale,V000839668,10/10/2014,ROBERT WHETHAM ASSOCIATES,Consultancy,ECONOMY AND ENVIRONMENT,NEW CEMETERY (ROCHDALE),594.00 
Rochdale,V000839338,09/10/2014,ROC NORTHWEST LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"15,900.00 "
Rochdale,V000840978,16/10/2014,ROCHDALE & BURY BRIDLEWAYS ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,"2,062.50 "
Rochdale,V000832839,01/10/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,ADVICE TEAM,"28,167.00 "
Rochdale,V000840337,14/10/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,CAB BUSINESS CASE,"40,705.67 "
Rochdale,V000832863,01/10/2014,ROCHDALE AND DISTRICT DISABLED ACTION GRP,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,GENERAL EQUAL OPPORTUNITIES,"6,775.00 "
Rochdale,V000836061,29/09/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,ECONOMY AND ENVIRONMENT,HOMELESS CONTRACT,"49,833.33 "
Rochdale,V000838411,01/10/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,ECONOMY AND ENVIRONMENT,HOMELESS CONTRACT,"49,833.33 "
Rochdale,V000840848,16/10/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"1,171.07 "
Rochdale,V000840489,14/10/2014,ROCHDALE CIRCULAR DISTRIBUTORS,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"1,632.50 "
Rochdale,V000838056,03/10/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,908.30 "
Rochdale,V000839841,10/10/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,736.56 "
Rochdale,V000841107,17/10/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,814.82 "
Rochdale,V000844489,24/10/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,613.47 "
Rochdale,V000846484,31/10/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,760.10 "
Rochdale,V000837371,02/10/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"1,703.02 "
Rochdale,V000837372,02/10/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"5,106.42 "
Rochdale,V000837688,02/10/2014,ROCHDALE CONNECTION TRUST,Financial Services,EARLY HELP AND SCHOOLS,MANAGEMENT,"27,648.00 "
Rochdale,V000846086,29/10/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"1,114.00 "
Rochdale,V000832851,01/10/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ECONOMIC AFFAIRS EXT GRANTS,"162,850.00 "
Rochdale,V000840898,16/10/2014,ROCHDALE EDUCATION & LEARNING TRUST,Education,EARLY HELP AND SCHOOLS,PERSONNEL,642.66 
Rochdale,V000841056,17/10/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,587.50 
Rochdale,V000844388,24/10/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,965.00 
Rochdale,V000845965,29/10/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"1,565.00 "
Rochdale,V000837910,03/10/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"3,439.22 "
Rochdale,V000832871,28/09/2014,ROCHDALE MEDIATION SERVICE LIMITED,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"1,750.00 "
Rochdale,V000838634,06/10/2014,ROCHDALE MEDIATION SERVICE LIMITED,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"5,000.00 "
Rochdale,V000844257,22/10/2014,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,723.30 
Rochdale,V000841117,17/10/2014,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"4,020.00 "
Rochdale,V000839192,08/10/2014,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,HEYWOOD CEMETERY IMPROVEMENTS,"2,125.00 "
Rochdale,V000839069,07/10/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,945.00 
Rochdale,V000840031,10/10/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,760.00 
Rochdale,V000841725,20/10/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,675.00 
Rochdale,V000844285,27/10/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,EARLY HELP AND SCHOOLS,HOWARD ST CHILDRENS CENTRE,535.00 
Rochdale,V000838635,06/10/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,CUSTOMERS & CORPORATE SERVICES,PIF EVENTS (25K 10/11),"5,000.00 "
Rochdale,V000844437,24/10/2014,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,ECONOMY AND ENVIRONMENT,TOWN CENTRE MANAGEMENT GR,"14,237.00 "
Rochdale,V000845881,28/10/2014,ROCHDALE TRAINING ASSOCIATION LIMITED,Human Resources,ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"1,700.00 "
Rochdale,V000832876,01/10/2014,ROCHDALE WOMENS WELFARE ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,WARDLEWORTH WOMENS CENTRE,"4,550.00 "
Rochdale,V000844515,24/10/2014,ROSHNI RESPITE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,806.00 
Rochdale,V000838432,13/10/2014,ROSS CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"5,520.94 "
Rochdale,V000838433,13/10/2014,ROSS CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"7,430.22 "
Rochdale,V000837513,03/10/2014,ROSS CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,816.24 
Rochdale,V000837514,03/10/2014,ROSS CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"19,758.18 "
Rochdale,V000839421,09/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,654.50 
Rochdale,V000839423,09/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,654.50 
Rochdale,V000840860,16/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,654.50 
Rochdale,V000843516,21/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,578.00 
Rochdale,V000843811,21/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,654.50 
Rochdale,V000845423,28/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,629.00 
Rochdale,V000845426,28/10/2014,ROUTES HEALTHCARE (NORTH),Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,578.00 
Rochdale,V000845944,29/10/2014,ROYAL MAIL GROUP PLC,Mail Services ,CUSTOMERS & CORPORATE SERVICES,BY-ELECTIONS,"2,252.79 "
Rochdale,V000845945,29/10/2014,ROYAL MAIL GROUP PLC,Mail Services ,CUSTOMERS & CORPORATE SERVICES,REG ELECTORS GENERAL,782.16 
Rochdale,V000839091,09/10/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,"1,769.60 "
Rochdale,V000844546,24/10/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,"1,610.13 "
Rochdale,V000839622,09/10/2014,ROYAL SCHOOL FOR THE DEAF DERBY,Financial Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"12,139.34 "
Rochdale,V000845831,28/10/2014,ROYAL VOLUNTARY SERVICE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"6,500.00 "
Rochdale,V000841303,20/10/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,HEYWOOD LIBRARY,"1,553.05 "
