YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q2,4,3,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,14707.37,14142,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-10,2017,Q2,4,10,-,00160100,00160100,Artiodactyla - Suidae,Artiodactyla - Suidae,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Felixstowe P,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24112,15990,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-04,2017,Q2,4,4,-,03061792,03061792|16052190,Penaeus Vannamei,Penaeus Vannamei|Penaeus Vannamei,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Felixstowe P,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24112,15990,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-04,2017,Q2,4,4,-,16052190,03061792|16052190,Penaeus Vannamei,Penaeus Vannamei|Penaeus Vannamei,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,22416,19584,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,22500,18360,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,24476.57,22123.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,25457.28,22123.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-13,2017,Q2,4,13,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,22500,18360,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,22500,18360,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-13,2017,Q2,4,13,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,24901.64,22123.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,24133.1,22123.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-11,2017,Q2,4,11,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,24611.6,22123.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-12,2017,Q2,4,12,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,24228.8,22123.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-12,2017,Q2,4,12,-,00160250,00160250,Bos Spp,Bos Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Technical Use,5114.84,5000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-04-24,2017,Q2,4,24,-,00050510,00050510,-,,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1395.5,1209.81,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-04,2017,Q2,4,4,-,03044500,03044500|03044990,Xiphias Gladius,Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,1395.5,1209.81,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-04,2017,Q2,4,4,-,03044990,03044500|03044990,Thunnus Albacares,Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03022980,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Cynoglossus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03024600,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Rachycentron Canadum,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03024990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Pampus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028590,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Argyrops Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Carangidae,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Caranx Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Chirocentrus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Coryphaena Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Epinephelus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Gerres Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Hemiramphus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Lethrinus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Lutjanidae,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Lutjanus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Nemipterus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Otra Pesca,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Pampus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Parastromateus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,3,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,3890,3237,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-03,2017,Q2,4,3,-,03028990,03022980|03024600|03024990|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044500|03044990|03044990|03044990|03063390|03074220,Parupeneus Spp,Argyrops Spp|Carangidae|Caranx Spp|Chirocentrus Spp|Coryphaena Spp|Cynoglossus Spp|Epinephelus Spp|Gerres Spp|Hemiramphus Spp|Lethrinus Spp|Loligo Spp|Lutjanidae|Lutjanus Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Parupeneus Spp|Parupeneus Spp|Portunus Spp|Rachycentron Canadum|Scomberomorus Spp|Selaroides Spp|Serranidae|Thunnus Albacares|Xiphias Gladius,United Kingdom,-,-,,-,-,-,
