Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,CROYDON HEALTH SERVICES NHS TRUST,3406510," 35,970.00 ",,I0090711
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GRANVILLE MEDICAL CENTRE,3410098," 35,972.77 ",,LNB000003987
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,DEVON PARTNERSHIP NHS TRUST,3420514," 35,978.00 ",,67036983
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LISLE COURT MEDICAL CENTRE,3407694," 35,978.51 ",,WA000004740
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WIGMORE MEDICAL CENTRE,3351549," 35,989.11 ",,KC000016341
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CROSS ROAD SURGERY,3408852," 35,991.25 ",,DO000006342
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HELSBY HEALTH CENTRE,3292198," 36,000.00 ",,CH000006540
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,INTRAHEALTH PLATT BRIDGE,3273611," 36,000.00 ",,WIG000005655
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTH BRISTOL NHS TRUST,3469120," 36,000.00 ",,292588
Department of Health,NHS North Of England CSU,30/04/2014,Establishment,CSUs,CIVICA UK LTD,2692148," 36,000.00 ",,MPS020122
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR AJ WATTS & PARTNERS,3409835," 36,013.39 ",,LL000007102
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HIGH STREET MEDICAL PRACTICE WINSFORD,3411306," 36,013.94 ",,CH000006833
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HICKMAN & PARTNERS,3421780," 36,018.34 ",,WOM000002780
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3292730," 36,022.70 ",,4170673_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,TAYLOR & PARTNERS LIVERPOOL,3274689," 36,047.66 ",,LIP000005851
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BATH STREET SURGERY,3421795," 36,049.28 ",,DUD000001809
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GREENBROOK HESTON,3304496," 36,051.71 ",,LNM000006047
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GROOMBRIDGE & HARTFIELD MEDICAL GROUP,3395110," 36,052.13 ",,TE000007388
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,WORCESTERSHIRE HEALTH & CARE NHS TRUST,3330257," 36,067.82 ",,T011942
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GORDON STREET MEDICAL CENTRE,3440949," 36,069.61 ",,GMK000003455
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MEDICAL CENTRE PORLOCK,3471543," 36,072.43 ",,SM000003774
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BEDFORD SQUARE MEDICAL CENTRE,3454982," 36,075.28 ",,LND000004581
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TAYLOR & PARTNERS WIRRAL,3273658," 36,084.00 ",,BIK000002861
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LEICESTER ASSIST SERVICES,3271777," 36,113.08 ",,LD000007855
Department of Health,NHS Anglia CSU,30/04/2014,Education and training,CSUs,HAYS SPECIALIST RECRUITMENT LTD,3376838," 36,120.00 ",,1004110724
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,PROCURE,3486271," 36,126.00 ",,154
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,PROCURE,3486272," 36,126.00 ",,155
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FIVE ELMS MEDICAL PRACTICE,3409112," 36,141.65 ",,LNC000004421
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PUDDLETOWN SURGERY,3408885," 36,149.83 ",,DO000006382
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WAKEFIELD COUNCIL,3313865," 36,150.00 ",,168863-08-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BHARDWAJ M K & PARTNERS,3411879," 36,174.63 ",,BIR000007621
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GROVEHILL MEDICAL CENTRE,3472208," 36,178.26 ",,HT000008116
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DRS POTRYKUS & UTTING,3427035," 36,180.62 ",,YN000006237
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3319993," 36,191.10 ",,4193943_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MEADOWSIDE MEDICAL CENTRE,3292219," 36,200.00 ",,CH000006561
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OAKWOOD MEDICAL CENTRE NORTHWICH,3292233," 36,200.00 ",,CH000006575
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KIRKLEY MILL HEALTH CENTRE,3437756," 36,206.52 ",,NF000007986
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PATEL D & PARTNERS,3332778," 36,208.53 ",,LNP000006867
Department of Health,NHS North West London CSU,30/04/2014,Establishment,CSUs,VIRGIN MEDIA BUSINESS LTD,3389972," 36,222.94 ",,2851642020214
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,KING GEORGE ROAD,3490840," 36,226.32 ",,KC000017031
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WICKHAM PARK SURGERY,3364297," 36,227.81 ",,LNT000003208
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ST GEORGES HEALTHCARE NHS TRUST,3256769," 36,240.18 ",,6330754
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR NAGPAL & PARTNERS,3437713," 36,241.15 ",,NF000007893
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,COBALT UNIT APPEAL FUND,3379374," 36,248.00 ",,CIC37824
Department of Health,NHS England,30/04/2014,General Opthalmic services,Other Commissioning,SPECSAVERS OPTICIANS,3350278," 36,252.41 ",,4171168_S
Department of Health,NHS Cheshire And Merseyside CSU,30/04/2014,Establishment,CSUs,ANS GROUP PLC,3313894," 36,259.99 ",628731622,INV031447
Department of Health,NHS North And East London CSU,30/04/2014,Supplies and services – general,CSUs,WHITTINGTON HOSPITAL NHS TRUST (THE),3518825," 36,263.52 ",,48116
Department of Health,NHS North Of England CSU,30/04/2014,Transport,CSUs,NHS ENGLAND,3238093," 36,278.65 ",654442045,7000006507
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HIGHFIELD SURGERY HEMEL HEMPSTEAD,3472211," 36,287.09 ",,HT000008126
Department of Health,NHS England,30/04/2014,Establishment,NHS England Running Costs,REAL STAFFING GROUP LTD,3330641," 36,288.00 ",GB743795691,10091098639
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,VAN DESSELL & PARTNERS,3292958," 36,303.68 ",,STL000004881
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HENLEY CROSS GPS,3320763," 36,316.71 ",,LNW000003213
Department of Health,NHS Central Midlands CSU,30/04/2014,Consultancy services,CSUs,PROFESSIONAL LINGUISTS LTD,3424319," 36,319.00 ",,INV188
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,IWADE HEALTH CENTRE,3487436," 36,321.05 ",,KC000016718
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR NANDHA H D & PTNRS,3472013," 36,325.60 ",,LD000008176
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3364380," 36,343.46 ",,4194773_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,RUSKIN HEALTH CARE,3472162," 36,350.26 ",,LA000010211
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WEST BROM PSHIPS FOR HEALTH,3422411," 36,356.79 ",,WBH000002429
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR P A C BAMFORD & PARTNERS,3457778," 36,361.72 ",,LA000009995
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WIGHT & PARTNERS,3394414," 36,365.48 ",,BIK000003024
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3245840," 36,365.65 ",,4179410_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MA MEAGHER,3440458," 36,371.86 ",,LNM000006338
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,RAINHAM HEALTHY LINING,3490875," 36,383.26 ",,KC000017070
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SARFRAZ M U H,3472300," 36,386.67 ",,EX000015846
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,VISION EXPRESS,3337725," 36,390.85 ",,4195505_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ST ALBANS CITY AND DISTRICT COUNCIL,3363762," 36,391.00 ",,169554-10-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MANCHESTER ROAD PRACTICE,3292223," 36,400.00 ",,CH000006565
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR OWEN & PTN,3438726," 36,422.76 ",,LL000007428
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Armed Forces,NORTHERN DEVON HEALTHCARE NHS TRUST,3301322," 36,423.00 ",654933903,715887
Department of Health,NHS Central Southern CSU,30/04/2014,Establishment,CSUs,DELL CORPORATION LTD,3299277," 36,428.40 ",635823528,7402110530
Department of Health,NHS Central Southern CSU,30/04/2014,Establishment,CSUs,DELL CORPORATION LTD,3299279," 36,428.40 ",635823528,7402110381
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR M B GHAFOOR & PARTNER,3304419," 36,429.04 ",,ROC000002981
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3460104," 36,437.10 ",,4204062_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WING SURGERY,3369033," 36,440.35 ",,BU000004792
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR L M HUSSAIN,3393854," 36,443.89 ",,ST000012061
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR SHN GOWA,3364195," 36,453.10 ",,YW000005392
Department of Health,NHS England,30/04/2014,Grants to Other public bodies,Other,GLOUCESTER ROAD HEALTH CENTRE,3256726," 36,461.00 ",,STNB2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SURGERY BECKENHAM,3351093," 36,461.10 ",,LNT000003188
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STALBRIDGE PRACTICE,3315831," 36,468.51 ",,DO000006210
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HAMSTREET SURGERY,3490826," 36,478.16 ",,KC000017016
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BARROWFORD SURGERY,3457684," 36,482.47 ",,LA000009865
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3257049," 36,482.63 ",,164656
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR JAISHANKAR & DR PATTABIRAMAN,3453353," 36,492.42 ",,GMK000003431
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ENFIELD ISLAND SURGERY,3321135," 36,518.86 ",,LNE000004993
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3392197," 36,546.06 ",654931321,MAN1004370
Department of Health,NHS England,30/04/2014,Establishment,NHS England Running Costs,DATEK CABLING LTD,3420849," 36,546.30 ",,1188
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HACKNESS ROAD SURGERY,3427060," 36,551.94 ",,YN000006267
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DHARMANA SR,3393965," 36,596.87 ",,LIP000005999
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HARTLEY ROAD MEDICAL CENTRE,3380538," 36,603.19 ",,NN000009395
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3244804," 36,624.15 ",,4174567_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SEVENOAKS DISTRICT COUNCIL,3241875," 36,632.00 ",,14001041436632
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,3420553," 36,632.00 ",,70000735417031400000
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LYDDEN SURGERY,3364367," 36,638.79 ",,KC000016399
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR DALEY & PARTNERS,3292297," 36,644.06 ",,SU000005847
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MANOR WAY SURGERY SUITE B,3408329," 36,668.11 ",,SO000014643
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,HANHAM SURGERY,3268063," 36,680.29 ",,141504Q1MAR
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SZCZESNIAK,3407590," 36,684.67 ",,SOP000003406
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BALFOUR ROAD SURGERY,3422088," 36,691.47 ",,LNB000003923
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR KENNY & PARTNERS,3471888," 36,698.65 ",,GG000005366
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR T H TOOSY,3321639," 36,702.17 ",,LNP000006813
Department of Health,NHS Cheshire And Merseyside CSU,30/04/2014,Purchase of healthcare from non-NHS bodies,CSUs,NHS PROPERTY SERVICES LTD,3449727," 36,710.00 ",,48315041
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,NORTH WEST MEDICAL CENTRE,3332719," 36,715.30 ",,LNJ000003926
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HEALTHY LIVING CENTRE,3471939," 36,721.04 ",,BD000005184
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WHITEHALL ROAD SURGERY,3318628," 36,723.13 ",,WA000004680
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR TA SMITH & DR P NIEMCZUK,3314437," 36,727.86 ",,CB000006803
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ATHERLEY HOUSE SURGERY,3408196," 36,730.83 ",,SO000014477
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR MEH WALLACE & PARTNER,3407643," 36,736.46 ",,COV000003144
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR R CHITRE & PARTNER,3412039," 36,746.42 ",,BIR000007839
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ELMHURST PRACTICE,3422100," 36,752.34 ",,LNB000003958
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SIDDIQ & BASHIR,3411568," 36,755.03 ",,WAL000003011
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PINE MEDICAL CENTRE,3369396," 36,760.57 ",,LNK000001949
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HAXBY ORCHARD PARK SURGERY,3314936," 36,762.50 ",,KHU000005908
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KS MEDICAL CENTRE,3453295," 36,771.42 ",,LNM000006485
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,UNIVERSITY OF FLORIDA PROTON THERAPY INSTITUTE,3257462," 36,773.22 ",,240
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR GIBBS & PARTNERS LINCOLN,3453078," 36,780.66 ",,LL000007396
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STANLEY COURT SURGERY,3472168," 36,781.10 ",,LA000010243
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ISLAND MEDICAL CENTRE,3331654," 36,785.58 ",,LNA000006188
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR S T H SHAH & PARTNERS,3348289," 36,787.06 ",,WIG000005843
Department of Health,NHS England,30/04/2014,Other professional fees,NHS England Running Costs,NHS SHARED BUSINESS SERVICES LTD,3407117," 36,796.50 ",848137212,100023266
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FRONT ROAD SURGERY,3351393," 36,797.65 ",,KC000016161
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HUNGERFORD MEDICAL CENTRE,3292207," 36,800.00 ",,CH000006549
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MIDDLEWICH MEDICAL CENTRE,3292224," 36,800.00 ",,CH000006566
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR PACKHAM & PARTNERS,3395061," 36,800.01 ",,TE000007334
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SALFORD ROYAL NHS FOUNDATION TRUST,3363432," 36,812.25 ",,1000149715
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DRS ALKAISY & ISLAM,3409106," 36,815.21 ",,LNC000004413
