objectid,lau214cd,lau214nm,st_areashape,st_lengthshape
2087,UKH3200034,Stanford East and Corringham Town,1503454.13,5122.66599219741
2088,UKH3200035,Stanford-le-Hope West,6977637.57230991,14674.6614987726
2089,UKH3200036,Stifford Clays,2778929.655,7615.87052073085
2090,UKH3200037,The Homesteads,1864593.76,7495.85614250504
2091,UKH3200038,Tilbury Riverside and Thurrock Park,7183496.02695,16374.3182869954
2092,UKH3200039,Tilbury St Chads,3772411,9433.33345705937
2093,UKH3200040,West Thurrock and South Stifford,10598066.0363543,16869.8026708817
2094,UKJ4100036,Chatham Central,2004501.35,6251.67687953014
2095,UKJ4100004,Cuxton and Halling,15666219.6240141,19255.304276045
2096,UKJ4100037,Gillingham North,2713641.94963,8739.33934441121
2097,UKJ4100038,Gillingham South,1980433.04,7496.50511985795
2098,UKJ4100039,Hempstead and Wigmore,4090855.165,10092.1556947584
2099,UKJ4100040,Lordswood and Capstone,5511297.475,9960.46617454716
2100,UKJ4100041,Luton and Wayfield,2804746.365,9370.02136698398
2101,UKJ4100042,Peninsula,74432240.1974368,63788.0725538478
2102,UKJ4100043,Princes Park,2018291.955,7222.20574686899
2103,UKJ4100044,Rainham Central,3470126.025,8161.25637604057
2104,UKJ4100045,Rainham North,7080144.932315,26410.5823598687
2105,UKJ4100046,Rainham South,5600869.905,11126.7242533304
2106,UKJ4100047,River,4974001.7597725,14665.1696903945
2107,UKJ4100048,Rochester East,1168857.41,5517.5380656209
2108,UKJ4100049,Rochester South and Horsted,3999103.55,9745.70463971132
2109,UKJ4100050,Rochester West,6442316.10679924,12910.2935263116
2110,UKJ4100051,Strood North,2851703.52185,7294.97302226293
2111,UKJ4100052,Strood Rural,35926696.8009175,37136.2164857742
2112,UKJ4100053,Strood South,4108080.22031084,9649.18476943056
2113,UKJ4100054,Twydall,2844165.45,7286.15436181317
2114,UKJ4100055,Walderslade,1868095.905,6913.57890376172
2115,UKJ4100056,Watling,2356920.335,8084.15442824451
2116,UKJ1101020,Ascot,17155217.505,21285.22059573
2117,UKJ1101021,Binfield with Warfield,21127239.6,23555.0108893351
2118,UKJ1101022,Bullbrook,1684265.575,6872.18576047986
2119,UKJ1101023,Central Sandhurst,2437742.825,8098.61897555589
2120,UKJ1101024,College Town,3851569.44,9195.59151183489
2121,UKJ1101025,Crown Wood,1241429.05,4580.29883159954
2122,UKJ1101026,Crowthorne,11769190.15,19268.8645037161
2123,UKJ1101027,Great Hollands North,3126515.565,9536.48176277605
2124,UKJ1101028,Great Hollands South,2647043.58,6466.05514378024
2125,UKJ1101029,Hanworth,1790081.85,6039.54146876114
2126,UKJ1101030,Harmans Water,1823200.205,6266.01943485786
2127,UKJ1101031,Little Sandhurst and Wellington,5146677.26,10211.4294341478
2128,UKJ1101032,Old Bracknell,1281505.315,5480.0525661813
2129,UKJ1101033,Owlsmoor,3891015.735,10182.6139703583
2130,UKJ1101034,Priestwood and Garth,2178032.235,6986.75325728681
2131,UKJ1101035,Warfield Harvest Ride,1804522.22,8938.49946565108
2132,UKJ1101036,Wildridings and Central,1777751.335,5715.24088617951
2133,UKJ1101037,Winkfield and Cranbourne,24463395.385,27968.2351238332
2134,UKJ1102060,Aldermaston,34636026.95,27397.6400512687
2135,UKJ1102061,Basildon,35252316.135,33074.2430796096
2136,UKJ1102062,Birch Copse,3626335.89,11273.4520632263
2137,UKJ1102063,Bucklebury,54673672.025,35394.3377538604
2138,UKJ1102036,Burghfield,17075844.595,19719.2277986443
2139,UKJ1102064,Calcot,3364392.92,8686.55139138762
2140,UKJ1102065,Chieveley,20832150.615,22111.5203602437
2141,UKJ1102066,Clay Hill,1684257.185,5612.36343635109
2142,UKJ1102067,Cold Ash,7687261.505,14403.7380226897
2143,UKJ1102068,Compton,49017135.61,38071.6996685604
2144,UKJ1102069,Downlands,89544755.08,50110.5214443279
2145,UKJ1102070,Falkland,2602900.825,8862.32629114374
2146,UKJ1102071,Greenham,11491311.78,15104.8073230885
2147,UKJ1102041,Hungerford,28047723.44,32107.1029429779
2148,UKJ1102072,Kintbury,99441354.795,62870.1568343235
2149,UKJ1102073,Lambourn Valley,90699740.895,41797.5935462206
2150,UKJ1102074,Mortimer,35876327.52,36776.0049828664
2151,UKJ1102075,Northcroft,1608916.665,7651.17551401031
2152,UKJ1102046,Pangbourne,6888951.44,12719.3467189515
2153,UKJ1102076,Purley on Thames,11938945.205,19498.6786187222
2154,UKJ1102077,St Johns,1594120.88,6452.67471402374
2155,UKJ1102078,Speen,43271976.255,34091.5846785125
2156,UKJ1102079,Sulhamstead,24000124.61,32054.7021862818
2157,UKJ1102080,Thatcham Central,1031485.45,4597.17809635544
2158,UKJ1102081,Thatcham North,4952365.095,10370.3928616297
2159,UKJ1102082,Thatcham South and Crookham,12440224.6,17765.6442817518
2160,UKJ1102083,Thatcham West,3264886.375,7741.92130454319
2161,UKJ1102084,Theale,3732754.96,8219.14062619818
2162,UKJ1102085,Victoria,1911815.375,7144.68975854207
2163,UKJ1102086,Westwood,572574.8,3144.76898362685
2164,UKJ1103016,Abbey,3032348.39,9390.37405559937
2165,UKJ1103017,Battle,2428527.63,7517.78485696027
2166,UKJ1103018,Caversham,1913524.92,6781.81667156452
2167,UKJ1103019,Church,2289681.175,7367.3934518173
2168,UKJ1103020,Katesgrove,1503158.405,5546.53793003694
2169,UKJ1103021,Kentwood,2544698.27,8012.21160149114
2170,UKJ1103022,Mapledurham,1616577.155,5895.58025798573
2171,UKJ1103023,Minster,2952838.725,7612.15894116742
2172,UKJ1103024,Norcot,1775917.815,6774.78115210805
2173,UKJ1103025,Park,1326196.68,5272.0155373666
2174,UKJ1103026,Peppard,3347552.695,7363.77216003623
2175,UKJ1103027,Redlands,1542067.58,5651.72420513128
2176,UKJ1103028,Southcote,3127157.9,8619.14683436732
2177,UKJ1103029,Thames,2889272.705,8693.54454027513
2178,UKJ1103030,Tilehurst,2136496.685,7151.79424280152
2179,UKJ1103031,Whitley,5983305.32,10766.1828488409
2180,UKJ1105023,Ascot and Cheapside,8789010.965,13243.4824186924
2181,UKJ1105024,Belmont,1630413.265,5015.1152525365
2182,UKJ1105002,Bisham and Cookham,22422176.17,25451.3819294709
2183,UKJ1105025,Boyn Hill,1826955.15,6612.49010226792
2184,UKJ1105026,Bray,25739184.48,24116.3746007636
2185,UKJ1105027,Castle Without,1639792.63,5797.82626741532
2186,UKJ1105028,Clewer East,968454.69,3979.40658501686
2187,UKJ1105029,Clewer North,3076991.675,8042.41399777817
2188,UKJ1105030,Clewer South,1004890.74,4530.0727661546
2189,UKJ1105008,Cox Green,4872717.56,10776.2083863574
2190,UKJ1105009,Datchet,6607657.67,12081.9072236901
2191,UKJ1105031,Eton and Castle,5895523.995,12218.764391504
2192,UKJ1105032,Eton Wick,1967899.36,6505.90011396258
2193,UKJ1105033,Furze Platt,1555742.69,6525.50710753659
2194,UKJ1105013,Horton and Wraysbury,11620186.45,18204.3213403184
2195,UKJ1105014,Hurley and Walthams,47265473.71,38447.6935958291
2196,UKJ1105034,Maidenhead Riverside,4262637.13,8713.48347083348
2197,UKJ1105035,Old Windsor,17329472.765,24593.8792815026
2198,UKJ1105036,Oldfield,4465856.365,9659.26475595938
2199,UKJ1105037,Park,8877017.25,13516.7814193317
2200,UKJ1105018,Pinkneys Green,5050767.805,12249.86631144
2201,UKJ1105038,Sunningdale,6364380.335,13624.9997250647
2202,UKJ1105039,Sunninghill and South Ascot,4033405.6,11842.1489277733
2203,UKJ1106025,Arborfield,11586872.89,14460.6503520706
2204,UKJ1106026,Barkham,6786279.895,12797.9003826651
2205,UKJ1106027,Bulmershe and Whitegates,3577865.76,12143.3856780778
2206,UKJ1106004,Charvil,3469231.455,10446.3585159565
2207,UKJ1106028,Coronation,2050875.56,6953.46731078464
2208,UKJ1106029,Emmbrook,3028139.845,8583.30914511029
2209,UKJ1106030,Evendons,4351275.805,10590.8472377778
2210,UKJ1106031,Finchampstead North,3576519.765,8955.5461960108
2211,UKJ1106032,Finchampstead South,15727108.14,17960.9820642819
2212,UKJ1106033,Hawkedon,2612107.32,7892.88591065022
2213,UKJ1106034,Hillside,1986662.71,6905.10462873831
2214,UKJ1106035,Hurst,20108581.475,24094.953782435
2215,UKJ1106036,Loddon,2941615.54,9260.80212370363
2216,UKJ1106037,Maiden Erlegh,3317821.995,9278.93255971093
2217,UKJ1106013,Norreys,3431124.785,7809.54303783574
2218,UKJ1106038,"Remenham, Wargrave and Ruscombe",30167224.635,31351.2638280438
2219,UKJ1106039,Shinfield North,1277824.705,5897.34084368738
2220,UKJ1106040,Shinfield South,16603881.245,24005.2862176792
2221,UKJ1106041,Sonning,5158158.955,10106.4317774005
2222,UKJ1106042,South Lake,1502258.09,4743.67365441001
2223,UKJ1106043,Swallowfield,14697395.98,19301.7579917168
2224,UKJ1106044,Twyford,2585543.89,8289.45811163615
2225,UKJ1106045,Wescott,3263004.295,12429.9940666718
2226,UKJ1106023,Winnersh,6099321.525,11594.8580896835
2227,UKJ1106046,Wokingham Without,9799758.015,13554.2467688234
2228,UKJ2100027,Brunswick and Adelaide,521310.50983,2929.22249358222
2229,UKJ2100028,Central Hove,805845.60266426,3616.32058983391
2230,UKJ2100029,East Brighton,3909396.897665,8698.68874034005
2231,UKJ2100030,Goldsmid,1485911.02,5465.04084059316
2232,UKJ2100031,Hangleton and Knoll,7206208.64,11986.4568531296
2233,UKJ2100032,Hanover and Elm Grove,1502490.38,5544.68737423983
2234,UKJ2100033,Hollingdean and Stanmer,7369485.725,13443.2085454277
2235,UKJ2100034,Moulsecoomb and Bevendean,5822320.915,10637.2157117608
2236,UKJ2100035,North Portslade,5925066.46,10228.1777833197
2237,UKJ2100036,Patcham,8198547.75,12675.6981355829
2238,UKJ2100037,Preston Park,1642241.945,5387.23648304393
2239,UKJ2100038,Queen's Park,1204284.36774,4744.48878508571
2240,UKJ2100039,Regency,843483.787945,4392.30260311757
2241,UKJ2100040,Rottingdean Coastal,10422987.4674857,20731.5910802895
2242,UKJ2100041,St. Peter's and North Laine,1443040.62,5562.2448503215
2243,UKJ2100042,South Portslade,2022902.42197,6030.24503287261
2244,UKJ2100043,Hove Park,3552832.12,8942.18785535197
2245,UKJ2100044,Westbourne,929895.5152,4142.50335133267
2246,UKJ2100025,Wish,1423775.98823,5295.86958117285
2247,UKJ2100045,Withdean,8164835.53,16091.9969466005
2248,UKJ2100046,Woodingdean,8506244.09,14488.1417227611
2249,UKJ3100014,Baffins,3397971.81871,7911.42734341828
2250,UKJ3100015,Central Southsea,993121.5,4379.75472605925
2251,UKJ3100016,Charles Dickens,3331703.06203501,8486.3520107276
2252,UKJ3100017,Copnor,3146659.47976888,8763.60459007732
2253,UKJ3100018,Cosham,4570506.295,12990.861157447
2254,UKJ3100019,Drayton and Farlington,6118968.49549,11265.4824959594
2255,UKJ3100020,Eastney and Craneswater,2113915.192205,9711.71712308687
2256,UKJ3100021,Fratton,1166731.935,4676.98557489585
2257,UKJ3100022,Hilsea,2946799.034985,14151.943844562
2258,UKJ3100023,Milton,2380518.6508185,8788.28472608414
2259,UKJ3100024,Nelson,2358818.36848598,9922.96549415983
2260,UKJ3100025,Paulsgrove,5015486.02165,15772.540586972
2261,UKJ3100026,St Jude,1570767.888158,5042.13160854979
2262,UKJ3100027,St Thomas,1556196.63516362,6283.90640794522
2263,UKJ3200016,Bargate,3859844.259945,12358.2149206773
2264,UKJ3200017,Bassett,4416945.545,10189.7283968358
2265,UKJ3200018,Bevois,2170075.62225742,7477.53667936939
2266,UKJ3200019,Bitterne,2542963.675,7952.14599473617
2267,UKJ3200020,Bitterne Park,3126346.62950016,10200.2934234739
2268,UKJ3200021,Coxford,2885829.89,7827.77378106807
2269,UKJ3200022,Freemantle,2976260.42595902,9036.97100410655
2270,UKJ3200023,Harefield,2650720.81,7620.27643092693
2271,UKJ3200024,Millbrook,3706690.775745,8873.04631493049
2272,UKJ3200025,Peartree,2536345.288325,7726.9621770976
2273,UKJ3200026,Portswood,2889498.385,7609.40531966845
2274,UKJ3200027,Redbridge,3873510.53689207,9169.71810553345
2275,UKJ3200028,Shirley,3630062.265,9324.39986806222
2276,UKJ3200029,Sholing,3093581.985,8506.13265410822
2277,UKJ3200030,Swaythling,3248370.06,7945.54624927788
2278,UKJ3200031,Woolston,3013549.65483,6927.58405802964
2279,UKJ1301072,Aston Clinton,35088707.555,37761.312710337
2280,UKJ1301040,Aylesbury Central,916679.09,3913.83265093024
2281,UKJ1301041,Bedgrove,2456383.68,6316.09938861335
2282,UKJ1301073,Bierton,12906661.775,14784.9040903379
2283,UKJ1301043,Brill,44368010.595,40061.6777950447
2284,UKJ1301044,Buckingham North,3412443.95,9198.3818641576
2285,UKJ1301045,Buckingham South,7636301.555,16542.8134328348
2286,UKJ1301074,Cheddington,18700196.46,29868.0914184155
2287,UKJ1301047,Coldharbour,1731692.915,7217.13622165716
2288,UKJ1301048,Edlesborough,20487928.185,29062.0044121746
2289,UKJ1301049,Elmhurst and Watermead,2342726.87,7446.77960735013
2290,UKJ1301050,Gatehouse,1687763.265,5398.14382872775
2291,UKJ1301051,Great Brickhill,40257504.165,31390.0083849709
2292,UKJ1301075,Great Horwood,45889019.845,32558.2055150348
2293,UKJ1301053,Grendon Underwood,52747299.25,50084.345201005
2294,UKJ1301076,Haddenham,50632101.065,38505.5296099702
2295,UKJ1301055,Long Crendon,39343045.295,44984.8484463904
2296,UKJ1301077,Luffield Abbey,63106705.75,50905.4905467165
2297,UKJ1301078,Mandeville and Elm Farm,2016336.265,7137.80819851491
2298,UKJ1301079,Marsh Gibbon,46046231.03,40663.728898146
2299,UKJ1301059,Newton Longville,19643742.895,22494.5213502814
2300,UKJ1301080,Oakfield,1649278.275,6089.92056087298
2301,UKJ1301081,Pitstone,20203236.745,24114.4311665812
2302,UKJ1301061,Quainton,42473100.24,32307.5467480433
2303,UKJ1301082,Quarrendon,9922855.6,15915.3805158168
2304,UKJ1301063,Southcourt,1351404.745,4981.42302013092
2305,UKJ1301083,Steeple Claydon,33690614.235,23974.9052376027
2306,UKJ1301065,Stewkley,44519265.595,39802.1203229888
2307,UKJ1301066,Tingewick,65291006.075,59745.576573903
2308,UKJ1301084,Waddesdon,43598090.545,38572.9350705119
2309,UKJ1301068,Walton Court and Hawkslade,890300.07,4498.59186908255
2310,UKJ1301085,Weedon,22647682.43,23846.2147977232
2311,UKJ1301034,Wendover,24651145.845,26125.0858664182
2312,UKJ1301086,Wing,18800876.54,18125.485142465
2313,UKJ1301087,Wingrave,36232787.495,35027.1267684803
2314,UKJ1301071,Winslow,26021152.125,28446.7514327201
2315,UKJ1302031,Amersham Common,2431272.03,8581.26318877999
2316,UKJ1302032,Amersham-on-the-Hill,1297408.22,4685.71760249389
2317,UKJ1302033,Amersham Town,14420300.74,19126.1324294487
2318,UKJ1302034,Asheridge Vale and Lowndes,1845015.57,5591.7537796941
2319,UKJ1302035,"Ashley Green, Latimer and Chenies",25070074.155,40773.2876062231
2320,UKJ1302036,Austenwood,1663696.065,6297.19070744787
2321,UKJ1302037,"Ballinger, South Heath and Chartridge",15962759.155,22330.0294604557
2322,UKJ1302038,Central,4195119.09,10214.6849138878
2323,UKJ1302039,Chalfont Common,5846763.955,10143.5496621482
2324,UKJ1302040,Chalfont St Giles,15710023.805,20164.6950488246
2325,UKJ1302041,Chesham Bois and Weedon Hill,5073290.235,11165.2143304235
2326,UKJ1302042,"Cholesbury, The Lee and Bellingdon",24852297.065,26682.4056099343
2327,UKJ1302043,Gold Hill,4880712.5,10344.9051611431
2328,UKJ1302044,Great Missenden,9720956.865,15520.8643163591
2329,UKJ1302045,Hilltop and Townsend,2728623.85,7840.78289022428
2330,UKJ1302054,Holmer Green,6456004.055,11993.5225120525
2331,UKJ1302046,Little Chalfont,2813229.635,9474.5999523911
2332,UKJ1302021,Little Missenden,8642614.845,15178.890818588
2333,UKJ1302047,Newtown,1270225.505,6271.88770973789
2334,UKJ1302048,Penn and Coleshill,23451536.705,24716.7715730449
2335,UKJ1302055,Prestwood and Heath End,7206334.66,13294.3697667791
2336,UKJ1302050,Ridgeway,652227.07,3508.25005154376
2337,UKJ1302051,St Mary's and Waterside,6020099.855,14614.3695132597
2338,UKJ1302052,Seer Green,3466803.61,8281.48895313446
2339,UKJ1302053,Vale,1243518.8,5444.51468301748
2340,UKJ1304020,Beaconsfield North,6728043.735,13946.8894400814
2341,UKJ1304021,Beaconsfield South,8838189.815,15638.6494470868
2342,UKJ1304022,Beaconsfield West,3940683.535,8739.16395681971
2343,UKJ1304023,Burnham Beeches,14514236.66,16352.5032159654
2344,UKJ1304024,Burnham Church,2265587.225,7762.15298185322
2345,UKJ1304025,Burnham Lent Rise,1150727.66,4209.55927805505
2346,UKJ1304037,Denham North,5536509.8,10745.8016774658
2347,UKJ1304027,Denham South,8106902.495,16253.7589952457
2348,UKJ1304038,Dorney and Burnham South,7536122.835,13743.0841766339
2349,UKJ1304029,Farnham Royal,3735604.445,9942.9041656951
2350,UKJ1304030,Gerrards Cross East and Denham South West,4608789.67,11189.5709780761
2351,UKJ1304039,Gerrards Cross North,3834775.29,9912.23170421959
2352,UKJ1304032,Gerrards Cross South,4792437.22,11299.7958776042
2353,UKJ1304040,Hedgerley and Fulmer,12215841.35,19715.948121383
2354,UKJ1304033,Iver Heath,8130141.445,12342.4409724859
2355,UKJ1304034,Iver Village and Richings Park,9616323.835,14332.3989381867
2356,UKJ1304035,Stoke Poges,11062247.635,14551.2358376583
2357,UKJ1304041,Taplow,11617316.495,21638.5115365174
2358,UKJ1304042,Wexham and Iver West,12992868.32,17480.6588327305
2359,UKJ1305033,Abbey,4703938.435,9630.27997793311
2360,UKJ1305034,Bledlow and Bradenham,32585653.175,28133.8794380945
2361,UKJ1305035,Booker and Cressex,2415468.12,7569.34010281004
2362,UKJ1305036,Bourne End-cum-Hedsor,5258021.735,11147.1018362967
2363,UKJ1305037,Bowerdean,723258.975,4084.66254948376
2364,UKJ1305038,Chiltern Rise,22272007.21,28956.5775666859
2365,UKJ1305039,Disraeli,2002765.035,6680.93696413847
2366,UKJ1305040,Downley and Plomer Hill,3956627.745,10363.4001708106
2367,UKJ1305041,Flackwell Heath and Little Marlow,17807033.18,17955.178604559
2368,UKJ1305042,Greater Hughenden,18904603.16,18813.4240154897
2369,UKJ1305043,Greater Marlow,19602416.74,26733.1895476974
2370,UKJ1305044,Hambleden Valley,58851892.835,43307.2146345038
2371,UKJ1305045,Hazlemere North,1998517.56,6259.62862033138
2372,UKJ1305046,Hazlemere South,2136861.9,6653.39037870625
2373,UKJ1305015,Icknield,38350145.625,39971.2462998164
2374,UKJ1305018,"Lacey Green, Speen and the Hampdens",22980383.905,24669.0860937457
2375,UKJ1305047,Marlow North and West,4845101.265,11222.3058402915
2376,UKJ1305048,Marlow South East,1992151.765,5553.28831028717
2377,UKJ1305049,Micklefield,1874983.595,5261.71411668771
2378,UKJ1305050,Oakridge and Castlefield,935553.985,5734.34008668594
2379,UKJ1305051,Ryemead,3227116.445,8666.38935184113
2380,UKJ1305052,Sands,3509750.185,10038.4548790811
2381,UKJ1305053,Stokenchurch and Radnage,26687146.415,32075.3661985559
2382,UKJ1305054,Terriers and Amersham Hill,2820777.145,9157.98535402095
2383,UKJ1305055,Totteridge,1112132.565,4922.97189330034
2384,UKJ1305028,The Risboroughs,10281241.915,16471.4781076301
2385,UKJ1305056,The Wooburns,5328417.505,11466.2375901052
2386,UKJ1305057,Tylers Green and Loudwater,7439940.02,18363.1169283922
2387,UKH1201015,Abbey,4026942.595,10581.4781759441
2388,UKH1201016,Arbury,1565987.21,7097.06075578631
2389,UKH1201017,Castle,3307973.555,9995.80686030817
2390,UKH1201018,Cherry Hinton,3714846.76,10565.9603437764
2391,UKH1201019,Coleridge,2009328,6815.4118209833
2392,UKH1201020,East Chesterton,2750994.38,8891.6566600505
2393,UKH1201021,King's Hedges,1520271.93,5249.01436773597
2394,UKH1201022,Market,1560796.135,5075.8633927956
2395,UKH1201023,Newnham,4467939.3,10221.9797451532
2396,UKH1201024,Petersfield,1097643.49,4375.79723053429
2397,UKH1201025,Queen Edith's,4390509.3,8620.2730731031
2398,UKH1201026,Romsey,1493695.64,5701.21702595805
2399,UKH1201027,Trumpington,7872881.235,12620.1250412571
2400,UKH1201028,West Chesterton,1501289.88,5342.15533207105
2401,UKH1202019,Bottisham,43151538.775,51739.5867677139
2402,UKH1202002,Burwell,25757305.93,25641.8395787728
2403,UKH1202020,Cheveley,35629172.04,34535.9736225726
2404,UKH1202021,Downham Villages,75491390.82,54911.4667752949
2405,UKH1202022,Dullingham Villages,41207115.333945,30213.6263480776
