Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode,
Department for Transport,Department for Transport,18/02/2013,Training,Air Accident Investigation Branch,GOODWOOD ROAD RACING CO LTD,2000023447,479.62,#,PO18 0PH,
Department for Transport,Department for Transport,18/02/2013,Training,Business Transformation,THE EMMANUEL CENTRE,2000023460,1480,#,SW1P 3DW,
Department for Transport,Department for Transport,18/02/2013,Transport  Consult,Refran Prog Off,TRANSPORT RESEARCH LABORATORY,2000023457,8331.94,#,RG40 3GA,
Department for Transport,Department for Transport,19/02/2013,Agency Staff Costs,Rail Accident Investigation Branch,SPRING TECHNOLOGY LTD  ALSO T/A,2000023548,762.48,#,B37 7YE,
Department for Transport,Department for Transport,19/02/2013,Agency Staff Costs,Rail Commercial Contracts,MORGAN HUNT UK LTD,2000023542,2433.6,#,EC4M 7EG,
Department for Transport,Department for Transport,19/02/2013,Agency Staff Costs,Managing Director Motoring Services,NETWORKERS INTERNATIONAL (UK) PLC,2000023547,1575.84,#,BR1 1HP,
Department for Transport,Department for Transport,19/02/2013,Agency Staff Costs,Refran Prog Off,LA INTERNATIONAL COMPUTER,2000023541,10351.07,#,ST1 5UB,
Department for Transport,Department for Transport,19/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000023545,660,#,SL1 3SA,
Department for Transport,Department for Transport,19/02/2013,CurrGrt Las in AEF/A,London and Olympics,GREATER LONDON AUTHORITY,2000023561,108807000,GLA Grant Payment - No 24,SE1 2UT,
Department for Transport,Department for Transport,19/02/2013,DVO Payments,Managing Director Motoring Services,DRIVER & VEHICLE LICENSING AGENCY,2000023563,1571950.54,#,SA6 7JL,
Department for Transport,Department for Transport,19/02/2013,Financial Consultanc,Business Transformation,PRGX UK LIMITED,2000023552,8176.8,#,LU1 3LU,
Department for Transport,Department for Transport,19/02/2013,Financial Consultanc,Maritime,KPMG,2000023540,18604.8,#,WD17 1DE,
Department for Transport,Department for Transport,19/02/2013,Hotel&Accom Costs,Aviation,,2000023499,2188.75,*Trip from 02.02.13 To  16.02.13 to   Montreal,,
Department for Transport,Department for Transport,19/02/2013,Hotel&Accom Costs,Transport Security,,2000023514,472.41,*Trip from 04.02.13 To  07.02.13 to   Seoul,,
Department for Transport,Department for Transport,19/02/2013,IT Equip Cap Cost,Commercial and Technical Services Research,DELL CORPORATION LTD,2000023535,63.94,External USB Speakers,RG12 1LF,
Department for Transport,Department for Transport,19/02/2013,IT Equip Cap Cost,Commercial and Technical Services Research,DELL CORPORATION LTD,2000023535,2111.76,Port Replicators,RG12 1LF,
Department for Transport,Department for Transport,19/02/2013,IT Ser Running Costs,Rail Accident Investigation Branch,EPIC PERFORMANCE IMPROVEMENT LTD,2000023536,696,#,BN1 1NH,
Department for Transport,Department for Transport,19/02/2013,IT Ser Running Costs,Transport Security - Security Compliance Division ,CACI INFORMATION SOLUTIONS LTD,2000023532,1080,#,W14 8TS,
Department for Transport,Department for Transport,19/02/2013,IT Ser Running Costs,Transport Security - Security Compliance Division ,CACI INFORMATION SOLUTIONS LTD,2000023532,16729.76,#,W14 8TS,
Department for Transport,Department for Transport,19/02/2013,Legal Consultancy,Managing Director Motoring Services,FIELD FISHER WATERHOUSE LLP,2000023546,15119.65,#,EC3N 2AA,
Department for Transport,Department for Transport,19/02/2013,Legal Consultancy,Maritime,FIELD FISHER WATERHOUSE LLP,2000023546,28357.72,#,EC3N 2AA,
Department for Transport,Department for Transport,19/02/2013,Other Advertising,Local,PENNA COMMUNICATIONS,2000023551,8305.6,#,EC4M 7RD,
Department for Transport,Department for Transport,19/02/2013,Other Professional F,Managing Director Motoring Services,GOVERNMENT ACTUARY'S DEPARTMENT,2000023562,10179.9,#,EC4A 1AB,
Department for Transport,Department for Transport,19/02/2013,Other Travel Costs,Transport Security,,2000023514,17.5,*Trip from 04.02.13 To  07.02.13 to   Seoul,,
Department for Transport,Department for Transport,19/02/2013,Rail Travel,Aviation,,2000023499,20,*Trip from 02.02.13 To  16.02.13 to   Montreal,,
Department for Transport,Department for Transport,19/02/2013,Rail Travel,Transport Security,,2000023514,34,*Trip from 04.02.13 To  07.02.13 to   Seoul,,
Department for Transport,Department for Transport,19/02/2013,Research,Managing Director Motoring Services,PRICEWATERHOUSECOOPERS LLP,2000023543,22571,#,E14 9SQ,
Department for Transport,Department for Transport,19/02/2013,Research,Managing Director Motoring Services,PRICEWATERHOUSECOOPERS LLP,2000023543,11885,#,E14 9SQ,
Department for Transport,Department for Transport,19/02/2013,Research,Managing Director Motoring Services,PRICEWATERHOUSECOOPERS LLP,2000023543,18741,#,E14 9SQ,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,122.28,1042832 - PK12 PEN BK PILOT FOUNT,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,244.56,1043733 - PILOT  FOUNTAIN PEN V4L BLUE B,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,17.89,2078337     - PK250 OD BRN POCKET C4,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,19.75,2079133 - OD BROWN PKT WIN C4 229X324MM,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,6.84,4105062 - SCISSOR WITH BLACK HANDLES,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,31.44,520451 - MARKER PERM SUPERFINE,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,14.62,538663 - BIC CRISTAL FINE BLACK BOX 20,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,12.64,538664 - BX20 PENS BALLPNT FINE BLUE BIC,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,47.16,565290 - MARKER PERMANENT FINE NMS50,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,18.22,5723361 - 8DIGET DESK CALC LARGE SCREEN,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,46.8,978098 - PK12 ROLLERBALL BLACK PENTEL,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,46.8,978099 - BX12 ROLLERBALL RED PENTEL,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Stationery (Non-stk),Permanent Secretary,OFFICE DEPOT UK LIMITED,2000023529,2.27,979361 - MAP PINS 13MM ASSORTED COLOURS,SP10 4BA,
Department for Transport,Department for Transport,19/02/2013,Subscriptions to Pro,Analysis/Science,,2000023525,689.5,*Trip from 01.01.13 To  01.01.13 to   Annual Membe,,
Department for Transport,Department for Transport,19/02/2013,Subsidies Private Se,Local,HEYFORDIAN TRAVEL LTD,2000023560,64516.01,HEYFORDIAN TRAVEL LTD,OX26 4PP,
Department for Transport,Department for Transport,19/02/2013,Subsidies Private Se,Maritime,ROSPA ENTERPRISES LTD,2000023295,28600.34,RoSPA -Water Safety Grant,B15 1RP,
Department for Transport,Department for Transport,19/02/2013,Subsistence Costs,Aviation,,2000023499,60,*Trip from 02.02.13 To  16.02.13 to   Montreal,,
Department for Transport,Department for Transport,19/02/2013,Subsistence Costs,Transport Security,,2000023514,237.61,*Trip from 04.02.13 To  07.02.13 to   Seoul,,
Department for Transport,Department for Transport,19/02/2013,Support Services,Permanent Secretary,FCO FOREIGN & COMMONWEALTH OFFICE,2000023564,1137.87,#,MK10 1PX,
Department for Transport,Department for Transport,19/02/2013,Taxis,Aviation,,2000023499,59.08,*Trip from 02.02.13 To  16.02.13 to   Montreal,,
Department for Transport,Department for Transport,19/02/2013,Traffic Survey & Cou,Roads,JACOBS UK LTD,2000023538,3125,#,G2 7HX,
Department for Transport,Department for Transport,19/02/2013,Traffic Survey & Cou,Roads,JACOBS UK LTD,2000023538,5254,#,G2 7HX,
Department for Transport,Department for Transport,19/02/2013,Traffic Survey & Cou,Roads,JACOBS UK LTD,2000023538,3343,#,G2 7HX,
Department for Transport,Department for Transport,19/02/2013,Training,Air Accident Investigation Branch,ELITE HELICOPTERS,2000023555,688.75,#,PO18 OPH,
Department for Transport,Department for Transport,19/02/2013,Training,Air Accident Investigation Branch,HELI AIR LIMITED,2000023557,440,#,CV35 9EU,
Department for Transport,Department for Transport,19/02/2013,Training,DASH,GOVNET COMMUNICATIONS,2000023537,495,#,M1 6PP,
Department for Transport,Department for Transport,19/02/2013,Training,Marine Accident Investigation Branch,ARCO LTD,2000023530,1200,#,HU1 2SJ,
Department for Transport,Department for Transport,19/02/2013,Travel Exp Overseas,Aviation,,2000023556,6.76,"Travel,Subsistance & Incidental Costs",,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Group Internal Audit,REED SPECIALIST RECRUITMENT LTD,2000023635,2341.2,#,SW20 0BA,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Permanent Secretary,NETWORKERS INTERNATIONAL (UK) PLC,2000023651,1104.9,#,BR1 1HP,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000023648,1284.02,#,SL1 3SA,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000023651,3408.78,#,BR1 1HP,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,DASH,CAPITA RESOURCING LTD,2000023649,2497.94,#,DL1 9HN,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,DASH,CAPITA RESOURCING LTD,2000023649,832.64,#,DL1 9HN,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,DASH,CAPITA RESOURCING LTD,2000023649,2497.93,#,DL1 9HN,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,DASH,CAPITA RESOURCING LTD,2000023649,-5828.52,#,DL1 9HN,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Refran Prog Off,CAPITA RESOURCING LTD,2000023649,836.28,#,DL1 9HN,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000023648,2365.7,#,SL1 3SA,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000023648,2811.84,#,SL1 3SA,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000023648,3510,#,SL1 3SA,
Department for Transport,Department for Transport,20/02/2013,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000023651,883.92,#,BR1 1HP,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Loc Auth,Greener Transport & International,TRANSPORT FOR LONDON,2000023647,234668.73,TfL Q3 FY 1213 #234k,SE10 1AJ,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,CHEVROLET UK,2000023667,15000,PiCG Chevrolet Jan 2013 #15k,LU1 3YT,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,CITROEN AUTOMOBILES UK LTD,2000023660,70000,PiCG Citroen Jan 2013 #70k,CV3 1ND,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,NISSAN MOTOR GB LTD,2000023656,150000,PiCG Nissan Jan 2013 #150k,WD3 9YS,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,PEUGEOT MOTOR COMPANY,2000023662,205027.49,PiCG Peugeot Jan 2013 #205k,CV3 1ND,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,RENAULT,2000023664,78645.4,PiCG Renault Jan 2013 #78.5k,WD3 9YS,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,TOYOTA (GB) PLC,2000023669,95000,PiCG Toyota Jan 2013 #95k,KT18 5XS,
Department for Transport,Department for Transport,20/02/2013,Cap Grt Pri Sec-Cos.,Greener Transport & International,VAUXHALL MOTORS,2000023665,120000,PiCG Vauxhall Jan 2013 #120k,LU1 3YT,
Department for Transport,Department for Transport,20/02/2013,Contract Cleaning,Air Accident Investigation Branch,INTERSERVE,2000023661,2191.95,#,BS32 4NH,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,BARNSLEY MBC,2000023639,131579,LEPS (Pipeline Project),S70 2AQ,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,BATH & NE SOMERSET DC,2000023595,131579,LEPS (Pipeline Project),BA1 5AW,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,BIRMINGHAM CITY COUNCIL,2000023640,131579,LEPS (Pipeline Project),B1 1BB,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,BUCKINGHAMSHIRE CC (REVENUE),2000023596,131579,LEPS (Pipeline Project),HP20 1UD,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,CAMBRIDGESHIRE COUNTY COUNCIL,2000023597,131579,LEPS (Pipeline Project),CB3 0AP,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,CHESHIRE EAST BOROUGH COUNCIL,2000023653,131579,LEPS (Pipeline Project),CW11 1HZ,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,CORNWALL COUNTY COUNCIL,2000023620,131579,LEPS (Pipeline Project),TR1 38D,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,COVENTRY CITY COUNCIL,2000023641,131579,LEPS (Pipeline Project),CV1 2QL,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,CUMBRIA COUNTY COUNCIL,2000023598,131579,LEPS (Pipeline Project),CA3 8NA,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,DERBY CITY COUNCIL,2000023599,131579,LEPS (Pipeline Project),DE1 2YL,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,DEVON COUNTY COUNCIL,2000023600,131579,LEPS (Pipeline Project),EX2 4QJ,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,DORSET COUNTY COUNCIL,2000023601,131579,LEPS (Pipeline Project),DT1 1XJ,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,ESSEX COUNTY COUNCIL,2000023602,131579,LEPS (Pipeline Project),CM1 1LX,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,GLOUCESTERSHIRE COUNTY COUNCIL,2000023594,131579,LEPS (Pipeline Project),GL1 2TJ,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,GREATER MANCHESTER,2000023655,131579,LEPS (Pipeline Project),M60 2JR,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,HAMPSHIRE COUNTY COUNCIL,2000023603,131579,LEPS (Pipeline Project),SO23 8UB,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,HERTFORDSHIRE CC,2000023604,131579,LEPS (Pipeline Project),SG13 8TN,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,KINGSTON UPON HULL CITY COUNCIL,2000023642,131579,LEPS (Pipeline Project),HU1 2AB,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,KNOWSLEY MBC,2000023605,131579,LEPS (Pipeline Project),L32 1TX,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,LANCASHIRE COUNTY COUNCIL,2000023606,131579,LEPS (Pipeline Project),PR1 0LD,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,LEEDS CITY COUNCIL,2000023643,131579,LEPS (Pipeline Project),LS2 8JR,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,LEICESTER CITY COUNCIL,2000023607,131579,LEPS (Pipeline Project),LE1 6ZG,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,LINCOLNSHIRE COUNTY COUNCIL,2000023608,131579,LEPS (Pipeline Project),LN1 1YT,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,LUTON BOROUGH COUNCIL,2000023609,131579,LEPS (Pipeline Project),LU1 2BQ,
Department for Transport,Department for Transport,20/02/2013,CurrGrt Las in AEF/A,Transport Direct and Travel information,NORTH YORKSHIRE CC,2000023644,131579,LEPS (Pipeline Project),DL7 8AL,
