IATI-Number,Project-Number,Project name,Project Description ,Benefiting Country,Country Code,Benefitting Region,Region Code,Input Sector,Input Sector text,Delivery Channel,Delivery channel text,Aid Type,Nature of Submission,Activity Start Date,Commitment Date,Activity End Date,Activity Status,Activity Scope,Climate Change - Adaptation,Climate Change - Mitigation,Climate Change - Biodiversity,Climate Change - Desertification,Gender Equality,Aid to Environment,Good Governance,Trade Development,RMNCH,Document 1 - Type,2015 Q 4,Full Year Actuals
GB-GOV-3-PAP-VNH-001053,PAP-VNH-001053,Supporting green growth by contributing to the removal of fossil fuel subsidies in Vietnam ,"This project aims to support clean energy by developing concrete recommendations for mitigating short term adverse effects of fossil fuel fiscal policy reform on business and low-income households; and to agree those recommendations with policy makers, representatives of civil society organisations and the business community, in particular with SMEs, thereby  supporting implementation of the Vietnam Green Growth Strategy (VGGS).",Vietnam,VN,,,41010,Environmental policy and administrative management,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"6,000.00","6,000.00"
GB-GOV-3-PAP-VNH-001099,PAP-VNH-001099,Support for clean energy analysis initiatives,"This project aims to support clean energy by additional input for (1) the upgrading of Vietnam 2050 Energy Pathways Calculator, making it a robust energy analysis and planning tool and (2) launching the webtool across Vietnam, and (3) strengthening capacity of Government staff in line ministries in developing policies for low carbon growth.",Vietnam,VN,,,15153,Media and free flow of information,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,1,1,1,1,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"16,234.00","16,234.00"
GB-GOV-3-PAP-VNH-001109,PAP-VNH-001109,Strengthening Vietnam's engagement with international efforts to tackle the Illegal Wildlife Trade (IWT),This project is to support Vietnam towards hosting the third IWT conference in the second half of 2016 and the implementation of the 2014 London Declaration ,Vietnam,VN,,,15113,Anti-corruption organisations and institutions,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"8,524.00","8,524.00"
GB-GOV-3-PDS-CPD-SPF-000405,PDS-CPD-SPF-000405,UK-India Dialogue on Incident Response in the Healthcare Sector,"This project shares UK and Indian knowledge on healthcare to help India respond better to incidents of major failing in healthcare provision, and strengthen the UK-India relationship in the healthcare sector. ",India,IN,,,15162,Human rights,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"16,216.00","16,216.00"
GB-GOV-3-PDS-CPD-SPF-000424,PDS-CPD-SPF-000424,Supporting government and the rule of law,"This project aims to enhance economic governance and the rule of law by bolstering China’s capacity to implement trade controls, via a series of workshops.  ",China,CN,,,15130,Legal and judicial development,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"44,612.00","44,612.00"
GB-GOV-3-PDS-NSD-CPU-000103,PDS-NSD-CPU-000103,Chevening Scholarships,"This project provides access to education through Chevening scholarships to students from ODA-eligible countries, enabling them to pursue postgraduate study in the UK. This allows the UK to engage with and invest in future leaders at an early stage of their career, helping us to work better together in the future.",,,"Developing countries, unspecified",998,11420,Higher education,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"13,759.00","13,759.00"
GB-GOV-3-PDS-NSD-CPU-000104,PDS-NSD-CPU-000104,Increasing co-ordination capacity of Commonwealth countries implementing new legal frameworks to tackle cybercrime,Maximising impact of UK funding for cyber security across the Commonwealth by improving co-ordination and co-operation on implementation of consistent frameworks to tackle cybercrime. ,,,"Developing countries, unspecified",998,15130,Legal and judicial development,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"15,350.00","15,350.00"
GB-GOV-3-PDS-NSD-CPU-000105,PDS-NSD-CPU-000105,Strengthening cyber security across the Commonwealth,"Aimed at strengthening cyber security across ODA-eligible Commonwealth countries through promotion of a model framework – “the Commonwealth Cybergovernance Model” adopted during the Commonwealth ICT Ministers in March in 2014 – as a basis for developing robust national cyber security strategies, which support economic development.",,,"Developing countries, unspecified",998,15210,Security system management and reform,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"39,679.00","39,679.00"
GB-GOV-3-PDS-NSD-CPU-000106,PDS-NSD-CPU-000106,"Increasing international capacity to preserve a free, open, peaceful and secure cyberspace that supports economic and social development","This project aims to increase engagement with governments, academia and NGOs across Africa, Latin America and the Caribbean to increase international capacity to preserve a free, open, peaceful and secure cyberspace that supports economic and social development, and increasing co-operation to improve global cyber security. ",,,"Developing countries, unspecified",998,15210,Security system management and reform,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"16,200.00","16,200.00"
GB-GOV-3-PDS-NSD-CPU-000107,PDS-NSD-CPU-000107,Strengthening Cyber Security in the Americas (Caribbean sub region),A project to enhance governmental cyber security capacities in the Caribbean to mitigate cyber risk and support  a more open and reliable internet.,,,"America, regional",498,15130,Legal and judicial development,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,2,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,576.00","20,576.00"
GB-GOV-3-PDS-NSD-CPU-000109,PDS-NSD-CPU-000109,UK/India Cybercrime collaboration,This project aims to strengthen the UK’s cybercrime relationship with India and protect vulnerable children in India through engagement on online child safety awareness,India,IN,,,15130,Legal and judicial development,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"33,399.00","33,399.00"
GB-GOV-3-PDS-NSD-CPU-000116,PDS-NSD-CPU-000116,Tackling cyber crime in Moldova,"This project aims to build the resource and capability of the Moldovan police to effectively combat cyber crime through threat assessment training, thereby reducing cyber crime threats to the UK.",Moldova,MD,,,15130,Legal and judicial development,11000,Donor Government,C01,3,01/04/2015,01/04/2015,31/03/2016,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,067.00","2,067.00"
GB-GOV-3-PDS-NSD-CPU-000117,PDS-NSD-CPU-000117,Supporting the rule of law in Nigeria,"A project to support the development of the rule of law by raising awareness with public, political and business stakeholders of the risks of cyber insecurity and introduce cyber security as an issue during the 2015 election campaigns, in order to facilitate the swift passage of the ‘Cybercrime Bill, 2014’ into law.",Nigeria,NG,,,15130,Legal and judicial development,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,706.00","20,706.00"
GB-GOV-3-PDS-NSD-CPU-000118,PDS-NSD-CPU-000118,Support for Interpol-hosted cyber security capacity building database ,Development of an international database of cyber security capacity building projects hosted by Interpol to enable funders to avoid duplication and maximise impact of investment to support global cyber security.,,,"Developing countries, unspecified",998,15210,Security system management and reform,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,3,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"59,357.00","59,357.00"
GB-GOV-3-PDS-NSD-CPU-000119,PDS-NSD-CPU-000119,Cyber Crime training for Indonesian Police and regional Indonesian cyber teams ,This project aims to support the rule of law by training program for Indonesian Cyber Crime investigators to develop their capability to investigate Malware and Child Exploitation online crime,Indonesia,ID,,,15130,Legal and judicial development,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"74,457.00","74,457.00"
GB-GOV-3-PDS-NSD-CPU-000123,PDS-NSD-CPU-000123,Tackling cyber crime in Moldova,This project aims to help the Moldovan government develop a cyber security strategy to better tackle threats to its critical information infrastructure and support economic development.,Moldova,MD,,,22010,Communications policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2015,01/04/2015,31/03/2016,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"32,239.00","32,239.00"
GB-GOV-3-PDS-NSD-CPU-000128,PDS-NSD-CPU-000128,Supporting the Cyber programme in Brazil,"A project aimed at strengthening the UK-Brazil partnership on Cyber security, working with the departments responsible for implementing and delivering the Cyber Defence and Security strategies in country.",Brazil,BR,,,15150,Democratic participation and civil society,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"33,161.00","33,161.00"
GB-GOV-3-PDS-NSD-CPU-000136,PDS-NSD-CPU-000136,Formalisation of Costa Rica's Computer Security Incidence Response Team to create a secure and resilient Internet,A project to promote and help with the implementation of a cyber security strategy in Costa Rica through the training and embedding of the national Computer Security Incidence Response Team (CSIRT or CERT) to help fight against cyber crime and build a secure and resilient Internet.,Costa Rica,CR,,,11130,Teacher training,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"21,542.00","21,542.00"
GB-GOV-3-PDSNSDCPU-000113,PDSNSDCPU-000113,Preventing cyber crime in Peru,"The project helps Peru develop a National Cyber Security Strategy aligned to UK cyber policy and international priorities, which will reduce the cyber crime threat.",Peru,PE,,,22040,Information and communication technology (ICT),11000,Donor Government,C01,1,01/04/2015,01/04/2015,31/03/2016,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"10,343.00","10,343.00"
