Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,PSPES Level 2,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,07/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,PRINCES TRUST,,Medium,,7600005878,,Revenue Grant To Be Paid,B9 4AA,"2,138.94",Yes
Communities & Local Government,DCLG,07/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,ST HELENS CHAMBER,,Medium,,7600005884,,Revenue Grant To Be Paid,WA10 1FY,"47,816.52",Yes
Communities & Local Government,DCLG,07/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,LIVERPOOL JOHN MOORES UNIVERSITY,,,,7600005883,,Capital Grant To Be Paid,L3 2AJ,"97,211.87",Yes
Communities & Local Government,DCLG,07/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,PRINCES TRUST,,Medium,,7600005878,,Capital Grant To Be Paid,B9 4AA,"42,025.00",Yes
Communities & Local Government,DCLG,07/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,TAMESIDE COLLEGE,,,,7600005877,,Capital Grant To Be Paid,OL6 6NX,"99,870.88",Yes
Communities & Local Government,DCLG,08/08/2013,Advertising,Finance & Corporate Services,DATA LATERAL LTD,,Medium,,5106196050,Advertising,Right to Buy Phase 2,NG17 5FB,"136,907.95",
Communities & Local Government,DCLG,08/08/2013,Agency Staff,Finance & Corporate Services,ALLEN LANE FINANCIAL RECRUITMENT,,Medium,Yes,5106195951,Contingent Labour,Interim Manager (Qualified Accountant),,"3,796.08",
Communities & Local Government,DCLG,08/08/2013,Agency Staff,Finance & Corporate Services,REED EMPLOYMENT SERVICES,,Large,,5106196019,Contingent Labour,PA admin,SW20 0BA,606.88,
Communities & Local Government,DCLG,08/08/2013,Agency Staff,Finance & Corporate Services,REED EMPLOYMENT SERVICES,,Large,,5106196028,Contingent Labour,Temporary PA Support - Agency Staff,SW20 0BA,634.92,
Communities & Local Government,DCLG,08/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196021,Contingent Labour,Extension of Support- Rate Adjustment,SW20 0BA,"1,635.42",
Communities & Local Government,DCLG,08/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196022,Contingent Labour,POLICY SUPPORT FOR HGAH,SW20 0BA,"1,032.91",
Communities & Local Government,DCLG,08/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196024,Contingent Labour,Policy support,SW20 0BA,896.63,
Communities & Local Government,DCLG,08/08/2013,Current (non AEF) Grants to Local Authorities,Localism,TYNE & WEAR FIRE AUTHORITY (RSG),,,,5000231836,,Overpayment of Grant recovered by Exchequer,SR2 7DN,"-1,445,462.00",Yes
Communities & Local Government,DCLG,08/08/2013,"Furniture, Fittings and carpets",Finance & Corporate Services,AMARYLLIS LTD,,Medium,,5106195984,"Furniture, Fixtures and Fittings",JR398 Power Cables Installation level 1,CM2 8TE,"1,660.46",
Communities & Local Government,DCLG,08/08/2013,"IT - PC, Network & Hardware",Neighbourhoods,REED SPECIALIST RECRUITMENT LTD,,Large,,5106196027,Contingent Labour,Help to Buy Temp,NN1 1UE,739.44,
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106195999,Managed / Outsourced Services,PINS Network Bridge HW Support,M14 0WN,265.58,
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196000,Managed / Outsourced Services,Steria - Planet Support 2013/14 - CAN069,M14 0WN,912.52,
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196006,Managed / Outsourced Services,CAN024 - Eland Wi-fi Support-Apr13-Aug13,M14 0WN,"3,769.74",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196008,Managed / Outsourced Services,Link Services inc Blackberry Charges,M14 0WN,"4,074.16",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196009,Managed / Outsourced Services,Link Services inc Blackberry Charges,M14 0WN,"15,787.36",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196010,Managed / Outsourced Services,Additional Managed services,M14 0WN,"4,916.03",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196013,Managed / Outsourced Services,Audit Commission - CAN073,M14 0WN,"32,144.15",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196030,Managed / Outsourced Services,TSA WAN Services,M14 0WN,"8,826.59",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196031,Managed / Outsourced Services,Out of Hours Service,M14 0WN,"11,926.60",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196034,Managed / Outsourced Services,New Datacentre Solution,M14 0WN,"57,542.43",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196039,Managed / Outsourced Services,LOGASnet Support Services,M14 0WN,"63,142.34",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196039,Managed / Outsourced Services,Link Services inc Blackberry Charges,M14 0WN,"176,134.54",
Communities & Local Government,DCLG,08/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196039,Managed / Outsourced Services,DCLG Link Service Feb 2011 to Feb 2013,M14 0WN,"247,460.37",
Communities & Local Government,DCLG,08/08/2013,IT - Software Maintenance,Finance & Corporate Services,FRONTRANGE SOLUTIONS UK LTD,,Medium,,5106196001,Managed / Outsourced Services,HEAT support and maintenance 2013-14,RG14 2PZ,"6,231.17",
Communities & Local Government,DCLG,08/08/2013,Printing,Finance & Corporate Services,WILLIAMS LEA LIMITED,,Large,,5106196032,Printing Services,Year 3 Print Services,W2 6LG,"16,064.22",
Communities & Local Government,DCLG,08/08/2013,Printing,Finance & Corporate Services,WILLIAMS LEA LIMITED,,Large,,5106196032,Printing Services,Year 3 Print Services (0% VAT),W2 6LG,307.02,
Communities & Local Government,DCLG,08/08/2013,Services provided by other Govt Orgs,Neighbourhoods,VALUATION OFFICE AGENCY,,Public Bodies,,5106195975,Business and Commercial Services,RTB VOA Valuation 13/14,W1B 5BU,"118,676.40",Yes
Communities & Local Government,DCLG,08/08/2013,Services provided by other Govt Orgs,Neighbourhoods,VALUATION OFFICE AGENCY,,Public Bodies,,5106195979,Business and Commercial Services,RTB VOA Valuation 13/14,W1B 5BU,"180,822.78",Yes
Communities & Local Government,DCLG,08/08/2013,Steady State Service Provision,Neighbourhoods,CEL GROUP,,Medium,,5106196015,Business Process Outsourcing Services,Payments for 1/10/12 - 30/09/13,SK13 8HT,"71,179.67",
Communities & Local Government,DCLG,08/08/2013,Steady State Service Provision,Neighbourhoods,SQW LTD,,Medium,,5106196052,Business Process Outsourcing Services,2012/13 Programme Evaluation,CB4 9ZR,"15,687.33",
Communities & Local Government,DCLG,08/08/2013,Telecoms equipment (non-capitalised),Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106196035,Telecoms,Routine Engineering and powerdowns,RH12 4QP,585.42,
Communities & Local Government,DCLG,08/08/2013,Telecoms equipment (non-capitalised),Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106196043,Telecoms,MPLS Circuit Charges 9 sites,RH12 4QP,"6,988.44",
Communities & Local Government,DCLG,08/08/2013,Telecoms equipment (non-capitalised),Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106196043,Telecoms,Regional Hubs Mont5hly recurring and Lin,RH12 4QP,"10,477.81",
Communities & Local Government,DCLG,08/08/2013,Telecoms equipment (non-capitalised),Finance & Corporate Services,DAMOVO UK LTD,,Large,,5106196043,Telecoms,Telephone Support Services,RH12 4QP,"83,307.93",
Communities & Local Government,DCLG,08/08/2013,Training,Finance & Corporate Services,CAPITA BUSINESS SERVICES LTD,,Large,,5106195995,Development and Training,High Potential Development Scheme (HPDS),DL1 9HB,"5,826.52",
Communities & Local Government,DCLG,08/08/2013,Training,Finance & Corporate Services,CAPITA BUSINESS SERVICES LTD,,Large,,5106195996,Development and Training,CSL Training - Working in the CS,DL1 9HB,957.00,
Communities & Local Government,DCLG,08/08/2013,Training,Finance & Corporate Services,QA  LTD,,Large,,5106196029,Development and Training,MCSA Windows Server 2012,LS12 6BD,"3,867.00",
Communities & Local Government,DCLG,08/08/2013,Transcriptions,Troubled Families,TYPEOUT,,Medium,,5106196037,Transcriptions,Transcription for Intervention Workers interviews,GU8 6BH,236.25,
Communities & Local Government,DCLG,08/08/2013,Vehicle hire,Finance & Corporate Services,GOVERNMENT CAR & DESPATCH AGENCY,,Public Bodies,,5106196051,Vehicle Hire and Lease,Car of SOS -Duty Car 1- LT206,SW8 5AX,"6,954.66",
Communities & Local Government,DCLG,08/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,CORNWALL COUNCIL,,,,7600005889,,Revenue Grant To Be Paid,TR1 3AY,"4,093.39",Yes
Communities & Local Government,DCLG,08/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,CORNWALL COUNCIL,,,,7600005889,,Capital Grant To Be Paid,TR1 3AY,510.52,Yes
Communities & Local Government,DCLG,08/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,ENGINEERED ARTS LTD,,,,7600005890,,Capital Grant To Be Paid,TR10 9EW,"12,069.34",Yes
Communities & Local Government,DCLG,08/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,ROCHDALE METROPOLITAN COUNCIL,,,,7600005891,,Capital Grant To Be Paid,OL16 1LQ,"14,845.02",Yes
Communities & Local Government,DCLG,09/08/2013,Agency Staff,Finance & Corporate Services,PREMIERE EMPLOYMENT GROUP LTD,,Large,,5106196066,Contingent Labour,Admin clerical support,M3 2JA,541.80,
Communities & Local Government,DCLG,09/08/2013,Agency Staff,Finance & Corporate Services,PREMIERE EMPLOYMENT GROUP LTD,,Large,,5106196068,Contingent Labour,Admin clerical support,M3 2JA,541.80,
Communities & Local Government,DCLG,09/08/2013,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,Medium,,5106196075,Contingent Labour,Interim Manager,EC2A 2AD,"2,858.82",
Communities & Local Government,DCLG,09/08/2013,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,Medium,,5106196076,Contingent Labour,Interim Manager,EC2A 2AD,"2,858.82",
Communities & Local Government,DCLG,09/08/2013,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106196071,Energy,Bridge House Electricity 2013-14,PL3 5XQ,"11,130.82",
Communities & Local Government,DCLG,09/08/2013,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106196073,Energy,Rivergate Electricity 2013-14,PL3 5XQ,"12,676.92",
Communities & Local Government,DCLG,09/08/2013,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106196074,Energy,St Philips Place Electricity 2013-14,PL3 5XQ,"12,373.57",
Communities & Local Government,DCLG,09/08/2013,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106196077,Energy,Paradise Circus Electricity 2013-14,PL3 5XQ,"2,887.54",
Communities & Local Government,DCLG,09/08/2013,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106196078,Energy,Eland House Electricity 2013-14,PL3 5XQ,"52,572.47",
Communities & Local Government,DCLG,09/08/2013,Electricity,Finance & Corporate Services,EDF ENERGY 1 LIMITED,,Large,,5106196079,Energy,Queen St Electricty 2013-14,PL3 5XQ,"1,736.36",
Communities & Local Government,DCLG,09/08/2013,Grant in Aid to NDPBs (non budget),Localism,COMMISSION LOCAL ADMINISTRATION,,,,2100233184,,DCLG budget contribution for the CLAE August 2013,SW1P 4QP,"899,600.00",Yes
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196055,Managed / Outsourced Services,Eland house,M14 0WN,"9,991.83",
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196062,Managed / Outsourced Services,CAN 61 MFD,M14 0WN,"22,971.37",
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196063,Managed / Outsourced Services,SQ163 - Build 10PCs & 30User ACs Fujitsu,M14 0WN,"1,369.82",
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196064,Managed / Outsourced Services,Steria packaging for NR00411,M14 0WN,"4,422.23",
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196067,Managed / Outsourced Services,LOGASnet Support Services,M14 0WN,"6,770.82",
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LTD,,Large,,5106196054,Managed / Outsourced Services,Installation of AT Software for RA,M14 0WN,423.27,
Communities & Local Government,DCLG,09/08/2013,IT - Service Contracts,Finance & Corporate Services,SWIRRL IT LIMITED,,Micro,,5106196082,Managed / Outsourced Services,DCLG Data Strategy,FK7 7WT,"21,600.00",
Communities & Local Government,DCLG,09/08/2013,Research,Finance & Corporate Services,THREE DRAGONS (LC) LTD,,Micro,,5106195983,Operational Services,Research - Impact of S106 Planning,BA21 3BZ,"19,960.80",
Communities & Local Government,DCLG,09/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,UNIVERSITY OF THE WEST OF ENGLAND,,,,7600005892,,Revenue Grant To Be Paid,BS16 1QY,"194,684.73",Yes
Communities & Local Government,DCLG,09/08/2013,Work In Progress Pre-Cert 40467 Spend,Neighbourhoods,BISHOP GROSSETESTE UNIV COLL LINCOL,,Large,,7600005893,,Capital Grant To Be Paid,LN1 3DY,"38,411.37",Yes
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Finance & Corporate Services,REED EMPLOYMENT SERVICES,,Large,,5106196110,Contingent Labour,Temporary Admin Support - Agency Staff,SW20 0BA,574.86,
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,Medium,,5106196098,Contingent Labour,Interim Manager,EC2A 2AD,"2,858.82",
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,Medium,,5106196099,Contingent Labour,Interim Manager,EC2A 2AD,"2,858.82",
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,Medium,,5106196100,Contingent Labour,Interim Manager,EC2A 2AD,"2,858.82",
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Finance & Corporate Services,SQUARE ONE RESOURCES LTD,,Medium,,5106196101,Contingent Labour,Interim Manager,EC2A 2AD,"2,858.82",
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196087,Contingent Labour,Policy support,SW20 0BA,867.94,
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196088,Contingent Labour,Policy support,SW20 0BA,"1,154.86",
Communities & Local Government,DCLG,12/08/2013,Agency Staff,Neighbourhoods,REED EMPLOYMENT SERVICES,,Large,,5106196095,Contingent Labour,Policy support,SW20 0BA,"1,013.38",
Communities & Local Government,DCLG,12/08/2013,Central Share,Localism,OFFICE OF THE PAYMASTER GENERAL (NN,,,,2100233475,,BRR Central Share Receipts August 2013,RH10 1UH,"1,140,350,931.00",
Communities & Local Government,DCLG,12/08/2013,IT - Service Contracts,Finance & Corporate Services,STERIA LIMITED,,Large,,5106196097,Managed / Outsourced Services,NR410 Steria packaging of CCM software,M14 0WN,"14,830.09",
Communities & Local Government,DCLG,12/08/2013,IT - Software Maintenance,Finance & Corporate Services,METHODS CONSULTING LTD,,Medium,,5106196103,Managed / Outsourced Services,PIMS Application Support,WC2H 8AD,"24,000.00",
Communities & Local Government,DCLG,12/08/2013,Legal Fees,Finance & Corporate Services,TREASURY SOLICITOR,,Public Bodies,,2100233425,Legal,REF:LT92083A/GHO/B5,WC2B 4TS,"28,000.00",
Communities & Local Government,DCLG,12/08/2013,NNDR Central List Receipts,Localism,OFFICE OF THE PAYMASTER GENERAL (NN,,,,2100233475,,Central List receipts August 2013,RH10 1UH,"132,725,886.00",Yes
Communities & Local Government,DCLG,12/08/2013,Online Database Information Retrieval,Finance & Corporate Services,DOW JONES REUTERS BUS INTERACTIVE L,,Large,,2300002022,ICT Services,Factiva 2013-14,E1W 1AZ,-508.80,
Communities & Local Government,DCLG,12/08/2013,Online Database Information Retrieval,Finance & Corporate Services,DOW JONES REUTERS BUS INTERACTIVE L,,Large,,5106196058,ICT Services,Factiva 2013-14,E1W 1AZ,954.00,
Communities & Local Government,DCLG,12/08/2013,Online Database Information Retrieval,Finance & Corporate Services,DOW JONES REUTERS BUS INTERACTIVE L,,Large,,5106196059,ICT Services,Factiva 2013-14,E1W 1AZ,954.00,
Communities & Local Government,DCLG,12/08/2013,Removals and Porterage,Finance & Corporate Services,D FURNELL PLANT SERVICES LTD,,Small,,5106196096,Transport,Hemel Hempstead to Victoria and return,HP1 7BT,342.00,
Communities & Local Government,DCLG,12/08/2013,Research,Neighbourhoods,E C HARRIS LLP,,Large,,5106196107,Operational Services,Cat 2 and 3 call off work,N1 9AB,"18,360.00",
Communities & Local Government,DCLG,12/08/2013,Services provided by other Govt Orgs,Finance & Corporate Services,RAILWAYS PENSION TRUSTEE CO LTD,,Large,,5106196102,Business and Commercial Services,Services provided by other Gov'ment Deps,DL3 6XR,"2,352.00",Yes
Communities & Local Government,DCLG,12/08/2013,Subscriptions,Finance & Corporate Services,ARCHIVES & RECORDS ASSCN (UK & IRE),,Micro,,5106196065,Subscriptions and Admissions,Membership Oct 13 to Sep 14 incl,TA1 1SW,275.00,
Communities & Local Government,DCLG,12/08/2013,Subscriptions,Finance & Corporate Services,OFFICE OF THE  PAYMASTER GENERAL (C,,,,5106196105,Subscriptions and Admissions,GES Annual Charges 2013-14 exc. VAT,SW1A 2HQ,"1,723.00",
Communities & Local Government,DCLG,12/08/2013,Subscriptions,Finance & Corporate Services,OFFICE OF THE  PAYMASTER GENERAL (C,,,,5106196105,Subscriptions and Admissions,GES Annual Charges 2013-14 inc. VAT,SW1A 2HQ,"7,850.00",
Communities & Local Government,DCLG,12/08/2013,Training,Finance & Corporate Services,EURO ACADAMY TAXES ECONOMICS & LAW,,Small,,2300002041,Development and Training,Technical Assistance for European Struct,10117,"-1,205.32",
Communities & Local Government,DCLG,12/08/2013,Training,Finance & Corporate Services,EURO ACADAMY TAXES ECONOMICS & LAW,,Small,,5106196085,Development and Training,Smart indicators for EU Funds 2014-2020,10117,857.06,
Communities & Local Government,DCLG,12/08/2013,Transitional Receipts,Localism,OFFICE OF THE PAYMASTER GENERAL (NN,,,,2100233475,,BRR Transitional Protection receipts August 2013,RH10 1UH,"2,434,400.00",
Communities & Local Government,DCLG,12/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,BIRMINGHAM CITY COUNCIL (NOT RATES),,Large,,7600005904,,Revenue Grant To Be Paid,B1 1BB,"26,926.27",Yes
Communities & Local Government,DCLG,12/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,COVENTRY UNIVERSITY ENTERPRISES LTD,,Medium,,7600005897,,Revenue Grant Clawback Offset,CV1 2TT,"-8,187.28",Yes
Communities & Local Government,DCLG,12/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,COVENTRY UNIVERSITY ENTERPRISES LTD,,Medium,,7600005897,,Revenue Grant To Be Paid,CV1 2TT,"15,340.16",Yes
Communities & Local Government,DCLG,12/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,COVENTRY UNIVERSITY ENTERPRISES LTD,,Medium,,7600005898,,Revenue Grant To Be Paid,CV1 2TT,"55,149.72",Yes
Communities & Local Government,DCLG,12/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,COVENTRY UNIVERSITY ENTERPRISES LTD,,Medium,,7600005903,,Revenue Grant To Be Paid,CV1 2TT,"13,787.09",Yes
Communities & Local Government,DCLG,12/08/2013,Work In Progress Pre-Cert 40373 Spend,Neighbourhoods,DNCC LIMITED,,Medium,,7600005833,,Revenue Grant To Be Paid,S41 7NA,"38,976.44",Yes
