Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1HP93,COMM. CENTRES - N/B/H        H,4.58
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1HSA1,N/B/ST HOSTEL - HOMELESS     K,38.26
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KB10,CITYBUILD ADMIN O/H          K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KE29,Cemeteries - General         K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KENG,MOT                          K,34.38
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KEWJ,Other Grounds Depot          K,29.09
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KEWK,Other Cleansing Depot        K,26.80
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KEWL,Leazes Lane Depot            K,63.52
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KEWM,Ayton Street Depot           K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFA2,Cruddas Park Nursery         K,15.60
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFBL,BYKER LODGE                  K,14.44
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFCL,CONNIE LEWCOCK HOUSE         K,12.68
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFJ1,Atkinson Rd Primary          K,13.88
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFL1,West Walker Primary          K,12.81
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFP3,St Cuthberts Comp(L)         K,13.64
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFS2,All Saints College Catering  K,-0.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFWC,WELFORD DAY CENTRE           K,13.32
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KFX2,School Meals Overhead        K,15.59
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KHD8,Heaton Park Depot            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ01,Security O/H                 K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ23,Cowgate/Montagu Wardens ERDF K,12.10
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ26,Scotswood Wardens            K,14.49
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ28,New Deal Wardens             K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ51,Security - C.I.T.            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ72,HQ Security                  K,85.74
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJ94,Security Services Delegated  K,516.22
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KJC1,Waverley First Sch           K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKA1,Avison St Dep-Ancill         K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKM2,Chilli Rd Modular            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKM7,Paddy Freemans Modul         K,15.12
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KKU5,CIVIC CENTRE CONTROL         K,61.80
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL2G,KENTON SCH SPORTS FACILITY   K,34.12
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL6F,Benwell Nature Park          K,62.06
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KL7B,Newburn Act Centre Outdoor   K,13.31
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KSA3,Nhoodsrvs Mobile Working     K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KTDA,City Design-Asset Management K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1KW28,Localised Working North      K,53.59
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MB22,Initial Response Service     E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MC03,Childrens Res Units General  E,23.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MG02,Ass & Care Man Elderly(Hosp) M,40.01
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MK31,Linbridge Drive              M,22.30
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MK61,In-House Day Care LD         M,13.62
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MK92,Community Links Floating SuppM,24.57
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MM01,Assess & Care Management MH  M,11.72
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR05,Information Technology       M,258.04
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR09,Business Continuity & Risk   E,24.48
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR15,Clifton Mount Office         M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1MR22,Brian Roycroft Centre        M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1V209,CITY CENTRE MANAGEMENT       K,23.60
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316935,Revenue,1VNLA,MANAGEMENT & ADMINISTRATION  K,34.38
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1CC24,TELECOMS                     C,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1CM00,IT MANAGEMENT & ADMIN        C,250.57
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1D520,Trading Standards            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DE46,i2- Byker NEC                K,68.42
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DE48,i8 - Lynwood NEC             K,43.41
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DE49,i4- Quayside NEC             K,246.65
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DF32,City Centre Tic              M,28.88
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DR03,Grainger Market              F,34.38
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DT08,Whitehouse Enterprise Centre F,15.34
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1DV10,Anderson House               F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EA34,Skills For Life FE Resources M,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EEB1,C&B CC Central Costs         E,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EED1,North Moor CC Central Costs  E,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EEJ7,Newburn Childrens Centre     E,39.60
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EEK3,Ouseburn Childrens Centre    E,17.13
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EEM1,North Fenham Children's CentrE,17.00
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EJ01,Aadministration              M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EJ53,High Heaton Branch Library   M,34.38
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EJ75,Newburn Branch Library       M,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1EP50,Play Service Riverside       E,35.26
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1FA53,Reg Of Births Deaths & Margs F,22.92
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1FP50,TRAINING UNIT                F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1FX00,CXO Overheads                F,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1HP01,Comm. Centres - Citywide     H,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KBAA,Building Contracts           K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KE14,Waste Disp Gen Overhead      K,2.33
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KE21,Brunswick Recycling Centre   K,22.14
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KE23,Sandhills                    K,97.32
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KE27,Cems And Crem Overhead       K,138.78
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KELA,Traffic Sig General Oh       K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,25 November 2011,AZZURRI COMMUNICATIONS LTD,5316936,Revenue,1KELD,Planned Maintenance SunderlanK,34.38
