Dep,Entity,Date, Expense Type, Expense Area,Supplier  ,Transaction Number, Amount, Invoice Description
DFID,DFID,14/01/2013,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,£806.65,
DFID,DFID,14/01/2013,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,£806.65,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,100020-101 ,£806.65,
DFID,DFID,14/01/2013,Training - Travel & Subsistence ,West and Southern Africa ,Pilgrims Group ,100068-101 ,£802.14,
DFID,DFID,14/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202333-101 ,£797.95,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£793.61,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101624-101 ,£793.45,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101624-101 ,£793.45,
DFID,DFID,14/01/2013,Air fares ,International Relations Division ,Corporate Travel Provider ,100240-101 ,£761.95,
DFID,DFID,14/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,WATERMATE PURIFICATION ZIMBABWE (PVT) LTD ,101638-103 ,£749.69,
DFID,DFID,14/01/2013,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£742.06,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-106 ,£736.39,
DFID,DFID,14/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202334-101 ,£733.55,
DFID,DFID,14/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-102 ,£721.59,
DFID,DFID,14/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£703.29,
DFID,DFID,14/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,100274-109 ,£699.60,
DFID,DFID,14/01/2013,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100008-101 ,£699.50,
DFID,DFID,14/01/2013,Data Network - land lines ,Business Solutions Division Level ,Level 3 ,200002-117 ,£698.94,
DFID,DFID,14/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,£691.01,
DFID,DFID,14/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,£689.04,
DFID,DFID,14/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,£689.04,
DFID,DFID,14/01/2013,Air fares ,International Finance Division ,Corporate Travel Provider ,202259-101 ,£684.87,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£670.67,
DFID,DFID,14/01/2013,Air fares ,Policy Division ,Corporate Travel Provider ,202373-103 ,£670.65,
DFID,DFID,14/01/2013,Air fares ,East and Central Africa ,Recipient name withheld ,101625-102 ,£669.22,
DFID,DFID,14/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£665.69,
DFID,DFID,14/01/2013,Air fares ,Research and Evidence Division ,Corporate Travel Provider ,202333-101 ,£665.69,
DFID,DFID,14/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-103 ,£662.02,
DFID,DFID,14/01/2013,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100008-104 ,£656.76,
DFID,DFID,14/01/2013,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-101 ,£643.49,
DFID,DFID,14/01/2013,Hotels - Accommodation only ,Business Solutions Division Level ,Corporate Travel Provider ,200001-101 ,£629.51,
DFID,DFID,14/01/2013,Air fares ,East and Central Africa ,Corporate Travel Provider ,101628-101 ,£623.79,
DFID,DFID,14/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£623.09,
DFID,DFID,14/01/2013,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£610.50,
DFID,DFID,14/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,202403-101 ,£609.09,
DFID,DFID,14/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201739-101 ,£597.11,
DFID,DFID,14/01/2013,Air fares ,East and Central Africa ,Recipient name withheld ,101625-104 ,£584.60,
DFID,DFID,14/01/2013,Cleaning Costs ,West and Southern Africa ,Yeane Enterprises ,101629-101 ,£582.99,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,203350-101 ,£578.09,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,203350-101 ,£578.09,
DFID,DFID,14/01/2013,Mobile telephones & accessories ,West and Southern Africa ,ECONET ,101638-104 ,£577.91,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£576.09,
DFID,DFID,14/01/2013,Travel documentation costs ,East and Central Africa ,Recipient name withheld ,101625-102 ,£570.72,
DFID,DFID,14/01/2013,Vehicle Petrol & Oil ,East and Central Africa ,TOTAL Uganda Ltd ,101635-101 ,£570.50,
DFID,DFID,14/01/2013,Air fares ,Conflict Humanitarian and Security Division ,Corporate Travel Provider ,100049-101 ,£566.65,
DFID,DFID,14/01/2013,Hotels - Accommodation only ,East and Central Africa ,Harmony  Hotel ,202991-101 ,£563.99,
DFID,DFID,14/01/2013,Electricity ,East and Central Africa ,Recipient name withheld ,101625-102 ,£561.68,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£556.41,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,202288-104 ,£556.41,
DFID,DFID,14/01/2013,Air fares ,Western Asia and Stabilisation Division ,Corporate Travel Provider ,101601-110 ,£551.68,
DFID,DFID,14/01/2013,Travel documentation costs ,West and Southern Africa ,Corporate Travel Provider ,101622-101 ,£544.84,
DFID,DFID,14/01/2013,Vehicle Repairs & Maintenance ,Asia  Caribbean and Overseas Territories ,Navana Toyota 3S Center ,100025-101 ,£516.48,
DFID,DFID,14/01/2013,Air fares ,Internal Audit ,Corporate Travel Provider ,100121-101 ,£505.70,
DFID,DFID,14/01/2013,Cleaning Costs ,West and Southern Africa ,Yeane Enterprises ,101629-101 ,£503.94,
DFID,DFID,15/01/2013,Aid Programme - Core contributions ,International Finance Division ,IBRD HSBC T ,200763-101 ,"£12,450,000.00",
DFID,DFID,15/01/2013,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,GH GIFMIS PROJECT  GHANA ,201584-101 ,"£3,120,500.40",
DFID,DFID,15/01/2013,Technical and Advisory Services ,West and Southern Africa ,MALARIA CONSORTIUM ,104223-101 ,"£901,572.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Policy Division ,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,114188-101 ,"£306,963.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS PRIVATE LTD ,113287-102 ,"£240,020.86",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Policy Division ,LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE ,114188-101 ,"£212,734.80",
DFID,DFID,15/01/2013,Aid Programme - Accountable Grant Payments ,Policy Division ,World Wide Web Foundation ,203318-101 ,"£137,919.33",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,CAPITA HELM CORPORATION LTD ,107448-101 ,"£107,578.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,201000-102 ,"£100,638.10",
DFID,DFID,15/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,ACTION AID INTERNATIONAL ,203400-104 ,"£89,936.00",
DFID,DFID,15/01/2013,Hardware - networking equipment ,Human Resources Security & Facilities Division ,KCOM Group Plc ,203716-101 ,"£68,340.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,201000-102 ,"£57,958.53",
DFID,DFID,15/01/2013,Technical and Advisory Services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,200221-107 ,"£38,188.31",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Research and Evidence Division ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203193-101 ,"£27,165.60",
DFID,DFID,15/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Lilleker Bros (Nigeria) Ltd ,100153-101 ,"£27,053.77",
DFID,DFID,15/01/2013,Hardware -Laptop PCs ,Business Solutions Division Level ,EQUANET LTD ,200003-154 ,"£25,860.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,East and Central Africa ,KPMG EAST AFRICA LTD ,201866-109 ,"£23,380.54",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,MAXWELL STAMP PLC ,107370-101 ,"£22,110.27",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Human Resources Security & Facilities Division ,Healix International Limited (Fees) ,202423-101 ,"£16,706.28",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Policy Division ,PATH ,202674-101 ,"£13,126.75",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,113963-101 ,"£12,982.66",
DFID,DFID,15/01/2013,Training - Course Fees ,West and Southern Africa ,Pilgrims Group ,101610-101 ,"£10,259.43",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202054-102 ,"£10,211.53",
DFID,DFID,15/01/2013,Facilities Management payments ,East and Central Africa ,WESTBURY ESTATE SERVICES LTD ,101634-101 ,"£9,520.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,East and Central Africa ,SAANA CONSULTING LTD ,200171-104 ,"£9,244.32",
DFID,DFID,15/01/2013,Technical and Advisory Services ,East and Central Africa ,KPMG EAST AFRICA LTD ,201866-109 ,"£8,281.54",
DFID,DFID,15/01/2013,Technical and Advisory Services ,West and Southern Africa ,HTSPE LTD ,202345-103 ,"£6,620.67",
DFID,DFID,15/01/2013,Technical and Advisory Services ,International Finance Division ,INSPIRIS ,111549-106 ,"£6,000.00",
DFID,DFID,15/01/2013,Other rentals ,Western Asia and Stabilisation Division ,Supplier Name withheld ,100011-110 ,"£5,909.98",
DFID,DFID,15/01/2013,Technical and Advisory Services ,West and Southern Africa ,Eva Oberg ,103269-101 ,"£5,803.09",
DFID,DFID,15/01/2013,Research & Development costs ,Research and Evidence Division ,THE UNIVERSITY OF YORK ,201642-101 ,"£5,700.00",
DFID,DFID,15/01/2013,Medical/Health Services ,West and Southern Africa ,HYGEIA HMO Ltd ,101622-101 ,"£5,491.87",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,TURNER & TOWNSEND ,100114-104 ,"£5,157.90",
DFID,DFID,15/01/2013,Contract & Agency Staff ,Business Solutions Division Level ,ALLEGIS GROUP LIMITED ,200001-101 ,"£5,148.00",
DFID,DFID,15/01/2013,Medical/Health Services ,West and Southern Africa ,HYGEIA HMO Ltd ,100152-101 ,"£4,142.99",
DFID,DFID,15/01/2013,Repairs  Maint  Alter - Removal & waste disposal services ,Human Resources Security & Facilities Division ,BYWATERS ,100187-101 ,"£3,045.74",
DFID,DFID,15/01/2013,Technical and Advisory Services ,West and Southern Africa ,Erika Schutze ,202536-103 ,"£3,007.76",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203309-103 ,"£2,975.00",
DFID,DFID,15/01/2013,Technical and Advisory Services ,Policy Division ,Suncity Travels and Tours ,203608-106 ,"£2,302.02",
DFID,DFID,15/01/2013,Data network- remote working ,Business Solutions Division Level ,IPNX Nigeria Ltd ,200002-121 ,"£1,754.65",
DFID,DFID,15/01/2013,Training - Course Fees ,International Relations Division ,GATEWAY LANGUAGE SERVICES LTD ,100086-101 ,"£1,490.62",
DFID,DFID,15/01/2013,Telephone Usage & services ,East and Central Africa ,MTN RWANDACELL ,101628-101 ,"£1,408.98",
DFID,DFID,15/01/2013,Training - Course Fees ,Business Solutions Division Level ,QA Limited ,200001-101 ,"£1,225.00",
DFID,DFID,15/01/2013,Oil - Other Utilities ,East and Central Africa ,British High Commission(Tsh) ,101634-101 ,£741.90,
DFID,DFID,15/01/2013,Cleaning Costs ,West and Southern Africa ,Recipient name withheld ,101610-101 ,£729.43,
DFID,DFID,15/01/2013,Gas ,East and Central Africa ,COFELY ,101628-101 ,£704.51,
DFID,DFID,15/01/2013,Furniture & Fittings ,West and Southern Africa ,Pekolyn Tech. Services ,101622-101 ,£694.32,
DFID,DFID,15/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED ,100201-101 ,£690.01,
DFID,DFID,15/01/2013,Facilities Management payments ,East and Central Africa ,THERMOCOOL UGANDA LIMITED ,101635-101 ,£672.74,
DFID,DFID,15/01/2013,Telephone Usage & services ,East and Central Africa ,RWANDATEL SA ,101628-101 ,£575.17,
DFID,DFID,15/01/2013,Travel documentation costs ,East and Central Africa ,Sion McGeever (Tsh) ,101634-101 ,£555.57,
DFID,DFID,15/01/2013,Furniture & Fittings ,West and Southern Africa ,Pekolyn Tech. Services ,100152-101 ,£523.78,
DFID,DFID,15/01/2013,Data Network - land lines ,Business Solutions Division Level ,Level 3 ,200002-117 ,£516.00,
DFID,DFID,16/01/2013,Aid Programme - Accountable Grant Payments ,Middle East & North Africa Division (MENAD) ,OXFAM INSTITUTIONAL INCOME ACCOUNT ,203119-102 ,"£3,310,290.00",
DFID,DFID,16/01/2013,Aid Programme - Partnership Programme Arrangements ,Policy Division ,CAFOD ,202669-101 ,"£1,044,410.25",
DFID,DFID,16/01/2013,Aid Programme - Humanitarian Material Relief Assistance and Services ,West and Southern Africa ,World Food  Programme ,203744-101 ,"£1,000,000.00",
DFID,DFID,16/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,OXFAM ,203183-103 ,"£970,734.00",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Communications Division ,VOLUNTARY SERVICE OVERSEAS ,202883-101 ,"£904,219.20",
DFID,DFID,16/01/2013,Subscriptions ,Research and Evidence Division ,Elsevier B.V. ,202348-103 ,"£25,186.67",Annual subscription (2013) for online indexing database for use by DFID advisers
DFID,DFID,16/01/2013,Technical and Advisory Services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL ,201139-101 ,"£441,928.23",
DFID,DFID,16/01/2013,Aid Programme - Partnership Programme Arrangements ,Policy Division ,INTERNATIONAL ALERT ,202687-101 ,"£434,790.00",
DFID,DFID,16/01/2013,Aid Programme - Accountable Grant Payments ,Western Asia and Stabilisation Division ,Supplier Name withheld ,201023-111 ,"£397,061.00",
DFID,DFID,16/01/2013,Technical and Advisory Services ,West and Southern Africa ,Abt Associates ,202342-102 ,"£316,851.78",
DFID,DFID,16/01/2013,Aid Programme - Humanitarian Material Relief Assistance and Services ,East and Central Africa ,UN OCHA ,202237-101 ,"£300,000.00",
DFID,DFID,16/01/2013,Aid Programme - Joint programme contribution ,Research and Evidence Division ,MET OFFICE ,200823-101 ,"£270,183.34",
DFID,DFID,16/01/2013,Aid Programme - Voluntary contributions ,Research and Evidence Division , OECD ,200300-101 ,"£250,000.00",
DFID,DFID,16/01/2013,Aid Programme - Accountable Grant Payments ,International Finance Division ,Results for Development Institute ,203314-101 ,"£187,355.00",
DFID,DFID,16/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,DMS AFRICA ,202594-101 ,"£28,979.44",Security film installed on windows of Secure Staff Accommodation and DFID office premises - South Sudan
DFID,DFID,16/01/2013,Technical and Advisory Services ,Research and Evidence Division ,AFRICAN CENTRE FOR TECHNOLOGY STUDIES ,112080-101 ,"£132,684.00",
DFID,DFID,16/01/2013,Research & Development costs ,West and Southern Africa ,HEALTH PARTNERS INTERNATIONAL ,200497-102 ,"£126,217.92",
DFID,DFID,16/01/2013,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,International Health Partners (UK) Ltd ,203783-102 ,"£100,000.00",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,CHRISTIAN AID ,113311-101 ,"£94,181.99",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,113963-101 ,"£84,391.39",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,113963-101 ,"£79,116.92",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,113963-101 ,"£79,116.92",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,113963-101 ,"£79,116.92",
DFID,DFID,16/01/2013,Aid Programme - Accountable Grant Payments ,International Relations Division ,UNESCO ,202791-101 ,"£75,933.69",
DFID,DFID,16/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£41,154.83",12 months Secure Staff Accommodation (Dec 12 - Dec 13) - Sudan
DFID,DFID,16/01/2013,Research & Development costs ,Research and Evidence Division ,Center for Strategic & International Studies  Inc. ,203239-101 ,"£71,419.43",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,201375-105 ,"£71,210.23",
DFID,DFID,16/01/2013,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Ghana Center for Democratic Development ,202477-103 ,"£31,757.71",
DFID,DFID,16/01/2013,Electricity ,Human Resources Security & Facilities Division ,EDF ENERGY ,100187-101 ,"£23,593.73",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,Integrity Research and Consultancy ,203702-101 ,"£20,000.00",
DFID,DFID,16/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,200581-117 ,"£19,931.92",
DFID,DFID,16/01/2013,Aid Programme - Programme Refunds ,Central Department Division ,Asian Development Bank (USA) ,202447-101 ,"£19,293.91",
DFID,DFID,16/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£17,401.64",
