 ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction Number, Amount, Invoice Description
DFID,DFID,11/03/2014,other information and communication technologies ,Asia  Caribbean and Overseas Territories ,WIREWORKS ,100114-104 ,"£3,335.12",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Crown Agents. ,202416-103 ,"£11,042.05",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,East and Central Africa ,HTSPE LTD ,204258-101 ,"£9,146.58",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,East and Central Africa ,REPIM ,113303-115 ,"£13,136.82",
DFID,DFID,11/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,The BOMA Project ,202619-103 ,"£117,121.30",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Doubletree by Hilton Dar es Salaam ,202394-103 ,£706.41,
DFID,DFID,11/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,203213-103 ,"£29,478.73",
DFID,DFID,11/03/2014,Air fares ,West and Southern Africa ,DANA Agency ,201958-103 ,£651.33,
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202660-101 ,"£1,885.82",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS PRIVATE LTD ,113287-102 ,"£17,969.76",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS PRIVATE LTD ,113287-102 ,"£27,787.21",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£10,553.00",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£11,878.90",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£49,893.50",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£61,054.20",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£80,787.00",
DFID,DFID,11/03/2014,Air fares ,Western Asia and Stabilisation Division ,Pace Travels ,202276-104 ,£669.94,
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Sarah Saeed ,113484-106 ,"£1,943.47",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Aghaz Consulting ,203029-104 ,"£3,573.73",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Coffey International Development,204024-101 ,"£19,778.86",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Research and Development Solutions (Private) Limited ,202413-103 ,"£24,260.70",
DFID,DFID,11/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,CHRISTIAN AID ,203400-110 ,"£118,733.00",
DFID,DFID,11/03/2014,Aid Programme - Accountable Grant Payments ,Middle East & North Africa Division (MENAD) ,CARE INTERNATIONAL UK ,203847-103 ,"£1,636,613.90",
DFID,DFID,11/03/2014,Research & Development costs ,Research and Evidence Division ,UNIVERSITY OF  OXFORD ,200425-101 ,"£489,278.61",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,UNIVERSITY OF BIRMINGHAM ,203339-102 ,"£69,135.82",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,Roger Drew ,203069-102 ,"£5,160.96",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203942-102 ,"£1,983.60",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203942-102 ,"£1,983.60",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-102 ,"£10,490.40",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Research and Evidence Division , University Of Oxford ,201727-101 ,"£21,909.00",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,International Finance Division ,Nathan Associates London Ltd ,114009-103 ,£703.73,
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,International Finance Division ,Nathan Associates London Ltd ,114009-101 ,"£16,266.15",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,International Finance Division ,Nathan Associates London Ltd ,114009-102 ,"£113,342.16",
DFID,DFID,11/03/2014,Project delivery costs - supplier services ,Policy Division ,HTSPE LTD ,202921-101 ,"£27,795.20",
DFID,DFID,11/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,POPULATION  SERVICES INTERNATIONAL ,202841-104 ,"£1,000,000.00",
DFID,DFID,12/03/2014,Oil - Other Utilities ,West and Southern Africa ,Bilad Investment Limited ,100152-105 ,"£4,302.49",
DFID,DFID,12/03/2014,Hardware -monitors ,Asia  Caribbean and Overseas Territories ,Pulser Computer & Network ,100025-101 ,£607.81,
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,100025-101 ,"£1,932.82",
DFID,DFID,12/03/2014,Training - Course Fees ,International Relations Division ,INSTITUT FRANCAIS ,100086-101 ,£720.00,
DFID,DFID,12/03/2014,Electricity ,Group Operations ,EDF ENERGY ,100106-101 ,"£14,221.86",
DFID,DFID,12/03/2014,Contract & Agency Staff ,Group Operations ,MANPOWER PLC ,100161-101 ,"£2,865.50",
DFID,DFID,12/03/2014,Contract & Agency Staff ,Group Operations ,MANPOWER PLC ,100161-101 ,"£2,922.06",
DFID,DFID,12/03/2014,Contract & Agency Staff ,Group Operations ,MANPOWER PLC ,100161-101 ,"£3,167.13",
DFID,DFID,12/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,200002-185 ,"£2,312.50",
DFID,DFID,12/03/2014,Data Network - land lines ,Business Solutions Division Level ,VERIZON UK LIMITED ,200002-126 ,"£3,017.06",
DFID,DFID,12/03/2014,Hotels - Accommodation only ,Research and Evidence Division ,Recipient name withheld ,100039-110 ,£703.58,
DFID,DFID,12/03/2014,Training Providers/Facilitation Services ,Research and Evidence Division , International Development UEA ,100088-119 ,"£1,500.00",
DFID,DFID,12/03/2014,Training Providers/Facilitation Services ,International Finance Division ,EML Learning Ltd. ,202259-101 ,£780.00,
DFID,DFID,12/03/2014,Vehicle Petrol & Oil ,West and Southern Africa ,Shell Ghana Limited ,101613-101 ,£733.84,
DFID,DFID,12/03/2014,Repairs  Maintenance and Alterations - Other Building Costs ,West and Southern Africa ,Glass Kings ,101618-101 ,£991.78,
DFID,DFID,12/03/2014,Mobile telephones & accessories ,West and Southern Africa ,MCell ,101620-101 ,"£1,408.81",
DFID,DFID,12/03/2014,Electricity ,West and Southern Africa ,Power Holding co of Nigeria ,101622-105 ,£640.33,
DFID,DFID,12/03/2014,Electricity ,West and Southern Africa ,Power Holding co of Nigeria ,101622-105 ,£659.88,
DFID,DFID,12/03/2014,Electricity ,West and Southern Africa ,Power Holding co of Nigeria ,101622-105 ,"£1,116.48",
DFID,DFID,12/03/2014,Electricity ,West and Southern Africa ,Power Holding co of Nigeria ,101622-105 ,"£1,454.32",
DFID,DFID,12/03/2014,Electricity ,West and Southern Africa ,Power Holding co of Nigeria ,101622-105 ,"£1,512.68",
DFID,DFID,12/03/2014,FCO shared service charges ,West and Southern Africa ,British High Commission ,101629-101 ,£950.15,
DFID,DFID,12/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101638-103 ,"£3,607.94",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101638-103 ,"£4,149.13",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101638-103 ,"£4,509.92",
DFID,DFID,12/03/2014,Hotels - Accommodation only ,East and Central Africa ,Harmony  Hotel ,101612-101 ,£687.16,
DFID,DFID,12/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101612-101 ,"£11,011.43",
DFID,DFID,12/03/2014,Air fares ,East and Central Africa ,Recipient name withheld ,101635-101 ,£953.99,
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£1,595.49",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£1,823.42",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£1,914.59",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£2,632.56",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,418.91",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,646.83",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,646.83",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,646.83",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£3,692.42",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,111.24",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,460.44",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,558.54",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,672.51",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,672.51",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£4,672.51",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£5,242.32",
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101603-101 ,"£5,395.04",
DFID,DFID,12/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,PEARL CONTINENTAL HOTEL LAHORE ,101624-101 ,"£1,112.52",
DFID,DFID,12/03/2014,Training - Course Fees ,Western Asia and Stabilisation Division ,Capita  Business Services ,101624-101 ,"£3,935.37",
DFID,DFID,12/03/2014,Vehicle Hire Charges ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£516.24,
DFID,DFID,12/03/2014,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£4,283.04",
DFID,DFID,12/03/2014,Data Network - land lines ,International Relations Division ,Foreign & Commonwealth Office ,201711-101 ,£575.55,
DFID,DFID,12/03/2014,Hostile Environment Training ,Research and Evidence Division ,Pilgrims Group ,202392-103 ,£540.00,
DFID,DFID,12/03/2014,Hostile Environment Training ,Research and Evidence Division ,Pilgrims Group ,202392-103 ,"£1,452.42",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203944-102 ,"£2,371.20",
DFID,DFID,12/03/2014,Data Network - land lines ,Business Solutions Division Level ,VODAFONE LIMITED ,203329-103 ,"£2,312.50",
DFID,DFID,12/03/2014,Furniture & Fittings ,Group Operations ,Flexiform Business Furniture Limited ,203716-101 ,"£3,823.20",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,East and Central Africa ,ECDPM ,102461-102 ,"£89,078.20",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Habtamu Ayalneh  ,202913-101 ,"£2,750.56",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Abbi Mamo  Kedir  ,202913-101 ,"£3,162.46",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,East and Central Africa ,ATOS CONSULTING LIMITED ,202327-101 ,"£30,867.02",
DFID,DFID,12/03/2014,Fund monies to be managed and dispersed by the supplier ,East and Central Africa ,HTSPE LTD ,203574-109 ,"£222,631.00",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,East and Central Africa ,IPA-International Procurement Agency (BV) ,200787-109 ,"£2,862.86",
DFID,DFID,12/03/2014,Contraceptives ,East and Central Africa ,IPA-International Procurement Agency (BV) ,202420-103 ,"£12,022.77",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,East and Central Africa ,  KPMG Uganda ,202692-102 ,"£80,605.80",
DFID,DFID,12/03/2014,DFID Purchased Relief Supplies ,East and Central Africa ,IPA-International Procurement Agency (BV) ,200787-109 ,"£97,046.21",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202539-106 ,"£77,319.60",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,RE-ACTION ,200546-101 ,"£392,564.00",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Futures Group Europe ,202819-102 ,"£9,870.00",
DFID,DFID,12/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CAMFED ,202493-101 ,"£168,377.58",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Anton Eberhard ,201433-104 ,"£4,755.11",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Oyeleye Abiodun ,204438-101 ,"£6,012.64",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Dr Dayo Lajide ,204438-101 ,"£6,055.30",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Komna Oladipo Sessi ,204438-101 ,"£6,227.76",
DFID,DFID,12/03/2014,Educational Supplies/Aids ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,107480-102 ,"£1,449.93",
DFID,DFID,12/03/2014,Office Equipment - Purchases ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,113287-103 ,"£1,689.47",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202660-101 ,"£4,114.67",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,107548-101 ,"£8,986.17",
DFID,DFID,12/03/2014,DFID Purchased Relief Supplies ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,114175-107 ,"£9,623.18",
DFID,DFID,12/03/2014,Office Equipment - Purchases ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,107480-102 ,"£14,955.36",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202660-101 ,"£71,482.32",
DFID,DFID,12/03/2014,DFID Purchased Relief Supplies ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,107402-107 ,"£96,738.86",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,HSBC Bank plc ,203908-101 ,"£10,000.00",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202433-103 ,"£17,077.20",
DFID,DFID,12/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Western Asia and Stabilisation Division ,Dech Enterprise (Private) Ltd ,203967-101 ,"£10,879.31",
DFID,DFID,12/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,YAYASAN KEANEKARAGMAN HAYATI INDONESIA - KEHATI ,202799-101 ,"£119,014.00",
DFID,DFID,12/03/2014,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Embassy of Denmark Hanoi ,202951-101 ,"£34,062.83",
DFID,DFID,12/03/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,£531.88,
DFID,DFID,12/03/2014,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,£558.62,
DFID,DFID,12/03/2014,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-105 ,£608.34,
DFID,DFID,12/03/2014,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,£882.26,
DFID,DFID,12/03/2014,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£5,557.16",
DFID,DFID,12/03/2014,Aid Programme - Joint programme contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£7,855.92",
DFID,DFID,12/03/2014,Aid Programme - Trust Funds contributions ,International Finance Division ,IBRD HSBC T ,203331-101 ,"£8,000,000.00",
DFID,DFID,12/03/2014,Research & Development costs ,Research and Evidence Division ,London School of Hygiene and Tropical Medicine ,201447-101 ,"£217,818.28",
DFID,DFID,12/03/2014,Project delivery costs - supplier services ,Policy Division ,The Law & Development Partnership ,203950-103 ,"£41,297.00",
