Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type, , 
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115153,13.11,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115153,13.89,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Taxi Services UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115153,24.91,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Rail Travel UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115153,120.88,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115154,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115154,44.44,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Rail Travel UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115155,8.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115155,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115155,11.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",115156,5.75,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",115157,6.95,,,EMPLOYEE,,,Administration,,
