Title,Place,Date,Edition,Author,Publisher
Intute: social sciences: law,,,,
The invasion of France and Germany 1944-1945,,,,"MORISON, SAMUEL ELIOT"
Investigation into the King's Cross Underground Fire,,,,Her Majesty's Stationery Office
Investment in network expansion under uncertainty,,,,"Midler, J. L"
"""Invicta"": with the first battalion the Queen's Own Royal West Kent Regiment in the Great War",,,,"Molony, C. V"
Ionian vision: Greece and Asia Minor 1919-1922,,,,"Llewellyn Smith, Michael"
IQ,,,,
"Iran: country profile, 1995-1996",,,,
Iran: From Religous Dispute to Revolution,,,,"Fischer, M.M.J"
Iraq: land of two rivers,,,,"YOUNG, GAVIN"
Iraqi liberation ?: towards an integrated strategy,,,"Oxford Research Group,",
Iraq's odious debts [electronic resource],,,,
Ireland for ever,,,,"Crozier, F.P"
Ireland since the Rising,,,,"COOGAN, TIM PAT"
Ireland's Secret Service in England,,,,"Brady, E.M"
"The Irish Guards in the Great War, Vol. 1",,,,"KIPLING, RUDYARD"
"The Irish Guards in the Great War, Vol. 2",,,,"KIPLING, RUDYARD"
Irish Guards journal,,,,
The Irish question 1840-1921,,,,"Mansergh, N"
"The Irish Uprising, 1916-1922",,,,"Lieberson, Goddard"
The Iron Duke: the regimental journal of the Duke of Wellington's Regiment (West Riding),,,,
IRS employment review,,,,
Is bombing decisive?,,,,"Miksche, Ferdinand Otto"
Islamists in the Arab world : the dance around democracy,,,,"FULLER, GRAHAM E"
Island refuge: Britain and the refugees from the third reich 1933-1939,,,,"Sherman, A. J"
Islands in a forgotten sea,,,,"Bulpin, T.V"
ISM - October 1996,,,,
Issues in NASA Program and Project Management,,,,"Hoban, Francis T"
Issues in NASA Program and Project Management (NASA SP-6101(02),,,,"Hoban, Francis T"
ISSUP Bulletin (University of Pretoria),,,,
IT Management: Case Studies (1996),,,,
IT Service Management: Pocket Guide (1994),,,,
Italian Adriatic,,,,
The Italian Campaign: a novel,,,,"Mohrt, Michel"
Italian in three months,,,,HUGO
Italian warships of World War II,,,,"Fraccaroli, Aldo"
Italy A modern History,,,,"Smith, D. M"
Italy after Facism: a political history,,,,"Mammarella, Guiseppe"
Italy: an historical survey,,,,"Bernard, J.F"
"Italy and the great war: politics and culture, 1870-1915",,,,"Thayer, J. A"
ITSA Annual Report and Accounts 1997-1998,,,,Her Majesty's Stationery Office
Jackals of the Reich,,,,"SETH, R"
Jackets of Green,,,,"BRYANT, ARTHUR"
Jaguar - Coltishall Station magazine,,,,
Jambo Effendi : Seven years with the The King's African Rifles,,,,"GRAHAME, IAIN"
"James Cook, Royal Navy",,,,"Finkel, George"
The Jameson Raid,,,,Hole H M,
Jameson's Raid,,,,LONGFORD E,
Jammu and Kashmir arms: history of the J&K rifles,,,,"Palit, D.K",
Jane's 1981-1982 Aviation Annual,,,,"Taylor,Michael J.H",
Janes Aerial Submarines,,,2000,,
"Jane's battlefield surveillance systems, 1992/93",,,,,
"Jane's battlefield surveillance systems, 1993/94",,,,,
"Jane's battlefield surveillance systems, 1994/95",,,,,
"Jane's containerisation directory, 1989-90",,,,,
Jane's Defence industry,,,,,
Jane's defence systems modernisation,,,,,
Jane's Defence Weekly,,,,,
Jane's Foreign Report,,,,,
Jane's Intelligence Review,,,,,Jane's
Jane's military exercise & training monitor,,,,,
"Jane's military training systems, 1992-93",,,,,
"Jane's military training systems, 1993-94",,,,
Jane's Police Review,,,,
"Jane's security and co-in equipment, 1992-93",,,,
"Jane's security and co-in equipment, 1994-95",,,,
Janes Soviet intelligence review monthly,,,,
Japan at war,,,,"COLLIER, BASIL"
Japan at war 1937-1945,,,,"Argyle, C.J"
Japan in China,,,,"Bisson, T.A"
The Japanese Army in North China 1937-1941,,,,"Lincol, L"
Japanese Infantry Weapons,,,,"MCLEAN, DONALD B"
Japanese Naval and Merchant Shipping Losses,,,,Joint Army-Navy assessment Committee
Japanese Naval Vesels at the end of War,,,,"Fukuji, Shizuo"
The Japanese on Trial,,,,"Piccigallo, P H"
Japanese warships of World War II,,,,"Watts, A.J"
Japan's war at sea,,,,"THOMAS, D.A"
The Japenese Air Forces in WWII,,,,
Jet,,,,"Whittle, Frank"
JFQ Joint forces quarterly,,,,
"Job aid for designated officers, Vol. 1: Assuming responsibility for a contract",,,,
"Job aid for designated officers, Vol. 2: Using the statement of requirements",,,,
"Job aid for designated officers, Vol. 3: Achieving contractual compliance",,,,
"Job aid for designated officers, Vol. 4: Implementing changes to a contract",,,,
Job of work defence: looks at the FI,,,,
Joint Committee on Statutory Instruments - Session 1997-98 - 14th Report,,,,Her Majesty's Stationery Office
Joint medical doctrine,,,,
Joint warfare publication 0-01.1: United Kingdom glossary of joint & multinational terms & definitions,,,,MOD
Journal d'un combattant Viet-Minh,,,,Ngo-van-chieu
The journal of a slave trader (John Newton) 1750-1754,,,,"MARTIN, BERNARD"
Journal of conflict and Security Law,,,,
Journal of defence science,,,,
Journal of Information Technology,,,,
Journal of intelligence and counterintelligence,,,,
Journal of international affairs,,,,
The journal of Jeffrey Amherst,,,,"Amherst, Jeffery"
Journal of military history,,,,
"The Journal of Military Studies, Vol 6 December 1993, Number 4",,,,
"Journal of modern African studies: a quarterly survey of politics, economics & related topics in contemporary Africa",,,,
Journal of Planning & Environment Law,,,,
Journal of Political and Military Sociology,,,,
Journal of the Australian Naval Institute,,,,
The Journal of the C.I.V. in South Africa,,,,"MacKinnon, W. H"
Journal of the Military Provost Staff Corps,,,,
Journal of the Operational Research Society,,,,
Journal of the orders and medals research society,,,,"ALDRED, M"
Journal of the Royal Army Chaplains' Department,,,,
Journal of the Royal Army Medical Corps,,,,
Journal of the Royal Artillery,,,,
Journal of the Royal Highland Fusiliers (Princess Margaret's Own Glasgow and Ayrshire Regiment),,,,
Journal of the Royal Signals Institution,,,,
Journal of the Society for Army Historical Research,,,,
Journalists at work,,,,"TUNSTALL, JEREMY"
JPRS Report: Science and technology: Central Eurasia: 26 May 1994,,,,
JSP 325 1988-1989 1 box,,,,
JSP 325 89-92: 3 bundles,,,,
JSP 420 Publishing your MOD Book,,,,MOD
JSP 420 : Publishing your MoD book,,,,MINISTRY OF DEFENCE
Judicial Pensions and Retirement Act 1993: Chapter 8,,,,Her Majesty's Stationery Office
Juggernaut: a history of the Soviet Armed Forces.,,,,"Mackintosh, Malcomn"
Jungle Alliance,,,,Lebra J C
Just and unjust wars,,,[1st],"WALZER, MICHAEL"
Just the job,,,,Morton G J
Jutland to junkyard,,,,"George, S. C"
K. A. R.: being an unofficial account of the origin and activities of the King's African Rifles,,,,"LLOYD-JONES, W"
Karari: the Sudanese account of the Battle of Omdurman,,,,"ZULFO, ISMAT HASAN"
The Kashmir story,,,,"Sharma, B. L"
The Kensingtons: 13th London Regiment,,,,"Hollier, Sgt. H. M
Bailey, O.F"
Kent airfields in the Battle of Britain,,,,Kent Aviation Historical Research Society
Kent and County of London yeomanry (sharpshooters): presentation of the Guidon,,,,
Kenya Diary 1902 - 1906,,,,Meinertzhagen Col. R
"The Kersten memoirs, 1940-1945",,,,"KERSTEN, FELIX"
Key abstracts: high-temperature superconductors,,,,
KG 200: The Force with no Face,,,,"Gillman, J D and Clive"
KG 200: the true story,,,,"Stahl, P. W"
"The Killing Ground: The Battle of the Falaise Gap, August 1944",,,,"Lucas, J & Barker"
King Edward the Seventh,,,,"Magnus,P"
"King George V's Own Central India Horse: regimental history, Vol. 2",,,,"Filose, A. A"
The kingdom,,,,"LACEY, ROBERT"
The Kingdom of the Scots,,,,"Barrow, G.W.S"
The Kings African Rifles: a study in the military history of East and Central Africa 1890-1945,,,,"MOYSE-BARTLETT, H"
the King's Own Scottish Borderers' Chronicle: the regimental magazine of the King's Own Scottish Borderers,,,,
"The king's own: the story of a Royal regiment Vol 2, 1814-1914",,,,"Cowper, L.I"
The King's Own: the story of a royal regiment Vol III 1914-1950,,,,"Cowper, Colonel"
"The King's own: the story of a Royal regiment VOL1, 1680-1814",,,,"Cowper, L.I"
King's Royal Hussars regimental journal,,,,
The king's Shropshire Light Infantry,,,,Moulsdale J R B
The Kings Shropshire Light Infantry (The  53rd/85th Regiment of Foot),,,,"Moulsdale, J. R. B"
Kingsman,,,,
Kitchener's army and the territorial forces,,,,"WALLACE, EDGAR"
Kitchener's Pioneers,,,,MOORE G
The knapsack and pack,,,,"Renbourn, E. T"
The Knights of Bushido: a short history of Japanese war crimes,,,,"RUSSELL OF LIVERPOOL, LORD"
Knitting for the Army,,,,
"Knowledge organization: international journal devoted to concept, theory, classification, indexing and knowledge representation",,,,
Knowledge Strengthens the Arm,,,,"Skillen,H"
The knowledgeable state,,,,"PEARTON, MAURICE"
A knowledge-based operating system,,,,"Blair, Gordon S"
Kohima,,,,"SWINSON, A"
"Konfrontasi, The Indonesia-Malaysia Dispute 1963-1966",,,,Mackie J A C
Konrad Adenaur 1876-1967,,,,"PRITTIE, TERENCE"
The Koran : a very short introduction,,,New ed.,"COOK, MICHAEL"
The K.O.S.B. in the Great War,,,,"GILLON, S"
"Kriegsgeschichte der 12.SS-Panzerdivision ""Hitlerjugend"" 1",,,,"Meyer, H"
Kukri: the journal of the Brigade of Gurkhas,,,,
The Kurdish question in Iraq,,,,"GHAREEB, EDMUND"
The Kurds,,,,"Bois, Thomas"
"The Kurds, 3rd ed.",,,,"SHORT, MARTIN"
The Kurds: an historical and political study,,,,"Arfa, Hassan"
Kurds Turks And Arabs,,,,Edmonds C J
Kut: the death of an army,,,,"MILLAR, RONALD"
La Guerre De Chaco,,,,Review des Troupes Coloniales
"La marina militare nel suo primo secolo di vita, 1861-1961",,,,
La politique militaire de la Cinquieme Republique,,,,"Ruehl, Lothar"
Laarbruch listener,,,,,
The Labour Government 1964 - 1970: a personal record,,,,"WILSON, HAROLD",
The Lafayette Flying Corps - Vol !,,,,"HALL, J N",
The Lafayette Flying Corps - Vol 2,,,,"HALL, J N",
The Lancashire Fusiliers,,,,Ray C,
The Lancashire Fusiliers: Salford Brigade,,,,"BARLOW, M",
The Lancashire Lad,,,,,
Lancaster in action,,,,"Mackay, R. S. G",
Land clauses consolidation Act 1845 Ch.18,,,,,
Land Compensation Act 1973,,,,Her Majesty's Stationery Office,
Land Drainage Act 1991,,,,,
Land power: the coalition and Iraqi armies,London,1991,,"RIPLEY, TIM",Osprey
"Land Powers (Defence) Act, 1958",,,,,
Land Registration Act 1986 Chapter 26,,,,Her Majesty's Stationery Office,
Land Registration Act 1988 Chapter 3,,,,Her Majesty's Stationery Office,
The land-locked lake,,,,"Hanbury-Sparrow, A. A",
"Landlord and Tenant Act,1927 Ch.36",,,,Her Majesty's Stationery Office
Landlord and Tenants Bulletin,,,,
The lands between  - a history of East-Central Europe since the Congress of Vienna,,,,"PALMER, A"
Land's End and the Lizard,,,,Ordnance Survey sheet 203
"Langenscheidt's Russian/English, English/Russian dictionary",,,,
L'armement De L'infanterie FRANCAISE 1918-1940,,,,Gazette des armes
The Laser Guidebook,,,,"HECHT, JEFF"
The last blue mountain,,,,"BARKER, R"
Last call for HMS Edinburgh,,,,"PEARCE, FRANK"
The last ditch,,,,"LAMPE, DAVID"
The last offensive,,,,"MACDONALD, CHARLES B"
The last voyage of Drake & Hawkins,,,,"Andrews, Kenneth R"
The lasting honour,,,,"LINDSAY, OLIVER"
Later history of the Ironsides/ C H Firth,,,,"FIRTH, C H"
The later middle ages in England 1216-1485,,,,"WILKINSON, B"
Latin American Spanish,,,,"Gifford, Donald S"
Latvia in 1939-1942,,,,latvian Legation
The Law Commission and the Scottish Law Commission,,,,
The Law Commission - Charging orders,,,,
Law of Landlord & Tenant,,,,
"Law of Property Act,1925",,,,Her Majesty's Stationery Office
Law reports of trials of war criminals: Vol 1,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 10: The I. G. Farben and Krupp trials,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 11,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 12: The German High Command Trial,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 13,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 14,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 15: Digest of laws and cases,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 2: The Belsen Trial,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 3,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 4,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 5,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 6,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 7,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 8,,,,United Nations. War Crimes Commission
Law reports of trials of war criminals: Vol 9,,,,United Nations. War Crimes Commission
Lawbore,,,,
Lawlinks,,,,
"Le Regiment de Maisonneuve vers la victoire, 1944-1945",,,,"Marchand, G"
Le temps des verites,,,,"Navarre, Henri"
Le train en Indochine,,,,"Couget, Georges"
A Leader of Men (Major Sydney Harold Baker),,,,"BAKER, J"
Leaders Direct,,,,
Leaders UK,,,,
Leads the field: the history of No. 12 Squadron Royal Air Force,,,,"MASON, T"
League of Nations - Bolivia / Paraguay Despute 1934,,,,League of Nations
The Ledo road,,,,"Anders, L"
"Lee, a biography",,,,"Dowdey, C"
The Lee: British Service rifle from 1888 to 1950,,,,"Dynes, Robert J"
The Lee-Enfield Rifles,,,,Reynolds E G B
Legal Information Management,,,,
Leonid Iiyich Brezhnev: a short biography,,,,
Les 170 jours de Dien Bien Phu,,,,"BERGOT, ERWAN"
Les guerres des Antilles: de 1793 a 1815,,,,"Poyen, H"
Les officiers francais face au Vietminh 1945-1954,,,,"Ferrandi, Jean"
Lessons from the Vietnam War,,,,"Menaul, Stewart W. B"
Lessons from two recent wars,,,,"LANGLOIS, H"
Letters from the Abor Expedition,,,,"Lindsay, A B"
Levels of repair  - end or means?,,,,"Waina, Richard B"
"Leyte, June 1944 - January 1945",,,,"Morison, S. E"
Leyte: the return to the Philippines,,,,"Cannon, M. Hamlin"
The Liberators: inside the Soviet Army,,,,"SUVOROV, VIKTOR"
Library hi tech news,,,,
Library Review,,,,
Licensing Act 1988,,,,
Liddell HArt's History of the Second World War,,,,"Liddell Hart, B. H"
Life and Letters of Sir Gilbert Elliot first Earl of Minto from 1751 to 1806,,,,The Countess of Minto
Life and Letters of Sir Gilbert Elliot First Earl of Minto from 1751 to 1806 Vol I,,,,The Countess of Minto
Life and Letters of Sir Gilbert Elliot first Earl of Minto from 1751 to 1806 vol III,,,,The Countess of Minto
The life and times of Sukarno,,,,"Penders, C. L. M"
The Life Guards,,,,Cannon R
Life in the occupied area,,,,"Tynan, K"
The Life of Colonel Pownoll Phipps,,,,"Phipps, P W"
The life of Field-Marshal Sir Frederick Paul Haines,,,,"Rait, Robert S"
Life of General Nathan Bedford Forrest,,,,"Wyeth, J.A"
Life of General the Right Hon Sir Redvers Buller - Vol I,,,,"Melville, C. H"
"Life of General the Right Hon Sir Redvers Buller, Vol II",,,,"Melville, C. H"
The Life of John Churchill Duke of Marlborough Vol 1,,,,"Wolseley, Garnet Joseph Wolseley"
The Life of John Churchill Duke of Marlborough Vol 2,,,,"Wolseley, Garnet Joseph Wolseley"
Life of Robert Marquis of Salisbury Vol 1 1830-1868,,,,"Cecil, Gwendolen"
Life of Robert Marquis of Salisbury Vol ll 1868-1880,,,,"Cecil, Gwendolen"
The life & times of Henry V,,,,"Earle, P"
