Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,15/04/2010,PANEL FEES PROPERTY SERVICES,SOUTH WEST,DTZ DEBENHAM TIE LEUNG,287610,687.5
Communities and Local Government,Homes and Communities Agency,15/04/2010,PANEL FEES PROPERTY SERVICES,SOUTH WEST,DTZ DEBENHAM TIE LEUNG,287596,1950
Communities and Local Government,Homes and Communities Agency,15/04/2010,LANDSCAPE MAINT-FUTURE CRA DIS,SOUTH EAST,ENGLISH LANDSCAPES LIMITED,286784,4100.2
Communities and Local Government,Homes and Communities Agency,15/04/2010,PANEL FEES PROPERTY SERVICES,SOUTH WEST,GVA GRIMLEY,286563,5215
Communities and Local Government,Homes and Communities Agency,15/04/2010,DISPOSAL FEES-LEGAL,SOUTH WEST,PINSENT MASONS,286265,1762.8
Communities and Local Government,Homes and Communities Agency,15/04/2010,LEGAL FEES,SOUTH WEST,PINSENT MASONS,286281,1055.6
Communities and Local Government,Homes and Communities Agency,15/04/2010,LEGAL FEES,SOUTH WEST,PINSENT MASONS,286288,6883.5
Communities and Local Government,Homes and Communities Agency,15/04/2010,SIGNS & NOTICEBOARDS,SOUTH WEST,RALLEY LTD,287606,520
Communities and Local Government,Homes and Communities Agency,15/04/2010,SECURITY,SOUTH WEST,SAFE ESTATES SERVICES LTD,287506,124.18
Communities and Local Government,Homes and Communities Agency,15/04/2010,SECURITY,SOUTH WEST,SAFE ESTATES SERVICES LTD,287506,425.82
Communities and Local Government,Homes and Communities Agency,15/04/2010,SECURITY,SOUTH WEST,SAFE ESTATES SERVICES LTD,287502,610
Communities and Local Government,Homes and Communities Agency,15/04/2010,SECURITY,SOUTH WEST,SAFE ESTATES SERVICES LTD,287499,700
Communities and Local Government,Homes and Communities Agency,15/04/2010,SECURITY,SOUTH WEST,SAFE ESTATES SERVICES LTD,287500,957.5
Communities and Local Government,Homes and Communities Agency,15/04/2010,SECURITY,SOUTH WEST,SAFE ESTATES SERVICES LTD,287503,1310
Communities and Local Government,Homes and Communities Agency,15/04/2010,MANAGEMENT COSTS,WEST MIDLANDS,GVA GRIMLEY,286940,2000
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,BARRATT DEVELOPMENTS PLC,40745,21750
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,HOUSING 21,40705,1552500
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,J S BLOOR (TAMWORTH),40750,28000
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,J S BLOOR (TAMWORTH),40748,31650
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,J S BLOOR (TAMWORTH),40749,315060
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MORRIS HOMES LTD,40747,10000
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ORBIT HOUSING GROUP LTD,40713,1500
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ORBIT HOUSING GROUP LTD,40714,1500
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40721,38370
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40722,38370
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40718,51683
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40724,72356
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40719,217070
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40725,241189
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40715,275644
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40723,275644
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40716,310100
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40720,460440
Communities and Local Government,Homes and Communities Agency,15/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,40717,516833
Communities and Local Government,Homes and Communities Agency,15/04/2010,LEGAL FEES,YORKSHIRE & THE HUMBER,BERWIN LEIGHTON PAISNER,286680,775.74
Communities and Local Government,Homes and Communities Agency,15/04/2010,LEGAL FEES,YORKSHIRE & THE HUMBER,BERWIN LEIGHTON PAISNER,286681,2232.7
Communities and Local Government,Homes and Communities Agency,15/04/2010,FENCE MAINTENANCE,YORKSHIRE & THE HUMBER,J W OUSBY & SON LTD,287043,4380
Communities and Local Government,Homes and Communities Agency,15/04/2010,FENCE MAINTENANCE,YORKSHIRE & THE HUMBER,J W OUSBY & SON LTD,287043,19110
Communities and Local Government,Homes and Communities Agency,15/04/2010,GROUNDS MAINTENANCE GENERAL,YORKSHIRE & THE HUMBER,J W OUSBY & SON LTD,287044,1160
Communities and Local Government,Homes and Communities Agency,15/04/2010,GROUNDS MAINTENANCE GENERAL,YORKSHIRE & THE HUMBER,J W OUSBY & SON LTD,287044,1766
Communities and Local Government,Homes and Communities Agency,15/04/2010,INTERNAL BUILDING MAINTENANCE,YORKSHIRE & THE HUMBER,JOHNSON POOLE & BLOOMER,286878,449
Communities and Local Government,Homes and Communities Agency,15/04/2010,INTERNAL BUILDING MAINTENANCE,YORKSHIRE & THE HUMBER,KEY WEST PEST CONTROL,286865,640
Communities and Local Government,Homes and Communities Agency,15/04/2010,INTERNAL BUILDING MAINTENANCE,YORKSHIRE & THE HUMBER,ROBINSONS PRESERVATION LTD,287038,2490
Communities and Local Government,Homes and Communities Agency,15/04/2010,FENCE MAINTENANCE,YORKSHIRE & THE HUMBER,SHS LTD,286874,937
Communities and Local Government,Homes and Communities Agency,15/04/2010,ECONOMIC APPRAISAL,YORKSHIRE & THE HUMBER,GENECON,286993,2200
Communities and Local Government,Homes and Communities Agency,15/04/2010,MANAGEMENT COSTS,YORKSHIRE & THE HUMBER,MONTAGU EVANS,287027,500
Communities and Local Government,Homes and Communities Agency,15/04/2010,MANAGEMENT COSTS,YORKSHIRE & THE HUMBER,MONTAGU EVANS,287028,500
Communities and Local Government,Homes and Communities Agency,15/04/2010,MANAGEMENT COSTS,YORKSHIRE & THE HUMBER,MONTAGU EVANS,287032,500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,40782,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,40783,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,40784,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,40785,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,GALLIFORD TRY PLC,40798,20242
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,WESTBURY PARTNERSHIPS - PROJECTS,40787,19493
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,WESTBURY PARTNERSHIPS - PROJECTS,40788,21750
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,WESTBURY PARTNERSHIPS - PROJECTS,40792,44992
Communities and Local Government,Homes and Communities Agency,16/04/2010,EQUITY,EAST MIDLANDS,PINSENT MASONS,288358,-2074.52
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,EAST MIDLANDS,CHARNWOOD BOROUGH COUNCIL,2091,352543
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ALDWYCK HOUSING ASSOCIATION LIMITED,40781,31250
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,BEDFORDSHIRE PILGRIMS HA LTD,40786,385000
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,HIGHTOWN PRAETORIAN & CHURCHES HA LTD,40773,37500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,MOAT HOUSING SOCIETY LIMITED,40769,54000
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,MOAT HOUSING SOCIETY LIMITED,40768,354207
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORBIT HOUSING GROUP LTD,40775,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORBIT HOUSING GROUP LTD,40776,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORBIT HOUSING GROUP LTD,40777,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,WESTBURY PARTNERSHIPS - PROJECTS,40791,19800
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,WESTBURY PARTNERSHIPS - PROJECTS,40789,25500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,WESTBURY PARTNERSHIPS - PROJECTS,40790,27750
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,SOUTH ESSEX HOMES LTD,2085,316278
Communities and Local Government,Homes and Communities Agency,16/04/2010,MISC PROFESSIONAL FEES,EXECUTIVE OFFICE,DTZ DEBENHAM TIE LEUNG,287673,-7786.25
Communities and Local Government,Homes and Communities Agency,16/04/2010,MISC PROFESSIONAL FEES,EXECUTIVE OFFICE,DTZ DEBENHAM TIE LEUNG,287673,-6659.34
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,BARNET HOMES,2088,439643.75
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,CIRCLE ANGLIA,2074,97626.1
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,EAST THAMES GROUP LIMITED,2086,144188
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,LONDON,"HARROW COUNCIL, LONDON",2090,18087
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,LONDON,LONDON BOROUGH OF HACKNEY,2077,1671544
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,LONDON,LONDON BOROUGH OF HAVERING,2076,834887
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,LONDON,LONDON BOROUGH OF ISLINGTON,2079,25903
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,LONDON,LONDON BOROUGH OF ISLINGTON,2083,212130.1
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,LONDON,LONDON BOROUGH OF ISLINGTON,2082,1070085
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,PEABODY TRUST,2039,54890.36
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,PEABODY TRUST,2040,163365.54
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,PEABODY TRUST,2038,173452.91
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,PENNINE HOUSING 2000 LTD,2075,36164
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,LONDON,UNITED RESIDENTS HOUSING LTD,2073,49408
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,TEES VALLEY HOUSING GROUP LIMITED,40772,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,WESTBURY PARTNERSHIPS - PROJECTS,40793,13744
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,NORTH WEST,ROCHDALE BOROUGHWIDE HOUSING,2092,910000
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,WEST SUSSEX COUNTY COUNCIL,2072,204867.58
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS PUB SECTOR EXCL L A,PLACE MAKING,TRANSPORT FOR LONDON,2071,4213390
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BARRATT DEVELOPMENTS PLC,40799,19300
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,CATALYST COMMUNITIES HOUSING ASSOCIATION,40771,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,GEORGE WIMPEY MAJOR PROJECTS,40797,29250
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,40770,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,SOUTH WEST,CHELTENHAM BOROUGH COUNCIL,2089,47777
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,MAGNA WEST SOMERSET HOUSING ASSOCIATION,2084,22271
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BOVIS HOMES GROUP PLC,40794,17499
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,BOVIS HOMES GROUP PLC,40795,24710
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40778,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,40779,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WATMOS COMMUNITY HOMES,2080,76800
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WATMOS COMMUNITY HOMES,2081,93600
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MILLER HOMES LTD,40796,22042
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MORRIS HOMES LTD,40800,120019
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ORBIT HOUSING GROUP LTD,40774,1500
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,AIRE VALLEY HOMES,2087,96677
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,PENNINE HOUSING 2000 LTD,2078,94994
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,JONES HOMES (NORTHERN) LTD,40801,23250
Communities and Local Government,Homes and Communities Agency,16/04/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,YORKSHIRE HOUSING LIMITED,40780,1500
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,40843,1500
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,REDROW,40862,31500
Communities and Local Government,Homes and Communities Agency,19/04/2010,CIS LIABILITY,FINANCE & CORPORATE SERVICES,INLAND REVENUE,288436,19155.76
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,LONDON,CENTREPOINT,40823,49872
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,LONDON,CENTREPOINT,40824,49872
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,CONTOUR HOMES LIMITED,40833,730487
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,CONTOUR HOMES LIMITED,40832,984133
Communities and Local Government,Homes and Communities Agency,19/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,NORTHAMPTONSHIRE COUNTY COUNCIL,288428,-1000
Communities and Local Government,Homes and Communities Agency,19/04/2010,MISC PROFESSIONAL FEES,PLACE MAKING,NORTHAMPTONSHIRE COUNTY COUNCIL,286828,1000
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BARRATT DEVELOPMENTS PLC,40859,22800
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,BELLWAY PLC,40853,20465
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,CATALYST COMMUNITIES HOUSING ASSOCIATION,40831,1500
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,MRS HENRIETTA FRANCES LE PERSONNE BT,40821,90000
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,MRS HENRIETTA FRANCES LE PERSONNE BT,40822,180000
Communities and Local Government,Homes and Communities Agency,19/04/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SENTINEL HOUSING ASSOCIATION LIMITED,40848,6400
