Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"4,610.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"2,805.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"-5,805.95"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"1,175.20"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"-3,067.50"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"-2,404.50"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"-1,229.20"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"22,385.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"-3,061.14"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"2,360.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"5,714.29"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,-669.64
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,-379.46
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,-870.54
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"3,125.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"17,455.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"4,810.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"2,330.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"4,555.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"-6,273.40"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"19,355.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,06/03/2017,"2,135.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,400.00
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"-2,404.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"6,285.71"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"2,415.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,-325.00
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"1,500.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"4,392.86"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"1,607.14"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"-1,178.57"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"5,682.86"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"1,071.43"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"4,500.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"-3,888.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"1,500.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"23,950.00"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"2,464.29"
Social Care Services,Harbour Healthcare Ltd,Adult Social Care,Care Payments,27/03/2017,"5,039.28"
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,10/03/2017,"4,526.75"
Construction / Building Services,HARDALL INTERNATIONAL LTD,Capital Expenditure,Capital Expenditure - Works,10/03/2017,"44,770.65"
Social Care Services,Harrogate Skills 4 Living Centre Lt,Adult Social Care,Care Payments,27/03/2017,"7,475.00"
Social Care Services,Hayes Cottage Nursing Home Ltd,Adult Social Care,Care Payments,06/03/2017,-631.50
Social Care Services,Hayes Cottage Nursing Home Ltd,Adult Social Care,Care Payments,06/03/2017,"2,588.10"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/03/2017,605.43
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Childrens & Educational Services,Agency Staff,10/03/2017,789.34
Education Services,Hazel Grove High School (Academy),Childrens & Educational Services,Fees and Charges,30/03/2017,"2,678.00"
Education Services,Hazel Grove High School (Academy),Childrens & Educational Services,Fees and Charges,31/03/2017,"22,448.00"
Education Services,Hazel Grove High School (Academy),Childrens & Educational Services,Fees and Charges,30/03/2017,"27,982.30"
Education Services,Hazel Grove High School (Academy),Childrens & Educational Services,Fees and Charges,31/03/2017,"3,903.00"
Childcare Provision,HAZELWOOD NURSERY LTD,Childrens & Educational Services,Expenses and Allowances,07/03/2017,768.80
Social Care Services,HC-ONE  Averill House,Adult Social Care,Care Payments,06/03/2017,"2,362.15"
Social Care Services,HC-ONE  Averill House,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,HC-ONE  Meadowbank,Adult Social Care,Care Payments,06/03/2017,"2,087.05"
Social Care Services,HC-ONE Callands Care Home,Adult Social Care,Care Payments,06/03/2017,"2,382.57"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"-4,675.65"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,-663.40
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"-6,371.32"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"16,753.75"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"2,440.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"9,017.86"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"1,339.29"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"1,071.43"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"3,125.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"20,465.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"-16,472.60"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"43,050.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"-11,619.35"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,-14.13
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"-9,839.99"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"-2,626.90"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"31,820.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,-945.71
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"12,209.83"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,-334.82
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"11,160.72"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"34,700.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"8,600.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,-691.35
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"2,345.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,-632.50
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,06/03/2017,"2,227.40"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"1,367.29"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"4,182.29"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"5,227.86"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,-525.00
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"3,850.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"2,200.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"2,782.14"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,567.86
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,-139.29
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"-2,091.14"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,471.43
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"2,985.71"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"2,042.85"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"1,021.43"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"4,353.57"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"2,200.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"9,500.00"
Social Care Services,HC-One Limited,Adult Social Care,Care Payments,27/03/2017,"37,821.60"
Construction / Building Services,Head Office Interiors Ltd t/a heado,Capital Expenditure,Capital Expenditure - Works,22/03/2017,"5,907.88"
Health Services,Health Management Ltd,Central Support Costs,Fees and Charges,03/03/2017,"12,109.27"
Health Services,Health Management Ltd,Central Support Costs,Fees and Charges,29/03/2017,"13,098.79"
Health Services,Health Management Ltd,Central Support Costs,Fees and Charges,29/03/2017,780.00
Insurance Services,HEALTHSURE GROUP LTD,Corporate & Democratic Core,Other Payments,24/03/2017,"3,458.12"
Social Care Services,Heathcotes Ltd,Adult Social Care,Care Payments,06/03/2017,"-1,724.25"
Social Care Services,Heathcotes Ltd,Adult Social Care,Care Payments,06/03/2017,"37,285.05"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,-653.50
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,-304.50
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,"-1,274.05"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,"2,305.00"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,"4,625.00"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,"4,910.00"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,"8,145.00"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,06/03/2017,"11,570.00"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,27/03/2017,"11,000.00"
Social Care Services,HEATON LODGE LTD,Adult Social Care,Care Payments,27/03/2017,"5,500.00"
Health Advice / Awareness,Henry - Early Years Health,Public Health,Fees and Charges,30/03/2017,"1,200.00"
Social Care Services,Hexagon Care Services,Childrens & Educational Services,Care Payments,01/03/2017,"9,980.00"
Social Care Services,Hexagon Care Services,Childrens & Educational Services,Care Payments,01/03/2017,"11,400.00"
Social Care Services,Hexagon Care Services,Childrens & Educational Services,Fees and Charges,24/03/2017,"4,172.14"
Social Care Services,Hexagon Care Services,Childrens & Educational Services,Fees and Charges,14/03/2017,"2,192.14"
Social Care Services,HFT,Adult Social Care,Care Payments,22/03/2017,"12,887.00"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"1,581.00"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"4,301.00"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"1,720.40"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"5,922.80"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"1,261.40"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,282.20
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"1,968.60"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"4,756.60"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"1,564.00"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"6,123.40"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,"1,417.80"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,285.60
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,01/03/2017,68.00
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,"1,948.20"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,"4,794.00"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,"1,591.20"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,"5,178.20"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,"1,458.60"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,265.20
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,15/03/2017,68.00
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,22/03/2017,734.40
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,22/03/2017,81.60
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,22/03/2017,136.00
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"1,941.40"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"4,991.20"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"1,693.20"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"5,735.80"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"1,424.60"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,268.60
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,40.80
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"2,114.80"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"4,610.40"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"2,070.60"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"5,399.20"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,"1,428.00"
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,867.00
Social Care Services,HG CARE SERVICES LTD,Adult Social Care,Care Payments,29/03/2017,27.20
