Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,19-Sep-17,Service charge,COMMUNITY CARE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,57781529,"209,625.95","Revenue 17/18- STAFA and Local Change costs associated Papworth NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - April to June 17					 ",CB3 8RE,PUBLIC,,,
,,19-Sep-17,Addition Clearing - SW LIC,COMMUNITY CARE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,57782100,"14,036.23",Capital- STAFA and Local Charge Cost Associated Papworth,CB3 8RE,PUBLIC,,,
,,19-Sep-17,Service charge,COMMUNITY CARE,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,57782100,"220,951.72","Revenue 17/18- STAFA and Local Change costs associated Papworth NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - April to June 17					 ",CB3 8RE,PUBLIC,,,
,,19-Sep-17,Outsourcing Contract,ACUTE CARE AND WORKFORCE ,NHS CONFEDERATION,80891,"2,147,701.80",NHS Employers quarterly 2017/18 contract invoice,LS10 1JR,VCS,,,
,,19-Sep-17,Addition Clearing - SW LIC,COMMUNITY CARE,MID ESSEX HOSPITAL SERVICES NHS TRUST,ME2000101666,"19,026.90","Capital- STAFA and Local Change costs associated Mid Essex NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - June 2017					 ",CM8 2TL,PUBLIC,,,
,,19-Sep-17,Service charge,COMMUNITY CARE,MID ESSEX HOSPITAL SERVICES NHS TRUST,ME2000101666,"542,966.12","Revenue- STAFA and Local Change costs associated Mid Essex NHS Foundation Trust Lorenzo Deployment of the Lorenzo Project - June 2017					 ",CM8 2TL,PUBLIC,,,
,,19-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS TEACHING HOSPITAL NHS TRUST,1410077472,"95,250.00",NIHR Leadership Programme,LS9 7TF,PUBLIC,,,
,,19-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MEDICAL RESEARCH COUNCIL MRC,ERS-579543-143641,"111,778.00",MRC ( NIHR Phenome Centre ),SN2 1FF,PUBLIC,,,
,,19-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MEDICAL RESEARCH COUNCIL MRC,ERS-579544-143642,"195,182.20",Deep & Frequent Phenotyping,SN2 1FF,PUBLIC,,,
,,19-Sep-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,LGC LTD,50609368,"908,533.39",Central Commissioning Function,TW11 0LY,LARGE,,,
,,20-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-579601-143710,"29,710.39",Health Tech Assessment,NG7 2RD,PUBLIC,,,
,,20-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-579604-143701,"33,315.00",Research for patients benefit programme,TR1 2XN,PUBLIC,,,
,,20-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-579605-143719,"39,328.00",Research for patients benefit programme,BS1 3NX,PUBLIC,,,
,,20-Sep-17,Library services,FINANCE AND GROUP OPERATIONS,LM Tietopalvelut Oy,1521990,"91,801.89",Journals subscription and management services,OX17 3SN,SME,,,
,,20-Sep-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,23001376,"33,487.40",Schools Fruit and Vegetable scheme - admin costs,DE55 4QJ,PUBLIC,,,
,,20-Sep-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000034,"260,640.46",Schools Fruit and Vegetable scheme - reimbursement costs,DE55 4QJ,PUBLIC,,,
,,20-Sep-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000035,"63,312.00",NHS Supply Chain - Pesticide testing costs 2016/17 - 1st June 2016 to 31st  March 2017,DE55 4QJ,PUBLIC,,,
,,20-Sep-17,Capital Grants to non-profit institutions,COMMUNITY CARE,CALDERDALE WELLBEING TRADING AS HEALTHY MINDS,ERS-579567-143661,"48,000.00",,HX1 5AY,VCS,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-579617-143741,"138,954.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18-LASSL (DH) (2017),RM10 7BY,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BARNET LONDON BOROUGH COUNCIL,ERS-579618-143742,"217,762.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18-LASSL (DH) (2017),NW4 4BG,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-579619-143743,"271,229.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18-LASSL (DH) (2017),S70 2TJ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-579620-143744,"130,261.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18-LASSL (DH) (2017),BA1 5AW,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BEDFORD BOROUGH COUNCIL,ERS-579621-143745,"185,625.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18-LASSL (DH) (2017),MK40 1SH,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BEXLEY LONDON BOROUGH COUNCIL,ERS-579622-143746,"151,522.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DA8 1TL,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BIRMINGHAM CITY COUNCIL,ERS-579623-143747,"1,098,116.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),B3 3AB,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-579624-143749,"139,648.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BB1 7DY,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BLACKPOOL BOROUGH COUNCIL,ERS-579625-143748,"229,202.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),FY1 1NF,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-579626-143750,"254,284.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BL1 1RX,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BOURNEMOUTH COUNCIL,ERS-579627-143751,"184,152.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BH2 6DY,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BRACKNELL FOREST BOROUGH COUNCIL,ERS-579628-143752,"66,476.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),RG12 1AQ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BRADFORD CITY COUNCIL,ERS-579629-143753,"393,769.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BD1 1HX,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BRENT LONDON BOROUGH COUNCIL,ERS-579630-143888,"191,302.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),HA9 8AD,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BRIGHTON AND HOVE CITY COUNCIL,ERS-579631-143754,"202,995.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BN3 2SR,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BRISTOL CITY COUNCIL,ERS-579632-143755,"441,899.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BS1 5SP,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BROMLEY LONDON BOROUGH COUNCIL,ERS-579633-143756,"194,379.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BR1 3UH,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-579634-143757,"376,042.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),HP20 1UA,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,BURY METROPOLITAN BOROUGH COUNCIL,ERS-579635-143758,"148,675.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BL9 0SP,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-579636-143759,"162,267.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),HX1 1TP,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CAMBRIDGESHIRE COUNTY COUNCIL,ERS-579637-143760,"770,682.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CB3 0AP,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CAMDEN LONDON BOROUGH COUNCIL,ERS-579638-143761,"190,610.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),WC1H 8NG,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,ERS-579639-143886,"150,270.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),SG17 5TQ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CHESHIRE EAST UNITARY AUTHORITY,ERS-579640-143885,"342,057.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CW10 OHU,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CHESHIRE WEST AND CHESTER COUNCIL,ERS-579641-143889,"310,317.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CH34 9DB,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CORNWALL COUNTY COUNCIL,ERS-579643-143762,"760,361.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),TR1 3AY,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DURHAM COUNTY COUNCIL,ERS-579644-143774,"1,065,234.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DH1 5UL,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,COVENTRY CITY COUNCIL,ERS-579645-143764,"261,497.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CV1 5RR,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CROYDON LONDON BOROUGH COUNCIL,ERS-579646-143765,"217,857.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CR9 1BQ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,CUMBRIA COUNTY COUNCIL,ERS-579647-143766,"543,206.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CA3 8NA,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DARLINGTON BOROUGH COUNCIL,ERS-579648-143767,"131,413.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DL1 5QT,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DERBY CITY COUNCIL,ERS-579649-143768,"211,006.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DE1 2FS,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DERBYSHIRE COUNTY COUNCIL,ERS-579650-143769,"789,347.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DE4 3AG,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DEVON COUNTY COUNCIL,ERS-579651-143770,"1,277,633.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),EX2 4QJ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DONCASTER METROPOLITAN BOROUGH COUNCIL,ERS-579652-143771,"696,783.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DN1 1GG,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DORSET COUNTY COUNCIL,ERS-579653-143772,"594,789.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DT1 1XJ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,DUDLEY METROPOLITAN BOROUGH COUNCIL,ERS-579654-143773,"254,266.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),DY1 1HG,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,EALING LONDON BOROUGH COUNCIL,ERS-579655-143775,"208,356.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),W5 2HL,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,EAST RIDING OF YORKSHIRE COUNCIL,ERS-579656-143834,"498,553.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),HU17 9BA,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,EAST SUSSEX COUNTY COUNCIL,ERS-579657-143776,"612,719.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),BN21 3UU,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,ENFIELD LONDON BOROUGH COUNCIL,ERS-579658-143777,"194,331.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),EN1 3XL,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,ESSEX COUNTY COUNCIL,ERS-579659-143778,"1,170,269.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),CM1 1JZ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,GATESHEAD COUNCIL,ERS-579660-143887,"270,234.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),NE8 1HH,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,GREENWICH LONDON BOROUGH COUNCIL,ERS-579661-143779,"548,872.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),SE18 6PW,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HACKNEY LONDON BOROUGH COUNCIL,ERS-579662-143780,"203,248.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),E8 4RU,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HALTON BOROUGH COUNCIL,ERS-579663-143781,"157,380.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),WA8 6NB,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-579664-143782,"346,683.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),W6 9JT,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HAMPSHIRE COUNTY COUNCIL,ERS-579665-143783,"1,317,750.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 LASSL (DH) (2017),SO23 8UJ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LEWISHAM LONDON BOROUGH COUNCIL,ERS-579666-143804,"206,096.00",Adult Personal Social Services: Specific Revenue Funding & Grant Allocations for 2017/18 - LASSL(DH)(2017),SE6 4RU,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LINCOLNSHIRE COUNTY COUNCIL,ERS-579667-143805,"1,014,376.00",Adult Personal Social Services: Specific Revenue Funding & Grant Allocations for 2017/18 - LASSL(DH)(2017),LN1 1YL,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HARINGEY LONDON BOROUGH COUNCIL,ERS-579668-143784,"166,596.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,N22 7TR,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HARROW LONDON BOROUGH COUNCIL,ERS-579669-143785,"143,014.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,HA1 2UL,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HARTLEPOOL BOROUGH COUNCIL,ERS-579670-143786,"129,142.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,TS24 8AY,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HAVERING LONDON BOROUGH COUNCIL,ERS-579671-143787,"160,663.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,RM1 3BB,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HERTFORDSHIRE COUNTY COUNCIL,ERS-579672-143789,"225,626.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,SG13 8DF,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HERTFORDSHIRE COUNTY COUNCIL,ERS-579673-143790,"777,987.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,SG13 8DF,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HILLINGDON LONDON BOROUGH COUNCIL,ERS-579674-143791,"164,238.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,UB8 1UW,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-579675-143792,"161,869.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,TW3 4DN,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,ISLINGTON LONDON BOROUGH COUNCIL,ERS-579677-143794,"400,286.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,EC1V 7LQ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-579678-143795,"142,854.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,W8 7NX,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,KENT COUNTY COUNCIL,ERS-579679-143796,"1,668,037.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,ME14 1XQ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,KINGSTON UPON HULL CITY COUNCIL,ERS-579680-143793,"473,173.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,HU1 2AB,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-579681-143837,"89,666.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,KT1 1EU,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,KIRKLEES METROPOLITAN COUNCIL,ERS-579682-143797,"328,980.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,HD2 1JP,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-579683-143798,"247,983.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,L36 9YZ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LAMBETH LONDON BOROUGH COUNCIL,ERS-579684-143799,"299,410.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,SW2 1RW,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LANCASHIRE COUNTY COUNCIL,ERS-579685-143800,"1,668,537.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,PR1 0LD,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LEEDS CITY COUNCIL,ERS-579686-143801,"774,992.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,LS2 8JR,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LEICESTER CITY COUNCIL,ERS-579687-143802,"294,210.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,LE1 6ZG,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LEICESTERSHIRE COUNTY COUNCIL,ERS-579688-143803,"562,138.00",ADULT PERSONAL SOCIAL SERVICES: SPECIFIC REVENUE FUNDING & GRANT ALLOCATIONS FOR 2017/18 (LASSL) (2017,LE3 8RA,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LIVERPOOL CITY COUNCIL,ERS-579689-143806,"1,030,999.00",Adult Personal Social Services: Specific Revenue Funding & Grant Allocations for 2017/18 - LASSL(DH)(2017),L69 2DQ,PUBLIC,,,
,,20-Sep-17,Revenue Grants to local authorities,COMMUNITY CARE,LUTON BOROUGH COUNCIL,ERS-579690-143807,"124,961.00",Adult Personal Social Services: Specific Revenue Funding & Grant Allocations for 2017/18 - LASSL(DH)(2017),LU1 2BQ,PUBLIC,,,
