Y (Latitude),X (Longitude),Stone type,Name,Commissioned by,Location,Inscription/Notes,Interpretation/Description,Link to Image
50.319,-4.1012,Military Stones,PPP-Ad CGS 4 Admiralty Boundary Stone,Admiralty,Wembury PointOn south side of footpath between National Trust †car park (approx SX 504 487) and the beach - below junction of footpaths,†No 4 / 'Fouled anchor' † IncisedInterpretation,"†A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh6.googleusercontent.com/proxy/WxFHmcWvSx0N3dkK0PQyODBe839fzP0WrIzYe312KAOpo2o1-zx8eV9gS1twQIX-P28qWyLpHvRCedMPauaxfpTH2gvDWJydrTFjTxj7jOgmsNcKdMwN3iT9AfFI35LIUIb0Um-dHtasrdDqM5wcsnzliTggE9MIC7UV4kcx6E4HHTkW https://lh4.googleusercontent.com/proxy/NnOs3uz3aapAMHsDxlOTmXZkaoReNPWRHBVgEEqcL_xH0BZsOqPzyxkCspOjSRSgtENgOvWP5o_5MN-DxAODVTOrL8TtEFpylY-0PtV1ZYzXeha8-TvRlc5zF7sDCx9zimobnXNW44sUDVeg9pXU9RYUg0kHLCHupeJBOyZfkE0poigi
50.3187,-4.10024,Military Stones,PPP-Ad CGS 5 Admiralty Boundary Stone,Admiralty,Wembury PointBetween National Trust car park (approx SX 504 487) and the beach. In field to the west at bend in footpath.,†No 5 / 'Fouled anchor' † IncisedInterpretation,"†A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh5.googleusercontent.com/proxy/rXn21d0kxlw8h6ayYLKlvJfB-WVwzOW7SEnUcAdIME3HHp6fqvCLoPd6ifJNFZTa3LW5RWVyTwSWXjgxlE7GpxP1KaIWBOGzOzNPy1kIYfPvBGjpsBKzf8X61bzSCqpLNooArslkI4aW4MGg3edGH5FKyLwEZc_6pjAxMbP9-pPqtcXo https://lh4.googleusercontent.com/proxy/zonmOZ3m6Ganmn94ZMdFFOddtlQ0aFwQVvawNshecNofs-uTkTyFV6BPbWetl4foto7RH-YRFxWpFOhh0ZHsEfPi3kRoQ2UMTAE1Mq12olAx8iLxBD_ogmp7vkrep68wd5aztnzZed1QCrGrMlRy5rXDiO3PPZDyKpnFpVtBNtTO9g2m
50.31775,-4.10033,Military Stones,PPP-Ad CGS 7 Admiralty Boundary Stone,Admiralty,Wembury PointOn South West Coast Path at bottom of footpath from National Trust †car park (approx SX 504 487),†No 7 / 'Fouled anchor' †IncisedInterpretation,"†A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh6.googleusercontent.com/proxy/6uQd_EDSTV5OjO_qZwaG2EJH65ZuQUmtiHqWi7rQSc80CRS5YMtRXwILXPibPoegYm-81-xeSg1324DMmuDe07ZdZKCmvD3wMBgJZAwnp86OhhOwnXTfc9i6tgQwngbUjLudEiB1VPi30PWrSAAZLlbGJXBwwGWOpGiG0fCAL5mVpkKB https://lh5.googleusercontent.com/proxy/ep9dTPjrPf3UirZLSRGERM62A5RdaxVjdxhU50SyA9zYm4LiX9mcs49YIEj5H2M0QRR8s70pV8zvWbfCoZd_KAtspFVBhKnjV9_Nsc5Kkig5G1Evd83ph3i-NOvXdg2HMlYFeI0bdNcM6tZMYUxz6ENMqu5dQ5QUA8F-X14VY4cxFDMU
50.31867,-4.11208,Military Stones,PPP-Ad CGS 10 †Admiralty Boundary Stone,Admiralty,"Wembury PointSouth of Heybrook Bay village, on west side of South West Coast Path, by National Trust sign for Wembury Point.",†No 10 / 'Fouled anchor' †Incised. Description,"  A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh5.googleusercontent.com/proxy/fhAKWIl4wrmpl2CRCr_eVTlRIdrSBtF1bJSu7ojViE_nVh_ZIInaoOxKBvCdojBNYB6l4scIubfTgSVvMqD9CeAy2UCApLbE8X-LzwfH8TJmn3t5yl98748Qx5ZR085fUrS4saST6Qq8kp7KVEOpRXFLsUbfuhHd_YTKfb_aCtixOPDN https://lh3.googleusercontent.com/proxy/v_QTJuGMK2LuT0FPSjIOaCo73QZM5gdpGtMZ5h9iMT8ukDZ2ylDKq9HI_G1AzAsH2z_1tDEUbHXIchW0ykX0a1IiFPKA5-_DTT5RCnBZnWORt36ccVFTD7gxX8UancNr7HQ7wR8sohINuVN7yerggyCbbP_pTAX9DiPDZGpcIxuSKKbu
50.3186,-4.11178,Military Stones,PPP-Ad CGS 11 Admiralty Boundary Stone,Admiralty,Wembury PointAbove South West Coast Path by Marine Drive near Heybrook Bay. South of junction with West Hill,†No 11 / 'Fouled anchor' †IncisedInterpretation,".A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh6.googleusercontent.com/proxy/PAdKmDsyj_00IEhHe8VPArAeZL-joq7hOmqiR4lfmyix09VOPf7KnSRNu7_CeiupvdkPEPTsDY3mPE-bdnd9cL85tituacxuebtbgDadvUqWKz99xwkDHNCleeG1yjqHwr4sViEimdWPQyenPJsqfW_nvC5JTLKZRxgny7rrk1jVgty_ https://lh4.googleusercontent.com/proxy/Xc-4IIyYFmPyPjYjSco8SP4a7SWjpAWcU99XrtichgdvmxCDNpQPJ5Gmm3RAUcplkC5FkMNI--YTawnD_70yHGy1SCeniHSHgkq0EKLHqPUWo6UNNmBiPN3ed-vPUivptWFaweO0Dr_bUsedwIg8-utfC0Vslncx6NzNEvIWu8k4I4lN
50.32046,-4.10681,Military Stones,PPP-Ad CGS 17A Admiralty Boundary Stone,Admiralty,Wembury PointIn open area to south west of footpath (at rear of house 22 West Hill),"†? ? ? / 'Fouled anchor' †Incised( Defaced inscription, 'No 17A')Interpretation","†A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh4.googleusercontent.com/proxy/NXMXMoX9TAECzM0KAh4M24mjfwiHTcptihcEe5MkDw8BsvBHzQlU_wdUkjpGCvO4TkWtmI_rZ-NL7df94kjO5WoX4vpYuQpsr_7bVTe0WxSi-cRoFWwUgB0p3-Zvh1x__GEQjGwKdLR60TAZRYCi7Fu0U7JT865vLPo7BwXZRfZuehJEyw https://lh3.googleusercontent.com/proxy/X7jd8ilWK6eE2gFMSTslmbkIXEW1YkvwrGoTAhLI64ORBrrJKtRCc5Gcjm0OwfEaCM8EneacrtExAqo1HX9eoTEBf3AZvrIV60uiTZQICpZHFccaN4euRn2wCcwXxsa5QHNo84pq58QbMEUYAh8qIDPRfepFiI1YzhZqwM9MfbiVNSVHOA
50.32046,-4.10683,Military Stones,PPP-Ad CGS 17B Admiralty Boundary Stone,Admiralty,Wembury PointIn open area to south west of footpath (at rear of house 22 West Hill),†? ? ? / 'Fouled anchor' †Incised( Defaced inscription 'No 17B')Interpretation,"A Cambridge Gunnery School marker (HMS Cambridge, Wembury)",https://lh5.googleusercontent.com/proxy/icfC5KG8ciCtoy60zUhuayqrBQnPEDI1TZY75VD_MsqSAZZCValp9fOIP44CtEadSJOpmS0y5B7CbE8RUsVl05gl0z7Z4oR0H3h7yQueqvgmvY99OVGKycNrHzBC3fe7LDmnumaAARxhrasWSrb4Xmm3w-E8JgC8eajWV3tsdog4b5H-xQ https://lh4.googleusercontent.com/proxy/umaeBNM21I-wGvyRuZ4K_NzMIYxuVtRNLyRykWrPgQNnPApuWp7aX1RyPU2V2WlCmG6hNQJN03GXR2txUXSjjc1X9GP4QEAN75tS3rN3NKOPjoN4sRYCRSCsIRVmYU_sa3zyhwbbZQqgkUbSZhf7r4jkuxK-uOaFZs04VgsmDv9XPQdSWA
50.32036,-4.1061,Military Stones,PPP-Ad CGS 18 Admiralty Boundary Stone,Admiralty,Wembury PointOn private land - no public access. Situated behind West Hill in corner formed by gardens of numbers 21 and 22,†No 18 / 'Fouled anchor' †IncisedInterpretation,"†A Cambridge Gunnery School marker (HMS Cambridge, Wembury)",https://lh4.googleusercontent.com/proxy/XKbYT8W59kZJ2axWpWrU4r0fVZ7SdKwE_4E1JXONc3oiZ6Tw_cLaOMA3INjEjZqO89MJ114CvPN0FMu3Xt-Lk6EUHNpeGpAv9qqNT05mDCq7VQf5b98n7JNBREVv4gRVo7-VHn4wYndEssesfn3hfTMrPHFJuKINfXfQSh29Gp99EaUo https://lh6.googleusercontent.com/proxy/qS5q-HgaAO6fbn69dxe0IEKhdFEjQqC3hUNvkZkcRnujNq-RCOgQLiM0XpEaz4zevD-Ey9TSULXUBh5fprTJL7yrjyeL3HsRpEj1OJhVNssH9jkyNJRJy__NIkWnHi2urXFB6jKAmwBuU9ImRjkjQMd4ZFPbR5o_fVPA7NoIfiJuJSq0
50.32003,-4.1067,Military Stones,PPP-Ad CGS 19 Admiralty Boundary Stone,Admiralty,Wembury PointBy corner of fence at rear of 17 West Hill,†No 19 / 'Fouled anchor' †IncisedInterpretation,"A Cambridge Gunnery School marker (HMS Cambridge, Wembury)",https://lh3.googleusercontent.com/proxy/5o2xzSrdCr0CUThCTPM3r1aSd8eyPX2w2H8uWBqckmETuBoajpbMDDibUmah5kE8jsGUf0gTpCBDCA3hpHSDHpE1rNOBavTcbLDlYep3MvU79oyAUk3SmKOl5Zu5ypJxXF1wIXYyBDwRBgXPShxzNmBSQZm2coGlT5PDY5uaU3jG6AYZ https://lh3.googleusercontent.com/proxy/aIaJjdF1W1cZFbzohiNOYM74tFjAKK0ZgJBZkDQedzElxHzCVTaE07Owsna7C6gRUaYLol84Q14MLHafV5eLlnOfYPMZMtY6va0NVnYmJVFMCY_ci62MiQraCJb64Qrctd-yGbLQApNFTHhpbZQdXxBLI57D4f4AcRBoP8a3R3pEMcvT
50.3197,-4.106,Military Stones,PPP-Ad CGS 20 Admiralty Boundary Stone,Admiralty,"Wembury PointAt Smockpark Lane near Heybrook Bay, opposite most south westerly house. At end of wall between line of fence.",†No 20 / 'Fouled anchor' † IncisedInterpretation,"A Cambridge Gunnery School marker (HMS Cambridge, Wembury).†",https://lh3.googleusercontent.com/proxy/qGsLsl8bqnKPgpE5Ncq_QUu8ODFZZJ8E0zn9ibhi79fIK_lfgODnbR-hXj7-9gVGM0TaLiRUK-3PM0CTFgrgtKk93hxvSfDc2ejjX42FLNfNaOETq95s31mr2EV__bY6hEj0enxM6DH5S0tvFN--JZ_pqGUVnno9DI-2B7MPINY2bVBk https://lh4.googleusercontent.com/proxy/ZzoCmAairXwM8Kj-c7msiH5h8KRdhVoRtioRd7KLJkcdZBpkK1A3moG36xxewtsMs13EmX92hxfMJyZtnvuh3bA7ZXF9L5l6iA7ZzzTd2l_mDA8-GXApV1VybwCwqfznwoi7pU2Il-t1hxYbwPzWfbNDfuDgORjGc6kO4gog41rhHRij
50.36721,-4.1772944,Military Stones,PPP-Ad DSY 5 Admiralty Boundary Stone,,,,,
50.367477,-4.1774473,Military Stones,PPP-Ad DSY 6 Admiralty Boundary Stone,,,,,
50.367655,-4.177596,Military Stones,PPP-Ad DSY 7 Admiralty Boundary Stone,,,,,
50.367834,-4.1776042,Military Stones,PPP-Ad DSY 8 Admiralty Boundary Stone,,,,,
50.3715,-4.1828,Military Stones,PPP-Ad DT 1 Admiralty Boundary Stone,Admiralty,"Cornwall Street, DevonportHolman's Building, Cornwall Street, Devonport. Part of plinth of wall of South Yard",'Broad arrow' 'Fouled anchor' 1 † Incised†Inscribed wall plinth. (No longer visible-see Field notes)Interpretation,†A Dockyard Tunnel Marker.,https://lh6.googleusercontent.com/proxy/tGjIjFQvJiateei5_B_k85qFEq17Zt5-1pJGMhtmu6aXF80x8dbM-5iGxStdsLGJdFQHPiu4abC9QMcBiH949FCDCP7rt5PRVP4wlas73HYGczEMrmhrXw3XgY5aAgGy_w_M72zbII6Odzhm4XGTv-FlFeg_tyEsJ63vVpWFfTty_jeLW9YnmDBv3RW_6yiKf17_frQCmNwzjpSjNJyV87GQjdR-Bz7cxpoXyeXn
50.3737,-4.1817,Military Stones,PPP-Ad DT 11 Admiralty Boundary Stone,Admiralty,"Queen Street, Devonport30 metres †north of Morice Gate in Queen Street. Set in wall low down on west side above path.†",†No 11 'Fouled anchor' † IncisedInterpretation,Marks where east side of Dockyard railway tunnel passed under Morice Yard wall.,https://lh6.googleusercontent.com/proxy/m1LlvbUn0omZtdUo_Bl86ROOczyIYLVzEPOnyb9titjMiR6dGnc6TU09yCf-z9Mzu99ZTyYaZtRvddSGdWb9q0a0iwWWf7FzVcTlSCE2yay-w5aVdBfzxeb1HJ52s1PkN0YRfohtNTZ55FApydUvKqN_q6EC-z7dLJ6g1wQjPRaShP_cFg https://lh6.googleusercontent.com/proxy/o9EgpphPn0iw97BqsP-itJZo2VUPG5iIQZ4xPLP8hYdobfU6em-PZ2unCZhtojveD1PLc6WpX6ceoe7vpaHG0UI3apCtIf1sVC_N-sya6X5l7YlxKgaMPoO6Ac9Dwsbr3xEzTvF4v-oMKjetvb8kJKRfkfpbYoDU4lsp4d9Srk0SFIZJzP_9XC1MJrR9NXGROWFkIje7X4aKlsgLcrJUQsa04p8o7CDJrWPMqstIE1kDrYxl
50.3739,-4.1818,Military Stones,PPP-Ad DT 12 Admiralty Boundary Stone,Admiralty,"Queen Street, DevonportSet low †in wall †above path on west side of Queen Street, 35 metres north of entrance to Morice Gate at Gunwharf.†",Left, 'Fouled Anchor' Right,https://lh5.googleusercontent.com/proxy/FnyoV2u0T-kO5qACfcZqY0yOZRe2uqibGLVQNHEy9tyd_pUluoojczPMq1uiLIrk5IAwF2pd-MnayvgLKBlA-njhN6DUG2tdapQKUwSPk6GU57yLQNhHxqHkgpKsYX1p-nGhAgSYFGsew2lZCoEZQ6swqTx78kRD1x8WOjKB2vedIfyVbQ https://lh6.googleusercontent.com/proxy/e8d8TVIJ_gqkqmEBNueL3DXGQ9OXoMCyiqe9evEQY6lTb5iaKnyZqwWG0qFQjLnl0cUf_hBhhzdKqWhbtQ4oCvTC6v1xYFlMVk4nuUWdTXIz-N4JiuKNHWoAeAfp6qpkX8aVwf1R6HCp0sfI5jVGs5rz1UcZQdW6PmMoM5-QQYVDEpmo06lHWIPAGfjBho6j1YbWPogBDVIzC5L9yV1Ylg62o_3dZtm8ZsYzprUhyp9rWV74
50.3752,-4.1114,Military Stones,PPP-Ad DT 13 Admiralty Boundary Stone,Admiralty,"Queen Street, Devonport†Set in north wall low down at ground level at north end of Queen Street (south facing).†",†'Fouled anchor' / No 13 † IncisedInterpretation,Marks where west side of Dockyard railway tunnel passed under Morice Yard wall,https://lh3.googleusercontent.com/proxy/xcZO-uKQIzTAfuMnhcaVOIJjDmf34ud7HRJ3d-k5g3M-nkwNhH7SQPnYZyNZKOOY9Z4-onMIHn6VFfRXjszyyj7bvNqe2bovpGUoigJyrNKmcwk8W5RXYs6cLfxBg11u7NLPZ2qDOcqQ3xK8K_JAlhoWx_qHCf4jGmPXQZui5BNUz69_CSx7slgzKqTtsfqBz-k3BNkbBR3s7Ad2rJG8MZqPAWFk5aVdTXKdzVBuSB8OM0FL https://lh4.googleusercontent.com/proxy/eWJi6IugHyEK_5JQ9dwxiMVfHm6oX0c5rS8f6jkcoDejstfWuj1pCi6sM2VOaJupk72L6wMacqXmK_bsw2BI5YRgwymL1gE2XRFt6jIewv-weOmq05mkurokk1rGIi397rzrcWUXOzjwwTbgzt2zPmbpy6E7WFCB_bzQX9dkox0bzvvEPg
50.37803,-4.17999,Military Stones,PPP-Ad KSY 2 Admiralty Boundary Stone,Admiralty,"H M Naval Base, DevonportOn private property. Set in wall at top of steps west of Albert Road Gate. Under ramp to roof car park.A Keyham Steam Yard marker. .",†V R 2 . / 'Broad arrow' 'Fouled anchor' †Incised,,https://lh6.googleusercontent.com/proxy/ZadBK88zM0wKcU3qNN2Yjtw3W7g08WYdOgbD8updprTCdzRE6xPMQk4-olosOWsHP9a8bWpucBFO_0XlPLUbJ-eP8gVaSO7Zvn8RU7X_LvqBslSPbnJCrViVJHRkjNWs0fcYo_IqJJh6F-z3TQYCvArY0S07BCiBZl6hdEdmTpxtykp1kkHC3Q https://lh4.googleusercontent.com/proxy/HEufIQNj2L8KUHhO-D4-07PZ0XSMPBc_QmAM11iYWB0-7DW1PzB_wEaDzHbfeN0LVqCm_j2rSk-NHtVztu5hoOQ593nKKneol3e0XMMNyJAv79oCiDTE7rMzUZ5na_m3VM4Bkk0WYbEsA3z5uWbEjYStJUhQ_XxNdZVMnZttvw_hMZed6GmzXw
50.37964,-4.17964,Military Stones,PPP-Ad KSY 5-1 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportSet at base of Dockyard perimeter wall on†west side of Keyham Road opposite car park. Paired with stone built into kerbside a few feet away (Ad KSY 5-2).",†'Fouled anchor' / 5 / 'Broad arrow' / 8 - O / E IncisedInterpretation,†A Keyham Steam Yard marker.†,https://lh5.googleusercontent.com/proxy/l6Fx0dm6etr-MexMuJfs7-hL7ps0Lq_uTCKBkjQUtN8X4vRWAZRvSKJ4g9l8su0BroBsX8mNPrR2RHtlYQOnzxveObQmsHyJww9MzlEqSbqIvcggrJuAd1zN0woHK3kksQUIO0OFhC-Ga9Cv-U1eEDJaVwtBIudUN1_QZ6HMmEKsrMM3uA3AdLqg-3oIvLikGxSBOKSM_6bHxg
50.37964,-4.17964,Military Stones,PPP-Ad KSY 5-2 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportBuilt into pavement at kerbside on west side of Keyham Road opposite car park. Paired with stone built into wall a few feet away (Ad KSY 5-1)",†V R . / 'Fouled anchor' 'Broad arrow' 5 † IncisedInterpetation,Paired with nearby stone set in Dockyard wall (see PPP-AD KSY 5-1),https://lh3.googleusercontent.com/proxy/2CWY5Cz-MPhyiBP7TjUxzu-G7128253Yy2uJrX7kMvf3e8m2sc2xaVH-3rOGfx1WNMv8XtSi_y5QvAc6VQsySuplF7whu6rJebyUvk7n8Q70jJbRxV8GjHtIZMCQvG_oLrUGN2hALKycn1MXviai0qEKhd70aUr4eoVhLFh81A2ITEzp2FaHUsp3Hv8kw_ZziiyxQxn8ISU https://lh6.googleusercontent.com/proxy/PFUOxRM06jj40qpWPFAlBemdLhLGqOVSECxq-bB9MqqjI1Dq2cNAD_HQoywF-Do4L6ahhTuiljW4l-wk5NL0-RPJi2dUthMn7wMZLfyBtfkHfvtDk0WMT8i952qAfkAQjiTd0fz_EEtud5DFBOY30-JEjOWxwCVpgUzwvbwtKKy6Xiknj7q30Q-xL8N0VRqPHc13RoA43bnmHA
50.38055,-4.17978,Military Stones,PPP-Ad KSY 6-1 Admiralty Boundary Stone,Admiralty,"Keyham Road, Devonport†Built into base of Dockyard perimeter wall on west side of Keyham Road, north of St. Leo Place. Paired with a nearby stone set in kerbside (Ad KSY 6-2)","†'Fouled anchor' / 7 [*] / 'Broad arrow' / 7 - 11 / E † Incised[*] originally inscribed with a '7', altered to a '6'.Interpretation", A Keyham Steam Yard marker .,https://lh6.googleusercontent.com/proxy/YNhBsSykrRTLq1agElC-GD8NpyN9NYdqRXqpd-XnI4_8o-3d16s6IgYg6Y8CbvgqZPeh77VTICM5a-U-GLZVzXhqLE4rkaENWPnW3I5Td7wMFkvEZJ7sK7iefhAI9c5O5ru6vlqNkUfOgMPzkw6mPtt6-UbuuZXGNZjHudYf-7TeHMjrGSaztcIIpanMa992PifvZ2RMPK0Jdw https://lh3.googleusercontent.com/proxy/1Hso6MPa7IhtqgbFKGVc58MS192bB_pHc8HH7PO8aIEVtvRltyuB6bLS6-rP9ywrqrSHBkrBohdDGc05aGSGbXh5BWPR_XfGrkJ5vUO2mXoDTne6m4Ag4HXHPcA7vtxyfkaJle0Tt_cE-8X5S2fmg2MfmQx-98J0XhVTS32IKJKA2jWlLMZXpLtY2jdesZbXm2AP6zd-tDYlchA
50.38055,-4.17978,Military Stones,PPP-Ad KSY 6-2 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportInset into pavement on west side of Keyham Road north of St Leo Place.Paired with a stone set in Dockyard perimeter wall (Ad KSY 6-1).",†V R . / 'Fouled anchor' 'Broad arrow' / 7 [*] † Incised[*] Originally inscribed with a '7' but has been altered to a '6'Interpretation,A Keyham Steam Yard marker.†,https://lh4.googleusercontent.com/proxy/BtAxCGar8bsqLk5t8GmUiOhgT6fcaZbrtVCzffG7r32jZerBPwEv7_HuSOuEavUmTYIYTFXqRc2pyrPwRtywD40xjN-LlqTm7ebGk9bnebgUABZrB_vEZHMV8wwW9lQt4yCjejyDv2JTyci5ewwl38NW2YrAzxBDxUL6wTxjzBwhap7RMrsJGLsygmK4mw2t7hW1vtRMbJFrAQ https://lh3.googleusercontent.com/proxy/1Hso6MPa7IhtqgbFKGVc58MS192bB_pHc8HH7PO8aIEVtvRltyuB6bLS6-rP9ywrqrSHBkrBohdDGc05aGSGbXh5BWPR_XfGrkJ5vUO2mXoDTne6m4Ag4HXHPcA7vtxyfkaJle0Tt_cE-8X5S2fmg2MfmQx-98J0XhVTS32IKJKA2jWlLMZXpLtY2jdesZbXm2AP6zd-tDYlchA
50.38155,-4.18003,Military Stones,PPP-Ad KSY 7-1 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportBuilt into Dockyard perimeter wall in Keyam Road south of Keat Street junction. Opposite 2nd house in from left end of terraced houses. Paired with stone built into kerbside a few feet away (Ad KSY 7-2)",†'Fouled anchor' 7 'Broad arrow' 8 - 5 / E † IncisedInterpretation,A Keyham Steam Yard marker.†,https://lh6.googleusercontent.com/proxy/wD50WoRcBRhRF7J-SFk_MFczaohAejlyfRWmQDDZGc2phYX8j9Y4SB1efjZtrnNgE3JODlsafCJl7sfgZxQ200BSg3GCDEqED0pDcJXYDybhA7n05WiXShwPLpOmVFkZ5GBTOYyBmyhJdIDAXLfE-6X0kZ6d0yGFdOrnU5EEwMtH66y4Qka9_2vxVBGTsESRoR3CSwhn_BwYvA https://lh5.googleusercontent.com/proxy/7qHY6dYSEWprp2wW2INOYThTAQCilEwXLUs2y8573VVspAOFBTy2XTOzPP5aEGC_1OesYs-CZeMomNCEWlVO42ZPhlbOB8uvd3BRezSuYxav7cTLRLRcPyqCIJtvy67VM7pAI39lJSprBzIiG23tik6f_ve2WWk1hlwYgWe8j7RJ_Hh3WlFdoORC14gobo400t-kR97xEeA
50.38155,-4.18003,Military Stones,PPP-Ad KSY 7-2 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportBuilt into kerbside on west side of Keyham Road, south of junction with Keat Street. Opposite a row of terraced houses. Paired with nearby stone set in Dockyard wall (Ad KSY 7-1)",†V R . / 'Fouled anchor' 'Broad arrow' 7 † IncisedInterpretation,†A Keyham Steam Yard marker.,https://lh3.googleusercontent.com/proxy/3dPXaOOSiya3SyJE3RIb4PMFFlZyCgiFgtdyz00lJM-qmIectsVwj9YyVsQ1zjOOESLzw8_XegVA8y0sSo0Mx358BWBFxQSzzteIkgtYBRzqVr5KzDkYIwKTEhREg5dZSq8jfhLyJSNOZRbaGI4168iUQdrshz4uTR9NsgeGwWm4OIGgSPp5-AbJ7JxrCgwFMrigA4q6FhZAbQ https://lh5.googleusercontent.com/proxy/1FDJvd3UIpKDQ1aa4wGFEPqidq6dCpTl8ieKiTZUgIUX9eI83-GyoFSX7a13EY39kq84oMTf8JHT6bM7P0XiOkqGsIvjyjNBRqPlViuRVqC5hdTdOc6F_nMcvxvfKY3LCydt5JPnfG4i2_Hd9V7TMpXx8iXJc84ip8FP_vyczIIQTO7BO1pFnftAEFXrfHfSrbS277uzRdY
50.38189,-4.18013,Military Stones,PPP-Ad KSY 8-1 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportBuilt into base of Dockyard perimeter wall in Keyham Road, a few yards north of junction with west side of Keat Street. Paired with stone set in kerbside a few feet away (Ad KSY 8-2)",†'Fouled anchor' / 8 / 'Broad arrow' / 8 - ? / E † IncisedNOTE, 'Fouled anchor' and first '8' covered by a thin layer of cementInterpretation,https://lh6.googleusercontent.com/proxy/qsR33KHMsY1z8DQNXZODa7_oPrE2S-o13Vv0PBRWpbBm27Ck17GTOXVBsjCHXPmW2sy38OJevTiKtORS4PBY8YdARryFMyVwlHPjFnZ2zlvtgqLaz_m94t5txn-68yRdOqX3a6qBmmtwmhHHhwytvDiHIzOsW6C0Ljnrb9BaKiWC66YaVDMykzDE6t3Ujvw9oUlT6clITNldAw https://lh5.googleusercontent.com/proxy/7qHY6dYSEWprp2wW2INOYThTAQCilEwXLUs2y8573VVspAOFBTy2XTOzPP5aEGC_1OesYs-CZeMomNCEWlVO42ZPhlbOB8uvd3BRezSuYxav7cTLRLRcPyqCIJtvy67VM7pAI39lJSprBzIiG23tik6f_ve2WWk1hlwYgWe8j7RJ_Hh3WlFdoORC14gobo400t-kR97xEeA
50.38189,-4.18013,Military Stones,PPP-Ad KSY 8-2 Admiralty Boundary Stone,Admiralty,"Keyham Road, DevonportIn Keyham Road built into kerbside a few yards north of junction with west side of Keat Street. Paired with nearby stone set in Dockyard wall (Ad KSY 8-1)",†V R . / 'Fouled anchor' 'Broad arrow' 8 †IncisedInterpretation,A Keyham Steam Yard marker.†,https://lh4.googleusercontent.com/proxy/Ln1weiywFJrNceUqs7pB5mWUZzNf9X7t0MMCeCKhoxBAbLH7EZQY0bVhEG4_QpI9Aziu3VSIuD_1jrPcAsh8FzsKTV0iI0iCQGK_zgAfnMnewwaCsA1uCFlNBAQWZ2Xl5kxRev0KVcbR8vyy2M-jUWTnnKMwj_SqHy1-AbSfp9h6C2Wq1Qs5fZjCMQ-RX75H6Fw8HlPw02kmZw https://lh5.googleusercontent.com/proxy/7qHY6dYSEWprp2wW2INOYThTAQCilEwXLUs2y8573VVspAOFBTy2XTOzPP5aEGC_1OesYs-CZeMomNCEWlVO42ZPhlbOB8uvd3BRezSuYxav7cTLRLRcPyqCIJtvy67VM7pAI39lJSprBzIiG23tik6f_ve2WWk1hlwYgWe8j7RJ_Hh3WlFdoORC14gobo400t-kR97xEeA
50.39148,-4.18099,Military Stones,PPP-Ad KSY 9-3 Admiralty Boundary Stone,Admiralty,"Saltash Road, Devonport†Built into wall on north side of Saltash Road, at west end of bridge over railway, near green junction boxes.Distinct style and lettering- may be replacement of stones shown on 1893 OS map moved for roadworks and now missing but treated as Ad KSY 9-1 and 9-2.","†'Fouled anchor' / NO . 9 . / ADMY. BDY. / 8 ' 7 "" S . E † †IncisedInterpretation", A Keyham Steam Yard marker.†,https://lh6.googleusercontent.com/proxy/pwR0aMgDRI2lLL1qJKO973Juf1LWNtSgz_WYgbCcGUbviYMUgBhu6DrzOT69SAcTIs_zLmVqIrwqD-cMTVxFOrKrzKiw9Q3XUNmWszpWaauW6gwb2AicgaCRKLZ90nkO6-A-nRGRkuIz_PXAVaVs-jtaqNPj6ioIrulny9q2xd86ieXP1NZZvU9POr8JQiNrtiKdeGmFv8T- https://lh4.googleusercontent.com/proxy/n81fgzcpn8SOLBB31bp1kDNUZjLtFDbCMv0VwMWdvYlvEm4HRT42aYxkBrvElCzi9Clg2mdEJsQ-MCtqMNvcqA-286zIB1JxrVgIjjMP4NnJ_E63D6_TB4N_MF4P0OL3awpvrzMEkcAT2Ec8zSHI6hWBxnw_hfXkF3W4-5Dknkds1B8TB9pkw8TpBc7ubzk8_mnVoyH4guXr
