Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527961,15152.5,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527962,90196.72,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527963,7131.38,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527964,5659.33,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,527958,43391.77,Apps and Certs Receipt - APC26580,RH1 1PQ
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,523409,-1704.89,Apps and Certs Receipt - APC18566,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527959,39493.78,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527962,6496.44,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527963,585.21,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527964,535.21,Apps and Certs Receipt - APC24483,M2 5JB
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle consumables,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,528002,1277.2,Invoice for NW Vehicle Consumables - Invoice 19902 - 01.06.2012,BS24 6TA
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806761,37291.66,EAST JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806762,23859.6,NORTH EAST JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806763,29136.6,WEST MIDS JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806764,12409.22,EAST MIDS JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806765,29291.52,NORTH WEST JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806766,42380.42,SOUTH EAST JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,1018806767,23074.06,SOUTH WEST JUN 12,SN5 6PS
Department For Transport,Highways Agency,10/07/2012,TOS operational Vehicle fuel,TRAFFIC MANAGEMENT DIRECTORATE,ALLSTAR BUSINESS SOLUTIONS,90219305,-778.54,FUEL REBATE FOR ARVAL FUEL VOLUME FROM 01/06/12 - 30/06/12,SN5 6PS
Department For Transport,Highways Agency,11/07/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PB LTD,528022,6291.31,Invoice 153579 National Spatial Planning Arrangement- South East & London LOT 5 PIN 523820 Date to 31/05/12,GU7 2AZ
Department For Transport,Highways Agency,11/07/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PB LTD,528090,6670.87,Fees for Professional Services National Spatial Planning Arrangement South East & London LOT 5 Contract 114/2/1391/5 fees to 30 June 2012:,GU7 2AZ
Department For Transport,Highways Agency,11/07/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527573,-6375.91,Apps and Certs Receipt - APC24913,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528053,739812.14,Apps and Certs Receipt - APC26680,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528060,30733,To Pay Invoice 90109236,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528061,159306.16,To pay invoice 90109230,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,CM - Managing Agent Mobilisation/ De-Mobilisation,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,528095,2839793.73,Apps and Certs Receipt - APC26560,BS32 4RZ
Department For Transport,Highways Agency,11/07/2012,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,38833.74,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,CM - Term Maintenance Preliminaries,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,6748.64,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,72589.1,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,2760.54,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528032,7698.46,To Pay Invoice 90097296,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528057,4142.6,To Pay Invoice 90107582,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528059,1323,To pay invoice 90109234,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528075,31662.41,Apps and Certs Receipt - APC25100,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,511683,-1249.45,Apps and Certs Receipt - APC11067,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,517255,-271.15,Apps and Certs Receipt - APC13787,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,25443.11,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,4991.7,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,20827.71,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,26825.98,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,63283.45,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,14668.81,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,14148.04,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,526366,-10966.98,Apps and Certs Receipt - APC23417,M2 5JB
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,527398,-1373.05,Spatial Planning NW Development Planning June Spend,EC1N 6SN
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,527400,-4269.2,Spatial Planning NDD North West Spatial Planning June Spend,EC1N 6SN
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,527402,-585.47,Spatial Planning NW Contract Management June Spend,EC1N 6SN
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528058,4964,To Pay Invoice 90109231,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528091,10063.02,To pay invoice 90107586,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,SERCO LTD,528026,62815.64,"Month 12 ops, PDS & fax charges",RG27 7FR
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,528025,2147,Payment for invoice 120899,WC2B 4TS
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,528029,809,Invoice 121195,WC2B 4TS
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,528042,784,Legal fees for Plymouth NW Quadrant appeal to 30/6/12,WC2B 4TS
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,527502,1442,IST Attendance: June 2012,B5 7SW
Department For Transport,Highways Agency,11/07/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HAYS SPECIALIST RECRUITMENT LIMITED,528068,1262.42,Replacement of receipt 505980 for error correction,KT3 4JQ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ADVANCED CCTV LTD,528097,6899.71,1525 - Broadband; 1545 - Sim Cards - July 2012,ME19 5JN
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ADVANCED CCTV LTD,528098,4816.1,1644; 1650 and 1668 - Broadband; Sim Cards; Line Rentals - July 2012,ME19 5JN
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527573,-8381.42,Apps and Certs Receipt - APC24913,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,46778.87,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,59.26,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,12403.68,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,169910.89,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,67923.89,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,58629.48,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,22687.4,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,1446.56,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,517255,-6178.86,Apps and Certs Receipt - APC13787,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,525103,-559.54,Apps and Certs Receipt - APC22293,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,526992,-1398.88,Apps and Certs Receipt - APC24223,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,42617.71,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,11960.45,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528051,1144.02,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,528052,6665.66,Apps and Certs Receipt - APC26687,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,528096,3490.75,Private Circuit 47161270AC01 - Rental Charges 01/06/2012 to 31/08/2012,DH98 1BT
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,LAFARGE/COSTAIN JOINT VENTURE,528027,177896.95,,LE7 1PL
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528045,703.17,To Pay Invoice 90107584,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,528047,1845.02,To Pay Invoice 90107585,AL2 2DQ
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,528093,9375.79,NW TechMAC Resource Schemes 2012-06,CV34 5AH
Department For Transport,Highways Agency,11/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,TELENT TECHNOLOGY SERVICES LIMITED,528093,44842.91,NW TechMAC Resource Schemes 2012-06,CV34 5AH
Department For Transport,Highways Agency,11/07/2012,Electricity,FINANCE & BUSINESS SERVICES,EDF ENERGY (NON CIS) CHARGES,527260,-618.16,Fed House Electric - June 2012 - In month receipt,RH10 1TX
Department For Transport,Highways Agency,11/07/2012,Electricity,FINANCE & BUSINESS SERVICES,JONES LANG LASALLE LIMITED,528071,10567.36,Piccadilly Gate Electricity Charges - 01/04/2011 to 30/11/2011 - Invoice 2324547,E14 5EG
Department For Transport,Highways Agency,11/07/2012,Electricity,FINANCE & BUSINESS SERVICES,JONES LANG LASALLE LIMITED,528072,3963.95,Piccadilly Gate Electricity Charges - 01/01/2012 to 31/01/2012 Invoice 2324557,E14 5EG
Department For Transport,Highways Agency,11/07/2012,Electricity,FINANCE & BUSINESS SERVICES,JONES LANG LASALLE LIMITED,528073,3466.46,Piccadilly Gate Electricity Charges - 01/12/2011 - 31/12/2011 - Invoice 53871332,E14 5EG
Department For Transport,Highways Agency,11/07/2012,Electricity,FINANCE & BUSINESS SERVICES,JONES LANG LASALLE LIMITED,528074,4093.8,Piccadilly Gate Electricity Charges 01/02/2012 - 29/02/2012 - Invoice 53871332,E14 5EG
Department For Transport,Highways Agency,11/07/2012,Electricity,FINANCE & BUSINESS SERVICES,SOUTHERN ELECTRIC (NON CIS) CHARGES,528021,974.05,Heston Electric Charges - June 2012,RG21 8WS
Department For Transport,Highways Agency,11/07/2012,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,528023,601.34,Invoice 20283 South Mims #601.34,BS24 6TA
Department For Transport,Highways Agency,11/07/2012,Gas,FINANCE & BUSINESS SERVICES,CORONA ENERGY (NON CIS) GAS CHARGES,528055,15975.16,"Woodlands, Bedford Gas Charges - May 2012",WD17 1JW
Department For Transport,Highways Agency,11/07/2012,Gas,TRAFFIC MANAGEMENT DIRECTORATE,EON ENERGY (NON CIS) CHARGES,526468,-1691.5,FULLY RETURNED - DUPLICATE RECEIPT,NG1 6HD
Department For Transport,Highways Agency,11/07/2012,Legal Costs,FINANCE & BUSINESS SERVICES,TREASURY SOLICITOR,528037,2936.5,Invoice 120158 dated 7 June 2012. #2936.50 at 20% Vat (1 line only),WC2B 4TS
Department For Transport,Highways Agency,11/07/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,528080,4524,"NDD SE Technical Support -  xxxxx, - Jun 12",GU2 7AR
Department For Transport,Highways Agency,11/07/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,528082,1920.96,"NDD SE Technical Support -  xxxxx, - June 12",GU2 7AR
Department For Transport,Highways Agency,11/07/2012,Non Civil Servant HA Staff,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,528084,1920.96,"NDD SE Technical Support -  xxxxx, - June 12",GU2 7AR
Department For Transport,Highways Agency,11/07/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,528028,2794,"Treasury Solicitor -  xxxxx, - June 2012 costs",WC2B 4TS
Department For Transport,Highways Agency,11/07/2012,Protective clothing & uniforms,TRAFFIC MANAGEMENT DIRECTORATE,BURLINGTON UNIFORMS LTD,528050,1152,June 2012 - Carriage charges (inv. 409848),EN3 7PX
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,528094,121695.93,Inv No 12014397 dated 4/7/12. M62 J25 to 30 MMS. Atkins Package Order 1051 costs for May 2012.,KT18 5BW
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,528035,2643781.59,Balfour Beatty Certificate No 99 & New Technology,RH1 1PQ
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,528035,4064.1,Balfour Beatty Certificate No 99 & New Technology,RH1 1PQ
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BALFOUR BEATTY CIVIL ENGINEERING LTD,528048,2403616.84,M4 J19-20 M5 J15-17 HSR 514452 Cert Nr:08 30 June 2012,RH1 1PQ
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,BIRSE CIVILS LTD,528034,5246.48,A14 Haughley - Birse Cert 52,DN18 5BW
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238271,815.8,HAL00011505/XXXXX (D/91076457,CF10 5BT
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238469,908.74,00011821XXXXX,CF10 5BT
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238471,1120.1,HAL00012039/XXXXX/91036122,CF10 5BT
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,SAVILLS,527399,-7222.8,,CM2 0RG
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,SAVILLS,528092,6019,"A1 L2B Closedown GI payment  xxxxx,",CM2 0RG
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,TREASURY SOLICITOR,528040,728.5,INVOICE NUMBER:121210,WC2B 4TS
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,URS SCOTT WILSON LTD,528031,2895.12,M1 J25-28 Widening 514517 Inv Nr:5167889 04 July 2012 Professional Services for June 2012,NG9 6RZ
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD235594,5673,HAL00008898/XXXXX/25000214402011,SW19 4DT
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,50787.8,Apps and Certs Receipt - APC24906,DL1 1TJ
Department For Transport,Highways Agency,11/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),528081,785.89,Apps and Certs Receipt - APC24906,DL1 1TJ
