Department ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name, Component Code, Amount, Invoice Description
DFID,DFID,30/10/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,CONCERN WORLDWIDE ,202921-114 ,"£140,438.00",
DFID,DFID,28/10/2014,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,203396-103 ,£510.64,
DFID,DFID,30/10/2014,Air fares ,Global Funds ,Corporate Travel Provider ,204452-101 ,£906.66,
DFID,DFID,29/10/2014,Aid Programme - Joint programme contribution ,West and Southern Africa ,USAID Washington ,204315-103 ,"£1,264,063.00",
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£634.43,
DFID,DFID,30/10/2014,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£565.22,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£897.36,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£926.30,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£972.96,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£626.74,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£922.90,
DFID,DFID,31/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,202594-101 ,"£7,915.06",
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,202594-101 ,£698.76,
DFID,DFID,22/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,BRITISH COUNCIL ,203816-102 ,"£178,238.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-110 ,"£160,474.00",
DFID,DFID,28/10/2014,Hotels - Accommodation only ,Policy Division ,Novotel Accra ,100277-109 ,£555.74,
DFID,DFID,29/10/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Save the Children Fund UK ,203228-106 ,"£22,554.40",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,LTS International Ltd. ,201724-153 ,"£161,242.00",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,LTS International Ltd. ,201724-153 ,"£17,154.32",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,LTS International Ltd. ,201724-153 ,"£61,602.17",
DFID,DFID,20/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,201724-154 ,£870.94,
DFID,DFID,08/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,201724-154 ,£939.12,
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203666-102 ,"£94,435.92",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,202214-103 ,"£175,444.00",
DFID,DFID,06/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,202214-103 ,"£194,184.00",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,204832-101 ,"£1,071.38",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,204833-101 ,£986.48,
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,204833-101 ,"£1,075.26",
DFID,DFID,03/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,Pan American Health Organisation ,203815-102 ,"£420,000.00",
DFID,DFID,28/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£46,823.00",
DFID,DFID,10/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£15,604.35",
DFID,DFID,10/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£5,113.38",
DFID,DFID,10/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£11,610.00",
DFID,DFID,09/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£3,458.86",
DFID,DFID,28/10/2014,Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£2,783.83",
DFID,DFID,28/10/2014,Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£9,476.22",
DFID,DFID,28/10/2014,Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Foreign & Commonwealth Office ,204813-101 ,"£3,813.02",
DFID,DFID,14/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Syed Ahmed ,204287-102 ,£630.93,
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,228.16",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,315.28",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,269.08",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,£551.40,
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,228.16",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,203.28",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£2,801.30",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,228.16",
DFID,DFID,30/10/2014,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,"£1,315.28",
DFID,DFID,26/10/2014,Hotels - Accommodation only ,Regional Directorate ,Recipient name withheld ,101625-109 ,£600.00,
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,PRICEWATERHOUSECOOPERS ,114370-105 ,"£236,610.13",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,PRICEWATERHOUSECOOPERS ,114370-105 ,"£21,504.25",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-104 ,£595.94,
DFID,DFID,13/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,£519.48,
DFID,DFID,13/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,"£1,240.01",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£9,908.17",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,179.69",
DFID,DFID,03/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,£506.33,
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,179.79",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£9,850.32",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£10,201.54",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101610-101 ,"£7,733.26",
DFID,DFID,13/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,"£1,248.13",
DFID,DFID,03/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101610-101 ,£506.33,
DFID,DFID,23/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Lisa Rudge ,101610-101 ,£717.99,
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,"£1,021.31",
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£533.25,
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£562.13,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£525.28,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£888.16,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£657.28,
DFID,DFID,10/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101613-101 ,"£31,764.71",Secure staff accommodation costs  for 12 months rental period (2014-2015) - Ghana
DFID,DFID,20/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101613-101 ,"£2,826.27",
DFID,DFID,14/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Vincent Langdon-Morris (GHANA) ,101613-101 ,£849.79,
DFID,DFID,02/10/2014,Training - Course Fees ,West and Southern Africa ,Capita  Business Services ,101613-101 ,£705.00,
DFID,DFID,03/10/2014,Storage & Distribution costs ,West and Southern Africa ,PICKFORDS LTD ,101613-101 ,"£1,309.70",
DFID,DFID,28/10/2014,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£907.87,
DFID,DFID,28/10/2014,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£675.81,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£2,154.91",
DFID,DFID,08/10/2014,Computer hardware maintenance ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£804.59,
DFID,DFID,08/10/2014,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£3,170.82",
DFID,DFID,22/10/2014,Oil - Other Utilities,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£922.22,
DFID,DFID,24/10/2014,Contract Catering Services ,East and Central Africa ,Recipient name withheld ,101616-101 ,"£6,390.00",
DFID,DFID,20/10/2014,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£892.77,
DFID,DFID,20/10/2014,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£3,224.57",
DFID,DFID,20/10/2014,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£685.83,
DFID,DFID,10/10/2014,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£516.73,
DFID,DFID,28/10/2014,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£545.38,
DFID,DFID,28/10/2014,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£513.10,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£18,253.35",
DFID,DFID,22/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£1,864.55",
DFID,DFID,28/10/2014,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£550.43,
DFID,DFID,28/10/2014,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£778.58,
DFID,DFID,28/10/2014,Hardware - printers ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£902.99,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£18,253.35",
DFID,DFID,10/10/2014,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£3,224.57",
DFID,DFID,10/10/2014,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£613.78,
DFID,DFID,30/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£656.96,
DFID,DFID,30/10/2014,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£970.97,
DFID,DFID,07/10/2014,Hotels - Accommodation only ,East and Central Africa ,Recipient name withheld ,101625-101 ,£865.80,
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,"£1,031.61",
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£916.26,
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£920.40,
DFID,DFID,20/10/2014,Oil - Other Utilities ,West and Southern Africa ,NP (SL) Ltd ,101629-101 ,"£1,509.08",
DFID,DFID,21/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101629-101 ,"£1,965.00",
DFID,DFID,13/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101629-101 ,"£1,792.00",
DFID,DFID,21/10/2014,Facilities Management payments ,West and Southern Africa ,British High Commission ,101629-101 ,"£1,345.64",
DFID,DFID,23/10/2014,Vehicle Petrol & Oil ,West and Southern Africa ,British High Commission ,101629-101 ,£900.58,
DFID,DFID,12/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101629-101 ,£750.00,
DFID,DFID,12/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101629-101 ,"£1,743.96",
DFID,DFID,30/10/2014,Facilities Management payments ,West and Southern Africa ,M A Reda & Co (SL) Ltd ,101629-101 ,£511.05,
DFID,DFID,27/10/2014,Mobile telephones & accessories ,West and Southern Africa ,Airtel (SL) Ltd ,101629-101 ,£625.89,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£966.98,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£789.60,
DFID,DFID,21/10/2014,Other passenger transport ,West and Southern Africa ,Recipient name withheld ,101629-101 ,£504.41,
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101629-101 ,"£1,936.00",
DFID,DFID,29/10/2014,Travel - Subsistence ,West and Southern Africa ,Recipient name withheld ,101629-101 ,£511.72,
DFID,DFID,29/10/2014,Rail Transport ,West and Southern Africa ,Recipient name withheld ,101629-101 ,£645.75,
DFID,DFID,10/10/2014,Oil - Other Utilities ,West and Southern Africa ,NP (SL) Ltd ,101629-101 ,"£3,206.82",
DFID,DFID,27/10/2014,Mobile telephones & accessories ,West and Southern Africa ,Raju's Electricals ,101629-101 ,£648.79,
DFID,DFID,07/10/2014,Generators & spares ,West and Southern Africa ,Tommy Kaitibie ,101629-101 ,£723.84,
DFID,DFID,28/10/2014,Furniture & Fittings ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£4,269.73",
DFID,DFID,28/10/2014,Electricity ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£765.45,
DFID,DFID,10/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£2,175.17",
DFID,DFID,10/10/2014,Cleaning Costs ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£641.05,
DFID,DFID,13/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Recipient name withheld ,101631-101 ,£562.77,
DFID,DFID,08/10/2014,Oil - Other Utilities ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£883.52,
DFID,DFID,08/10/2014,Furniture & Fittings ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£1,397.55",
DFID,DFID,08/10/2014,Electricity ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£763.39,
DFID,DFID,09/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£507.34,
DFID,DFID,09/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£2,193.26",
DFID,DFID,22/10/2014,Electricity ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£515.04,
DFID,DFID,22/10/2014,Furniture & Fittings ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£849.55,
DFID,DFID,08/10/2014,Electricity ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£601.63,
DFID,DFID,08/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£5,625.26",
DFID,DFID,10/10/2014,Cleaning Costs ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£530.01,
