Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185255,77.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185256,64.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185257,61.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185258,86.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185259,58.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185260,122.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,FUEL (VEHICLE),FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,ARVAL PHH,0000185261,25.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/09/2011,MAINTENANCE OF OFFICE MACHINES,FACILITIES MANAGEMENT,OFFICE SOLUTIONS-OFFICE MACHNE,ACCO BRANDS SERVICE DIVIS,0000184803,307.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,MEETINGS,FACILITIES MANAGEMENT,FACILITIES - CATERING,SEVEN DAY CATERING LIMITE,0000184845,268.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,OTHER FUELS,FACILITIES MANAGEMENT,FUELS/LUBRCNT/GAS-FUELS,CALOR GAS LIMITED,0000185076,32.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000184538,214.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000184691,214.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000184884,214.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,PAYMENTS TO AGENCIES FOR TEMPS,FACILITIES MANAGEMENT,PROF SER CNSLTNCY-IT/IS,KEY PERSONNEL SOLUTIONS L,0000185031,214.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/06/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000182511,3062.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/07/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000182976,3062.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000184849,-508.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000184850,-508.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/10/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",MUSGRAVE GENERATORS LTD,0000185032,260.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000185083,2191.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000185084,2191.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,PLANT MAINTENANCE,FACILITIES MANAGEMENT,"CONSTRUCTION-BLD,REPR&MAINTNCE",COFELY LIMITED,0000185085,2191.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,PRINTING,FACILITIES MANAGEMENT,OFFICE SOLUTIONS-PRINT,RED DESIGN & PRINT LTD,0000185130,162.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SITE MAINTENANCE,FACILITIES MANAGEMENT,PROF SER-ENVIRONMENTAL SRVICES,ULYETT LANDSCAPES LIMITED,0000184676,688.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,SITE MAINTENANCE,FACILITIES MANAGEMENT,FACILITIES-BUILDING MANAGEMENT,ORBITAL STREAM LIMITED,0000184783,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SITE MAINTENANCE,FACILITIES MANAGEMENT,WASTE MANAGEMENT-WSTE MNGT SER,ICS WASTE MANAGEMENT,0000184799,300.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2011,SITE MAINTENANCE,FACILITIES MANAGEMENT,FACILITIES - FOOD,PHS GROUP,0000185034,112.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,SITE MAINTENANCE,FACILITIES MANAGEMENT,FACILITIES-BUILDING MANAGEMENT,COMPANY BARCLAYCARD,0000185182,359.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,SITE SERVICES,FACILITIES MANAGEMENT,FACILITIES-BUILDING MANAGEMENT,GARRY DALTON,0000184678,55.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,SITE SERVICES,FACILITIES MANAGEMENT,FACILITIES-BUILDING MANAGEMENT,GARRY DALTON,0000184679,110.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,SITE SERVICES,FACILITIES MANAGEMENT,FACILITIES-BUILDING MANAGEMENT,PHS GROUP,0000184802,444.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,SITE SERVICES,FACILITIES MANAGEMENT,FACILITIES-BUILDING MANAGEMENT,FPC FACILITY SERVICES LTD,0000184804,107.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,STATIONERY,FACILITIES MANAGEMENT,OFFICE SOLUTIONS-OFFCE SPPLIES,COMPANY BARCLAYCARD,0000185182,319.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,TEMP STAFF - CANTEEN,FACILITIES MANAGEMENT,FACILITIES - CATERING,SEVEN DAY CATERING LIMITE,0000184688,3345.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,TEMP STAFF - CLEANERS,FACILITIES MANAGEMENT,FACILITIES - CLEANING,OCTAVIAN CONTINENTAL LTD,0000184719,2581.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2011,TRAINING AND EDUCATION,FACILITIES MANAGEMENT,PROF SER LRNG&DEV-STAFF TRNING,ABRU LIMITED,0000184061,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,WORKS PROJECTS,FACILITIES MANAGEMENT,CONSTRUCTION-CNSTRN SER PROVDR,JMC ENGINEERING (UK) LTD,0000184724,1282.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,FINANCE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184560,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/10/2011,AUDIT FEES - INTERNAL,FINANCE,PROF SER FNCL-AUDIT SERVICES,PRICEWATERHOUSECOOPERS LL,0000185033,5009.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,COMMISSION CHARGES-E-COMMERCE,FINANCE,PROF SER FNCL-BANKING&INVSTMNT,NATIONAL WESTMINSTER BANK,0000184768,87.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,FARES - RAIL,FINANCE,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000185185,313.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,FINANCE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184833,1188.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/09/2011,OTHER BANK CHARGES,FINANCE,PROF SER FNCL-BANKING&INVSTMNT,NATIONAL WESTMINSTER BANK,0000184525,86.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2011,OTHER BANK CHARGES,FINANCE,PROF SER FNCL-BANKING&INVSTMNT,CITIBANK,0000184529,89.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2011,PROFESSIONAL SUBSCRIPTIONS,FINANCE,PERSONNEL RLTD-STAFF SUBSCRPTN,PROFESSIONAL SUBSCRIPTIONS,0000185047,230.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2011,PROFESSIONAL SUBSCRIPTIONS,FINANCE,PERSONNEL RLTD-STAFF SUBSCRPTN,PROFESSIONAL SUBSCRIPTIONS,0000185212,230.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SALARY PROCESSING FEES,FINANCE,PROF SER FNCL-BUS PROC O/SRCE,LOGICACMG UK LIMITED,0000184671,795.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,HISTORIC LIABILITIES,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185156,20.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,CONSULTANTS TECHNICAL,HISTORIC LIABILITIES,PROF SER CNSLTNCY-PROP/CNSTRCN,LAMBERT SMITH HAMPTON GRP,0000184810,720.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2011,CONSULTANTS TECHNICAL,HISTORIC LIABILITIES,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000184829,159.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,FARES - AIR,HISTORIC LIABILITIES,TRAVEL&EVENTS-AIR,COMPANY BARCLAYCARD,0000185182,123.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,HISTORIC LIABILITIES,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185156,45.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,HISTORIC LIABILITIES,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185175,58.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000184892,32.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2011,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000185056,16.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2011,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000185086,7650.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000185097,1013.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2011,LEGAL COSTS,HISTORIC LIABILITIES,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000185203,128.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2011,RATES PAYABLE,HISTORIC LIABILITIES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184427,69.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,RATES PAYABLE,HISTORIC LIABILITIES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184462,42.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/07/2011,RATES PAYABLE,HISTORIC LIABILITIES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184972,-250.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2011,RATES PAYABLE,HISTORIC LIABILITIES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184973,308.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2011,RENTS PAYABLE,HISTORIC LIABILITIES,FACILITIES-BUILDING MANAGEMENT,LAMBERT SMITH HAMPTON,0000185137,2447.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,24 HOUR SUBSISTENCE ALLOWANCE,HUMAN RESRCES&ORGNSTL DEVLPMNT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000185172,20.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,ADVERTISING EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER-OPERATIONAL SERVICES,MKH ADVERTISING,0000184673,1324.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,RISK & SAFETY MANAGEMENT,0000184545,1140.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,CENTRAL TRAINING BUDGET,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,MINES RESCUE SERVICE LIMI,0000184548,318.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,CHILDCARE VCHRS-SERVICE CHARGE,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000185035,92.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/09/2011,CONCESSIONERY FUEL,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-HR BUS PRCS O/S,CAPITA BUSINESS SERVICES,0000184539,629.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,CONSULTANCY,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER CNSLTNCY-HUMAN RESRCE,RENOVO EMPLOYMENT GROUP,0000184771,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,HUMAN RESRCES&ORGNSTL DEVLPMNT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185172,149.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000185097,168.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,MILEAGE PAYMENTS,HUMAN RESRCES&ORGNSTL DEVLPMNT,FUELS/LUBRCNT/GAS-FUELS,INTERVIEW EXPENSES,0000185089,65.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,PENSION PROCESSING FEES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER FNCL-PENSION SERVICE,DWP-JOB CENTRE PLUS NO 1,0000184852,1092.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SALARY PROCESSING FEES,HUMAN RESRCES&ORGNSTL DEVLPMNT,PROF SER FNCL-BUS PROC O/SRCE,LOGICACMG UK LIMITED,0000184670,281.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2011,STAFF MEDICALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF MEDICAL,BUPA WELLNESS FINANCE,0000184851,535.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,STAFF MEDICALS,HUMAN RESRCES&ORGNSTL DEVLPMNT,PERSONNEL RLTD-STAFF MEDICAL,RPS BUSINESS HEALTHCARE,0000184917,1943.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,SUNDRY OFFICE EXPENSES,HUMAN RESRCES&ORGNSTL DEVLPMNT,NOT ANALYSED,COMPANY BARCLAYCARD,0000185172,30.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,10 HRS + SUBSISTENCE,ICT SYSTEMS & INFRASTRUCTURE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184567,11.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,12 HOUR ALLOWANCE,ICT SYSTEMS & INFRASTRUCTURE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184567,17.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,5 HRS + SUBSISTENCE,ICT SYSTEMS & INFRASTRUCTURE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184567,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000184894,310.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000185075,1121.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,COMPANY BARCLAYCARD,0000185177,48.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2011,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000185211,2403.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,LINE RENTAL APR-OCT 2011,0000185251,94.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2011,CALL CHARGES,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,INTERNET BROADBAND APR-OC,0000185251,182.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,CURR YR ADD-BROUGHT PLNT/MCHNY,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,EYEP TECHNOLOGIES LTD,0000184527,1650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/09/2011,CURR YR ADD-BROUGHT PLNT/MCHNY,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,EYEP TECHNOLOGIES LTD,0000184528,1650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,CURR YR ADD-BROUGHT PLNT/MCHNY,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,EYEP TECHNOLOGIES LTD,0000184780,1650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,CURR YR ADD-BROUGHT PLNT/MCHNY,ICT SYSTEMS & INFRASTRUCTURE,ICT-HARDWARE,CAPGEMINI UK PLC,0000184835,43976.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,CURR YR ADD-BROUGHT PLNT/MCHNY,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,EYEP TECHNOLOGIES LTD,0000184839,1650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,CURR YR ADD-BROUGHT PLNT/MCHNY,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,EYEP TECHNOLOGIES LTD,0000184914,1650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,FARES - PUBLIC TRANSPORT,ICT SYSTEMS & INFRASTRUCTURE,TRAVEL&EVENTS-TAXI,STAFF EXPENSES CONTROL,0000184567,24.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,FARES - RAIL,ICT SYSTEMS & INFRASTRUCTURE,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000185182,111.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,HOTEL ACCOMMODATION,ICT SYSTEMS & INFRASTRUCTURE,TRAVEL&EVENTS-HOTELS,STAFF EXPENSES CONTROL,0000184567,79.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ICT SYSTEMS & INFRASTRUCTURE,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185185,92.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,INCIDENTALS,ICT SYSTEMS & INFRASTRUCTURE,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000184567,7.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,ICT-MAINTENANCE & SUPPORT,SYSTEM ASSOCIATES,0000184544,3900.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,OFFICE SOLUTIONS-OFFICE MACHNE,MISCO UK LTD,0000184774,1374.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184833,35203.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184834,12000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184835,733.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184835,1066.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,IT SERVICES - OPERATIONS,ICT SYSTEMS & INFRASTRUCTURE,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000185180,1037.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000185075,5621.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2011,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000185143,6230.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2011,LINE RENTAL,ICT SYSTEMS & INFRASTRUCTURE,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000185211,6266.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,ICT SYSTEMS & INFRASTRUCTURE,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184567,105.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,PAYMENTS TO AGENCIES FOR TEMPS,ICT SYSTEMS & INFRASTRUCTURE,PROF SER TMP STFF-SPCLST CNTRT,BADENOCH & CLARK,0000184550,988.69
