Newcastle City Council Invoices over £250 paid in July 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Premises,05/07/2013,BRITISH GAS TRADING LTD,5921196,Revenue,1DY49,Wards Building/Waygood       F,"1,297.55 ",,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Premises,09/07/2013,BRITISH GAS TRADING LTD,5934995,Revenue,1DY49,Wards Building/Waygood       F,403.35 ,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,41484,BRITISH GAS TRADING LTD,5954055,Revenue,1KVWC,Minor Works Contracts        K,"16,399.91 ",,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Capital Expenditure,41457,BRITISH GAS TRADING LTD,5925497,Capital,2HE8W,Capital Cont 8-West City     H,"1,758.57 ",,,,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,41471,BRITISH GAS TRADING LTD,5939220,Revenue,1HP01,Comm. Centres - Citywide     H,270.19 ,,,,,,,,,,,
Environment & Regeneration,CW Security Services          ,Supplies & Services,41456,BRITISH TELECOM PLC,5925791,Revenue,1KJ71,Security Control Room        K,"5,053.75 ",,,,,,,,,,,
Childrens Services,West Riverside S/Start           ,Supplies & Services,18/07/2013,BRITISH TELECOMMUNICATIONS PLC,5943540,Revenue,1EEG1,W River CC Central Costs     E,681.05 ,,,,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,41479,BRITISH TELECOMMUNICATIONS PLC,5949608,Capital,2DP02,Devt Capital CC              K,"1,123.05 ",,,,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,29/07/2013,BRITISH TELECOMMUNICATIONS PLC,5953974,Revenue,1V209,S.278 Developers Works       K,384.81 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,41465,BRITISH TELECOMMUNICATIONS PLC,5935711,Revenue,1KE03,Unclassified Road MaintenanceK,404.69 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,41465,BRITISH TELECOMMUNICATIONS PLC,5935715,Revenue,1KE03,Unclassified Road MaintenanceK,"1,141.75 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,41465,BRITISH TELECOMMUNICATIONS PLC,5935716,Revenue,1KE03,Unclassified Road MaintenanceK,"1,291.63 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,05/07/2013,BRITISH TELECOMMUNICATIONS PLC,5924176,Revenue,1KELD,Planned Maintenance SunderlanK,"1,141.75 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,BROOME END CARE CENTRE,5926829,Revenue,1MG20,Ind Res Care Elderly         M,-879.08 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,BROOME END CARE CENTRE,5956087,Revenue,1MG20,Ind Res Care Elderly         M,-879.08 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,BROOME END CARE CENTRE,5926829,Revenue,1MG20,Ind Res Care Elderly         M,"1,861.44 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,BROOME END CARE CENTRE,5956087,Revenue,1MG20,Ind Res Care Elderly         M,"1,861.44 ",,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,41467,BROWELL SMITH & CO,5933206,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,"19,224.85 ",,,,,,,,,,,
Chief Executives,CD - Finance & Resources NOR           ,Supplies & Services,26/07/2013,BROWELL SMITH & CO,5924450,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,"12,732.52 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,41484,BROWN & ILLINGWORTH LTD,5952094,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,689.12 ,,,,,,,,,,,
Childrens Services,Schools Payment Agency                 ,Supplies & Services,08/07/2013,BROXAP LTD,5931151,Revenue,1E459,Cruddas PK Early Years CentreE,508.50 ,,,,,,,,,,,
Environment & Regeneration,NS Localised Services      ,Capital Expenditure,41457,BROXAP LTD,5894093,Capital,2KE01,Environmental Services       K,360.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,41457,BROXAP LTD,5920615,Capital,2KL01,Leisure Services             K,"2,734.00 ",,,,,,,,,,,
Environment & Regeneration,Invoice,Capital Expenditure,41484,BROXAP LTD,5953471,Capital,2DP02,Devt Capital CC              K,270.00 ,,,,,,,,,,,
Environment & Regeneration,Invoice,Premises,41484,BROXAP LTD,5953538,Revenue,1DE48,i8 - Lynwood NEC             K,270.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Long Term Assets,16/07/2013,BRUNSWICK HOUSE,5939923,Revenue,4WX13,Ind Sector Client Loan Fund  M,"1,251.84 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/07/2013,BRUNSWICK HOUSE,5939923,Revenue,1MG10,Ind Nursing Care Elderly     M,497.44 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,BRUNSWICK HOUSE,5939923,Revenue,1MG10,Ind Nursing Care Elderly     M,264.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,BRUNSWICK HOUSE,5939923,Revenue,3WH77,Free Nursing Care Com Care   M,0.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,BRUNSWICK HOUSE,5939951,Revenue,3WH71,Free Nursing Care Self FunderM,"2,195.80 ",,,,,,,,,,,
Childrens Services,Social Services                        ,Supplies & Services,29/07/2013,BRUNSWICK METHODIST CHURCH,5953798,Revenue,1MN11,UASC >18 (LC)                E,"1,266.00 ",,,,,,,,,,,
Chief Executives,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,15/07/2013,BT,5938611,Revenue,3RM18,INSURANCE CONTROL SUSP-FINANCF,"5,500.00 ",,,,,,,,,,,
Childrens Services,Schools Payment Agency                 ,Transport,26/07/2013,BUDGET TAXIS,5951034,Revenue,1E+254,Linhope PRU                  E,605.80 ,,,,,,,,,,,
Childrens Services,Schools Payment Agency                 ,Transport,08/07/2013,BUDGET TAXIS,5933444,Revenue,1E+254,Linhope PRU                  E,602.70 ,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,41484,BUILDING AUTOMATION SOLUTIONS LTD,5953912,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"12,000.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,41484,BUILDING AUTOMATION SOLUTIONS LTD,5953918,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"7,548.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,41484,BUILDING AUTOMATION SOLUTIONS LTD,5953940,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,"1,849.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,41484,BUILDING AUTOMATION SOLUTIONS LTD,5953944,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,768.00 ,,,,,,,,,,,
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,12/07/2013,BUILDING FUTURES EAST,5937672,Revenue,1EA65,Skills For Jobs Project      M,312.65 ,,,,,,,,,,,
Chief Executives,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/07/2013,BUILDING FUTURES EAST,5950923,Revenue,1KN63,Walker Ward                  F,"9,000.00 ",,,,,,,,,,,
Childrens Services,Comm & Learner Funding     ,Supplies & Services,41484,BUILDING FUTURES EAST,5953781,Revenue,1E864,Commissioning & Learning FundE,"1,300.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Employees,41470,BUILDING FUTURES EAST,5930904,Revenue,1KB06,Skills For Life              K,750.00 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Training         ,Employees,41484,BUILDING FUTURES EAST,5953929,Revenue,1KS60,Youth Employment Training    K,454.00 ,,,,,,,,,,,
Adult & Culture,Library Admin              ,Premises,30/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5952977,Revenue,1EJ20,City Library Premises        M,"1,040.03 ",,,,,,,,,,,
Adult & Culture,Library Admin              ,Premises,29/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5953027,Revenue,1EJ20,City Library Premises        M,"1,027.80 ",,,,,,,,,,,
Adult & Culture,Adult Serv Lewcock House   ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5952971,Revenue,1MG25,Lewcock House                M,322.59 ,,,,,,,,,,,
Adult & Culture,Adult Serv Byker Lodge     ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5953038,Revenue,1MG26,Byker Lodge                  M,392.19 ,,,,,,,,,,,
Adult & Culture,Adult Serv Harehills       ,Premises,29/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5943309,Revenue,1MG23,Harehills                    M,443.41 ,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Premises,41473,BUNZL CLEANING & HYGIENE SUPPLIES,5942011,Revenue,1MC41,Cheviot View                 E,226.62 ,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Supplies & Services,18/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5942011,Revenue,1MC41,Cheviot View                 E,132.06 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41481,BUNZL CLEANING & HYGIENE SUPPLIES,5951597,Revenue,3KIMD,Other Stores Stock Account   K,252.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5952975,Revenue,3KIMD,Other Stores Stock Account   K,254.40 ,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Premises,41485,BUNZL CLEANING & HYGIENE SUPPLIES,5952978,Revenue,1KL1D,East End Pool                K,412.72 ,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,30/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5952978,Revenue,1KL1D,East End Pool                K,262.60 ,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,41470,BUNZL CLEANING & HYGIENE SUPPLIES,5933614,Revenue,1KKK8,Civic Centre                 K,"3,270.40 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5952982,Revenue,1KKK8,Civic Centre                 K,490.33 ,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,10/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5909482,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,"1,568.10 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,29/07/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5952981,Revenue,1KKK8,Civic Centre                 K,"1,648.50 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,41477,BUNZL CLEANING & HYGIENE SUPPLIES,5934691,Revenue,1V204,Car Parking Infrastructure   K,397.11 ,,,,,,,,,,,
Environment & Regeneration,NS Localised Services      ,Supplies & Services,41467,BUNZL CLEANING & HYGIENE SUPPLIES,5935178,Revenue,1KEWC,Condercum Road Depot         K,307.29 ,,,,,,,,,,,
Environment & Regeneration,NS Localised Services      ,Supplies & Services,41477,BUNZL CLEANING & HYGIENE SUPPLIES,5947076,Revenue,1KW29,Localised Working West       K,307.29 ,,,,,,,,,,,
Environment & Regeneration,Outer West Pool            ,Premises,41473,BUNZL CLEANING & HYGIENE SUPPLIES,5935172,Revenue,1KL1C,Outer West Pool              K,399.81 ,,,,,,,,,,,
Environment & Regeneration,Walker Activity Dome       ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5952999,Revenue,1KL2D,WAD                          K,256.50 ,,,,,,,,,,,
Environment & Regeneration,CD - Communities                 ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5953037,Revenue,1KL40,Heaton Complex               K,434.98 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41467,BUNZL CLEANING & HYGIENE SUPPLIES,5935186,Revenue,1KHT0,Benwell CSC Lift Programme   K,135.72 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41474,BUNZL CLEANING & HYGIENE SUPPLIES,5941299,Revenue,1KHW8,Shieldfield Soc Serv         K,254.98 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41474,BUNZL CLEANING & HYGIENE SUPPLIES,5943301,Revenue,1KHE3,Central Library              K,873.31 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41474,BUNZL CLEANING & HYGIENE SUPPLIES,5943316,Revenue,1KH1Y,YHN High Rise                K,264.45 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41477,BUNZL CLEANING & HYGIENE SUPPLIES,5943310,Revenue,1KHT4,Kenton Lift Programme        K,143.89 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5944760,Revenue,1KG96,Sacred Heart Upper           K,510.39 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5952976,Revenue,1KKK1,Cleaning Direct O/H          K,425.00 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5953040,Revenue,1KHT3,Brunton Lift Programme       K,152.22 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Premises,41480,BUNZL CLEANING & HYGIENE SUPPLIES,5943311,Revenue,1KH97,Heaton Manor Upper           K,603.85 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,41467,BUNZL CLEANING & HYGIENE SUPPLIES,5935186,Revenue,1KHT0,Benwell CSC Lift Programme   K,320.03 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,41477,BUNZL CLEANING & HYGIENE SUPPLIES,5943310,Revenue,1KHT4,Kenton Lift Programme        K,435.37 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,41484,BUNZL CLEANING & HYGIENE SUPPLIES,5953040,Revenue,1KHT3,Brunton Lift Programme       K,167.78 ,,,,,,,,,,,
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,41480,BUNZL CLEANING & HYGIENE SUPPLIES,5943311,Revenue,1KH97,Heaton Manor Upper           K,"1,408.20 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Westgate Centre  ,Premises,41470,BUNZL CLEANING & HYGIENE SUPPLIES,5934833,Revenue,1KL2A,Centre For Sport             K,390.59 ,,,,,,,,,,,
HRA,HRA Furniture              ,Transfer Payments,41481,BUNZL CLEANING & HYGIENE SUPPLIES,5925740,Revenue,1HE01,HRA NHD Mngmnt - Citywide    H,722.55 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,BURLAM ROAD,5926764,Revenue,1MH10,Ind Nursing Care PD          M,-383.80 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,BURLAM ROAD,5956023,Revenue,1MH10,Ind Nursing Care PD          M,-383.80 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,BURLAM ROAD,5926764,Revenue,1MH10,Ind Nursing Care PD          M,"2,062.32 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,BURLAM ROAD,5956023,Revenue,1MH10,Ind Nursing Care PD          M,"2,062.32 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,41470,BURN & HEWITT,5933266,Revenue,1KEKL,Env Impsrb                   K,"2,242.57 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/07/2013,BURN & HEWITT,5933267,Revenue,1KEKL,Env Impsrb                   K,"1,020.68 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/07/2013,BURN & HEWITT,5933268,Revenue,1KEKL,Env Impsrb                   K,"1,237.36 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/07/2013,BURN & HEWITT,5933269,Revenue,1KEKL,Env Impsrb                   K,959.65 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/07/2013,BURN & HEWITT,5933270,Revenue,1KEKL,Env Impsrb                   K,340.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,41470,BURN & HEWITT,5933586,Revenue,1KEKL,Env Impsrb                   K,"2,278.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/07/2013,BURN & HEWITT,5933587,Revenue,1KEKL,Env Impsrb                   K,"1,467.79 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/07/2013,BURN & HEWITT,5933277,Revenue,1KEKL,Env Impsrb                   K,"2,204.99 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10/07/2013,BURN & HEWITT,5933328,Revenue,1KEKL,Env Impsrb                   K,"2,029.13 ",,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,26/07/2013,BURNT TREE GROUP LTD,5937066,Revenue,1KESY,Fleet Services Hire Office   K,891.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5937067,Revenue,1KESY,Fleet Services Hire Office   K,968.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5937068,Revenue,1KESY,Fleet Services Hire Office   K,968.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5938391,Revenue,1KESY,Fleet Services Hire Office   K,404.82 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5938392,Revenue,1KESY,Fleet Services Hire Office   K,255.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5938393,Revenue,1KESY,Fleet Services Hire Office   K,439.88 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5938394,Revenue,1KESY,Fleet Services Hire Office   K,270.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5942356,Revenue,1KESY,Fleet Services Hire Office   K,785.50 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41481,BURNT TREE GROUP LTD,5942358,Revenue,1KESY,Fleet Services Hire Office   K,785.50 ,,,,,,,,,,,
Environment & Regeneration,CD - Regional & European Prog    ,Third Party Payments,41458,BUSINESS TO BUSINESS EXHIBITIONS LTD,5902046,Revenue,1DD9F,Ncle Enteprs Packg Deliv ActvK,"4,224.92 ",,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,41466,BYKER BRIDGE HOUSING ASSOCIATION,5936386,Revenue,1MX50,SP Block Gross               M,"51,786.84 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,BYKER HALL,5926761,Revenue,1MG10,Ind Nursing Care Elderly     M,"-3,830.56 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",41457,BYKER HALL,5926761,Revenue,1MG20,Ind Res Care Elderly         M,"-8,538.82 ",,,,,,,,,,,
