Newcastle City Council Invoices over £250 paid in May 2013,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EJ62,Cruddas Park Branch Library  M,109.15 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EJ73,Dinnington Branch Library    M,40.60 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EJ87,Library PFI Costs            M,85.81 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MG23,Harehills                    M,89.15 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MG25,Lewcock House                M,242.81 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MG26,Byker Lodge                  M,221.38 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MG96,Saville Place                M,"1,086.74 ",,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MM23,Community MH (prev. Scrogg)  M,97.86 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MM30,Beech Grove Road             M,37.89 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MR05,Information Technology       M,"1,284.72 ",,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MW03,Capabilities                 M,62.50 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MX01,Welford Centre               M,86.15 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MG22,Chirton House                M,118.90 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MK21,Castle Dene Prev Clayton RoadM,36.57 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MP01,Ass & Care Man HIV/AIDS      M,15.00 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EJ07,City Library Decant          M,200.37 ,,,,,,,,,,,,
Adult & Culture,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MX17,One Bill Error               M,404.54 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,"Sales, Fees & Charges",09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,3FE33,Payment Adjust To Re-AllocateF,86.73 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1DR03,Grainger Market              F,142.59 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1DT15,Chillingham Rd Ind Est       F,51.00 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1FA53,Reg Of Births Deaths & Margs F,113.25 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1FC40,Cee Central Team             F,113.25 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1V075,Guildhall                    F,29.00 ,,,,,,,,,,,,
Chief Executives,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1FR03,Procurement & Efficiency     F,15.00 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1E464,Shieldfield Community C C P  E,54.15 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EEB1,C&B CC Central Costs         E,54.15 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EEK3,Ouseburn Childrens Centre    E,48.39 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EEK4,Northern Villages C Centre   E,75.78 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EM10,Youth Offending Team         E,340.17 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EP50,Play Service Riverside       E,172.52 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1EY10,Youth Management             E,104.58 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MC05,Slatyford Lane Childrens UnitE,116.95 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MC06,Iona Place Childrens Unit    E,172.17 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MR11,Walker Social Work Office    E,40.80 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1ERDC,One Bill Dump Code           E,122.73 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1E459,Cruddas PK Early Years CentreE,42.43 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1MF31,D&A Services For Young PeopleE,46.65 ,,,,,,,,,,,,
Childrens Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1E+217,Learning Development Imp TeamE,54.15 ,,,,,,,,,,,,
City Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1CC24,TELECOMS                     C,"9,913.05 ",,,,,,,,,,,,
City Services,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1CM00,IT MANAGEMENT & ADMIN        C,"8,442.25 ",,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1DE49,i4- Quayside NEC             K,634.77 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1DE50,i6- Charlotte Square NEC     K,579.45 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KE18,Walbottle Recycling Centre   K,114.32 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KE23,Sandhills                    K,258.64 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KE27,Cems And Crem Overhead       K,61.46 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KELD,Planned Maintenance SunderlanK,"7,556.74 ",,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ01,Security O/H                 K,85.81 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ26,Scotswood Wardens            K,113.25 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ28,New Deal Wardens             K,113.25 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ31,Security - Manned Guards     K,75.78 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ71,Security Control Room        K,167.40 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ94,Security Services Delegated  K,378.90 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KL1B,City Pool                    K,54.15 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KL3A,City Hall                    K,189.66 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KL40,Heaton Complex               K,37.89 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KL6F,Benwell Nature Park          K,39.54 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KL7B,Newburn Act Centre Outdoor   K,54.15 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KR8L,CW District Heating          K,113.25 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KSCA,Corporate Charges CXO/Cserv  K,"1,183.90 ",,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KTC1,Liasion                      K,113.25 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KTDC,YHN Technical Team           K,104.70 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1V070,T&W Conservation Team        K,98.25 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1V209,S.278 Developers Works       K,33.00 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KFT3,Charles Parsons Cate         K,116.79 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KE19,Byker Recycling Centre       K,37.89 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1DG01,Executive Director Of E&R    K,37.89 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KFK9,West Jesmond JNR&INF         K,41.07 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KFMH,MEALS AT HOME                K,114.00 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KJ33,Wardens Overheads            K,113.25 ,,,,,,,,,,,,
Environment & Regeneration,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1KL6N,East End Parks               K,127.88 ,,,,,,,,,,,,
HRA,Utilities                              ,Supplies & Services,09/05/2013,BRITISH TELECOMMUNICATIONS PLC,5875439,Revenue,1HG01,Mgmnt Office - Dist/Grp Heat H,68.85 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,BROCKWELL COURT,5873934,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,BROCKWELL COURT,5873934,Revenue,1MG20,Ind Res Care Elderly         M,"1,857.24 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,BROOME END CARE CENTRE,5873964,Revenue,1MG20,Ind Res Care Elderly         M,-837.68 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,BROOME END CARE CENTRE,5873964,Revenue,1MG20,Ind Res Care Elderly         M,"1,861.44 ",,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,22/05/2013,BROWN BROTHERS DISTRIBUTION,5882745,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,399.80 ,,,,,,,,,,,,
Environment & Regeneration,Invoice,Capital Expenditure,30/05/2013,BROXAP LTD,5895164,Capital,2KE01,Environmental Services       K,542.00 ,,,,,,,,,,,,
Environment & Regeneration,Regen Enviro Team          ,Supplies & Services,10/05/2013,BRUEL & KJAER UK LTD,5869959,Revenue,1D503,Night Time Noise Enforcement K,753.00 ,,,,,,,,,,,,
Environment & Regeneration,Regen Enviro Team          ,Supplies & Services,20/05/2013,BRUEL & KJAER UK LTD,5885365,Revenue,1D503,Night Time Noise Enforcement K,753.00 ,,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,24/05/2013,BRUNSWICK FENCING & BUILDING,5799552,Revenue,1KEMV,Blacksmiths Overheads        K,725.30 ,,,,,,,,,,,,
Environment & Regeneration,Cityworks Rangers          ,Premises,03/05/2013,BRUNSWICK FENCING & BUILDING,5870884,Revenue,1KL6F,Benwell Nature Park          K,330.00 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,14/05/2013,BSI,5879066,Revenue,1EJ13,Stock Services               M,"8,955.00 ",,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,17/05/2013,BSI,5882729,Revenue,1EJ13,Stock Services               M,"8,955.00 ",,,,,,,,,,,,
City Services,Invoice,Supplies & Services,28/05/2013,BT,5892911,Revenue,1CC24,TELECOMS                     C,"10,375.13 ",,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Employees,17/05/2013,BUILDING FUTURES EAST,5879109,Revenue,1KB06,Skills For Life              K,"1,190.00 ",,,,,,,,,,,,
Adult & Culture,Adult Serv Admin Support   ,Premises,10/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5865938,Revenue,1MR07,Shieldfield Centre           M,489.40 ,,,,,,,,,,,,
Adult & Culture,Library Admin              ,Premises,08/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5865865,Revenue,1EJ20,City Library Premises        M,750.91 ,,,,,,,,,,,,
Adult & Culture,Library Admin              ,Premises,23/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5873795,Revenue,1EJ20,City Library Premises        M,307.80 ,,,,,,,,,,,,
Adult & Culture,Library Admin              ,Premises,16/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5865892,Revenue,1EJ20,City Library Premises        M,566.68 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Lewcock House   ,Supplies & Services,07/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5865867,Revenue,1MG25,Lewcock House                M,423.40 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Premises,22/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5884888,Revenue,1MX01,Welford Centre               M,291.18 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Byker Lodge     ,Premises,31/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5862127,Revenue,1MG26,Byker Lodge                  M,433.05 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Harehills       ,Premises,31/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5875441,Revenue,1MG23,Harehills                    M,156.49 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Harehills       ,Supplies & Services,31/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5875441,Revenue,1MG23,Harehills                    M,161.47 ,,,,,,,,,,,,
Chief Executives,CD - Markets                     ,Premises,20/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5880809,Revenue,1DR03,Grainger Market              F,864.86 ,,,,,,,,,,,,
Childrens Services,Benfield Secon/High School             ,Premises,22/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5883537,Revenue,1E371,Benfield Sports-Partner Cont E,289.98 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Premises,20/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5884879,Revenue,1KENB,Fleet Workshops OH           K,311.08 ,,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5884710,Revenue,1KBAA,Building Contracts           K,355.40 ,,,,,,,,,,,,
Environment & Regeneration,Cityworks  Eldon           ,Premises,28/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5893115,Revenue,1KL2B,Eldon Leisure                K,389.50 ,,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Premises,28/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5862648,Revenue,1KL1D,East End Pool                K,331.60 ,,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,28/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5862130,Revenue,1KKK8,Civic Centre                 K,431.68 ,,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,08/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5865980,Revenue,1KKK8,Civic Centre                 K,"1,350.00 ",,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,13/05/2013,BUNZL CLEANING & HYGIENE SUPPLIES,5848023,Revenue,1KKK8,Civic Centre                 K,357.97 ,,,,,,,,,,,,
