Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
201611,rates relief,14,1.36,0.00%,10.53%,00:06:17,3.36
201611,SORN,14,1.14,35.71%,18.75%,00:01:23,0.64
201611,stay well,14,1.07,14.29%,20.00%,00:09:57,4.21
201611,sure start,14,1.29,21.43%,16.67%,00:02:11,1.07
201611,Warm home discount,14,2.07,42.86%,13.79%,00:01:16,0.43
201611,working tax credit,14,1.79,14.29%,20.00%,00:04:04,1.14
201611,1911 census,13,1.85,30.77%,0.00%,00:01:39,1.54
201611,Access no,13,1,7.69%,46.15%,00:01:40,2.54
201611,apprenticeship,13,1.23,7.69%,18.75%,00:05:10,4.15
201611,book theory test,13,1.23,7.69%,0.00%,00:01:52,2
201611,Check mot,13,1.31,23.08%,11.76%,00:01:06,1.38
201611,death records,13,1.31,15.38%,5.88%,00:02:11,2.08
201611,fishing,13,6.46,38.46%,4.76%,00:08:57,7.69
201611,GRONI,13,1.23,7.69%,6.25%,00:05:41,2.31
201611,Hc1,13,1.38,0.00%,5.56%,00:02:12,2.77
201611,Hc11,13,1.54,7.69%,0.00%,00:01:10,1.85
201611,highway code,13,1.08,0.00%,7.14%,00:07:33,3.69
201611,jobseekers,13,1.31,15.38%,23.53%,00:01:57,5.23
201611,landlord,13,1.31,0.00%,0.00%,00:03:54,3.92
201611,Mot history,13,1,61.54%,7.69%,00:02:25,0.54
201611,Newry,13,1.69,23.08%,9.09%,00:02:51,1.31
201611,Notice of appeal form,13,2.08,15.38%,18.52%,00:02:58,2.23
201611,Pay rates,13,1.31,7.69%,0.00%,00:00:59,2.31
201611,Power of attorney,13,1.31,7.69%,17.65%,00:06:04,2.62
201611,Provisional license,13,1,0.00%,38.46%,00:02:25,0.77
201611,Re test,13,1.46,0.00%,15.79%,00:02:45,2.54
201611,Sick pay,13,3.31,15.38%,9.30%,00:06:08,2.54
201611,Strarford-upon -avo n social services,13,1.46,100.00%,0.00%,00:04:46,0
201611,taxis,13,1.08,0.00%,14.29%,00:03:53,4
201611,Wills,13,1.69,7.69%,31.82%,00:03:33,3.08
201611,a-z,12,1.17,16.67%,21.43%,00:02:22,2.08
201611,Accessni,12,1.42,0.00%,17.65%,00:10:52,3.33
201611,benefit cap,12,1.5,33.33%,11.11%,00:04:20,1.58
201611,bereavement,12,1.17,8.33%,21.43%,00:12:37,7.33
201611,bullying,12,2.5,16.67%,6.67%,00:19:30,10.17
201611,career,12,1.33,8.33%,12.50%,00:01:55,2.42
201611,carers,12,1.67,8.33%,35.00%,00:03:03,3.17
201611,carers credit,12,1.17,33.33%,7.14%,00:01:57,2.08
201611,Change mot date,12,1.08,8.33%,15.38%,00:01:54,1.67
201611,childcare,12,1.42,25.00%,17.65%,00:01:35,1.42
201611,Community care grants,12,2.42,8.33%,10.34%,00:02:36,2.75
201611,consultations,12,1.08,16.67%,7.69%,00:04:55,2.08
201611,cpc,12,1.17,0.00%,14.29%,00:04:01,4.25
201611,Cpc,12,1.08,0.00%,23.08%,00:03:37,3.5
201611,Death certificate,12,1.25,0.00%,0.00%,00:02:39,2.08
201611,Death records,12,2.17,25.00%,7.69%,00:05:28,3.5
201611,Discretionary support,12,2,0.00%,16.67%,00:01:39,3.25
201611,Driving licence fee,12,1.42,33.33%,5.88%,00:05:33,1.5
201611,DVA,12,2,8.33%,37.50%,00:03:06,2.58
201611,engineering,12,1.67,33.33%,25.00%,00:03:10,1.67
201611,enhanced check through a registered body,12,1.08,8.33%,15.38%,00:04:22,1.92
201611,Family history,12,1.25,8.33%,20.00%,00:07:51,4.08
201611,go to records online,12,1.42,0.00%,0.00%,00:06:44,3
201611,Groni,12,2,8.33%,4.17%,00:01:21,2.08
201611,groni online,12,1.08,0.00%,7.69%,00:06:46,1.92
201611,immigration,12,1.33,33.33%,12.50%,00:03:55,0.67
201611,job,12,1.42,41.67%,11.76%,00:02:36,2.67
201611,job seekers,12,1.17,16.67%,14.29%,00:02:34,1.42
201611,job trends,12,1.25,41.67%,26.67%,00:01:48,1.08
201611,lps,12,1.33,33.33%,6.25%,00:01:51,2
201611,mandatory reconsideration,12,1.42,8.33%,5.88%,00:05:57,1.42
201611,Marriage allowance,12,6.92,58.33%,3.61%,00:08:26,4.42
201611,pension forecast,12,1.67,16.67%,5.00%,00:02:27,3.33
201611,planning,12,1.5,33.33%,16.67%,00:02:51,2.17
201611,practical,12,1.08,0.00%,7.69%,00:02:49,2.25
201611,Psv,12,1.58,0.00%,10.53%,00:04:16,5.58
201611,Rate relief,12,1.33,25.00%,25.00%,00:05:36,1.75
201611,re test,12,1.42,0.00%,11.76%,00:03:06,3.17
201611,regulated activity,12,1.25,16.67%,0.00%,00:02:07,1.67
201611,rqia,12,1,16.67%,0.00%,00:00:19,1.33
201611,Strabane,12,1.83,41.67%,9.09%,00:02:56,3
201611,supplementary payments,12,1.92,41.67%,13.04%,00:05:47,3.42
201611,teaching,12,1.25,16.67%,40.00%,00:01:11,1.08
201611,telephone number,12,1.25,25.00%,0.00%,00:03:53,2.17
201611,widows pension,12,1.42,41.67%,23.53%,00:01:49,0.83
201611,WINTER FUEL PAYMENT,12,2.17,8.33%,3.85%,00:03:54,4.08
201611,appeal,11,1.18,18.18%,53.85%,00:00:31,0.64
201611,appeal form,11,1.55,9.09%,29.41%,00:02:12,1.55
201611,Armagh,11,1.82,27.27%,10.00%,00:01:17,1.82
201611,Boiler replacement,11,1.36,27.27%,0.00%,00:01:19,2.18
201611,bus lanes,11,1.27,0.00%,28.57%,00:03:09,1.73
201611,Christmas bonus,11,1.09,45.45%,0.00%,00:00:54,1
201611,complaints,11,2.55,36.36%,14.29%,00:01:53,1
201611,daera,11,1.27,27.27%,50.00%,00:02:02,0.45
201611,disability,11,1.27,18.18%,28.57%,00:01:24,1.55
201611,dl1 form,11,2.27,9.09%,12.00%,00:03:15,3
201611,driving licence renewal,11,1.36,0.00%,26.67%,00:06:28,3.73
201611,Enniskillen,11,1.73,0.00%,26.32%,00:04:11,3.91
201611,eures,11,3.09,0.00%,14.71%,00:30:09,11.64
201611,geneology,11,1.36,27.27%,26.67%,00:00:47,0.64
201611,HC1,11,1.27,9.09%,28.57%,00:01:56,1.82
201611,Heating grant,11,3.09,27.27%,11.76%,00:04:01,3.09
201611,higher level apprenticeships,11,1.18,0.00%,15.38%,00:08:19,2.64
201611,income tax,11,1.64,9.09%,22.22%,00:03:36,1.09
201611,jury service,11,1.45,9.09%,18.75%,00:02:56,2
201611,labour market information,11,1.91,9.09%,28.57%,00:06:04,3.36
201611,national insurance number,11,1.18,0.00%,15.38%,00:04:22,3.09
201611,rates calculator,11,1.45,0.00%,0.00%,00:01:23,1.45
201611,redundancy,11,2.45,18.18%,7.41%,00:05:07,3.27
201611,statutory sick pay,11,1.55,9.09%,11.76%,00:02:49,1.73
201611,Universal credit,11,1.27,9.09%,28.57%,00:05:15,4.73
201611,v62,11,2,36.36%,22.73%,00:00:27,1.64
201611,Winter fuel,11,1.09,9.09%,16.67%,00:02:24,2.45
201611,working tax credits,11,1.82,54.55%,5.00%,00:00:37,1.18
201611,zoologist,11,1,100.00%,0.00%,00:00:00,0
201611,access ni form,10,4.1,30.00%,12.20%,00:01:38,1.1
201611,apply for an enhanced check,10,1.2,0.00%,16.67%,00:04:54,4.1
201611,bank holidays,10,1.3,10.00%,7.69%,00:04:38,2.4
201611,Benefit calculator,10,1.4,60.00%,0.00%,00:00:32,0.9
201611,benefits calculator,10,1.8,10.00%,16.67%,00:05:10,3.3
201611,Birmingham,10,1.2,20.00%,0.00%,00:01:42,2.5
201611,Birth records,10,1.3,0.00%,23.08%,00:02:50,1.8
201611,boiler grant,10,1.3,10.00%,7.69%,00:04:39,2.8
201611,book practical test,10,1.3,0.00%,0.00%,00:02:26,2.8
201611,Book test,10,1.4,0.00%,14.29%,00:01:49,3.6
201611,Careers a-z,10,1.5,10.00%,0.00%,00:00:52,2.3
201611,Carers,10,1.2,0.00%,50.00%,00:03:39,2.1
201611,Change theory test,10,1.5,10.00%,6.67%,00:01:14,2.6
201611,child tax credits,10,1.9,60.00%,15.79%,00:03:23,1.2
201611,Coleraine,10,1.6,20.00%,0.00%,00:02:56,1.5
201611,Complaints,10,3.6,20.00%,13.89%,00:02:01,2
201611,Contact numbers,10,2.1,40.00%,4.76%,00:02:43,2.2
201611,Derry,10,1.2,10.00%,8.33%,00:03:29,2.7
201611,Driving,10,1.5,10.00%,40.00%,00:00:58,0.8
201611,dva,10,1.1,20.00%,9.09%,00:03:46,2.9
201611,Dvla,10,1.4,10.00%,50.00%,00:05:32,5
201611,DVLA,10,1.5,0.00%,33.33%,00:02:05,2.1
201611,flexible working,10,1,0.00%,10.00%,00:01:57,1.2
201611,flooding,10,1.2,10.00%,16.67%,00:02:59,2
201611,Fuel payment,10,1.2,0.00%,16.67%,00:01:53,2.4
201611,get careers,10,1.3,0.00%,61.54%,00:01:19,0.9
201611,hc11,10,1.8,0.00%,5.56%,00:03:21,1.4
201611,health and safety,10,1.3,10.00%,15.38%,00:00:52,2.1
201611,hiring a car in the UK,10,1.9,90.00%,0.00%,00:00:38,0.1
201611,Job seekers allowance,10,1.3,40.00%,15.38%,00:02:52,1.1
201611,Jobseekers,10,1.3,20.00%,30.77%,00:01:38,2.4
201611,jobseekers allowance,10,1.9,20.00%,0.00%,00:06:03,4.9
201611,Jsa,10,1.1,10.00%,27.27%,00:03:30,2.1
201611,Licence fees,10,1.2,0.00%,25.00%,00:02:47,2.6
201611,lone pensioner allowance,10,1.5,10.00%,13.33%,00:01:51,3
201611,Marriage records,10,1.8,0.00%,11.11%,00:05:44,2.5
201611,Maternity allowance,10,1,0.00%,0.00%,00:03:40,1.8
201611,Maternity pay,10,1.1,0.00%,36.36%,00:03:01,2.3
201611,Mechanic,10,1.3,20.00%,7.69%,00:00:39,1.3
201611,Mot check,10,1.2,50.00%,16.67%,00:00:35,0.7
201611,Mot test,10,1.7,10.00%,23.53%,00:01:11,1.6
201611,Motor tax,10,1.9,20.00%,15.79%,00:01:18,0.9
201611,moving house,10,1.1,10.00%,27.27%,00:02:16,3
201611,Parking tickets,10,1.5,20.00%,0.00%,00:03:14,1.7
201611,physiotherapy,10,1.6,20.00%,18.75%,00:03:53,2
201611,Practical driving test,10,1.2,0.00%,0.00%,00:02:57,2.6
201611,provisional,10,1.1,0.00%,0.00%,00:00:43,1.4
201611,Provisional driving licence,10,1.7,0.00%,5.88%,00:05:09,2.9
201611,Redundancy,10,1.7,0.00%,29.41%,00:03:18,2.2
201611,Savings credit,10,2.5,50.00%,4.00%,00:01:23,0.7
201611,street directories,10,1.2,10.00%,25.00%,00:02:33,2.1
201611,street light,10,1,0.00%,20.00%,00:01:26,2.4
201611,taxi licence,10,1.2,20.00%,8.33%,00:06:00,2.9
201611,taxi theory test,10,2.4,10.00%,12.50%,00:08:18,4.8
201611,teacher,10,1.4,40.00%,35.71%,00:00:49,1.9
201611,track,10,2.5,10.00%,4.00%,00:01:01,2.5
201611,v5c,10,1.3,30.00%,7.69%,00:01:02,1.7
201611,Working tax credit,10,2.1,20.00%,14.29%,00:02:12,2.6
201611,1939,9,1.44,44.44%,23.08%,00:00:48,2
201611,access NI,9,1.44,22.22%,15.38%,00:02:05,1.56
201611,Address change,9,1,0.00%,33.33%,00:01:45,1.78
201611,Benefit fraud,9,2.78,22.22%,8.00%,00:02:34,2.22
201611,Bereavement,9,1.33,22.22%,33.33%,00:00:54,1.56
201611,Birth,9,1.22,22.22%,0.00%,00:00:59,1.22
201611,blue badge renewal,9,2.11,0.00%,15.79%,00:03:01,3.67
201611,boiler grants,9,1.56,11.11%,14.29%,00:05:26,2.56
201611,Boiler replacement grant,9,1.44,11.11%,0.00%,00:04:43,3.67
201611,budget loans,9,1.11,11.11%,20.00%,00:01:30,2.44
201611,car insurance,9,1.11,88.89%,10.00%,00:02:42,0
201611,CARERS ALLOWANCE,9,2,11.11%,5.56%,00:00:38,1.33
201611,change mot,9,1,22.22%,11.11%,00:00:37,1.56
201611,child tax credit,9,1.67,22.22%,26.67%,00:06:30,2.11
201611,Childcare,9,1.22,11.11%,18.18%,00:00:51,1.44
201611,Crisis loan phone number,9,1.78,44.44%,6.25%,00:01:18,1.56
201611,D777,9,1.22,44.44%,0.00%,00:01:55,1.56
201611,Dealer holding up paying for repair under warranty on my car,9,1.11,100.00%,0.00%,00:00:03,0
201611,departments,9,1,22.22%,11.11%,00:02:01,3.22
201611,Disclosure certificate,9,2.22,0.00%,20.00%,00:03:24,3.78
201611,driving licence fees,9,2.11,11.11%,10.53%,00:04:26,2.67
201611,Dvlni,9,1.33,33.33%,16.67%,00:00:54,1.67
201611,Enhanced,9,1.33,0.00%,16.67%,00:03:09,3.67
201611,exclusion,9,1.56,33.33%,7.14%,00:00:34,1.56
201611,get careers ideas,9,1.44,0.00%,15.38%,00:05:03,1.78
201611,historical maps,9,2,44.44%,22.22%,00:01:41,3.22
201611,ict,9,1.56,11.11%,42.86%,00:01:05,1.33
201611,iva,9,2.11,0.00%,21.05%,00:05:25,2.89
201611,Job,9,1.44,66.67%,7.69%,00:00:53,1.11
201611,land and property services,9,1.22,0.00%,36.36%,00:02:13,3.33
201611,London,9,1.33,66.67%,8.33%,00:01:29,1.33
201611,maps,9,1.56,11.11%,21.43%,00:00:54,1.44
201611,marriage allowance,9,1.78,55.56%,0.00%,00:02:18,1.89
201611,Marriage index search,9,1.11,0.00%,10.00%,00:04:47,3.56
201611,marriages,9,1.67,11.11%,20.00%,00:02:41,3.56
201611,Marriages,9,1.56,22.22%,35.71%,00:02:59,3.44
201611,Mot booking,9,1.44,11.11%,0.00%,00:06:37,2.78
201611,mot check,9,1.11,44.44%,20.00%,00:01:05,1.11
201611,noa1,9,1.11,11.11%,10.00%,00:03:25,1.78
201611,Number plates,9,1.56,55.56%,21.43%,00:00:41,0.22
201611,nurse,9,1.78,11.11%,25.00%,00:03:13,1
201611,omagh dvla,9,3.56,100.00%,0.00%,00:26:06,1.11
201611,p60,9,1.11,44.44%,30.00%,00:01:24,2.44
201611,parking fine,9,1,0.00%,0.00%,00:01:27,1.78
201611,parking tickets,9,1.11,0.00%,0.00%,00:06:01,2.11
201611,pensions,9,2,22.22%,16.67%,00:07:34,1.89
201611,Pensions,9,1.44,33.33%,30.77%,00:05:46,2.11
201611,personal independence payment,9,1.11,0.00%,30.00%,00:01:13,1.78
201611,Portadown,9,1.78,22.22%,25.00%,00:08:10,2
201611,receptionist,9,2.56,22.22%,17.39%,00:07:33,1.33
201611,School records,9,1.56,11.11%,21.43%,00:02:04,3.44
201611,sick pay,9,1.33,0.00%,8.33%,00:03:07,1.44
201611,Tax credit,9,1.56,44.44%,14.29%,00:01:32,1
201611,taximeter,9,1.11,0.00%,10.00%,00:05:45,5
201611,View driving licence,9,1.22,33.33%,18.18%,00:04:35,2.44
201611,warm home discount,9,2.22,55.56%,20.00%,00:05:05,3.56
201611,Welfare changes,9,1.11,11.11%,10.00%,00:04:26,3.33
201611,will,9,1.11,11.11%,40.00%,00:06:49,7
201611,Work experience,9,1.11,0.00%,0.00%,00:04:48,2.56
201611,access,8,1.25,0.00%,20.00%,00:10:18,4.5
201611,address,8,1.38,37.50%,27.27%,00:04:44,2
201611,appeals,8,1.38,12.50%,18.18%,00:03:49,3.5
201611,attendance,8,1.25,0.00%,10.00%,00:03:34,3.88
201611,book practical driving test,8,2.38,0.00%,0.00%,00:07:21,3.88
201611,bus lane,8,1,0.00%,0.00%,00:00:27,1.88
201611,Bus pass,8,2,37.50%,18.75%,00:03:43,2.5
201611,Business rates,8,1.12,50.00%,0.00%,00:01:00,0.62
201611,car seats,8,1.38,0.00%,0.00%,00:01:05,2.62
201611,change mot date,8,1.12,0.00%,0.00%,00:03:27,3.25
201611,change of ownership,8,1.25,25.00%,30.00%,00:01:14,1.75
201611,Contact details,8,1.88,37.50%,13.33%,00:00:55,1.25
201611,criminal record check,8,1.12,0.00%,22.22%,00:07:23,4.25
201611,disclosure,8,1.5,12.50%,16.67%,00:01:27,4.38
201611,DL1 FORM,8,1.75,25.00%,7.14%,00:05:00,2
201611,dl1r,8,1.12,25.00%,11.11%,00:00:31,1.5
201611,DLM1,8,1.25,12.50%,0.00%,00:04:51,3.75
201611,domestic violence,8,1.38,25.00%,18.18%,00:01:34,1.12
201611,Enhanced check through a registered body,8,1.38,0.00%,0.00%,00:08:09,3.12
201611,Enhanced disclosure,8,1.12,12.50%,0.00%,00:04:03,2.12
201611,food safety,8,2,25.00%,6.25%,00:08:06,1.5
201611,Hgv,8,1.25,12.50%,10.00%,00:01:26,1
201611,historic maps,8,1.62,0.00%,23.08%,00:03:37,2.75
201611,industrial injuries,8,1.38,0.00%,18.18%,00:05:29,4.5
201611,insulation,8,1.5,12.50%,0.00%,00:02:29,2.88
201611,joiner,8,2.62,0.00%,19.05%,00:00:52,3.75
201611,Land registry,8,1.75,0.00%,7.14%,00:02:00,4.62
201611,levy,8,1.12,12.50%,44.44%,00:01:06,1.75
201611,Licence cost,8,1,25.00%,12.50%,00:01:33,1.62
201611,License,8,1.38,0.00%,27.27%,00:05:16,3.12
201611,make the call,8,1.5,25.00%,25.00%,00:07:23,3.62
201611,marriage certificates,8,1.12,0.00%,11.11%,00:05:22,9.5
201611,minimum wage,8,1.12,0.00%,11.11%,00:01:25,1.75
201611,motoring,8,1.12,25.00%,11.11%,00:02:46,3.75
201611,Motoring,8,1.25,0.00%,40.00%,00:01:16,1.62
201611,national insurance contributions,8,1.88,25.00%,6.67%,00:03:43,1.75
201611,National insurance number,8,1,12.50%,12.50%,00:01:21,1.88
201611,parental leave,8,1.12,0.00%,11.11%,00:02:56,2.38
201611,Pips,8,1.5,12.50%,33.33%,00:00:42,1
201611,Police check,8,1.25,12.50%,20.00%,00:05:01,4.25
201611,pothole,8,1.12,0.00%,44.44%,00:02:34,3.12
201611,practical driving test,8,1,0.00%,0.00%,00:02:14,3
201611,psv,8,1.62,25.00%,15.38%,00:03:26,4.25
201611,re-test,8,2.38,0.00%,10.53%,00:02:29,4
201611,Road closures,8,1,0.00%,25.00%,00:00:48,1.25
201611,roads,8,1.62,12.50%,38.46%,00:01:45,1.12
201611,seoul stone showering,8,1.12,100.00%,0.00%,00:00:01,0
201611,SOCIAL FUND,8,1.5,12.50%,8.33%,00:00:49,1.88
201611,social inclusion,8,1,37.50%,37.50%,00:00:30,0.38
201611,Street light,8,1.12,12.50%,0.00%,00:01:34,2
201611,tax a car,8,1.25,37.50%,30.00%,00:00:26,0.62
201611,tax car,8,1.88,50.00%,20.00%,00:00:32,0.38
201611,tax credit,8,1.62,12.50%,46.15%,00:00:59,1
201611,Tax vehicle,8,1.5,75.00%,0.00%,00:00:23,0.25
201611,track a fault,8,1.38,0.00%,45.45%,00:02:16,1.12
201611,umbrella body,8,1.25,0.00%,30.00%,00:01:56,4.62
201611,vehicle registration,8,1.88,37.50%,20.00%,00:02:07,1.5
201611,Warm home scheme,8,2.38,0.00%,10.53%,00:02:07,1.88
201611,water service,8,1.25,0.00%,10.00%,00:04:27,2.12
201611,widows benefit,8,2,75.00%,6.25%,00:06:09,2.38
201611,Will,8,1.25,0.00%,50.00%,00:02:19,4.88
201611,actor,7,1.71,42.86%,8.33%,00:00:44,1.14
201611,animal welfare,7,1.14,0.00%,0.00%,00:01:39,2.86
201611,Apply for an enhanced check,7,1.43,0.00%,10.00%,00:12:40,4.57
201611,Apply for disclosure certificate,7,1.29,14.29%,11.11%,00:05:06,4.71
201611,Attendance Allowance,7,1.57,0.00%,9.09%,00:02:26,2
201611,ATTENDANCE ALLOWANCE,7,1.14,14.29%,25.00%,00:06:21,2.14
201611,basic check,7,1.57,14.29%,0.00%,00:09:22,5.43
201611,birth cert,7,1.14,0.00%,0.00%,00:01:04,2
201611,blue badge renewal form,7,2.43,28.57%,5.88%,00:09:50,3.71
201611,Blue badge scheme,7,1.43,14.29%,0.00%,00:01:46,2.57
201611,Boiler grant,7,1.14,14.29%,0.00%,00:00:57,1.29
201611,Boiler grants,7,2.29,14.29%,18.75%,00:03:34,4.29
201611,Book practical test,7,1.57,0.00%,0.00%,00:01:16,2.14
201611,book test,7,1.14,0.00%,25.00%,00:01:22,4.57
201611,Bus lane,7,1.14,14.29%,12.50%,00:02:25,2.29
201611,bus pass,7,1.29,28.57%,33.33%,00:01:55,2
201611,calculator,7,1.43,14.29%,20.00%,00:01:48,2
201611,careers a to z,7,1.71,0.00%,0.00%,00:00:43,1.57
201611,careers ideas,7,1,0.00%,42.86%,00:01:42,1
201611,careers service,7,1,0.00%,42.86%,00:00:46,2.43
201611,Change mot,7,1.14,0.00%,12.50%,00:02:46,3.14
201611,Check mot details,7,1.71,85.71%,16.67%,00:00:52,0.43
201611,Cold weather,7,1.43,0.00%,10.00%,00:02:16,7.43
201611,Cost of provisional licence,7,1.14,0.00%,0.00%,00:03:48,1.29
201611,CPC,7,1.43,0.00%,10.00%,00:03:08,3.14
201611,Craigavon,7,1.43,28.57%,10.00%,00:00:19,0.86
201611,Csa,7,1,14.29%,42.86%,00:01:36,1
201611,d777,7,1.29,0.00%,22.22%,00:00:59,2.86
201611,department of finance,7,1.14,0.00%,12.50%,00:00:30,1.57
201611,doctor,7,1.29,0.00%,11.11%,00:02:10,2.86
201611,Driving instructor,7,1.71,14.29%,16.67%,00:03:26,2.43
201611,Driving instructors,7,1.14,28.57%,25.00%,00:00:53,1.29
201611,Driving license fees,7,1.71,0.00%,0.00%,00:02:33,1.43
201611,driving theory,7,1,0.00%,14.29%,00:01:19,3.86
201611,dvlni,7,1.14,28.57%,12.50%,00:00:57,3.43
201611,Financial support,7,1.43,14.29%,20.00%,00:04:24,5.57
201611,fireworks,7,1.14,0.00%,25.00%,00:13:16,2.43
201611,flood,7,1.29,14.29%,11.11%,00:02:06,0.71
201611,fuel allowance,7,1.43,28.57%,10.00%,00:00:54,1.71
201611,Genealogy,7,1.14,0.00%,0.00%,00:04:24,1.71
201611,get career ideas,7,1.29,0.00%,33.33%,00:00:52,1.29
201611,Hc1 form,7,1.29,42.86%,11.11%,00:00:55,1.14
201611,HC1 form,7,3.57,14.29%,8.00%,00:02:18,1.29
201611,HC5,7,1.57,14.29%,54.55%,00:01:15,1
201611,Housing,7,1.14,0.00%,37.50%,00:00:58,1.14
201611,incapacity benefit,7,1,14.29%,0.00%,00:13:28,9
201611,industry fact sheets,7,1,42.86%,42.86%,00:00:27,0.29
201611,job search,7,2.14,28.57%,0.00%,00:01:04,1.86
201611,Juries,7,1.71,42.86%,0.00%,00:09:29,4.43
201611,Licence,7,1,0.00%,42.86%,00:00:59,1.29
201611,Liverpool,7,1,14.29%,28.57%,00:03:14,2.86
201611,Long birth certificate,7,1.29,0.00%,0.00%,00:02:48,2.43
201611,Low income,7,1.29,28.57%,11.11%,00:03:47,1.57
201611,marriage index,7,1.14,14.29%,25.00%,00:01:26,1.29
201611,maternity grant,7,1.14,0.00%,25.00%,00:03:29,1.71
201611,medical card,7,1.43,28.57%,30.00%,00:01:08,0.57
201611,mobility allowance,7,1.71,28.57%,25.00%,00:02:49,2.71
201611,motor tax,7,1.14,42.86%,37.50%,00:00:33,0.57
201611,national minimum wage,7,1,14.29%,14.29%,00:03:08,1.57
201611,order marriage certificate,7,1.57,0.00%,9.09%,00:02:07,2.14
201611,ordnance survey,7,1.43,14.29%,0.00%,00:02:54,4.29
201611,paternity leave,7,2,42.86%,0.00%,00:01:10,1.43
201611,Pcn,7,1.29,0.00%,0.00%,00:06:31,2.86
201611,Pension credits,7,1.43,0.00%,30.00%,00:04:32,2.29
201611,Permitted work,7,2.29,28.57%,6.25%,00:04:54,1.86
201611,Pip contact number,7,1.57,14.29%,0.00%,00:00:56,2.43
201611,Portglenone,7,1.29,71.43%,0.00%,00:00:08,0.43
201611,Practical,7,1.14,0.00%,12.50%,00:00:47,3
201611,Public appointments,7,1.57,0.00%,18.18%,00:05:14,3.57
201611,rate relief,7,1.14,0.00%,12.50%,00:01:50,3.14
201611,recruitment,7,1.57,71.43%,9.09%,00:01:22,1.29
201611,RQIA,7,1.43,14.29%,0.00%,00:05:01,1.43
201611,school records,7,2.14,14.29%,20.00%,00:12:57,8.71
201611,Scotland,7,1.57,57.14%,18.18%,00:00:49,1.71
201611,Self employed state pension eligibility,7,1.14,100.00%,0.00%,00:01:21,0
201611,selling car,7,1,0.00%,28.57%,00:00:56,2.71
201611,smoking,7,1.29,14.29%,11.11%,00:02:51,1.14
201611,smp,7,1.14,0.00%,0.00%,00:01:41,1.57
201611,social worker,7,1.43,0.00%,30.00%,00:05:52,4.29
201611,Supplementary payment,7,1.43,14.29%,30.00%,00:01:38,2.29
201611,Tax my car,7,1.29,42.86%,11.11%,00:01:29,1.29
201611,Taxi licence,7,1.57,0.00%,36.36%,00:07:06,5.14
201611,Taxi test,7,1.43,0.00%,40.00%,00:02:43,3.29
201611,Taxi theory test,7,2.14,0.00%,13.33%,00:04:58,3.86
201611,transport ni,7,1.29,14.29%,33.33%,00:02:44,1.14
201611,Turkish,7,2.43,28.57%,5.88%,00:00:36,1.14
201611,umbrella bodies,7,1.29,0.00%,55.56%,00:08:46,3.71
201611,v36,7,1,14.29%,28.57%,00:00:25,1.14
201611,V36,7,1.57,0.00%,0.00%,00:04:49,1.43
201611,vacancies,7,1.29,28.57%,11.11%,00:00:27,0.86
201611,visa,7,1.71,0.00%,33.33%,00:03:14,3
201611,Warm home,7,1.43,0.00%,50.00%,00:02:16,5.29
201611,warm home scheme,7,1.57,0.00%,27.27%,00:06:28,3.43
201611,warm homes,7,1.14,14.29%,12.50%,00:00:59,1.86
201611,Warm homes,7,1.29,14.29%,0.00%,00:04:32,2.29
201611,winter payment,7,1.57,14.29%,0.00%,00:01:18,1.71
201611,A5,6,1.33,33.33%,0.00%,00:00:11,1.17
201611,ace map,6,1.17,0.00%,14.29%,00:07:01,4.83
201611,angling,6,1,0.00%,50.00%,00:05:52,6.33
201611,bin collection,6,1.5,33.33%,22.22%,00:00:37,1.5
201611,Bin collection,6,1.17,0.00%,14.29%,00:00:48,2.67
201611,birth certs,6,1.83,16.67%,18.18%,00:05:28,0.83
201611,Blocked drains,6,1.17,33.33%,14.29%,00:00:36,2.17
201611,bluebadge,6,1.83,0.00%,45.45%,00:01:00,2.17
201611,boiler,6,1.17,16.67%,0.00%,00:06:01,2.33
201611,boiler replacement scheme,6,1.33,0.00%,0.00%,00:01:07,1.83
201611,Book a driving test,6,3.83,0.00%,0.00%,00:01:53,3.83
201611,Book not,6,1,0.00%,33.33%,00:00:22,1
201611,book theory,6,1,0.00%,0.00%,00:02:33,2.67
201611,Bradford,6,1,33.33%,16.67%,00:00:29,1
201611,Car,6,1,33.33%,0.00%,00:01:10,2.83
201611,car hire,6,1.83,16.67%,45.45%,00:01:31,0.17
201611,careers ideas age 11 to 13,6,1.33,0.00%,0.00%,00:07:04,6.17
201611,careers quiz,6,2,16.67%,16.67%,00:02:36,2.67
201611,challengeparkingticket,6,2,16.67%,16.67%,00:04:57,3
201611,Change appointment,6,1.5,16.67%,0.00%,00:03:29,1.17
201611,check car tax,6,1.33,16.67%,25.00%,00:00:35,1.33
201611,CHILD BENEFIT,6,1.83,50.00%,0.00%,00:01:04,2
201611,child care,6,2.17,33.33%,7.69%,00:04:52,3.17
201611,Child tax credits,6,1,50.00%,0.00%,00:00:28,2.67
201611,choices,6,1.17,16.67%,0.00%,00:00:39,4.67
201611,claim state pension,6,1.83,0.00%,27.27%,00:09:08,2.5
201611,claim your state pension online,6,2,0.00%,0.00%,00:07:38,4.33
201611,code of practice,6,1,0.00%,0.00%,00:00:10,1
201611,cold weather,6,1.17,0.00%,0.00%,00:00:47,2.17
