Newcastle City Council Invoices over £250 paid in August 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,28/08/2013,HIGHLY EFFICIENT HEATING LTD,5972634,Revenue,3KS04,Newcastle Warm Zone,752.17 ,,,,,,,,,,,
Children's Services,Invoice,Third Party Payments,09/08/2013,HIGHLY EFFICIENT HEATING LTD,5957891,Revenue,3KS04,Newcastle Warm Zone,719.17 ,,,,,,,,,,,
Children's Services,Invoice,Third Party Payments,09/08/2013,HIGHLY EFFICIENT HEATING LTD,5957892,Revenue,3KS04,Newcastle Warm Zone,816.17 ,,,,,,,,,,,
Children's Services,Invoice,Third Party Payments,16/08/2013,HIGHLY EFFICIENT HEATING LTD,5957890,Revenue,3KS04,Newcastle Warm Zone,888.50 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,HILLFIELD NURSING HOME,5983805,Revenue,1MG10,Ind Nursing Care Elderly,"-4,534.24 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,HILLFIELD NURSING HOME,5983805,Revenue,1MG20,Ind Res Care Elderly,"-2,433.72 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HILLFIELD NURSING HOME,5983805,Revenue,1MG10,Ind Nursing Care Elderly,"16,600.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HILLFIELD NURSING HOME,5983805,Revenue,1MG20,Ind Res Care Elderly,"6,624.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HILLFIELD NURSING HOME,5983805,Revenue,3WH77,Free Nursing Care Com Care,"4,117.68 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HILLFIELD NURSING HOME,5983805,Revenue,3WH93,Continuing Care,"6,285.48 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HILLFIELD NURSING HOME,5983978,Revenue,3WH71,Free Nursing Care Self Funder,878.32 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,HILLSIDE GRANGE,5983811,Revenue,1MG20,Ind Res Care Elderly,"-1,135.52 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HILLSIDE GRANGE,5983811,Revenue,1MG20,Ind Res Care Elderly,"3,320.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,01/08/2013,HILTI (GB) LTD,5946064,Revenue,3KIMD,Other Stores Stock Account,427.78 ,,,,,,,,,,,
Chief Executive's,CD - Area Based Grant            ,Supplies & Services,23/08/2013,HIPPO CREATIVE SOLUTIONS,5982804,Revenue,1FP95,Local Broadband Plan,"1,166.56 ",,,,,,,,,,,
Chief Executive's,CD - Area Based Grant            ,Supplies & Services,23/08/2013,HIPPO CREATIVE SOLUTIONS,5982805,Revenue,1FP95,Local Broadband Plan,750.00 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,19/08/2013,HIRST SIGNS LTD,5976760,Revenue,1KEMV,Blacksmiths,266.00 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,19/08/2013,HIRST SIGNS LTD,5976762,Revenue,1KEMV,Blacksmiths,383.75 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/08/2013,HIRST SIGNS LTD,5961852,Revenue,1KEMV,Blacksmiths,357.50 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/08/2013,HIRST SIGNS LTD,5966823,Revenue,1KEMV,Blacksmiths,283.35 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/08/2013,HIRST SIGNS LTD,5966830,Revenue,1KEMV,Blacksmiths,"1,253.20 ",,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/08/2013,HIRST SIGNS LTD,5966858,Revenue,1KEMV,Blacksmiths,"3,120.00 ",,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,12/08/2013,HIRST SIGNS LTD,5966859,Revenue,1KEMV,Blacksmiths,433.90 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,27/08/2013,HIRST SIGNS LTD,5983946,Revenue,1KEMV,Blacksmiths,675.00 ,,,,,,,,,,,
Adult and Culture,Library Admin              ,Supplies & Services,02/08/2013,HISTORY PRESS,5959714,Revenue,1EJ13,Stock Services,412.23 ,,,,,,,,,,,
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,01/08/2013,HN STOREY LTD,5954033,Revenue,1KR1W,Response West,413.00 ,,,,,,,,,,,
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,23/08/2013,HN STOREY LTD,5982554,Revenue,1KR1C,Response Central,256.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,16/08/2013,HODGSON SAYERS LTD,5974837,Revenue,1KVWC,Minor Works Contracts,"2,530.00 ",,,,,,,,,,,
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,15/08/2013,HOLDCROFT HEATING AND GAS,5972447,Revenue,3KS04,Newcastle Warm Zone,"1,900.00 ",,,,,,,,,,,
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,01/08/2013,HOLDCROFT HEATING AND GAS,5953528,Revenue,3KS04,Newcastle Warm Zone,"2,071.00 ",,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,02/08/2013,HOLLY MEDICAL GROUP,5960167,Revenue,1ML10,PH - Sexual health -C'ception,"2,056.23 ",,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,02/08/2013,HOLLY MEDICAL GROUP,5960167,Revenue,1ML03,PH - NHS Health Checks,"5,197.50 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/08/2013,HOLLYWELL JOINERY LTD,5974799,Revenue,1KR1W,Response West,833.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,27/08/2013,HOLLYWELL JOINERY LTD,5974820,Revenue,1KR1C,Response Central,488.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,28/08/2013,HOLLYWELL JOINERY LTD,5965889,Revenue,1KR1C,Response Central,833.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,HOME HOUSING ASSOC. (SUPPORTING PEOPLE),5966011,Revenue,1MX51,SP Block Subsidy,"1,714.88 ",,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,08/08/2013,HOPKIRKS CYCLE CENTRE,5963661,Revenue,1KS48,High Street Innovator Project,"1,500.00 ",,,,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,30/08/2013,HORTON EDUCATION & CARE,5975094,Revenue,1MC02,Ind Sector Placements,"13,292.64 ",,,,,,,,,,,
Children's Services,Educ School Planning    ,Supplies & Services,28/08/2013,HOTSPUR EARLY YEARS PLAYGROUP,5985566,Revenue,1EEP5,2Yr Old Learning & Childcare,"1,636.88 ",,,,,,,,,,,
Environment & Regeneration,Regen Walker Riverside     ,Supplies & Services,30/08/2013,HOULTS LTD,5987542,Revenue,1VP16,Ncle Enteprs Packg MGMT Costs,560.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,HUNTERCOMBE HOUSE,5983922,Revenue,1MM20,Ind Res Care MH,"10,080.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,09/08/2013,HUSQVARNA CONSTRUCTION PRODUCTS LTD,5964791,Revenue,1KEMC,Highways,"16,899.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,09/08/2013,HUSQVARNA CONSTRUCTION PRODUCTS LTD,5964792,Revenue,1KEMC,Highways,279.30 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28/08/2013,HYDRAQUIP HOSE & HYDRAULICS,5965485,Revenue,1KESA,Heavy Workshop Routine Repair,467.83 ,,,,,,,,,,,
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,23/08/2013,I TO I TRAINING,5983222,Revenue,1VP25,Safer Stronger Community Fund,"1,050.00 ",,,,,,,,,,,
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,23/08/2013,I TO I TRAINING,5983223,Revenue,1VP25,Safer Stronger Community Fund,805.00 ,,,,,,,,,,,
Children's Services,Educ SENTASS               ,Supplies & Services,29/08/2013,I.O.O.MARKETING LTD,5986513,Revenue,1E+239,SB SENTASS,316.00 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Premises,15/08/2013,IAN HOWE LANDSCAPING LTD,5972527,Revenue,1E459,Cruddas PK Early Years Centre,"1,750.00 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Cems & Crems     ,Supplies & Services,19/08/2013,IAN WOOD MEMORIALS LTD,5976713,Revenue,1KE27,Bereavement Services Overhead,560.00 ,,,,,,,,,,,
Chief Executive's,CD - Treasury Mgmt Payments NOR        ,Supplies & Services,30/08/2013,ICAP SECURITIES,5987246,Revenue,1RL50,Treasury Management Expenses,"18,016.44 ",,,,,,,,,,,
Chief Executive's,CD - Treasury Mgmt Payments NOR        ,Supplies & Services,30/08/2013,ICAP SECURITIES,5987247,Revenue,1RL50,Treasury Management Expenses,"2,403.29 ",,,,,,,,,,,
HRA,HRA East Area              ,Supplies & Services,21/08/2013,ICI CONTRACT DIRECT,5980080,Revenue,1HATC,Responsive Tech Maintenance,342.70 ,,,,,,,,,,,
Children's Services,Comm & Learner Funding     ,Supplies & Services,13/08/2013,ICIS,5967746,Revenue,1MB09,Assessment (Children),"1,374.68 ",,,,,,,,,,,
Children's Services,Childrens Services Support       ,Third Party Payments,21/08/2013,ID SUPPORT LTD,5977507,Revenue,1MD66,CWD Care Packages,357.84 ,,,,,,,,,,,
Children's Services,Childrens Services Support       ,Third Party Payments,21/08/2013,ID SUPPORT LTD,5979460,Revenue,1MD66,CWD Care Packages,306.72 ,,,,,,,,,,,
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,23/08/2013,IDEAL BOILERS LTD,5982420,Revenue,1KR5E,Gas Serv East,260.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,08/08/2013,IDEAL BOILERS LTD,5963640,Revenue,1KR5E,Gas Serv East,260.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,23/08/2013,IDEAL BOILERS LTD,5982419,Revenue,1KR5E,Gas Serv East,260.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,23/08/2013,IDEAL BOILERS LTD,5982557,Revenue,1KR5E,Gas Serv East,260.00 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,13/08/2013,IDEAL BOILERS LTD,5967869,Revenue,1KR5E,Gas Serv East,260.00 ,,,,,,,,,,,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,01/08/2013,IDEAL FOSTERING,5958329,Revenue,1MC22,IND Sector Foster Carer Costs,"8,600.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,02/08/2013,IDEAL HYGIENE,5960240,Revenue,1KBAA,Building Contracts,480.00 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Cems & Crems     ,Supplies & Services,12/08/2013,IFZW MAINTENANCE LTD,5966822,Revenue,1KE27,Bereavement Services Overhead,"14,430.10 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Cems & Crems     ,Supplies & Services,28/08/2013,IFZW MAINTENANCE LTD,5985429,Revenue,1KE27,Bereavement Services Overhead,"1,458.65 ",,,,,,,,,,,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,06/08/2013,IKC (UK) LTD,5962007,Revenue,1EJ13,Stock Services,275.27 ,,,,,,,,,,,
Environment & Regeneration,Cleansing/Wheeled Bins                 ,Supplies & Services,05/08/2013,IMAGE VISUAL COMMUNICATIONS,5961008,Revenue,1KL24,Newcastle Mela,"1,100.00 ",,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,28/08/2013,IMAGE VISUAL COMMUNICATIONS,5985518,Revenue,1FN20,Central Policy Unit,787.00 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,06/08/2013,IMAGE VISUAL COMMUNICATIONS,5961428,Revenue,1KL24,Newcastle Mela,"1,100.00 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,05/08/2013,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS LTD,5960970,Revenue,1V205,Car Parking Management,322.95 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/08/2013,IMPEY UK LTD,5978924,Revenue,1KBAA,Building Contracts,325.70 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/08/2013,IMPEY UK LTD,5978925,Revenue,1KBAA,Building Contracts,351.70 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/08/2013,IMPEY UK LTD,5979718,Revenue,1KBAA,Building Contracts,325.70 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,30/08/2013,IMPEY UK LTD,5987551,Revenue,1KBAA,Building Contracts,354.10 ,,,,,,,,,,,
Adult and Culture,Social Services                        ,Current Liabilities,08/08/2013,INDEPENDENT LIVING FUND,5963873,Revenue,4WX32,Patients Property Suspense,"5,730.68 ",,,,,,,,,,,
Chief Executive's,CD - Corporate Services NOR            ,Supplies & Services,07/08/2013,INDEPENDENT PSYCHIATRIC REPORTS LTD,5961027,Revenue,1MR52,Adults Admin Pool,"2,071.00 ",,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Premises,23/08/2013,INDUSTRIAL BOILERHOUSE SUPPLIES LTD,5982351,Revenue,1KR8L,Wide District Heating,"1,046.63 ",,,,,,,,,,,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,23/08/2013,INDUSTRIAL BOILERHOUSE SUPPLIES LTD,5982351,Revenue,1KR8L,Wide District Heating,173.32 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,13/08/2013,INFO TECHNOLOGY SUPPLY LTD,5968854,Revenue,1EJ12,ICT,"1,792.02 ",,,,,,,,,,,
Children's Services,Benfield Secon/High School             ,Supplies & Services,29/08/2013,ING LEASE UK LTD,5975853,Revenue,1E371,Benfield Sports Partner Contrb,429.28 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,13/08/2013,INITIAL HEALTHCARE SERVICES,5967756,Revenue,1KKY2,Allendale Accomodation,488.03 ,,,,,,,,,,,
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,22/08/2013,INITIAL SECURITY,5981629,Revenue,1KEWQ,Sandhills Depot,"4,247.00 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,02/08/2013,INITIAL WASHROOM SOLUTIONS,5946216,Revenue,1KKX1,Civic Centre Direct Costs,533.93 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,02/08/2013,INITIAL WASHROOM SOLUTIONS,5945307,Revenue,1V204,Car Parking Infrastructure,623.24 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,28/08/2013,INITIAL WASHROOM SOLUTIONS,5980334,Revenue,1V204,Car Parking Infrastructure,623.24 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,28/08/2013,INITIAL WASHROOM SOLUTIONS,5982505,Revenue,1KKX1,Civic Centre Direct Costs,357.86 ,,,,,,,,,,,
Chief Executive's,CD - Business Dev Centres        ,Premises,02/08/2013,INITIAL WASHROOM SOLUTIONS,5959718,Revenue,1DE49,i4- Quayside NEC,488.30 ,,,,,,,,,,,
Chief Executive's,CD - ICT Services (Sch & Child)  ,Capital Expenditure,13/08/2013,INSIGHT DIRECT (UK) LTD,5967895,Capital,2CITC,IT Services,"96,085.85 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,15/08/2013,INSTARMAC GROUP PLC,5967833,Revenue,1KEMC,Highways,"2,173.98 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,14/08/2013,INSTARMAC GROUP PLC,5968120,Revenue,3KIMF,Highways Stock Account,"1,606.08 ",,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,23/08/2013,INTEGRATED WATER SERVICES,5983210,Revenue,1HP01,Comm. Centres - Citywide,585.00 ,,,,,,,,,,,
HRA,HRA Mech & Elec            ,Premises,01/08/2013,INTEGRATED WATER SERVICES,5956255,Revenue,1HBSP,Planned Service&Plant Maint,"2,175.00 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Premises,23/08/2013,INTEGRATED WATER SERVICES,5971463,Revenue,1HBSP,Planned Service&Plant Maint,"2,175.00 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Premises,20/08/2013,INTEGRATED WATER SERVICES,5974032,Revenue,1HBSP,Planned Service&Plant Maint,"2,800.00 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Premises,20/08/2013,INTEGRATED WATER SERVICES,5974033,Revenue,1HBSP,Planned Service&Plant Maint,"6,510.00 ",,,,,,,,,,,
Adult and Culture,AS - Westgate AE           ,Supplies & Services,23/08/2013,INTEGRATION GATES COMMUNITY INTEREST CO,5982450,Revenue,1EA35,Neighbourhood Learning DEP CO,"1,020.00 ",,,,,,,,,,,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,01/08/2013,INTERACT CARE LTD,5958353,Revenue,1MC12,Section 31A High Care Needs,"11,231.36 ",,,,,,,,,,,
Adult and Culture,AS - Learning City         ,Supplies & Services,01/08/2013,INTERACTIVE DEVELOPMENT LTD,5935884,Revenue,1EA37,Franchised Learners FE,"86,100.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,INTERACTIVE SUPPORT LTD,5966017,Revenue,1MX51,SP Block Subsidy,613.86 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/08/2013,INTERACTIVE SUPPORT LTD,5961691,Revenue,1MK50,Ind Supported Living LD,-956.40 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,INTERACTIVE SUPPORT LTD,5961691,Revenue,1MH50,Ind Home Spot Pur PD,"3,152.75 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,INTERACTIVE SUPPORT LTD,5961691,Revenue,1MK50,Ind Supported Living LD,"24,554.60 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,INTERACTIVE SUPPORT LTD,5961725,Revenue,1MK54,Dom Care Own Tenancy LD,"3,480.90 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,INTERACTIVE SUPPORT LTD,5961725,Revenue,1MK55,Dom Care Family/Carer LD,"1,082.40 ",,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Rents,21/08/2013,INTERLINK,5980224,Revenue,1DE49,i4- Quayside NEC,405.00 ,,,,,,,,,,,
Chief Executive's,CD - Regional & European Prog    ,Third Party Payments,15/08/2013,INTERNATIONAL CENTRE FOR LIFE,5973776,Revenue,1VP16,Ncle Enteprs Packg MGMT Costs,"2,959.58 ",,,,,,,,,,,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Premises,02/08/2013,INTU ELDON SQUARE,5959890,Revenue,1V201,Eldon Square Bus Station,"15,763.28 ",,,,,,,,,,,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Premises,06/08/2013,INTU ELDON SQUARE,5961844,Revenue,1V201,Eldon Square Bus Station,"2,810.94 ",,,,,,,,,,,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Supplies & Services,02/08/2013,INTU ELDON SQUARE,5959890,Revenue,1V201,Eldon Square Bus Station,"33,645.55 ",,,,,,,,,,,
Environment & Regeneration,NS: Street Lighting PFI    ,Supplies & Services,13/08/2013,INTU ELDON SQUARE,5964927,Revenue,1KEMF,Street Lighting PFI,"8,684.57 ",,,,,,,,,,,
Children's Services,Invoice,Premises,13/08/2013,INTU ELDON SQUARE,5969046,Revenue,1DR03,Grainger Market,"5,178.74 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Eldon             ,Premises,08/08/2013,INTU ELDON SQUARE LTD,5964131,Revenue,1KL2B,Eldon Leisure,"102,831.88 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Eldon             ,Premises,08/08/2013,INTU ELDON SQUARE LTD,5964137,Revenue,1KL2B,Eldon Leisure,"5,548.62 ",,,,,,,,,,,
Chief Executive's,CD - Communities                 ,Supplies & Services,30/08/2013,INVESTING IN CHILDREN CIC,5980466,Revenue,1FC40,Cee Central Team,"7,728.00 ",,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Employees,30/08/2013,IQL UK LTD,5960351,Revenue,1KL1C,Outer West Pool,132.50 ,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Employees,30/08/2013,IQL UK LTD,5960351,Revenue,1KL1D,East End Pool,132.50 ,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Employees,30/08/2013,IQL UK LTD,5960351,Revenue,1KL1E,Elswick Pool,132.50 ,,,,,,,,,,,
Environment & Regeneration,Cityworks East End Pool    ,Employees,30/08/2013,IQL UK LTD,5960351,Revenue,1KL1G,Gosforth Pool,132.50 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,15/08/2013,IQL UK LTD,5947782,Revenue,1KL1G,Gosforth Pool,787.50 ,,,,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,02/08/2013,ISLAMIC DIVERSITY CENTRE,5950926,Revenue,1KN24,Wingrove Ward,500.00 ,,,,,,,,,,,
Environment & Regeneration,E & R School Meals                     ,Third Party Payments,23/08/2013,ISOS,5981518,Revenue,1MK56,Dom Care Other - Nat Ass Acts,412.48 ,,,,,,,,,,,
Adult and Culture,Ad Serv-Welfare Rights-    ,Supplies & Services,08/08/2013,ISOS,5963659,Revenue,1VH26,Housing & Welfare Rights,"40,000.00 ",,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,05/08/2013,ISOS,5960221,Revenue,1MK56,Dom Care Other - Nat Ass Acts,"106,737.00 ",,,,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,22/08/2013,ISOS,5975723,Revenue,1MK56,Dom Care Other - Nat Ass Acts,412.48 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ISOS HOUSING LIMITED,5961730,Revenue,1MK54,Dom Care Own Tenancy LD,500.00 ,,,,,,,,,,,
Environment & Regeneration,EEC Trading St             ,Supplies & Services,27/08/2013,ITSI,5911156,Revenue,1D520,Trading Standards,750.00 ,,,,,,,,,,,
