Organisation Name,Effective date,Service,Supplier Name,Payment Date,Transaction Number,Net Amount (£),gl Code Desc
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855409,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855410,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855412,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855413,681.22,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855414,832.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855415,687.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855416,-687.28,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855416,1842.38,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855417,572.4,SUBSIDISED ADOPTERS PMTS
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855419,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855421,1893.86,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855424,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855426,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855427,761.4,SUBSIDISED ADOPTERS PMTS
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855428,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855430,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855430,827.64,PROFESSIONAL FEES
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855431,761.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855443,904.64,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855445,911.86,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855451,1022.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855453,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855458,1410.28,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855459,593.98,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855459,1374.08,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855465,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855472,723.24,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855474,827.64,PROFESSIONAL FEES
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855477,1513.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855478,723.24,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855483,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855484,-245.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855484,1014.24,SUBSISTENCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855487,1124.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855488,687.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855489,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855489,827.64,PROFESSIONAL FEES
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855490,832.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855493,1066.76,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855494,528,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855499,528,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855500,868,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855508,760,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855517,500,YOUNG PEOPLES RENTS
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000855522,539.29,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,FINANCE SERVICES,OFFICE DEPOT UK LIMITED,05/12/2014,V000855525,645.12,PRINTING
ROCHDALE,04/12/2014,CUSTOMERS & CORPORATE SERVICES,AON LIMITED,04/12/2014,V000855528,10500,PROFESSIONAL FEES
ROCHDALE,04/12/2014,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04/12/2014,V000855536,921.6,MANDATORY AWARDS
ROCHDALE,04/12/2014,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04/12/2014,V000855536,6519.15,GRANTS AND SUBSCRIPTIONS - GENERAL
ROCHDALE,04/12/2014,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,04/12/2014,V000855537,6519.15,GRANTS AND SUBSCRIPTIONS - GENERAL
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855626,1159.7,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855629,528.48,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855665,1220.74,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855669,708.2,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855675,646.16,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855683,986.8,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,03/12/2014,FINANCE SERVICES,REDACTED - PERSONAL DATA,03/12/2014,V000855684,971.19,RENT ALLOWS-PRIVATE TENANTS ST
ROCHDALE,04/12/2014,PROPERTY AND HIGHWAYS,GATENBY SANDERSON,04/12/2014,V000855691,14400,AGENCY STAFF
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,CHARTERED INSTITUTE OF HOUSING,24/12/2014,V000855736,1100,PROFESSIONAL FEES
ROCHDALE,09/12/2014,ECONOMY AND ENVIRONMENT,G AND A TAYLOR HOTELS LTD,09/12/2014,V000855737,952,ACCOMMODATION
ROCHDALE,04/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,04/12/2014,V000855758,1342.86,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,04/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,04/12/2014,V000855761,1289.03,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,04/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,04/12/2014,V000855768,1058.57,REFERENCE BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,16/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARE ASSOCIATES LIMITED,16/12/2014,V000855788,-1280.28,EBD (EMOT & BEHAV DIFF) PLACEMENTS
ROCHDALE,12/12/2014,PROPERTY AND HIGHWAYS,ROBERT WHETHAM ASSOCIATES,12/12/2014,V000855806,504.25,TRANSACTIONS-EXPENDITURE
ROCHDALE,10/12/2014,PROPERTY AND HIGHWAYS,GROUNDWORK LANDSCAPES LIMITED,10/12/2014,V000855826,16424.38,TRANSACTIONS-EXPENDITURE
ROCHDALE,10/12/2014,ECONOMY AND ENVIRONMENT,GROUNDWORK LANDSCAPES LIMITED,10/12/2014,V000855826,82121.92,IMPROVEMENTS-MODERNISATION
ROCHDALE,10/12/2014,ECONOMY AND ENVIRONMENT,CARTER FENCING LTD,10/12/2014,V000855838,3270,EQUIPMENT - GENERAL
ROCHDALE,04/12/2014,ECONOMY AND ENVIRONMENT,MANCHESTER DOGS HOME,04/12/2014,V000855840,899.8,FEES / COMMISSION
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,OFFICE DEPOT UK LIMITED,12/12/2014,V000855849,1141.28,PRINTING & STATIONERY
ROCHDALE,10/12/2014,ECONOMY AND ENVIRONMENT,ASSOCIATED CLEANING CONTRACTORS,10/12/2014,V000855850,930,WINDOW CLEANING EQUIPMENT
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,05/12/2014,V000855937,2384.22,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,BRIARMEDE CARE LTD,05/12/2014,V000855938,1021.86,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,05/12/2014,V000855939,786.74,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,LILY CARE LIMITED,05/12/2014,V000855942,562,ASSESSMENT CARE
ROCHDALE,05/12/2014,PROPERTY AND HIGHWAYS,NAB CONTRACTORS LTD,05/12/2014,V000855943,4168.5,IMPROVEMENTS-MODERNISATION
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,05/12/2014,V000855945,1180.11,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,05/12/2014,V000855946,2384.22,ASSESSMENT CARE
ROCHDALE,04/12/2014,PUBLIC HEALTH,BOLTON NHS FOUNDATION TRUST,04/12/2014,V000855953,1264,PH OTHER CONTRACTS
ROCHDALE,12/12/2014,ECONOMY AND ENVIRONMENT,D AND M DEMOLITION AND RECYCLING LTD,12/12/2014,V000855954,10650,REMOVAL/STRIP OUT COSTS
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAGLE CARE HOMES LTD,05/12/2014,V000855961,743.52,ASSESSMENT CARE
ROCHDALE,10/12/2014,FINANCE SERVICES,PLAIN ENGLISH CAMPAIGN LTD,10/12/2014,V000855964,990,TRAINING-NON QUALIFICATION
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,TRINITY MIRROR PUBLISHING LTD,08/12/2014,V000855970,519.26,SCHOOL EXCURSION INSURANCE
ROCHDALE,05/12/2014,FINANCE SERVICES,HM REVENUES & CUSTOMS SHIPLEY,05/12/2014,V000855980,1398.66,PROVISIONS UTILISED IN YEAR
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,05/12/2014,V000855986,697.65,BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,05/12/2014,V000855990,677.64,BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,05/12/2014,V000855993,655.2,BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,05/12/2014,V000855995,860.4,BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,05/12/2014,V000855998,614.16,BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,05/12/2014,LEARNING DIS & MENTAL HEALTH,REDACTED - PERSONAL DATA,05/12/2014,V000855999,500,DIRECT PAYMENTS
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,THE KITCHEN EQUIPMENT CO LTD,08/12/2014,V000856005,970.02,EQUIPMENT - GENERAL
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,THE KITCHEN EQUIPMENT CO LTD,08/12/2014,V000856007,970.02,EQUIPMENT - GENERAL
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,THE KITCHEN EQUIPMENT CO LTD,08/12/2014,V000856008,970.02,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,LEARNING DIS & MENTAL HEALTH,RESPITE NORTH WEST LIMITED,05/12/2014,V000856025,1699.03,HOME CARE SPOT PURCHASES
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,RESPITE NORTH WEST LIMITED,05/12/2014,V000856025,1699.03,HOME CARE SPOT PURCHASES
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856030,1060.64,EDB PLACEMENTS
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856030,1856,HOMELESS & VULNERABLE
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856030,2784,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856030,4109.8,YOUNG PEOPLES RENTS
ROCHDALE,24/12/2014,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,24/12/2014,V000856032,3026.19,"DEV CAP - NEW CONSTRUCTION,CONVERSION"
ROCHDALE,18/12/2014,LEARNING DIS & MENTAL HEALTH,CARERS ASSOCIATION RMHP,18/12/2014,V000856033,705,EMERGENCY RESPITE
ROCHDALE,05/12/2014,PROPERTY AND HIGHWAYS,R & M ROOFING & BUILDING SUPPLIES LTD,05/12/2014,V000856035,559.8,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,PHS GROUP PLC,05/12/2014,V000856053,639.16,REPAIRS & ALTS OF BUILDINGS
ROCHDALE,05/12/2014,PROPERTY AND HIGHWAYS,F BRIERLEY & SON LIMITED,05/12/2014,V000856054,880,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,PROPERTY AND HIGHWAYS,J C MILLS & SON LIMITED,05/12/2014,V000856057,3190,TRANSACTIONS-EXPENDITURE
ROCHDALE,16/12/2014,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,16/12/2014,V000856063,750,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,THE OYSTER PARTNERSHIP LTD,05/12/2014,V000856072,893.75,AGENCY STAFF
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,05/12/2014,V000856093,1026,UNDERTAKERS COSTS
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,THE COOPERATIVE FUNERALCARE,05/12/2014,V000856095,570,UNDERTAKERS COSTS
ROCHDALE,09/12/2014,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,09/12/2014,V000856101,633.35,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,05/12/2014,V000856103,1650,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,JONES LANG LASALLE,05/12/2014,V000856117,32323.79,SECURITY
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000856129,750,ADOPTION PAYMENTS
ROCHDALE,22/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,22/12/2014,V000856130,18000,ADOPTION PAYMENTS
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,MAS SEEDS LTD,08/12/2014,V000856138,578.33,EQUIPMENT - GENERAL
ROCHDALE,16/12/2014,CUSTOMERS & CORPORATE SERVICES,EMPLOYEE ADVISORY RESOURCE LIMITED,16/12/2014,V000856140,3250,GENERAL OFFICE EXPENSES
ROCHDALE,08/12/2014,CHILDREN’S SOCIAL CARE,JEAN SAMBROOKS,08/12/2014,V000856145,621.33,MEDICAL FEES
ROCHDALE,05/12/2014,PROPERTY AND HIGHWAYS,COMMUNITY LIGHTING PARTNERSHIP ROCHDALE LTD,05/12/2014,V000856153,375323.22,PFI SCHEMES
ROCHDALE,12/12/2014,ECONOMY AND ENVIRONMENT,STRAIGHT PLC,12/12/2014,V000856156,5822.28,PURCHASE OF OTHER EQUIPMENT
ROCHDALE,08/12/2014,PROPERTY AND HIGHWAYS,J C MILLS & SON LIMITED,08/12/2014,V000856157,10277.74,TRANSACTIONS-EXPENDITURE
ROCHDALE,08/12/2014,PROPERTY AND HIGHWAYS,J C MILLS & SON LIMITED,08/12/2014,V000856157,51388.7,IMPROVEMENTS-MODERNISATION
ROCHDALE,05/12/2014,PUBLIC HEALTH,PENNINE CARE NHS,05/12/2014,V000856173,2500,PH PENNINE CARE CONTRACT
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,SAUNDERS & TAYLOR (MANCHESTER) LIMITED,05/12/2014,V000856176,5598,REPAIRS-HEATING UPGRADE (EXC BOILERS)
ROCHDALE,30/12/2014,CUSTOMERS & CORPORATE SERVICES,MANCHESTER CITY COUNCIL,30/12/2014,V000856183,2700,SUBSCRIPTIONS
ROCHDALE,10/12/2014,EARLY HELP AND SCHOOLS,BEVAN BRITTAN LLP,10/12/2014,V000856189,3078.8,CONSULTANTS FEES
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856190,928,EDB PLACEMENTS
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856190,1856,HOMELESS & VULNERABLE
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856190,2784,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,12/12/2014,CHILDREN’S SOCIAL CARE,POSSABILITIES CIC TRADING,12/12/2014,V000856190,2982.87,YOUNG PEOPLES RENTS
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,PRESTIGE NURSING & CARE,05/12/2014,V000856191,649.85,AGENCY STAFF
ROCHDALE,11/12/2014,ECONOMY AND ENVIRONMENT,ASH TIMBER LIMITED,11/12/2014,V000856192,502.69,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,EARLY HELP AND SCHOOLS,SEN VOICE LTD,05/12/2014,V000856194,2000,AGENCY STAFF
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,ROCHDALE COMMUNITY TRANSPORT,05/12/2014,V000856195,1548.2,SERVICE LEVEL AGREEMENTS
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,ROCHDALE COMMUNITY TRANSPORT,05/12/2014,V000856196,4642.2,SERVICE LEVEL AGREEMENTS
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,COMPLETE BACKGROUND SCREENING LTD,05/12/2014,V000856197,1365,TRANSACTIONS-EXPENDITURE
ROCHDALE,12/12/2014,ECONOMY AND ENVIRONMENT,PIONEER TREE SERVICES LIMITED,12/12/2014,V000856198,2775,"DEV CAP - NEW CONSTRUCTION,CONVERSION"
ROCHDALE,16/12/2014,EARLY HELP AND SCHOOLS,FRANK WHITELOCK,16/12/2014,V000856199,5920,CONSULTANT FEES
ROCHDALE,12/12/2014,EARLY HELP AND SCHOOLS,BRIGHT FUTURES SCHOOL LTD,12/12/2014,V000856201,9768.99,OTHER LA`S - SEN PROVISION
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,05/12/2014,V000856202,31534,ADOPTION PAYMENTS
ROCHDALE,12/12/2014,PHYSICAL DIS & OLDER PEOPLE,BRAKE BROS FOOD SERVICE LTD,12/12/2014,V000856205,639.77,PROVISIONS
ROCHDALE,16/12/2014,EARLY HELP AND SCHOOLS,BEECHKEYS CARE AND EDUCATION,16/12/2014,V000856207,10427,OTHER LA`S - SEN PROVISION
ROCHDALE,18/12/2014,EARLY HELP AND SCHOOLS,SEEROS PRIVATE DAY NURSERY,18/12/2014,V000856208,1491,SEN COSTS MET BY SCHOOLS
ROCHDALE,12/12/2014,ECONOMY AND ENVIRONMENT,VALE ENGINEERING YORK LTD,12/12/2014,V000856211,12640,PURCHASE OF VEHICLES
ROCHDALE,15/12/2014,PHYSICAL DIS & OLDER PEOPLE,PARKWOOD HEALTHCARE LIMITED,15/12/2014,V000856214,5841.66,SERVICE LEVEL AGREEMENTS
ROCHDALE,09/12/2014,PHYSICAL DIS & OLDER PEOPLE,CIC GROUP EACHSTEP BLACKLEY,09/12/2014,V000856215,790.19,NURSING LONG TERM
ROCHDALE,15/12/2014,ECONOMY AND ENVIRONMENT,MACE LIMITED,15/12/2014,V000856262,5375,CONSULTANT FEES
ROCHDALE,16/12/2014,ECONOMY AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,16/12/2014,V000856265,3439.22,CONDITION SURVEYS
ROCHDALE,15/12/2014,ECONOMY AND ENVIRONMENT,MR D ROUND,15/12/2014,V000856266,1895,REMOVAL/STRIP OUT COSTS
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,NORTHWEST ASBESTOS REMOVALS LTD,08/12/2014,V000856279,730,REFUSE DISPOSAL
ROCHDALE,11/12/2014,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,11/12/2014,V000856293,2491.35,COMMUNICATION AND COMPUTING - GENERAL
ROCHDALE,11/12/2014,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,11/12/2014,V000856295,2491.35,COMMUNICATION AND COMPUTING - GENERAL
ROCHDALE,11/12/2014,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,11/12/2014,V000856296,1542.75,COMMUNICATION AND COMPUTING - GENERAL
ROCHDALE,11/12/2014,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,11/12/2014,V000856298,918,COMMUNICATION AND COMPUTING - GENERAL
ROCHDALE,12/12/2014,CUSTOMERS & CORPORATE SERVICES,MISCO,12/12/2014,V000856300,3430.97,PURCHASE OF ICT HARDWARE
ROCHDALE,11/12/2014,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,11/12/2014,V000856308,3415.32,COMMUNICATION AND COMPUTING - GENERAL
ROCHDALE,08/12/2014,PROPERTY AND HIGHWAYS,H BELL & SONS ROCHDALE LTD,08/12/2014,V000856319,12072.9,TRANSACTIONS-EXPENDITURE
ROCHDALE,08/12/2014,EARLY HELP AND SCHOOLS,H BELL & SONS ROCHDALE LTD,08/12/2014,V000856319,60364.49,IMPROVEMENTS-MODERNISATION
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,KILLGERM CHEMICALS LIMITED,18/12/2014,V000856326,776.28,SERVICES - GENERAL
ROCHDALE,11/12/2014,CUSTOMERS & CORPORATE SERVICES,UPDATA INFRASTRUCTURE UK LTD,11/12/2014,V000856340,1839.83,COMMUNICATION AND COMPUTING - GENERAL
ROCHDALE,11/12/2014,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,11/12/2014,V000856342,1194,SERVICES - GENERAL
ROCHDALE,09/12/2014,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,09/12/2014,V000856343,3008.4,CAPITAL SALARIES
ROCHDALE,11/12/2014,ECONOMY AND ENVIRONMENT,ANIMAL WARDENS LIMITED,11/12/2014,V000856344,676.6,SERVICES - GENERAL
ROCHDALE,09/12/2014,CUSTOMERS & CORPORATE SERVICES,STHREE PARTNERSHIP LLP,09/12/2014,V000856345,1400,CAPITAL SALARIES
ROCHDALE,08/12/2014,ECONOMY AND ENVIRONMENT,LEX AUTOLEASE,08/12/2014,V000856347,523.44,TRANSACTIONS-EXPENDITURE
