Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,INCHCAPE FLEET SOLUTIONS LIMITED,NW MANCHESTER STAFF COSTS,249540,551.58,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,INCHCAPE FLEET SOLUTIONS LIMITED,NW DOGS,249540,169.03,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ EXPLOSIVE DOGS,249540,"2,330.53",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,INCHCAPE FLEET SOLUTIONS LIMITED,SPECIALIST  RESPONSE UNIT,249540,270,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,INCHCAPE FLEET SOLUTIONS LIMITED,SC CID,249540,"1,822.51",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,INCHCAPE FLEET SOLUTIONS LIMITED,WN AREA COMMAND STAFF COSTS,249540,372.36,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,KAWASAKI MOTORS UK,LN WCML MOTORCYCLE TEAM,249601,"3,000.00",,SL8 5XF
Department for Transport,British Transport Police,02/09/2011,VEHICLE ACCIDENT REPAIRS,KAWASAKI MOTORS UK,LN WCML MOTORCYCLE TEAM,249600,"7,500.00",,SL8 5XF
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,FHQ VEHICLE FLEET MANAGER,249621,50.4,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,L&D OPERATIONS & TRAINING,249621,2.29,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN OPERATIONS,249621,167.11,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN WCML MOTORCYCLE TEAM,249621,222.46,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,SC MOTHERWELL STAFF COSTS,249621,215.95,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN PETERBOROUGH STAFF COSTS,249567,31.15,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN OPERATIONS,249567,132.47,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN EUSTON STAFF COSTS,249567,36.87,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN PADDINGTON STAFF COSTS,249567,88.28,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE EQUIPMENT (NONCAP),BARCLAYS HMG PROCUREMENT CARD,LN READING STAFF COSTS,249567,4.99,,TS17 6YG
Department for Transport,British Transport Police,02/09/2011,VEHICLE HIRE- OPERATIONAL,WILTSHIRE POLICE AUTHORITY,LN AREA COMMAND,249121,630,,SN10 2DN
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,PS FHQ FIB,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,MAJOR INVESTIGATION TEAM,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ CCTV PROJECT TEAM,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,PS MIU,249540,366.86,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,A3 - NATIONAL CRIME TEAM,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,C1 - NATIONAL CRIME TEAM,249540,519.48,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ SCENES OF CRIME,249540,"1,901.55",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,PS HEAD OF FSJ,249540,246.85,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ ACC SCOT. / COMM AFFAIRS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,CIVIL CONTINGENCY UNIT,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LONDON & THE OLYMPICS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ CHIEF CONSTABLE,249540,450.03,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ DEP. CHIEF CONSTABLE,249540,270.63,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ PROFESSIONAL STDS UNIT,249540,131.74,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,DFT OLYMPICS,249540,629.86,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ VEHICLE FLEET MANAGER,249540,424.95,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,L&D OPERATIONS & TRAINING,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,FHQ TRAINING CENTRE DOGS,249540,"1,480.89",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN AREA COMMAND,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN INNER LONDON CID,249540,"2,209.31",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN OPERATION GLOBE COSTS,249540,700.41,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN FORENSIC TEAM,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN OUTER LONDON CID,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN EBBSFLEET,249540,27,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN ST PANCRAS STAFF COSTS,249540,107.79,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN KINGS CROSS STAFF COSTS,249540,160.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN CAMBRIDGE STAFF COSTS,249540,685.32,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN NORWICH STAFF COSTS,249540,140.86,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN L'POOL ST STAFF COSTS,249540,20.25,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN SOUTHEND STAFF COSTS,249540,27,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN IPSWICH STAFF COSTS,249540,880.27,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN PETERBOROUGH STAFF COSTS,249540,"1,367.60",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN DOGS,249540,"1,004.77",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN OPERATIONS,249540,"2,540.64",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN OPERATIONAL SUPPORT UNIT,249540,497.76,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN AIB,249540,236.38,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN AREA TASKING TEAMS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN LONDON OVERGROUND - LOROL,249540,630.93,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN LONDON MAYORS SUBURBAN TEAM,249540,20.25,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN EUSTON STAFF COSTS,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN PADDINGTON STAFF COSTS,249540,27,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN READING STAFF COSTS,249540,20.25,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN MILTON KEYNES STAFF COSTS,249540,27.01,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LN WCML MOTORCYCLE TEAM,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS BROMLEY NPT,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS INNER LONDON TEAM 1,249540,"1,175.27",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CLAPHAM JUNCTION NPT,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS WIMBLEDON - BORIS 50,249540,191.26,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,Lond Stl AIB / FIO,249540,103.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,Lond Stl Robbery Team,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CROYDEN - BORIS 50,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS GUILDFORD STAFF COSTS,249540,141.18,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS SOUTHAMPTON STAFF COSTS,249540,101.4,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS PORTSMOUTH STAFF COSTS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS BOURNEMOUTH STAFF COSTS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS ASHFORD STAFF COSTS,249540,217.21,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CROYDON STAFF COSTS,249540,330.85,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS BRIGHTON STAFF COSTS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CROYDON TRAM. STAFF COSTS,249540,24.67,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS AREA COMMAND,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS DOGS,249540,793.09,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS OPERATIONS,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS TASKING UNIT,249540,608.73,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS MOTORCYCLE UNIT,249540,94.65,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS OP SUPPORT PLANNING,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS OPERATIONAL SUPPORT UNIT 2,249540,306.99,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CID,249540,20.25,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CAT (CBT),249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS A.I.B,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS CRIME REDUCTION,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,LS ROBBERY SQUAD,249540,"1,087.04",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE CID,249540,335.82,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE A.I.B,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NETWORK RAIL CABLE TEAM,249540,993.29,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE AREA COMMAND,249540,294.29,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE CABLE TEAM,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE DERBY,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE LEICESTER,249540,27.01,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE NOTTINGHAM,249540,230.48,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE LEEDS STAFF COSTS,249540,229.92,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE METRO TRANSPORT SYSTEMS,249540,48.06,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE NEWCASTLE STAFF COSTS,249540,57.98,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE DARLINGTON STAFF COSTS,249540,"4,161.31",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE M'BROUGH STAFF COSTS,249540,227.28,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE YORK STAFF COSTS,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE DONCASTER STAFF COSTS,249540,20.25,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE SHEFFIELD STAFF COSTS,249540,292.17,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE HULL STAFF COSTS,249540,190.72,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE GRIMSBY STAFF COSTS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE DOGS,249540,703.62,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE OPERATIONS,249540,27,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE MOTORCYCLE UNIT,249540,53.55,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE OP SUPPORT PLANNING,249540,"1,811.73",,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE OP SUPPORT 1,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NE OP SUPPORT 2,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW A.I.B,249540,20.25,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW AREA COMMAND,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW PROACTIVE UNIT,249540,386.01,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW SCHOOLS LIAISON,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW MANCHESTER STAFF COSTS,249540,227.91,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW PRESTON STAFF COSTS,249540,448.15,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW CARLISLE STAFF COSTS,249540,13.5,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW BLACKPOOL STAFF COSTS,249540,215.55,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW LANCASTER STAFF COSTS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW WIGAN STAFF COSTS,249540,6.75,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW DOGS,249540,622.41,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW OPERATIONS,249540,60.76,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW MOTORCYCLE UNIT,249540,143.7,,PO6 4RP
Department for Transport,British Transport Police,02/09/2011,VEHICLE SERVICING- PLANNED,INCHCAPE FLEET SOLUTIONS LIMITED,NW OP SUPPORT PLANNING,249540,60.75,,PO6 4RP
