Merchant Category,Supplier Name,Service  ,Summary of Purpose of Expenditure ,Date,Net Amount
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,978.25
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,"1,102.99"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to Place,Agency Staff,02/12/2016,753.12
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,02/12/2016,"1,309.50"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,16.80
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,4.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,18.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,39.20
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,64.64
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,02/12/2016,37.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,70.45
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,109.98
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,84.54
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,148.14
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,128.31
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,238.29
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,09/12/2016,587.34
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,176.12
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,190.84
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,321.43
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,327.18
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,217.86
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,09/12/2016,"1,700.45"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to Place,Agency Staff,09/12/2016,627.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,09/12/2016,"1,047.60"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,022.31"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,09/12/2016,"1,006.76"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.14"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.14"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,022.31"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,09/12/2016,"1,341.25"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,102.97"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,023.07"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,594.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,09/12/2016,"1,609.50"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,594.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,102.97"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,023.07"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,992.22
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,"1,034.14"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,130.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,14.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,13.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,70.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,16.80
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,40.84
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,59.10
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,09/12/2016,17.20
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,131.68
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,481.90
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,117.04
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,131.68
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,70.45
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,147.66
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,190.84
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,147.66
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,517.06
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,726.30
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,927.60"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,829.52
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,927.60"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,116.03"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,341.25"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,786.70"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,960.90
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,309.50"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,470.33"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to Place,Agency Staff,16/12/2016,"1,673.31"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,880.30"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,518.40"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.14"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,240.04"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to Place,Agency Staff,16/12/2016,"1,730.35"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,518.40"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,006.76"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,034.13"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,023.07"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,16/12/2016,"1,880.30"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,"1,275.46"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,775.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,603.84
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,12.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,20.80
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,22.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,14.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,15.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,15.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,19.20
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,13.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,14.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,14.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,20.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,13.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,18.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,21.60
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,142.00
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,16/12/2016,28.40
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,103.05
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,84.54
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,98.63
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,84.54
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,73.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,56.36
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,84.54
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,102.41
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,131.68
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,84.54
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,73.15
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,126.81
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,183.17
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,98.63
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,117.04
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,167.70
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,70.45
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,183.17
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,281.80
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,140.90
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,21/12/2016,497.61
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,281.80
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,283.95
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,356.64
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,670.80
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,642.85
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,21/12/2016,"1,759.35"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,726.68
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,"1,090.05"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,21/12/2016,"1,341.24"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,21/12/2016,"1,927.60"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,829.52
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,"1,022.31"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,"1,102.99"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Corporate and Support Services,Agency Staff,21/12/2016,"1,309.50"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,"1,034.15"
Recruitment / Staffing,Hays Specialist Recruitment Ltd,Services to People,Agency Staff,21/12/2016,603.84
