PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
8342006019,OFFICES AND PREMISES,24750,MONDIALE PUBLISHING LTD,15/10/1997,SUITES 124 & 5,WATERLOO PLACE,WATSONS SQUARE,MIDDLE HILLGATE,STOCKPORT,SK1 3AZ,SUITES 1 2 4 & 5,WATERLOO PLACE,WATSON SQUARE,STOCKPORT,,SK1 3AZ,,,,0,0,0,0,,0
1615126009,SHOP AND PREMISES,6800,REEDS RAINS LIMITED,20/10/1995,126 CASTLE STREET,EDGELEY,STOCKPORT,,,SK3 9JH,2ND FLOOR,NEWCASTLE HOUSE,ALBANY COURT,NEWCASTLE BUSINESS PARK,NEWCASTLE UPON TYNE,NE4 7YB,,,,0,0,0,0,,0
1667030009,WORKSHOP AND PREMISES,9600,LEES WALKER PRECISION CUTTERS LTD,30/08/2000,WORKSHOP & PREMISES,3 CHARLESWORTH STREET,SHAW HEATH,STOCKPORT,,SK1 3UE,WORKSHOP & PREMISES,3 CHARLESWORTH STREET,STOCKPORT,,,SK1 3UE,,,,0,0,0,4608,,0
3805008019,WORKSHOP AND PREMISES,14000,D.J. PROFILE & GRINDING CO. LIMITED,01/04/1996,WORKSHOP GND FLOOR,HIBBERT STREET,HAIGH AVENUE,STOCKPORT,,SK4 1NU,WORKSHOP GND FLOOR,HIBBERT STREET,HAIGH AVENUE,STOCKPORT,,SK4 1NU,,,,0,0,0,0,,0
7479242009,SHOP AND PREMISES,5000,LLOYDS PHARMACY LTD,15/03/1998,242 STOCKPORT ROAD,BREDBURY,STOCKPORT,,,SK6 2AN,SAPPHIRE COURT,WALSGRAVE TRIANGLE,COVENTRY,,,CV2 2TX,,,,0,0,0,0,,0
5655001029,SHOP AND PREMISES,6700,F S L OPTICIANS LTD,01/04/1996,1A MOORSIDE ROAD,HEATON MOOR,STOCKPORT,,,SK4 4DT,1A MOORSIDE ROAD,HEATON MOOR,STOCKPORT,,,SK4 4DT,,,,0,0,0,0,,0
0020047039,WAREHOUSE AND PREMISES,13500,AUDIO DESIGN SERVICES LTD,31/01/1998,ST DAVIDS HOUSE,ADCROFT STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3HW,ST DAVIDS HOUSE,ADCROFT STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3HW,,,,0,0,0,3240,,0
0825036009,SHOP AND PREMISES,6900,H G ATTWOOD & SON LTD,16/09/1995,36 BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK2 6HR,36 BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK2 6HR,,,,0,0,0,3312,,0
8507012019,CAFE AND PREMISES,22000,UNITED STANCE LTD T/A ROMULUS,01/04/1996,12A WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JJ,12A WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JJ,,,,0,0,0,0,,0
3935139009,SHOP AND PREMISES,8900,BRAMLEY CARPETS LTD,01/03/1999,139 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,139 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,,,,0,0,0,0,,0
3467067019,WORKSHOP OFFICES AND PREMISES,21750,BENCHMARK BUILDING SUPPLIES LTD,30/04/1996,WORKSHOP & OFFICES AT,GREEN LANE,ROMILEY,STOCKPORT,,SK6 3JG,SGBD LIMITED,JEWSON PROPERTY,PO BOX 95 PARKVIEW HOUSE,WOODVALE ROAD,BRIGHTOUSE,HD6 9AD,,,,0,0,0,0,,0
0825132029,SHOP AND PREMISES,4400,MESSRS MOTASHAM  OMID & HEDAYALI,26/04/1996,132A BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK3 8SB,132A BRAMHALL LANE,HEAVILEY,STOCKPORT,,,SK3 8SB,,,,0,0,0,2094.95,,0
3507126009,SHOP AND PREMISES,3350,DEANCHOICE LTD,01/03/1996,126 GRENVILLE STREET,EDGELEY,STOCKPORT,,,SK3 9ET,126 GRENVILLE STREET,EDGELEY,STOCKPORT,,,SK3 9ET,,,,0,0,0,1608,,0
8420000079,WAREHOUSE OFFICE AND PREMISES,44000,APOLLO SCIENTIFIC LTD,07/01/2002,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,,SK6 2QR,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,,SK6 2QR,,,,0,0,0,0,,0
3981059019,SHOP AND PREMISES,20250,P D S A,14/12/1995,59 HIGH STREET,CHEADLE,,,,SK8 1BJ,WHITECHAPEL WAY,PRIORSLEE,TELFORD,,,TF2 9PQ,MAN,,,7986.6,0,0,0,,0
7930014009,VEHICLE REPAIR WORKSHOP AND PREMISES,4350,F D L LTD,01/06/2001,HOLLAND HOUSE,2 TOLLBAR STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3EW,HOLLAND HOUSE,2 TOLLBAR STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3EW,,,,0,0,0,2088,,0
5595086039,SHOP AND PREMISES,95000,DILLONS UK LTD,11/05/1996,86 MERSEYWAY,STOCKPORT,,,,SK1 1QN,PROPERTY DEPARTMENT,ROYAL HOUSE PRINCES GATE,HOMER ROAD,SOLIHULL,WEST MIDLANDS,B91 3QQ,,,,0,0,0,0,,0
8449001029,OFFICES AND PREMISES,8000,LORAC CLINICAL PHARMACY SERVICES LTD,01/05/1996,OVER,1 WILMSLOW ROAD,HEALD GREEN,CHEADLE,,SK8 1DW,OVER,1 WILMSLOW ROAD,HEALD GREEN,CHEADLE,,SK8 1DW,,,,0,0,0,3840,,0
7805013009,SHOP AND PREMISES,7000,LILLEY'S HEALTHCARE LTD T/A LILLEY'S PHA,02/09/1996,13 TURNSTONE ROAD,OFFERTON,STOCKPORT,,,SK2 5XT,13 TURNSTONE ROAD,OFFERTON,STOCKPORT,,,SK2 5XT,,,,0,0,0,3360,,0
1007003009,SHOWROOM AND PREMISES,13750,FINISHING TOUCHES (NW) LTD,30/07/1996,3-5 BUXTON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6AD,3/5 BUXTON ROAD,HIGH LANE,STOCKPORT,,,SK7 6AD,,,,0,0,0,2749.36,,0
5098162009,SHOP AND PREMISES,11750,ALFRESCO RISTORANTES LTD,24/08/1996,162-164 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,162-164 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,,,,0,0,0,5640,,0
3500327419,OFFICES AND PREMISES,14250,ARTS FOR RECOVERY IN THE COMMUNITY,01/02/1997,33M VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7BR,33M VAUXHALL WORKS,GREG STREET,SOUTH REDDISH,STOCKPORT,,SK5 7BR,MAN,,,3270.54,0,0,0,,0
8334000009,WORKSHOP AND PREMISES,18250,TROJAN ENGINEERING (STOCKPORT) LTD,01/06/1999,WAREHOUSE,MERSEY STREET,PORTWOOD,STOCKPORT,,SK1 2HX,WAREHOUSE,MERSEY STREET,PORTWOOD,STOCKPORT,,SK1 2HX,,,,0,0,0,0,,0
4834999009,COMMUNICATION STATION AND PREMISES,7200,TELEFONICA UK LTD,01/11/1995,SITE 1615 AT,WATER TREATMENT WORKS,HEATHSIDE PARK ROAD,CHEADLE HEATH,STOCKPORT,SK3 0RB,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
7967279119,COMMUNICATION STATION AND PREMISES,12750,TELEFONICA UK LTD,01/05/1999,SIRE 4933,WOODBANK WORKS,TURNCROFT LANE,OFFERTON,STOCKPORT,SK1 4AR,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
4652019009,COMMUNICATION STATION AND PREMISES,6900,TELEFONICA UK LTD,01/08/2000,CELL NO 10744,NORBURY FARM,JACKSONS LANE,HAZEL GROVE,STOCKPORT,SK7 5JS,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
1897000029,COMMUNICATION STATION AND PREMISES,10000,TELEFONICA UK LTD,27/10/2000,11404 CROSSLEY PARK,CROSSLEY ROAD,HEATON CHAPEL,STOCKPORT,,SK4 5BB,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
8358999149,COMMUNICATION STATION AND PREMISES,12750,TELEFONICA UK LTD,01/04/2003,SITE 10591,WELLESLEY HOUSE,WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1LS,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
3422307029,COMMUNICATION STATION AND PREMISES,4300,TELEFONICA UK LTD,01/04/2004,SITE 16831,JUNCTION OF MILL LANE/,GORTON ROAD,REDDISH,STOCKPORT,SK5 6XD,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
7229025309,COMMUNICATION STATION AND PREMISES,12500,TELEFONICA UK LTD,01/04/2004,SITE 18261,HAZEL GROVE IND ESTATE,SCHOOL STREET,HAZEL GROVE,STOCKPORT,SK7 4RA,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
5508020029,COMMUNICATION STATION AND PREMISES,4300,TELEFONICA UK LTD,01/04/2004,SITE 10664,ADJ 22 MARPLE ROAD,OFFERTON,STOCKPORT,,SK2 5QB,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
7192045019,OFFICES AND PREMISES,5500,ACTIVE RESOURCE (UK) LTD,01/12/1996,45A ST PETERSGATE,STOCKPORT,,,,SK1 1DH,45A ST PETERSGATE,STOCKPORT,,,,SK1 1DH,,,,0,0,0,2640,,0
8576901009,SHOP AND PREMISES,3830000,JOHN LEWIS PARTNERSHIP PLC,25/10/1995,CHEADLE ROYAL RETAIL PARK,WILMSLOW ROAD,CHEADLE,,,SK8 3BZ,C/O BNP PARIBAS REAL ESTATE,RATE MANAGEMENT UNIT,9 COLMORE ROW,BIRMINGHAM,,B3 2BJ,,,,0,0,0,0,,0
4796015009,WORKSHOP AND PREMISES,7500,ZODIAC EYEWEAR LTD,01/11/2000,15 KING STREET WEST,STOCKPORT,,,,SK3 0DT,15 KING STREET WEST,STOCKPORT,,,,SK3 0DT,,,,0,0,0,3600,,0
3380100009,WAREHOUSE AND PREMISES,8400,EASY-HIRE POWER TOOLS LTD,18/12/2000,GEORGES ROAD,HEATON NORRIS,STOCKPORT,,,SK4 1DP,GEORGES ROAD,HEATON NORRIS,STOCKPORT,,,SK4 1DP,,,,0,0,0,4032,,0
8358270089,OFFICES AND PREMISES,23000,ENTERPRISE RENT A CAR LTD,01/11/2002,BRYANT HOUSE,59 WELLINGTON ROAD NORTH,STOCKPORT,,,SK4 1HJ,UNIT 6,TAURUS PARK,EUROPA BOULEVARD,WESTBROOK,WARRINGTON,WA5 7ZT,,,,0,0,0,0,,0
5451003289,WORKSHOP AND PREMISES,7600,ENTERPRISE RENT A CAR LTD,01/11/2004,UNIT 12D,MARCLIFFE INDUSTRIAL ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,UNIT 6,TAURUS PARK,EUROPA BOULEVARD,WESTBROOK,WARRINGTON,WA5 7ZT,,,,0,0,0,0,,0
5061009009,SHOP AND PREMISES,1775,CO-OPERATIVE GROUP  LTD,01/02/1997,9 LINGARD STREET,REDDISH,STOCKPORT,,,SK5 6AB,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INT PROPERTY ADVISERS UK LLP,12TH FLOORELEVEN BRINDLEY PLACE,2 BRUNSWICK SQUARE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
3983999019,CAR PARKING SPACE,500,BENNETT VERBY & CO LTD,13/06/2000,CAR PARKING SPACE ADJ,OLD MANSION HOUSE,HIGH STREET,LOWER HILLGATE,STOCKPORT,SK1 1EG,1ST FLOOR,7 ST PETERSGATE,STOCKPORT,,,SK1 1EB,,,,0,0,0,0,,0
3983999029,CAR PARKING SPACE,500,BENNETT VERBY & CO LTD,01/07/2000,ADJ OLD MANSION HOUSE,HIGH STREET,LOWER HILLGATE,STOCKPORT,,SK1 1EG,1ST FLOOR,7 ST PETERSGATE,STOCKPORT,,,SK1 1EB,,,,0,0,0,0,,0
7192007079,OFFICES AND PREMISES,30000,BENNETT VERBY & CO LTD,03/02/2003,7 ST PETERSGATE,STOCKPORT,,,,SK1 1EB,1ST FLOOR,7 ST PETERSGATE,STOCKPORT,,,SK1 1EB,,,,0,0,0,0,,0
9827004009,WAREHOUSE OFFICE AND PREMISES,21000,METALFORM LTD,22/11/2004,4 WYVERN AVENUE,REDDISH,STOCKPORT,,,SK5 7DD,4 WYVERN AVENUE,REDDISH,STOCKPORT,,,SK5 7DD,,,,0,0,0,0,,0
5595089009,SHOP AND PREMISES,39000,CLAIRE'S ACCESSORIES UK LTD T/A BOW BANGLES,15/08/1999,89 MERSEYWAY,STOCKPORT,,,,SK1 1QW,UNIT 4,BROMFORD GATE,BROMFORD LANE,BIRMINGHAM,,B24 8DL,,,,0,0,0,0,,0
5593024009,SHOP AND PREMISES,17500,CRAWSHAW BUTCHERS LTD,16/12/1996,24 MERSEY SQUARE,STOCKPORT,,,,SK1 1RA,UNIT 4 SANDBECK WAY,HELLABY INDUSTRIAL ESTATE,ROTHERHAM,,,S66 8QL,,,,0,0,0,0,,0
1734096009,SURGERY AND PREMISES,21750,MANCHESTER NHS T/A NORTHENDEN GRP PRAC,01/04/1997,96 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NQ,PRACTICE MANAGER,NORTHENDEN GROUP PRACTICE,489 PALATINE ROAD,NORTHENDEN,,M22 4DH,,,,0,0,0,0,,0
5720021009,FACTORY OFFICES AND PREMISES,49750,CHAPEL PRESS PARTNERSHIP,26/08/1996,UNIT D,PARKGATE CLOSE,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SU,UNIT D,PARKGATE CLOSE,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SU,,,,0,0,0,0,,0
3375219009,SURGERY AND PREMISES,4600,BREDBURY  DENTAL PRACTICE LTD,22/05/1997,219 GEORGE LANE,BREDBURY,STOCKPORT,,,SK6 1DJ,RAVENSCAR,27 BROADWAY,BRAMHALL,STOCKPORT,,SK7 3BT,,,,0,0,0,2037.55,,0
3935123009,SHOP AND PREMISES,8400,MARTINS CRAFT BAKERY LIMITED,17/05/1997,123 HEATON MOOR ROAD,STOCKPORT,,,,SK4 4HY,INTERNATIONAL HOUSE,30 HOLLYOAK STREET,NEWTON HEATH,MANCHESTER,,M40 1HB,,,,0,0,0,0,,0
7394125009,OFFICES AND PREMISES,7900,MALLARD PACKAGING LTD,01/10/1998,125 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6AF,125 STOCKPORT ROAD,MARPLE,STOCKPORT,,,SK6 6AF,,,,0,0,0,3792,,0
3464012039,OFFICES AND PREMISES,13750,IGL (SURVEYORS) LTD T/A IGL,02/12/2000,SULA HOUSE,12 GREEK STREET,STOCKPORT,,,SK3 8AB,SULA HOUSE,12 GREEK STREET,STOCKPORT,,,SK3 8AB,,,,0,0,0,2749.36,,0
4776010029,COMMUNICATION STATION AND PREMISES,7500,TELEFONICA UK LTD,01/10/2000,SITE 1809 AT KENWOOD ROAD,NORTH REDDISH,STOCKPORT,,,SK5 6PL,ACCOUNT TELECOMS,C/O CLUTTONS LLP,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,,,,0,0,0,0,,0
1009291009,SHOP AND PREMISES,11000,ELLIOT SHOES LTD,30/06/1997,291 BUXTON ROAD,STOCKPORT,,,,SK2 7NR,291 BUXTON ROAD,STOCKPORT,,,,SK2 7NR,,,,0,0,0,5280,,0
3854013009,WAREHOUSE AND PREMISES,3550,SAFARI SIGNS RESIDENTIAL LTD,22/06/1997,WORKSHOP,16 HARROP STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JP,WORKSHOP,16 HARROP STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JP,,,,0,0,0,1704,,0
8103065009,OFFICES AND PREMISES,10000,STOCKPORT & DISTRICT MIND,11/07/1997,65/67 UNION STREET,MARRIOT STREET,STOCKPORT,,,SK1 3NP,65/67 UNION STREET,MARRIOT STREET,STOCKPORT,,,SK1 3NP,MAN,,,3944,0,0,0,,0
6053002049,OFFICES AND PREMISES,6500,BUCKLEY & CO,25/06/1997,1ST FLOOR,2 NORBURY STREET,STOCKPORT,,,SK1 3SH,1ST FLOOR,2 NORBURY STREET,STOCKPORT,,,SK1 3SH,,,,0,0,0,3120,,0
1888021009,COATING PLANT AND PREMISES,77500,BARDON ROADSTONE LTD,01/03/1996,COATING PLANT,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,GERALD EVES LLP,35 KINGS HALL AVENUE,WEST MALLING,KENT,,ME19 4DN,,,,0,0,0,0,,0
6094020009,BINGO HALL AND PREMISES,187000,GALA CASINO,09/10/1997,NEWBRIDGE LANE,STOCKPORT,,,,SK1 2NQ,NEWBRIDGE LANE,STOCKPORT,,,,SK1 2NQ,,,,0,0,0,0,,0
8361059009,CASINO AND PREMISES,132000,GROSVENOR CASINOS (GC) LTD,22/12/2000,STAKIS GRAND CASINO,59 WELLINGTON STREET,STOCKPORT,,,SK1 3AD,ACCOUNTS PAYABLE DEPARTMENT,TOR,SAINT-CLOUD WAY,MAIDENHEAD,BERKSHIRE,SL6 8BN,,,,0,0,0,0,,0
1700067009,DAY NURSERY AND PREMISES,18750,INDEPENDENT OPTIONS (STOCKPORT) LTD,03/05/1996,THE PINES,67 CHESTER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5PE,THE PINES,67 CHESTER ROAD,HAZEL GROVE,STOCKPORT,,SK7 5PE,MAN,,,5131.04,0,0,0,,0
1734035009,HAIRDRESSING SALON AND PREMISES,11750,PAMPERS LTD,22/09/1997,35-37 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NG,35-37 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NG,,,,0,0,0,5640,,0
1681067019,SHOP AND PREMISES,4900,TRADE WINDOW SUPPLIES LTD,01/09/1997,67A CHEADLE ROAD,CHEADLE HULME,CHEADLE,,,SK8 5DW,67A CHEADLE ROAD,CHEADLE HULME,CHEADLE,,,SK8 5DW,,,,0,0,0,2238.44,,0
1613030049,ROAD HAULAGE DEPOT AND PREMISES,44750,CHRIS BENNETT (HEAVY HAULAGE) LTD,10/11/1998,ARDEN HALL,CASTLE HILL,BREDBURY,STOCKPORT,,SK6 2RY,ARDEN HALL,CASTLE HILL,BREDBURY,STOCKPORT,,SK6 2RY,,,,0,0,0,0,,0
5098032029,OFFICES AND PREMISES,12000,P S 5 LTD,01/10/1997,32 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,32 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,,,,0,0,0,5760,,0
8507027009,HAIRDRESSING SALON AND PREMISES,22000,BARARD HAIRDRESSING TLD,26/09/1997,27 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,27 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,,,,0,0,0,0,,0
0097038059,OFFICES AND PREMISES,2325,VECTOR FREIGHT LTD,09/09/1997,2ND FLOOR  OFFICE 11-12,VICTORIA MILL COMPSTALL MILL,ANDREW STREET,COMPSTALL,STOCKPORT,SK6 5HN,2ND FLOOR  OFFICE 11-12,VICTORIA MILL COMPSTALL MILL,ANDREW STREET,COMPSTALL,STOCKPORT,SK6 5HN,,,,0,0,0,1116,,0
8359309389,OFFICES AND PREMISES,8700,GOOD TRAVEL MANAGEMENT LTD,17/09/1997,SUITE 3B 3RD FLR,ST CHRISTOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,MATTHEW GOOD HOUSE,BRIDGEHEAD BUSINESS PARK,ORCHID ROAD,HESSLE,HULL,HU13 0DH,,LDS,,0,64.61,0,0,,0
8359309759,CAR PARKING SPACE,900,GOOD TRAVEL MANAGEMENT LTD,01/04/2000,CAR SPACES 69-70,ST CHRISOPHER HOUSE,WELLINGTON ROAD SOUTH,STOCKPORT,,SK2 6ND,MATTHEW GOOD HOUSE,BRIDGEHEAD BUSINESS PARK,ORCHID ROAD,HESSLE,HULL,HU13 0DH,,,,0,0,0,0,,0
1704213039,OFFICES AND PREMISES,15500,SPRING AND COMPANY LIMITED,19/09/2002,213 CHESTERGATE,STOCKPORT,,,,SK3 0AN,213 CHESTERGATE,STOCKPORT,,,,SK3 0AN,,,,0,0,0,0,,0
3458103009,RETAIL WAREHOUSE AND PREMISES,44000,CARPHONE WAREHOUSE UK LTD,18/10/2004,UNIT B PORTWOOD RETAIL PARK,GARFIELD STREET,GREAT PORTWOOD STREET,STOCKPORT,,SK1 2ED,C/O GL HEARN MANAGEMENT LTD,PO BOX 1821,SOUTHAMPTON,,,SO18 9NA,,,,0,0,0,0,,0
7940098009,SURGERY AND PREMISES,24250,MARPLE BRIDGE SURGERY,01/04/1997,58 TOWN STREET,MARPLE BRIDGE,STOCKPORT,,,SK6 5AA,58 TOWN STREET,MARPLE BRIDGE,STOCKPORT,,,SK6 5AA,,,,0,0,0,0,,0
0715012009,WAREHOUSE OFFICES AND PREMISES,143000,PANALPINA WORLD TRANSPORT LTD,05/05/1997,ORION BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0WP,ORION BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,,SK3 0WP,,,,0,0,0,0,,0
3942012009,SHOWROOM AND PREMISES,92000,MAGNET LTD T/A MAGNET KITCHENS,27/01/1997,HEMPSHAW LANE,STOCKPORT,,,,SK2 5TP,C/O GRAHAM ISLE DIP RSA,SANDERSON WEATHERALL,25 WELLINGTON STREET,LEEDS,,LS1 4WG,,,,0,0,0,0,,0
5121040019,OFFICES AND PREMISES,10500,WHITEHEAD ACCOUNTANTS LTD,11/06/2004,40 LORD STREET,STOCKPORT,,,,SK1 3NA,40 LORD STREET,STOCKPORT,,,,SK1 3NA,,,,0,0,0,5040,,0
3143254009,SHOP AND PREMISES,8200,SOLS CATERING LTD,15/09/1997,252 FINNEY LANE,HEALD GREEN,CHEADLE,,,SK8 3QD,252 FINNEY LANE,HEALD GREEN,CHEADLE,,,SK8 3QD,,,,0,0,0,3936,,0
1888004009,WAREHOUSE OFFICE AND PREMISES,58500,TRAD HIRE & SALES LTD,01/04/2004,TRAD HOUSE,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,TRAD HOUSE,CROMWELL ROAD,BREDBURY,STOCKPORT,,SK6 2RF,,,,0,0,0,0,,0
3942047059,WAREHOUSE AND PREMISES,9000,SALLY SALON SERVICES LTD,15/03/1998,UNIT 7A,VICTORIA DYE WORKS,HEMPSHAW LANE,STOCKPORT,,SK1 4LG,C/O RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
3824002039,WAREHOUSE OFFICE AND PREMISES,24250,TECHNOCRAFT INTERNATIONAL LTD,26/06/2004,UNIT 2,HAMMOND COURT,HAMMOND AVENUE,STOCKPORT,,SK4 1PQ,UNIT 2,HAMMOND AVE,STOCKPORT,,,SK4 1PQ,,,,0,0,0,0,,0
3459017009,AMUSEMENT ARCADE AND PREMISES,28000,REEL LEISURE LTD,01/06/1998,17-19 GREAT UNDERBANK,STOCKPORT,,,,SK1 1LQ,5/7 SHAWS ROAD,ALTRINCHAM,CHESHIRE,,,WA14 1QU,,,,0,0,0,0,,0
0825080009,OFFICES AND PREMISES,9500,OASIS AIR CONDITIONING LTD,29/05/1998,OFFICE AND PREMISES,80 BRAMHALL LANE,DAVENPORT,STOCKPORT,,SK2 6JG,OFFICE AND PREMISES,80 BRAMHALL LANE,DAVENPORT,STOCKPORT,,SK2 6JG,,,,0,0,0,4560,,0
8358291039,OFFICES AND PREMISES,12250,TLC: TALK LISTEN CHANGE,11/05/1998,291-291A WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 5BP,291-291A WELLINGTON ROAD NORTH,STOCKPORT,,,,SK4 5BP,MAN,,,4831.4,0,0,0,,0
8420003009,RESTAURANT AND PREMISES,84000,MCDONALDS RESTAURANTS  LTD,11/09/1998,WHITEFIELD ROAD,BREDBURY,STOCKPORT,,,SK6 2QR,REAL ESTATE CO-ORDINATOR,MCOPCO ACCOUNTING CENTRE,P O BOX 8649,SUTTON COLDFIELD,WEST MIDLANDS,B72 1GJ,,,,0,0,0,0,,0
5098258029,RESTAURANT AND PREMISES,92000,MCDONALDS RESTAURANTS  LTD,06/11/2002,260 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4RD,REAL ESTATE CO-ORDINATOR,MCOPCO ACCOUNTING CENTRE,P O BOX 8649,SUTTON COLDFIELD,WEST MIDLANDS,B72 1GJ,,,,0,0,0,0,,0
7376051149,WORKSHOP AND PREMISES,1375,JIMMY'S LTD,22/06/1998,UNIT 2,THE COURTYARD,51 STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AA,2 WOODHEAD DRIVE,HALE,ALTRINCHAM,CHESHIRE,,WA15 9LG,,,,0,0,0,660,,0
3805008129,WORKSHOP AND PREMISES,38250,FAIRDEAL FABRICATIONS LTD,11/02/1997,HAIGH AVENUE,STOCKPORT,,,,SK4 1NU,HAMMOND AVENUE,HAIGH AVE,WHITEHILL IND EST,REDDISH,STOCKPORT,SK4 1PQ,,,,0,0,0,0,,0
7967023009,OFFICES AND PREMISES,3000,PEAK & NORTHERN FOOTPATHS SOCIETY,21/06/1998,23 TURNCROFT LANE,OFFERTON,STOCKPORT,,,SK1 4AB,23 TURNCROFT LANE,OFFERTON,STOCKPORT,,,SK1 4AB,MAN,,,1183.2,0,0,0,,0
3969004009,WORKSHOP OFFICE AND PREMISES,27750,FOIL RIBBON & IMPACT PRINTING (MANCHESTER) LTD,19/12/1999,UNITS 4-5,BAMFORD BUSINESS PARK,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,SK4 1NS,UNIT 4 RUTHERFORD COURT,15 NORTH AVENUE,CLYDEBANK BUSINESS PARK,CLYDEBANK,,G81 2QP,,,,0,0,0,0,,0
7263031009,SHOP AND PREMISES,5400,SOCIAL CARE SERVICES LTD,15/07/1998,31 SHAW ROAD,HEATON MOOR,STOCKPORT,,,SK4 4AG,31 SHAW ROAD,HEATON MOOR,STOCKPORT,,,SK4 4AG,,,,0,0,0,2592,,0
