OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 2015/16,MIN Date From   Sbrr,MAX Date To   Sbrr,Sbrr Relief,Lower Multiplier,Trans Relief,Charity Relief From,Mandatory,Mand Relief,Discretionary,Disc Relief,Retail Relief,ReOccupation Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,15 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,0002740A001502,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,14/04/2015,Y,14/04/2015,,,16750,19000,SHOP AND PREMISES,7964,"£7,964.44",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,12 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,0002740A001201,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,22/06/2015,Y,22/06/2015,,,16500,18500,SHOP AND PREMISES,6312,"£6,312.01",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,18 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,0002740A001803,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,14/06/2015,Y,14/06/2015,,,16750,19000,SHOP AND PREMISES,4512,"£4,512.43",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SAVERS HEALTH & BEAUTY PLC,,,,3-5 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,0002740A000302,C/O GERLAD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2000,,,,,48750,55000,SHOP AND PREMISES,24033,"£24,033.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SAYERS THE BAKERS LIMITED,,,,32 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,0002740A003207,SIDNEY STREET,BOLTON,LANCS,,BL3 6BG,09/06/2008,,,,,28000,31750,SHOP AND PREMISES,13804,"£12,304.00",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WILLIAM HILL ORGANIZATION LTD,,,,6 PRINCES PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XY,0002740A000606,GREENSIDE HOUSE,STATION ROAD,50 WOOD GREEN,LONDON,N22 7TP,13/10/2010,,,,,28750,,Betting Shop and Premises,14173,"£14,173.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TEMPLE RETAIL LTD,T/A PERFECT HOMES,,,2 ST WERBURGHS SQUARE,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XZ,27480000209,COLESHILL MANOR OFFICE CAMPUS,COLESHILL,BIRMINGHAM,,B46 1DL,08/12/2006,,,,,79000,93000,SHOP AND PREMISES,38947,"£38,947.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,COFFEE ON THE SQUARE LTD,,,,14 GRANGE PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XZ,26680001406,,,,,,13/11/2011,,,,,18500,22000,SHOP AND PREMISES,9120,"£7,620.50",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FOREVER FAMOUS CLOTHING LTD,,,,13-15 ST WERBURGHS SQUARE,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XZ,27480001305,22 ALBERT ROAD,WIDNES,,,WA8 6JE,11/09/2015,,,,,31000,35500,SHOP AND PREMISES,8476,"£7,644.67",,,,,,,,,,,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,9 ST WERBURGHS SQUARE,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XZ,27480000904,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,15/08/2015,Y,15/08/2015,,,15750,18000,SHOP AND PREMISES,2927,"£2,927.69",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,11 ST WERBURGHS SQUARE,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XZ,27480001108,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,23/10/2015,Y,23/10/2015,,,15000,17250,SHOP AND PREMISES,1394,"£1,394.14",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,T J MORRIS LTD,,,,2A ST WERBURGHS SQUARE,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2XZ,000274800002A3,AXIS BUSINESS PARK,GILLMOSS,LIVERPOOL,MERSEYSIDE,L11 0JA,05/04/2003,,,,,80000,94000,SHOP AND PREMISES,39440,"£39,440.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL UNIVERSITY TEACHING,HOSPITAL CHARITABLE FUND,,,12 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,0002720000120B,FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY,13/11/2009,,,,,13500,25750,SHOP AND PREMISES,6655,£0.00,,,£0.00,,£0.00,13/11/2009,80%,"-£5,205.60",20%,"-£1,301.40",RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHEQUE CENTRES PROPERTIES LTD,IN ADMINSTRATION,,,15 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200001501,C/O KPMG,SALTIRE COURT,20 CASTLE TERRACE,EDINBURGH,EH1 2EG,04/09/2014,Y,04/09/2014,AD,,13250,25500,SHOP AND PREMISES,3748,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BRITISH HEART FOUNDATION,RETAIL DIVISION,,,20-26 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200002002,"CROWN HOUSE, CHURCH ROAD",CLAYGATE,ESHER ,SURREY,KT10 0BF,24/06/2010,,,,,63500,,SHOP AND PREMISES,31305,£0.00,,,£0.00,,£0.00,24/06/2010,80%,"-£24,485.60",20%,"-£6,121.40",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DONE BROS,T/A BETFRED,,,13 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200001304,THE SPECTRUM ARENA 56-58,BENSON ROAD,BIRCHWOOD,WARRINGTON CHESHIRE,WA3 7PQ,20/12/2006,,,,,12750,24750,SHOP AND PREMISES,6120,"£6,120.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AMPLIFON LIMITED,,,,33 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,0002720000330A,ULTRAVOX HOUSE,STYAL ROAD,MANCHESTER,,M22 5WY,11/04/2011,,,,,19250,32500,SHOP AND PREMISES,9490,"£9,490.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ANDREW COLLINGE LTD,,,,31 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,000272000031A7,99 BOLD STREET,LIVERPOOL,,MERSEYSIDE,L1 4HF,15/08/2007,,,,,21250,35000,HAIRDRESSING SALON AND PREMISES,10476,"£8,976.25",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FARMFOODS LTD,,,,1-5 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200000104,GREENS ROAD 7 BLAIRLINN INDUSTRIAL,CUMBERNAULD,GLASGOW,,G67 2TU,01/04/2000,,,,,39500,74500,SHOP AND PREMISES,19473,"£19,473.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FORSTER DEAN LIMITED,,,,27 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200002701,DUXFORD HOUSE,5 HURRICANE COURT INT BUS PARK,SPEKE,LIVERPOOL,L24 8RL,21/03/2011,Y,01/04/2015,,,13000,31000,SHOP AND PREMISES,5305,"£5,305.81",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JUST GO TRAVEL LTD,,,,29 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200002909,15 LORD STREET,WREXHAM,,,LL11 1LH,12/02/2005,,,,,13250,36000,SHOP AND PREMISES,6360,"£4,860.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,10 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200001003,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,22/12/2011,Y,25/09/2014,,,13000,25000,SHOP AND PREMISES,6409,"£6,409.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,14 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200001408,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,01/02/2013,Y,25/09/2014,,,13500,25500,SHOP AND PREMISES,6655,"£6,655.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,4-6 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200000405,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,22/01/2013,Y,04/10/2014,,,29000,56000,SHOP AND PREMISES,14297,"£14,297.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,7 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,WIRRAL,CH41 2YA,27200000706,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,17/04/2014,Y,17/04/2014,,,20250,35500,SHOP AND PREMISES,9983,"£9,983.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,2 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200005004,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,06/12/2014,Y,06/12/2014,,,22500,26500,RESTAURANT AND PREMISES,11092,"£11,092.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,17 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200001709,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,03/06/2014,Y,03/06/2014,,,13250,25500,SHOP AND PREMISES,6532,"£6,532.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,8 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,0002720000080A,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,22/12/2011,Y,22/12/2011,,,12750,23000,SHOP AND PREMISES,6285,"£6,285.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,28 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200002805,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,18/10/2014,Y,18/10/2014,,,13500,31750,SHOP AND PREMISES,6655,"£6,655.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,25 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200002504,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,05/01/2016,Y,05/01/2016,,,13000,30750,SHOP AND PREMISES,1523,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NATIONWIDE BUILDING SOCIETY,,,,35-37 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200003507,C/O LAMBERT SMITH HAMPTON,INTERCHANGE PLACE,EDMUND STREET,BIRMINGHAM,B3 2TA,02/12/2013,,,,,71500,81500,SHOP AND PREMISES,35249,"£35,249.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEPKOR UK RETAIL LTD,,,,32-34 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,000272000034A8,128 WIGMORE STREET,LONDON,,,W1U 3SA,29/06/2015,,,,,54500,89500,SHOP AND PREMISES,20334,"£20,334.90",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STOCKS RETAIL LTD,,,,30 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200003009,207 GRANGE ROAD,BIRKENHEAD,,,CH41 2PH,27/05/2015,,,,,13250,31000,SHOP AND PREMISES,5386,"£4,116.40",,,,,,,,,,,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,,,,39 MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200003901,C/IO DTZ,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,B4 6AJ,01/04/2004,,,,,41250,49500,SHOP AND PREMISES,7445,"£7,445.51",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,YMCA CHARITY SHOP SERVICES,,,,19-21A MILTON PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YA,27200001906,UNIT 2,MALVERN VIEW BUSINESS PARK,BISHOP CLEEVE,CHELTENHAM,GL52 7DQ,26/03/2013,,,,,33000,62000,SHOP AND PREMISES,16269,£0.00,,,£0.00,,£0.00,26/03/2013,80%,"-£13,751.23",20%,"-£3,437.81",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TUI UK LTD,C/O RATE ACCOUNT MANAGEMENT,,,5 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A000505,COLLIERS INT RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,01/04/2000,,,,,49500,55000,SHOP AND PREMISES,24403,"£24,403.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ARCADIA GROUP LTD,,,,4-8 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A0004B1,C/O BELLROCK FM LTD,ENTERPRISE HOUSE,SUNNINGDALE ROAD,LEICESTER,LE3 1UR,17/07/2000,,,,,244000,250000,SHOP AND PREMISES,120292,"£120,292.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,COSTA LTD,,,,"UNIT B2, ST JOHNS PAVEMENT",GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A0002A9,C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING ,KENT,ME19 4DN,21/01/2014,,,,,59000,,SHOP AND PREMISES,29087,"£29,087.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EURO CAR PARKS LTD,,,,CAR PARK R/O HAM SQ MEWS,JOHN STREET,BIRKENHEAD,MERSEYSIDE,CH41 2YB,000257700001B5,30 DORSET SQUARE,LONDON,,,NW1 6QJ,01/04/2004,,,,,30000,19000,CAR PARK AND PREMISES,14790,"£14,790.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,10-14 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A00100A,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,28/03/2013,Y,01/04/2013,,,0,287500,SHOP AND PREMISES,0,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,"UNIT A2, ST JOHNS PAVEMENT",GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A0002B3,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,21/01/2014,,,,,76500,,SHOP AND PREMISES,37714,"£37,714.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,11 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A001103,C/O JLL,LASALLE ACCOUNTS PAYABLE, PO BOX 3515,NORWICH,NR7 7QX,01/01/2013,,,,,41000,45250,OFFICES AND PREMISES,19163,"£19,163.69",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARS PENSION TRUSTEES LTD,,,,1 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A00010B,C/O JLL,LASALLE ACCOUNTS PAYABLE,PO BOX 3515,NORWICH,NR7 7QX,14/08/2015,Y,14/08/2015,,,77500,85500,SHOP AND PREMISES,24114,"£24,114.57",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,O2 (UK) LTD,,,,7-9 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A000702,C/O CLUTTONS LLP ,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,01/04/2004,,,,,79000,87500,SHOP AND PREMISES,38947,"£38,947.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANTANDER UK PLC,,,,3 ST JOHNS PAVEMENT,GRANGE PRECINCT,BIRKENHEAD,MERSEYSIDE,CH41 2YB,0002749A000308,C/O JONES LANG LASALLE BUS RATES,ONE PICCADILLY GARDENS,MANCHESTER,,M1 1RG,19/05/2008,Y,25/09/2014,,,73500,81500,SHOP AND PREMISES,36235,"£36,235.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,MARKET (CASUAL STALLS),CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YH,36020000105,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YH,01/04/2004,,,,,41000,41000,MARKET AND PREMISES,20213,"£18,713.00",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,PUBLIC W.C. ADJ THE MARKET,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36000034906,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YH,01/08/2005,,,,,9200,7950,PUBLIC CONVENIENCE AND PREMISES,4416,"£4,416.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALL F165 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,000360100165A1,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD MERSEYSIDE,,CH41 2YH,04/12/2008,Y,04/12/2008,,,2025,1725,SHOP AND PREMISES,998,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALL F167 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36010016707,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD ,MERSEYSIDE,CH41 2YH,31/12/2010,Y,31/12/2010,,,2075,,SHOP AND PREMISES,1022,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALL F166 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,000360100166B2,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,01/04/2013,Y,01/04/2013,,,2025,,SHOP AND PREMISES,998,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALL G26 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36010017503,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,28/11/2013,Y,28/11/2013,,,3700,3200,SHOP AND PREMISES,1824,"£1,824.10",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALL D17 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36010001702,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,06/02/2014,Y,01/04/2014,,,3550,3000,SHOP AND PREMISES,1750,"£1,750.15",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALLS C103 & 106 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36010010307,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,08/02/2014,Y,01/04/2014,,,7600,6500,SHOP AND PREMISES,3746,"£3,746.80",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALL B42 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36010004202,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,30/01/2014,Y,01/04/2014,,,3750,3200,SHOP AND PREMISES,1848,"£1,848.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD MARKET SERVICES LTD,,,,STALLS CP4-CP5 MARKET HALL,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2YJ,36010021408,MARKET OFFICE,CLAUGHTON ROAD,BIRKENHEAD,MERSEYSIDE,CH41 4YJ,01/04/2013,Y,04/09/2014,,,7400,,SHOP AND PREMISES,3648,"£3,648.20",,,£0.00,,£0.00,,,£0.00,,£0.00,,
