_id,OA Code,Multiple Deprivation Measure Rank,Income Domain Score,Income Domain Rank,Employment Domain Score (18-59/64 years),Employment Domain Rank (18-59/64 years),Crime and Disorder Domain Rank,Proximity to Services Domain Rank,Travel time to a GP premises (minutes),Travel time to an Accident and Emergency hospital (minutes),Travel time to a dentist (minutes),Travel time to a pharmacist (minutes),Travel time to an optician (minutes),Travel time to Job Centre or Jobs & Benefits Off (mins),Travel time to a Post Office (minutes),Travel time to a supermarket / food store (minutes),Travel time to a large service centre (minutes),Travel time to a Council Leisure Centre or sports fac (mins),Travel time to financial services (minutes),Travel time to other general services (minutes),Population Estimate (NIMDM 2010)
2829,95MM200006,2516,0.22,2453,0.15,1800,3861,4313,2.41,0.91,0.8,0.53,2.29,1.59,1.13,0.53,2.09,0.46,0.46,1.33,370
2830,95MM200007,3647,0.11,3777,0.09,3371,4078,3704,2.52,1.79,1.46,1.53,2.03,2.16,1.02,0.87,2.07,1.17,0.87,1.2,230
2831,95MM200008,666,0.53,535,0.27,353,3941,3833,2.2,1.79,1.27,1.39,1.69,2.04,1.2,0.89,1.75,1.22,0.89,1.21,305
2832,95MM200009,498,0.62,280,0.27,326,1323,4335,1.85,1.7,1,1.1,1.35,1.82,1.1,0.54,1.4,1.21,0.54,0.95,285
2833,95MM200010,1264,0.35,1430,0.24,498,704,4080,2.15,1.47,0.99,1.06,1.73,1.78,1.27,0.92,1.72,0.74,0.74,1.09,335
2834,95MM200011,4410,0.05,4679,0.03,4886,4524,4383,2.09,1.23,0.78,0.8,1.75,1.56,1.15,0.8,1.68,0.43,0.43,1.01,310
2835,95MM200012,1840,0.29,1786,0.17,1337,3216,4232,2.16,1.87,0.75,0.91,1.71,2.06,1.14,0.78,1.64,0.67,0.67,0.94,290
2836,95MM210001,4150,0.08,4174,0.09,3512,1878,1876,3.05,8.12,3.82,1.28,3.96,6.42,1.28,1.28,4.09,5.03,0.76,1.59,465
2837,95MM210002,2442,0.14,3355,0.16,1563,4478,1561,4.2,9.56,4.96,0.9,5.1,7.98,0.9,0.9,5.22,6.6,0.9,1.88,380
2838,95MM210003,1390,0.35,1389,0.19,1010,4005,1826,3.97,8.99,4.69,0.53,4.84,7.66,0.53,0.53,4.94,6.29,0.53,1.53,330
2839,95MM210004,2074,0.25,2132,0.16,1578,2573,1836,4,9.17,4.74,0.48,4.88,7.7,0.48,0.48,4.99,6.32,0.48,1.51,375
2840,95MM210005,3794,0.1,3944,0.12,2590,3950,1498,2.07,7.96,2.95,2.95,3.13,6.18,3.06,2.67,3.27,4.34,1.22,2.57,340
2841,95MM210006,3467,0.13,3524,0.14,2069,2846,1966,1.36,7.92,2.41,2.41,2.57,5.18,2.57,2.13,2.77,3.27,0.48,2.37,315
2842,95MM210007,3646,0.15,3255,0.11,2703,3312,1613,1.84,8.29,2.84,2.84,3.02,5.9,3.02,2.56,3.2,3.99,0.71,2.57,400
2843,95MM210008,2161,0.23,2285,0.17,1372,2834,2076,3.59,8.44,4.3,0.49,4.45,7.14,0.49,0.49,4.55,5.78,0.49,1.34,255
2844,95MM210009,1358,0.28,1897,0.22,716,3806,2154,3.75,8.95,4.51,0.23,4.65,7.37,0.23,0.23,4.77,5.99,0.23,1.23,285
2845,95MM210010,1419,0.34,1502,0.19,1023,2339,2048,3.73,8.82,4.47,0.39,4.62,7.34,0.39,0.39,4.73,5.96,0.39,1.33,350
2846,95MM220001,1448,0.44,904,0.18,1195,1439,3786,1.9,8.05,0.22,1.2,2.1,3.49,2.1,0.22,4.38,0.65,0.22,0.72,295
2847,95MM220002,4353,0.1,3921,0.07,4135,3076,3010,1.85,3.78,1.72,1.85,1.85,3.89,1.85,1.57,3.91,1.19,0.58,1.4,345
2848,95MM220003,3573,0.15,3222,0.09,3573,3106,2970,1.91,6.77,1.02,1.84,1.91,4.11,1.91,1.02,5.75,1.89,1.02,0.44,360
2849,95MM220004,2206,0.43,999,0.13,2332,1650,2698,1.83,6.98,1.58,1.6,2.56,3.83,2.56,1.53,4.33,0.93,0.45,1.36,240
2850,95MM220005,2446,0.26,2030,0.11,2685,347,3597,0.97,7.07,0.94,0.34,2.88,2.75,2.45,0.94,3.64,0.84,0.51,0.72,385
2851,95MM220006,3845,0.16,3146,0.11,2661,2789,3552,1.74,7.61,0.65,1.18,2.14,3.59,2.14,0.65,4.34,0.26,0.26,1.02,405
2852,95MM220007,2502,0.26,2089,0.14,1985,2406,3637,1.69,8.31,0.45,1.58,1.69,3.93,1.69,0.23,4.72,0.67,0.45,0.93,345
2853,95MM220008,3992,0.17,2985,0.1,3216,3672,2882,1.95,7.67,1.34,1.84,1.95,4.22,1.95,1.08,4.76,0.77,0.65,1.32,385
2854,95MM230001,798,0.45,835,0.22,687,1001,4637,0.58,7.87,0.58,0.67,1.27,0.98,0.41,0.41,3.28,0.45,0.15,0.6,330
2855,95MM230002,603,0.46,823,0.27,360,1149,4540,1.19,8.4,1.19,0.16,1.48,1.19,0.29,0.16,3.42,0.62,0.29,0.59,345
2856,95MM230003,322,0.62,291,0.3,211,1564,4092,1.5,8.79,1.5,0.36,1.76,1.5,0.74,0.36,3.6,1.01,0.36,0.9,315
2857,95MM230004,1008,0.37,1338,0.23,600,777,4691,0.62,7.65,0.62,0.62,0.92,0.62,0.36,0.36,2.84,0.21,0.36,0.61,430
2858,95MM230005,837,0.5,632,0.26,402,2456,4139,0.67,7.15,0.67,1.07,1.86,1.57,0.92,0.92,2.88,1.07,0.62,0.5,245
2859,95MM230006,1364,0.38,1284,0.16,1553,754,4297,0.79,8.35,0.79,0.7,1.68,1.38,0.57,0.57,3.75,0.8,0.41,0.69,315
2860,95MM230007,369,0.64,245,0.28,300,787,4429,1.1,8.49,1.1,0.31,1.63,1.33,0.35,0.31,3.65,0.71,0.35,0.61,250
2861,95MM230008,1602,0.32,1600,0.18,1322,1132,4699,0.98,8.1,0.98,0.29,1.28,0.98,0.15,0.15,3.24,0.36,0.15,0.53,355
2862,95MM240001,157,0.73,113,0.33,118,3297,4278,0.44,4.97,2,0.44,0.44,5.03,0.44,0.44,5.34,0.26,0.44,1.16,445
2863,95MM240002,1563,0.35,1401,0.19,1051,3171,4380,0.46,4.82,1.74,0.46,0.46,4.87,0.46,0.31,5.11,0.5,0.31,1.13,320
2864,95MM240003,2017,0.22,2466,0.2,968,2020,4318,0.68,4.66,1.64,0.68,0.68,4.71,0.68,0.22,4.92,0.64,0.22,1.16,320
2865,95MM240004,30,0.96,8,0.41,35,886,2889,1.16,6.02,3.06,1.16,1.16,5.84,1.16,1.03,6.78,0.57,1.03,1.6,425
2866,95MM240005,405,0.68,175,0.23,658,2088,3519,0.84,5.19,2.6,0.84,0.84,5.3,0.84,0.84,5.75,0.53,0.84,1.39,400
2867,95MM240006,173,0.76,78,0.35,90,2214,3682,0.65,5.86,2.6,0.65,0.65,5.44,0.65,0.65,6.48,0.39,0.65,1.48,325
2868,95MM240007,314,0.66,206,0.3,183,2543,4021,0.63,4.95,2.15,0.63,0.63,5.03,0.63,0.63,5.38,0.15,0.63,1.28,275
2869,95MM250001,993,0.53,525,0.17,1476,521,1671,3.16,7.65,4.62,1.5,3.16,7.1,1.5,1,8.6,2.72,1,2.95,520
2870,95MM250002,1901,0.4,1174,0.14,2054,3772,1656,2.46,9.59,5.37,0.88,2.46,7.77,0.88,0.88,9.27,4.36,1.36,2.57,780
2871,95MM250003,1966,0.35,1425,0.08,3624,2272,2617,2.21,7.09,3.89,0.97,2.21,6.54,1.01,0.14,7.93,2,0.14,2.24,380
2872,95MM250004,504,0.62,276,0.26,403,1124,2822,1.91,6.87,3.48,0.55,1.91,6.13,0.55,0.49,7.57,1.87,0.49,2.04,435
2873,95MM250005,153,0.81,51,0.29,263,924,2918,1.94,6.76,3.21,0.23,1.94,5.79,0.23,0.23,7.33,1.97,1.01,2.05,345
2874,95MM250006,130,0.82,47,0.27,351,256,3124,1.59,6.51,2.86,0.39,1.59,5.5,0.39,0.39,7.01,1.74,0.91,1.85,325
2875,95MM250007,4244,0.09,4106,0.07,4024,2110,1721,2.59,9.37,5.07,1.21,2.59,7.28,1.21,0.83,8.82,4.59,0.83,2.38,605
2876,95MM250008,1999,0.34,1512,0.14,2070,1113,2023,2.18,8.74,4.05,1.19,2.18,6.46,1.19,0.89,8.04,4.03,0.79,1.96,300
2877,95MM250009,436,0.58,391,0.18,1243,565,2719,1.53,8.64,3.85,0.56,1.53,6.74,0.56,0.18,8.27,3.11,0.4,1.83,355
2878,95MM250010,1323,0.48,719,0.19,1071,2137,2260,1.94,8.92,4.29,0.7,1.94,6.92,0.7,0.49,8.46,3.69,0.67,2.05,540
2879,95MM250011,222,0.77,70,0.22,760,293,2840,1.06,8.37,3.49,0.7,1.06,6.63,0.7,0.55,8.13,2.47,0.66,1.49,325
2880,95MM250012,251,0.65,236,0.28,285,852,3204,0.93,6.18,2.44,0.93,0.93,5.23,0.93,0.93,6.63,1.28,0.93,1.44,350
2881,95MM250013,294,0.61,309,0.24,528,658,2887,1.17,8.14,3.06,0.97,1.17,6.19,0.97,0.61,7.72,2.63,0.42,1.41,285
2882,95MM250014,428,0.61,302,0.23,663,871,3088,0.78,7.96,2.88,0.78,0.78,6.21,0.78,0.78,7.7,2.08,0.78,1.17,385
2883,95MM250015,552,0.6,333,0.22,764,1297,2774,1.52,8.37,3.4,0.9,1.52,6.3,0.9,0.4,7.86,3.11,0.17,1.69,335
2884,95MM250016,1457,0.41,1079,0.16,1515,2750,2693,1.95,6.95,3.74,0.62,1.95,6.45,1.14,0.36,7.78,1.77,0.36,1.99,480
2990,95NN080006,2092,0.3,1755,0.13,2214,2853,1518,1.02,27.07,7.67,1.02,1.02,7.3,0.52,0.52,7.67,7.67,0.52,0.61,435
2885,95MM260001,292,0.7,143,0.24,565,1023,2401,2.72,9.8,3.9,1.32,2.72,4.66,0.92,0.61,6.55,3.05,0.34,1.32,360
2886,95MM260002,2077,0.31,1651,0.16,1584,342,3215,2.58,8.56,2.78,0.44,2.58,3.45,0.41,0.41,5.31,2.84,0.44,0.79,425
2887,95MM260003,693,0.53,513,0.23,649,1227,2608,2.85,9.41,3.71,0.9,2.85,4.2,0.5,0.5,6.06,3.14,0.5,1.16,465
2888,95MM260004,2328,0.22,2464,0.16,1655,2333,3245,2.65,8.95,3.16,0.41,2.65,3.81,0.21,0.21,5.67,2.93,0.21,0.77,435
2889,95MM260005,1974,0.28,1849,0.16,1561,3286,2665,3.06,8.9,3.59,0.71,3.06,3.61,0.6,0.6,5.43,3.04,0.55,1.02,340
2890,95MM260006,2735,0.24,2230,0.15,1754,2700,2909,2.78,7.31,2.35,1.36,2.78,4.38,1.14,0.17,6.38,2.4,0.17,1.34,345
2891,95MM260007,2956,0.14,3421,0.17,1329,4634,1896,2.89,8.76,4.44,1.88,2.89,6.12,1.5,0.43,7.72,5.01,0.43,1.58,385
2892,95MM260008,3381,0.23,2379,0.11,2761,3800,2094,2.58,8.34,3.72,1.47,2.58,5.63,1.18,0.85,7.26,4.56,0.85,1.35,365
2893,95MM260009,412,0.67,193,0.22,704,1218,2185,2.86,10.12,4.27,1.65,2.86,4.95,1.25,0.49,6.84,3.18,0.21,1.51,315
2894,95MM270001,1942,0.23,2282,0.18,1263,979,4655,0.47,7.12,0.47,0.58,0.72,0.47,0.72,0.58,2.61,0.49,0.47,0.56,190
2895,95MM270002,1195,0.36,1376,0.17,1441,231,4347,0.34,6.43,0.34,1.12,1.36,1.13,0.99,0.99,2.41,0.88,0.58,0.59,280
2896,95MM270003,1501,0.27,1941,0.18,1295,76,4994,0.45,5.56,0.24,0.24,0.38,0.45,0.38,0.24,1.45,0.63,0.24,0.26,170
2897,95MM270004,73,0.78,64,0.45,19,302,4989,0.17,6.94,0.17,0.3,0.3,0.17,0.3,0.3,2.14,0.46,0.17,0.24,360
2898,95MM270005,64,0.82,48,0.46,15,772,5020,0.25,6.61,0.14,0.14,0.14,0.3,0.14,0.14,1.79,0.25,0.14,0.14,230
2899,95MM270006,169,0.64,242,0.35,98,555,5012,0.16,6.66,0.25,0.16,0.25,0.46,0.25,0.25,1.65,0.16,0.16,0.19,390
2900,95MM270007,320,0.66,201,0.26,375,549,4913,0.4,6.47,0.62,0.34,0.62,0.85,0.34,0.34,1.27,0.4,0.34,0.39,200
2901,95MM270008,65,0.73,115,0.43,25,31,4987,0.45,6.13,0.55,0.19,0.55,0.84,0.19,0.19,1.15,0.45,0.19,0.25,260
2902,95MM270009,3081,0.17,3014,0.1,3190,1096,3523,0.34,6.14,1.03,0.72,2.13,2,2.02,1.77,2.86,1.74,0.72,0.79,380
2903,95MM270010,3971,0.1,3924,0.06,4425,3942,3772,0.75,6.87,0.75,0.59,2.12,1.89,1.53,1.53,3.03,1.56,0.59,0.66,560
2904,95MM270011,1382,0.34,1516,0.2,933,671,3852,0.72,6.89,1.2,0.2,2.6,2.41,2.12,1.2,3.37,1.18,0.2,0.49,300
2905,95MM270012,1887,0.42,1054,0.12,2519,1786,3879,0.49,6.67,1.11,0.23,2.4,2.22,2.01,1.43,3.18,1.37,0.23,0.49,185
2906,95MM270013,1858,0.3,1768,0.15,1758,497,4361,0.42,6.87,0.42,1.06,1.63,1.36,0.85,0.85,2.68,0.91,0.47,0.49,330
2907,95MM280001,20,0.84,35,0.51,4,32,4849,0.38,5.15,0.43,0.38,0.38,2.14,0.43,0.38,0.38,1.65,0.38,0.63,290
2908,95MM280002,117,0.69,168,0.38,59,219,4953,0.43,5.65,0.23,0.23,0.23,2,0.23,0.27,0.43,1.45,0.23,0.48,230
2909,95MM280003,224,0.6,326,0.33,125,595,4956,0.55,5.64,0.13,0.13,0.27,2.31,0.27,0.13,0.55,1.46,0.27,0.48,335
2910,95MM280004,1394,0.27,2005,0.17,1479,332,4970,0.18,5.21,0.37,0.18,0.18,2.27,0.37,0.18,0.18,1.77,0.12,0.49,230
2911,95MM280005,737,0.42,1026,0.22,684,1742,4828,0.69,5.56,0.25,0.25,0.52,2.61,0.52,0.25,0.69,1.59,0.26,0.66,335
2912,95MM280006,84,0.78,67,0.35,97,79,4726,0.93,5.85,0.4,0.4,0.66,2.69,0.66,0.17,0.93,1.39,0.17,0.75,285
2913,95MM280007,444,0.6,344,0.28,299,1020,4439,1.09,6.06,0.7,0.7,0.95,2.96,0.95,0.29,1.22,1.4,0.29,0.98,420
2914,95MM280008,393,0.61,319,0.25,449,2513,3400,0.51,6.71,1.36,1.36,1.59,3.53,1.59,0.97,1.9,1.56,0.97,1.47,235
2915,95MM290001,158,0.69,157,0.33,132,402,4920,0.26,2.91,0.26,0.26,0.8,1.99,0.74,0.26,0.57,2.31,0.26,0.39,250
2916,95MM290002,1472,0.4,1133,0.15,1744,1503,4924,0.46,2.57,0.46,0.46,0.63,1.8,0.74,0.26,0.26,1.93,0.26,0.39,325
2917,95MM290003,395,0.54,488,0.31,169,1161,4652,0.91,2.1,0.88,0.91,1.02,1.4,0.49,0.49,0.68,1.6,0.68,0.7,315
2918,95MM290004,1388,0.29,1810,0.2,915,3349,4813,1.4,1.67,0.46,0.65,1.42,1.17,0.14,0.14,1.12,1.26,0.65,0.72,210
2919,95MM290005,1121,0.4,1184,0.21,817,143,4639,0.74,3.88,0.34,0.59,1.29,2.42,0.34,0.34,1.29,3.01,0.34,0.62,330
2920,95MM290006,1729,0.18,2811,0.16,1661,3803,4375,1.16,1.87,0.97,1.1,1.48,0.98,0.52,0.52,1.11,1.67,1.1,1,325
2921,95MM290007,1053,0.44,916,0.19,1155,57,4882,0.34,2.69,0.34,0.34,1.06,1.7,0.55,0.34,0.74,2.24,0.34,0.5,275
2922,95MM290008,471,0.59,360,0.24,511,2320,4071,1.59,4.22,0.74,0.71,1.73,2.56,0.74,0.71,1.73,3.37,0.36,1.05,385
2923,95MM290009,891,0.48,707,0.22,665,1518,3568,1.85,4.52,1.01,1,1.85,2.84,1.01,1,1.85,3.32,0.66,1.25,495
2924,95MM300001,536,0.6,341,0.22,685,2719,4759,0.43,6.94,0.68,0.43,0.68,0.79,0.68,0.54,1.67,0.43,0.34,0.43,330
2925,95MM300002,49,0.96,7,0.47,12,1162,4407,1.11,7.26,1.34,0.83,0.83,1.45,0.83,0.47,1.81,0.43,0.47,0.63,315
2926,95MM300003,624,0.54,492,0.26,369,1470,4542,0.74,7.34,0.96,0.74,0.96,0.98,0.96,0.66,1.99,0.74,0.13,0.44,330
2927,95MM300004,201,0.71,131,0.33,121,2052,4736,0.6,6.79,0.85,0.6,0.85,1.01,0.67,0.28,1.44,0.6,0.28,0.48,260
2928,95MM300005,575,0.61,324,0.24,510,1874,4463,1.74,8.21,2.09,0.21,0.21,2.11,0.21,0.21,2.72,0.68,0.21,0.8,285
2929,95MM300006,228,0.66,197,0.32,136,2759,4476,0.88,7.15,1.13,0.88,1.02,1.23,1.02,0.38,1.73,0.65,0.35,0.54,310
2930,95MM300007,1366,0.4,1171,0.21,822,1933,4717,0.59,7.36,0.67,0.59,0.74,0.67,0.74,0.6,2.14,0.59,0.11,0.36,290
2931,95NN010001,794,0.53,516,0.2,902,1548,837,1.02,44.83,10.49,0.75,10.72,11.11,1.63,0.46,11.11,9.87,1.02,0.67,390
2932,95NN010002,1605,0.31,1713,0.17,1413,3232,738,1.37,44.38,10.26,1.45,10.52,10.89,2.64,1.37,10.89,9.62,1.37,1.32,415
2933,95NN010003,1176,0.34,1510,0.22,739,388,811,1.45,45.22,10.93,0.28,11.17,11.55,1.43,0.28,11.55,10.3,1.43,0.48,365
2934,95NN010004,3050,0.18,2904,0.1,3172,2064,706,2.64,45.65,11.06,1.43,11.25,11.65,1.14,1.14,11.65,10.46,1.14,1.51,305
2935,95NN010005,933,0.42,1035,0.24,542,2642,781,2.12,45.55,11.14,0.72,11.35,11.74,0.79,0.72,11.74,10.51,0.79,0.97,370
2936,95NN010006,2799,0.13,3554,0.1,3258,3018,347,6.2,40.46,6.25,5.32,6.69,6.99,5.32,5.32,6.99,5.7,5.32,5.79,455
2937,95NN010007,2149,0.22,2416,0.14,1972,2083,451,2.72,44.75,10.83,3.3,11.16,11.56,4,2.72,11.56,10.25,2.72,2.75,470
2938,95NN010008,862,0.46,817,0.22,750,1880,170,4.77,43.77,13.02,5.31,9.35,13.81,6.04,4.77,13.81,10.42,4.77,3.65,290
2939,95NN020001,3764,0.1,3954,0.13,2190,3599,2633,0.69,33.38,0.69,1.06,1.61,1.61,1.48,0.36,1.62,0.36,0.36,0.97,355
2940,95NN020002,4136,0.08,4198,0.08,3704,4319,1562,2.01,35.91,2.01,2.08,2.1,2.1,2.4,0.39,2.4,2.4,1.1,1.92,415
2941,95NN020003,4009,0.08,4153,0.09,3425,1602,2209,1.24,33.19,1.24,1.44,1.78,1.78,1.76,0.51,2.03,0.51,0.51,1.3,455
2942,95NN020004,4499,0.05,4688,0.08,3667,4881,1670,1.86,34.03,1.86,1.92,1.96,1.96,2.3,0.76,2.3,2.15,0.85,1.77,415
2943,95NN020005,280,0.6,337,0.37,68,315,2244,1.31,32.88,1.31,1.06,1.11,1.11,1.62,0.9,1.62,0.9,0.9,1.03,330
2944,95NN020006,2025,0.31,1656,0.16,1633,486,2927,0.66,33.19,0.66,0.42,0.96,0.96,1.01,0.42,1.01,0.79,0.79,0.51,320
2945,95NN030001,3172,0.11,3839,0.14,2044,4762,1449,1.72,20.49,2.15,1.72,1.56,2.73,2.15,1.56,14.9,6.63,1.56,1.64,495
2946,95NN030002,1290,0.34,1458,0.2,926,3787,1735,1.22,23.03,1.33,1.22,0.99,1.92,1.33,0.99,17.17,6.22,0.99,1.04,350
2947,95NN030003,2341,0.24,2249,0.11,2695,1069,2674,0.74,21.42,0.42,0.42,0.42,0.95,0.42,0.42,16.07,5.41,0.53,0.49,325
2948,95NN030004,4167,0.04,4782,0.08,3858,4959,1741,1.25,21.13,1.52,1.25,1.18,2.27,1.52,0.95,15.44,6.09,1.18,1.14,455
2949,95NN030005,4043,0.07,4394,0.07,4181,4345,2331,0.79,21.52,0.85,0.79,0.75,1.6,0.85,0.36,15.96,5.55,0.75,0.68,435
2950,95NN030006,1271,0.41,1108,0.19,1123,2058,2483,0.98,21.17,0.51,0.51,0.51,1.32,0.51,0.51,15.79,5.7,0.78,0.58,310
2951,95NN030007,3336,0.2,2631,0.05,4626,3712,2134,0.62,22,1.54,0.62,0.77,1.88,1.54,0.62,16.34,5.2,0.62,0.67,365
2952,95NN030008,2359,0.27,2013,0.13,2142,1016,2652,0.36,22.18,0.74,0.36,0.68,1.08,0.74,0.36,16.7,4.8,0.36,0.44,240
2953,95NN040001,1213,0.31,1716,0.17,1429,273,2793,0.35,33.56,0.35,0.79,1.06,1.17,1.17,0.63,1.17,0.63,0.63,0.81,410
2954,95NN040002,505,0.33,1567,0.37,65,1941,2582,0.63,34.93,0.63,1.03,1.32,1.36,1.36,0.51,1.36,0.51,0.51,0.93,395
2955,95NN040003,31,0.82,46,0.39,51,36,3418,0.59,33.18,0.59,0.17,0.59,0.59,0.59,0.17,0.59,0.59,0.59,0.24,280
2956,95NN040004,433,0.53,523,0.24,547,1017,2342,0.77,35.48,0.77,0.9,1.18,1.48,0.9,0.9,1.48,1.04,0.9,1.14,470
2957,95NN040005,842,0.41,1099,0.19,1067,227,2510,0.77,34.07,1.18,0.77,0.77,1.54,0.94,0.77,1.54,1.25,0.77,0.91,375
2958,95NN040006,795,0.42,1014,0.19,1066,262,1914,1.26,35.98,1.26,1.06,1.42,1.85,1.06,1.06,1.85,1.85,1.06,1.48,435
2959,95NN040007,95,0.73,109,0.28,265,53,2475,1.03,35.8,1.07,0.69,1.03,1.51,0.69,0.69,1.51,1.51,0.41,1.12,375
2960,95NN050001,2653,0.2,2614,0.09,3295,2080,1818,1.12,23.29,1.66,1.12,0.8,1.11,1.66,0.74,17.76,5.7,0.74,0.79,385
2961,95NN050002,537,0.52,551,0.24,541,514,1624,1.32,24.33,1.93,1.32,1.03,1.16,1.93,1.03,16.4,6.23,1.03,1.06,290
2962,95NN050003,1837,0.29,1812,0.14,2079,1066,2084,1.08,23.83,0.95,0.95,0.55,0.27,0.95,0.55,17.13,7.11,0.55,0.5,310
2963,95NN050004,2724,0.13,3443,0.11,2962,1353,2213,0.97,22.17,0.89,0.89,0.79,0.82,0.89,0.79,16.45,4.54,0.79,0.79,350
2964,95NN050005,772,0.47,757,0.19,1055,160,2801,0.68,21.89,0.53,0.53,0.27,0.55,0.53,0.27,16.53,4.97,0.27,0.32,290
2965,95NN050006,1002,0.35,1400,0.19,1094,1240,1802,1.11,24.19,1.59,1.11,0.75,0.79,1.59,0.75,16.64,6.49,0.75,0.76,260
2966,95NN050007,3151,0.13,3511,0.09,3362,3229,1600,1.2,24.59,2.11,1.2,1.08,1.47,2.11,1.08,16.25,5.9,1.08,1.15,290
2967,95NN050008,3373,0.11,3802,0.1,3071,2429,2151,0.81,22.4,1.02,0.81,1.02,1.17,1.02,0.81,16.37,4.37,0.81,0.87,260
2968,95NN060001,3021,0.14,3423,0.09,3309,4231,292,8.53,37.16,6.92,4.39,6.92,12.22,5.28,4.39,11.65,11.62,4.39,4.48,505
2969,95NN060002,1728,0.29,1793,0.15,1745,933,996,6.89,32.72,3.68,1.89,3.68,7.36,2.36,1.89,7.02,7.36,1.89,2.25,455
2970,95NN060003,2796,0.17,3031,0.12,2389,3603,1132,8.58,33.45,1.45,1.45,1.45,8.7,1.45,1.6,8.17,8.7,1.1,1.32,575
2971,95NN060004,1661,0.38,1267,0.09,3304,1408,1675,5.56,32.46,0.88,0.88,0.88,5.56,0.88,1,5.28,5.56,0.22,0.61,310
2972,95NN060005,1957,0.36,1386,0.12,2432,1836,1783,5.76,31.87,0.31,0.31,0.31,5.76,0.31,0.78,5.53,5.76,0.78,0.49,710
2973,95NN060006,2813,0.16,3085,0.11,2686,1703,1972,5.85,31.98,0.25,0.25,0.25,5.85,0.25,0.31,5.6,5.85,0.25,0.26,290
2974,95NN060007,1372,0.36,1350,0.19,1125,2332,1732,5.52,31.88,0.79,0.79,0.79,5.52,0.79,0.52,5.3,5.52,0.52,0.69,375
2975,95NN060008,884,0.47,747,0.21,806,3915,1623,5.42,32.49,1.04,1.04,1.04,5.42,1.04,1.09,5.15,5.42,0.28,0.71,330
2976,95NN070001,558,0.43,964,0.31,153,58,3153,0.43,33.67,0.81,0.43,0.43,0.81,0.81,0.43,0.81,0.81,0.43,0.5,375
2977,95NN070002,3730,0.09,4085,0.07,4134,1509,1128,3.2,37.27,3.68,2.07,3.2,3.79,2.07,2.07,3.79,3.07,2.07,3.17,355
2978,95NN070003,2703,0.2,2600,0.11,2926,3344,1782,1.27,35.68,1.79,1.27,1.27,1.79,1.46,1.27,1.79,1.79,1.27,1.37,410
2979,95NN070004,2253,0.23,2312,0.12,2594,1088,2055,1.02,35.68,1.62,1.02,1.02,1.62,1.11,1.02,1.62,1.62,1.02,1.13,540
2980,95NN070005,1833,0.19,2763,0.17,1396,1672,1880,1.53,36.12,1.97,0.98,1.53,2.14,0.98,0.98,2.14,1.81,0.66,1.65,455
2981,95NN070006,371,0.57,409,0.25,487,316,2190,1.37,36.01,1.69,0.73,1.37,1.98,0.73,0.73,1.98,1.56,0.3,1.49,340
2982,95NN070007,3433,0.11,3829,0.1,3082,4854,1868,1.29,35.88,1.85,1.13,1.29,1.88,1.13,1.13,1.88,1.8,1.02,1.4,410
2983,95NN070008,979,0.45,847,0.16,1591,1046,2184,1.53,36.12,1.75,0.61,1.53,2.13,0.61,0.61,2.13,1.55,0.22,1.64,325
2984,95NN070009,214,0.65,229,0.42,29,113,2767,0.78,33.21,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,245
2985,95NN080001,4444,0.04,4707,0.06,4456,4238,1156,1.48,26.79,8.57,1.48,1.48,8.11,1.76,1.48,8.57,8.57,1.76,1.53,415
2986,95NN080002,3034,0.16,3092,0.12,2460,3696,1490,0.39,26.24,8.14,0.39,0.39,7.96,1.08,0.39,8.33,8.33,1.08,0.52,370
2987,95NN080003,2878,0.19,2671,0.09,3528,574,1531,0.83,26.83,7.91,0.83,0.83,7.54,0.52,0.52,7.91,7.91,0.52,0.57,385
2988,95NN080004,1988,0.36,1358,0.14,2114,505,1580,0.28,26.47,8.14,0.28,0.28,7.76,0.83,0.28,8.14,8.14,0.83,0.39,300
2989,95NN080005,3983,0.11,3796,0.05,4552,3133,577,4.65,28.52,7.3,4.9,4.9,6.8,4.9,3.71,7.3,7.3,4.65,4.55,385
2991,95NN080007,4177,0.07,4376,0.06,4303,2929,843,3.49,29.24,7.24,3.49,3.49,6.82,3.02,3.02,7.24,7.24,3.02,3.1,445
2992,95NN080008,3836,0.09,4131,0.09,3550,3340,816,5.16,32.66,5.16,5.16,4.72,4.72,5.16,2.24,5.16,5.16,2.24,3.59,405
2993,95NN090001,3711,0.09,4063,0.05,4676,3795,160,6.88,21.55,6.88,6.88,6.88,14.8,6.88,6.49,16.45,12.97,6.49,5.76,480
2994,95NN090002,3543,0.11,3783,0.06,4324,4351,104,7.4,20.95,9.93,7.4,7.4,15.01,7.93,6.37,15.51,13.67,6.37,6.11,440
2995,95NN090003,3791,0.09,4110,0.04,4822,3577,180,7.69,20.06,7.75,6.8,7.69,12.09,6.8,6.17,15.89,11.99,6.17,5.62,435
2996,95NN090004,3615,0.08,4227,0.05,4621,4378,233,6.21,19.66,12.32,5.73,5.68,13.48,5.53,5.53,13.95,12.32,5.73,4.71,335
2997,95NN090005,4284,0.06,4513,0.03,4900,4765,366,5.19,22.57,9.57,5.19,5.19,12.41,5.72,4.65,12.9,12.9,4.65,4.75,425
2998,95NN090006,3147,0.19,2727,0.09,3341,3051,721,3.05,24.22,12.98,2.63,2.63,12.42,2.63,2.27,12.98,12.98,2.63,3.06,380
