Newcastle City Council Invoices over £500 paid in July 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169914,Revenue,1MK40,Direct Pmts Ld               M,825.52
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169914,Revenue,1MK50,Ind Supported Living - Ld    M,821.40
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170179,Revenue,1MG40,Elderly Direct PMTS          M,"1,504.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170020,Revenue,1MG40,Elderly Direct PMTS          M,"2,506.84"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169988,Revenue,1MK40,Direct Pmts Ld               M,376.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169988,Revenue,3WH96,Continuing Care-Dom Payments M,376.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170152,Revenue,1MG40,Elderly Direct PMTS          M,"1,134.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170111,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,"2,665.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169982,Revenue,1MH40,Direct PmtsPd                M,"1,600.12"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169982,Revenue,1MM40,Direct Pmts Mh               M,"1,600.16"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169907,Revenue,1MK40,Direct Pmts Ld               M,715.96
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169998,Revenue,1MM40,Direct Pmts Mh               M,986.16
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169898,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,"1,215.54"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169947,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,513.60
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170036,Revenue,1MG40,Elderly Direct PMTS          M,984.40
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169990,Revenue,1MH40,Direct PmtsPd                M,513.60
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169962,Revenue,1MK40,Direct Pmts Ld               M,"1,500.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170124,Revenue,1MG40,Elderly Direct PMTS          M,457.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170124,Revenue,3WH96,Continuing Care-Dom Payments M,457.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170062,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,556.40
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169893,Revenue,1MK40,Direct Pmts Ld               M,941.60
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169977,Revenue,1MH40,Direct PmtsPd                M,"1,027.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170203,Revenue,1MG40,Elderly Direct PMTS          M,"1,838.95"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170195,Revenue,1MG40,Elderly Direct PMTS          M,"1,456.10"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170049,Revenue,1MK40,Direct Pmts Ld               M,513.60
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169890,Revenue,1MG40,Elderly Direct PMTS          M,"1,017.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170192,Revenue,1MG40,Elderly Direct PMTS          M,"2,010.15"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170121,Revenue,1MG40,Elderly Direct PMTS          M,"1,366.53"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169911,Revenue,1MH40,Direct PmtsPd                M,"1,112.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169840,Revenue,1MK40,Direct Pmts Ld               M,"3,955.64"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169936,Revenue,1MH40,Direct PmtsPd                M,"1,198.40"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169814,Revenue,1MH40,Direct PmtsPd                M,"9,067.50"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169814,Revenue,3WH96,Continuing Care-Dom Payments M,"9,067.50"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169902,Revenue,1MK40,Direct Pmts Ld               M,776.76
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169873,Revenue,1MK40,Direct Pmts Ld               M,"1,926.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170178,Revenue,1MG40,Elderly Direct PMTS          M,"1,125.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169924,Revenue,1MH40,Direct PmtsPd                M,898.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169859,Revenue,1MK40,Direct Pmts Ld               M,813.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169972,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,525.48
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170529,Revenue,1MK34,Shared Lives - Adult Ld      M,"1,136.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169818,Revenue,1MK40,Direct Pmts Ld               M,"1,943.04"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169810,Revenue,1MH40,Direct PmtsPd                M,"6,463.76"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169862,Revenue,1MG40,Elderly Direct PMTS          M,"1,054.76"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169993,Revenue,1MG40,Elderly Direct PMTS          M,"1,583.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170089,Revenue,1MG40,Elderly Direct PMTS          M,"1,048.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170139,Revenue,1MG40,Elderly Direct PMTS          M,"1,020.32"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169871,Revenue,1MK40,Direct Pmts Ld               M,"1,424.92"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169941,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,623.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169892,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,539.24
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,05 July 2011,Redacted Personal Data,5156549,Revenue,1MK34,Shared Lives - Adult Ld      M,"1,136.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169869,Revenue,1MG40,Elderly Direct PMTS          M,956.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170166,Revenue,1MK40,Direct Pmts Ld               M,"2,320.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169870,Revenue,1MK40,Direct Pmts Ld               M,"9,947.72"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169870,Revenue,1MK50,Ind Supported Living - Ld    M,"9,947.72"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169872,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,"2,491.98"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169856,Revenue,1MK40,Direct Pmts Ld               M,"3,708.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169856,Revenue,1MK50,Ind Supported Living - Ld    M,"3,708.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169920,Revenue,1MH40,Direct PmtsPd                M,"1,706.24"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170150,Revenue,1MK40,Direct Pmts Ld               M,"1,295.52"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169826,Revenue,1MH40,Direct PmtsPd                M,"2,525.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169826,Revenue,3WH96,Continuing Care-Dom Payments M,"2,525.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169867,Revenue,1MH40,Direct PmtsPd                M,"1,446.40"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,05 July 2011,Redacted Personal Data,5156457,Revenue,1MK34,Shared Lives - Adult Ld      M,"1,136.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170189,Revenue,1MG40,Elderly Direct PMTS          M,725.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170199,Revenue,1MG40,Elderly Direct PMTS          M,"2,123.44"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169824,Revenue,1MK40,Direct Pmts Ld               M,548.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169866,Revenue,1MH40,Direct PmtsPd                M,565.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170201,Revenue,1MG40,Elderly Direct PMTS          M,"2,135.44"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170187,Revenue,1MG40,Elderly Direct PMTS          M,"1,000.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169984,Revenue,1MH40,Direct PmtsPd                M,846.96
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170053,Revenue,1MK40,Direct Pmts Ld               M,"1,334.32"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170007,Revenue,1MH40,Direct PmtsPd                M,"11,730.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170204,Revenue,1MH40,Direct PmtsPd                M,700.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169886,Revenue,1MK40,Direct Pmts Ld               M,"1,220.40"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170084,Revenue,1MD66,CHILDREN WITH DISABILITIES   E,"1,090.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170064,Revenue,1MK40,Direct Pmts Ld               M,"5,061.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169991,Revenue,1MH40,Direct PmtsPd                M,"2,824.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5170205,Revenue,1MG40,Elderly Direct PMTS          M,"1,350.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169891,Revenue,1MK40,Direct Pmts Ld               M,"1,968.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,05 July 2011,Redacted Personal Data,5156563,Revenue,1MK34,Shared Lives - Adult Ld      M,"2,272.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169935,Revenue,1MK40,Direct Pmts Ld               M,770.40
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,19 July 2011,Redacted Personal Data,5169812,Revenue,1MK40,Direct Pmts Ld               M,"1,671.40"
